mtx,rows,cols,nnz,alpha_1(ms),alpha_2(ms),alpha_3(ms),alpha_4(ms),alpha_5(ms),cu_1(ms),cu_2(ms),cu_3(ms)
adder_dcop_04.mtx,1813,1813,11107,0.275692,0.095345,0.224152,0.221443,0.054929,0.236116,0.207539,0.208203
adder_dcop_05.mtx,1813,1813,11097,0.275699,0.094737,0.095508,0.066593,0.054539,0.236196,0.205359,0.204804
adder_dcop_06.mtx,1813,1813,11224,0.275515,0.094225,0.225027,0.066401,0.054681,0.236139,0.204356,0.211364
adder_dcop_07.mtx,1813,1813,11226,0.275404,0.103177,0.094729,0.065957,0.054844,0.235916,0.203588,0.203484
adder_dcop_08.mtx,1813,1813,11242,0.276267,0.102497,0.226542,0.222195,0.054969,0.236509,0.203364,0.204163
adder_dcop_09.mtx,1813,1813,11239,0.275187,0.101569,0.225029,0.222634,0.054969,0.235716,0.212596,0.203834
adder_dcop_10.mtx,1813,1813,11232,0.274803,0.104401,0.224606,0.222277,0.054637,0.23698,0.205763,0.206699
adder_dcop_11.mtx,1813,1813,11243,0.275827,0.104569,0.225806,0.221739,0.054793,0.23614,0.202369,0.203136
adder_dcop_12.mtx,1813,1813,11246,0.275348,0.111018,0.108226,0.065985,0.054868,0.237303,0.204458,0.202723
adder_dcop_13.mtx,1813,1813,11245,0.276388,0.10069,0.226019,0.222451,0.054865,0.236572,0.202457,0.211899
adder_dcop_14.mtx,1813,1813,11246,0.275147,0.094641,0.224654,0.065707,0.054857,0.237932,0.206488,0.203701
adder_dcop_15.mtx,1813,1813,11246,0.275763,0.223818,0.095529,0.065673,0.054603,0.236308,0.216039,0.213739
adder_dcop_16.mtx,1813,1813,11246,0.275851,0.095137,0.224803,0.22187,0.054913,0.235619,0.20788,0.207818
adder_dcop_17.mtx,1813,1813,11246,0.275451,,0.100713,0.065673,0.054737,0.236484,0.203372,0.202851
adder_dcop_18.mtx,1813,1813,11246,0.275107,0.094753,0.22507,0.066054,0.054625,0.235781,0.207153,0.213571
adder_dcop_19.mtx,1813,1813,11245,0.275108,0.094537,0.224131,0.066505,0.054689,0.235676,0.202656,0.202714
adder_dcop_20.mtx,1813,1813,11246,0.275555,0.094978,0.095213,0.066281,0.054673,0.236349,0.216067,0.216433
adder_dcop_21.mtx,1813,1813,11246,0.275396,0.094537,0.09903,0.221786,0.054704,0.236307,0.203372,0.202827
adder_dcop_22.mtx,1813,1813,11246,0.275492,0.101849,0.224236,0.222083,0.054769,0.235381,0.203019,0.202595
adder_dcop_23.mtx,1813,1813,11246,0.275868,0.095041,0.224449,0.222595,0.054649,0.235061,0.202683,0.202531
adder_dcop_24.mtx,1813,1813,11246,0.276027,0.095313,0.095451,,0.054857,0.235419,0.2023,0.203414
adder_dcop_25.mtx,1813,1813,11246,0.275812,0.094625,0.098423,0.22108,0.054698,0.236868,0.205324,0.202483
adder_dcop_26.mtx,1813,1813,11246,0.275356,0.101886,0.100537,0.065761,0.054657,0.235734,0.203068,0.204811
adder_dcop_27.mtx,1813,1813,11246,0.275396,0.094921,0.222307,,0.054641,0.23946,0.205524,0.205332
adder_dcop_28.mtx,1813,1813,11246,0.275459,0.094905,0.22566,0.222403,0.054625,0.235011,0.202395,0.204011
adder_dcop_29.mtx,1813,1813,11246,0.275292,0.094713,0.224728,0.222009,0.054785,0.237212,0.202635,0.213964
adder_dcop_30.mtx,1813,1813,11246,0.275483,0.102145,0.100801,0.066081,0.054705,0.235467,0.202443,0.202516
adder_dcop_31.mtx,1813,1813,11246,0.275867,0.094857,0.225198,0.066073,0.054681,0.23754,0.203758,0.204483
adder_dcop_32.mtx,1813,1813,11246,0.276116,0.094942,0.095073,0.066145,0.223192,0.237212,0.20322,0.205377
adder_dcop_33.mtx,1813,1813,11246,0.276028,0.094953,0.09895,0.221778,0.054753,0.236629,0.203307,0.20286
adder_dcop_34.mtx,1813,1813,11246,0.27594,0.102289,0.100604,0.22169,0.054705,0.235388,0.202539,0.20258
adder_dcop_35.mtx,1813,1813,11246,0.275467,0.095073,0.095153,0.065981,0.054857,0.236051,0.20518,0.204728
adder_dcop_36.mtx,1813,1813,11246,0.275844,0.09489,0.224358,,0.054633,0.234797,0.204459,0.203373
adder_dcop_37.mtx,1813,1813,11246,0.27578,0.223694,0.098857,0.065769,0.054785,0.235148,0.203636,0.202683
adder_dcop_38.mtx,1813,1813,11246,0.275779,0.102009,0.223397,0.221432,0.054937,0.2361,0.202656,0.203401
adder_dcop_39.mtx,1813,1813,11246,0.275972,0.095313,0.224014,0.065841,0.054696,0.236795,0.203177,0.204373
adder_dcop_40.mtx,1813,1813,11246,0.276523,0.09497,0.095327,0.222606,0.054777,0.236572,0.203863,0.203021
adder_dcop_41.mtx,1813,1813,11246,0.2761,0.094721,0.224163,0.222179,0.054729,0.236764,0.20461,0.207756
adder_dcop_42.mtx,1813,1813,11246,0.2759,0.101841,0.100439,0.066211,0.054793,0.236004,0.202378,0.205636
adder_dcop_43.mtx,1813,1813,11246,0.276012,0.095065,0.223557,0.066143,0.054665,0.235525,0.203859,0.207316
adder_dcop_44.mtx,1813,1813,11245,0.275203,0.094105,0.094785,0.22155,0.054681,0.23626,0.203019,0.202652
adder_dcop_45.mtx,1813,1813,11246,0.275387,0.101689,0.224483,0.066169,0.223745,0.237048,0.207221,0.203983
adder_dcop_46.mtx,1813,1813,11246,0.275501,0.104298,0.103914,0.06607,0.054623,0.23694,0.210521,0.205693
adder_dcop_47.mtx,1813,1813,11246,0.276348,0.111394,,0.222233,0.054777,0.236396,0.204635,0.206323
adder_dcop_48.mtx,1813,1813,11246,0.276155,0.102689,0.22396,0.065793,0.054697,0.237619,0.204343,0.204979
adder_dcop_49.mtx,1813,1813,11246,0.275927,0.101489,0.098711,0.22174,0.054662,0.236507,0.203719,0.207338
adder_dcop_50.mtx,1813,1813,11246,0.274979,0.104249,0.103657,0.065752,0.054809,0.236051,0.202819,0.202732
adder_dcop_51.mtx,1813,1813,11246,0.275531,0.111345,0.108665,0.065969,0.054774,0.237363,0.206942,0.207555
adder_dcop_52.mtx,1813,1813,11246,0.275596,0.102553,0.099081,0.066152,0.054881,0.236837,0.20375,0.203195
adder_dcop_53.mtx,1813,1813,11246,0.275643,0.101545,0.098641,0.066175,0.054761,0.236115,0.207259,0.205076
adder_dcop_54.mtx,1813,1813,11246,0.275731,0.10421,0.224963,0.221618,0.054549,0.236612,0.20254,0.203357
adder_dcop_55.mtx,1813,1813,11246,0.276025,0.111034,0.108339,0.066072,0.223535,0.235133,0.202685,0.203301
adder_dcop_56.mtx,1813,1813,11246,0.276098,0.102438,0.099202,0.221439,0.054733,0.23471,0.202309,0.20606
adder_dcop_57.mtx,1813,1813,11246,0.275618,0.101511,0.225737,0.222092,0.054669,0.235398,0.202621,0.208786
adder_dcop_58.mtx,1813,1813,11246,0.275554,0.104461,0.225273,0.222244,0.054645,0.235781,0.203477,0.213976
adder_dcop_59.mtx,1813,1813,11246,0.275473,0.111282,0.22452,0.221561,0.054741,0.235861,0.203069,0.207763
adder_dcop_60.mtx,1813,1813,11246,0.275721,0.10227,0.22481,0.221172,0.054727,0.235526,0.202605,0.206084
adder_dcop_61.mtx,1813,1813,11246,0.275082,0.101671,0.098752,0.06588,,0.235313,0.202837,0.202382
adder_dcop_62.mtx,1813,1813,11246,0.275129,0.104349,0.224328,0.221572,0.054621,0.235161,0.20227,0.210777
adder_dcop_63.mtx,1813,1813,11246,0.275889,0.11121,0.108503,0.220413,0.054717,0.235373,0.205736,0.205196
adder_dcop_64.mtx,1813,1813,11246,0.275969,0.102206,0.223131,0.222441,0.054676,0.235022,0.202437,0.210186
adder_dcop_65.mtx,1813,1813,11246,0.276017,0.101654,0.22513,0.221603,0.054598,0.235877,0.203429,0.211641
adder_dcop_66.mtx,1813,1813,11246,0.275625,0.104197,0.224036,0.221119,0.054677,0.235581,0.202741,0.208546
adder_dcop_67.mtx,1813,1813,11246,0.275481,0.111434,,0.065838,0.054613,0.236772,0.204727,0.207495
adder_dcop_68.mtx,1813,1813,11246,0.275625,0.10231,0.098794,0.221865,0.054797,0.236383,0.204052,0.203034
adder_dcop_69.mtx,1813,1813,11246,0.275689,0.101287,0.098612,0.221758,0.054645,0.235547,0.20571,0.206487
adder_trans_01.mtx,1814,1814,14579,0.283062,0.105676,0.104834,0.106393,0.054893,0.240769,0.206669,0.209388
adder_trans_02.mtx,1814,1814,14579,0.283342,0.105788,0.103401,0.106228,0.054797,0.239499,0.214812,0.237764
adjnoun.mtx,112,112,850,0.024958,0.038629,0.034471,0.22092,0.031049,0.022914,0.247798,0.027227
af_0_k101.mtx,503625,503625,17550675,0.88502,2.625668,2.526859,1.096479,3.477928,1.064201,1.035402,1.045648
af_1_k101.mtx,503625,503625,17550675,0.885396,2.6215,2.533659,1.096423,3.478176,1.078176,1.050712,1.052588
af23560.mtx,23560,23560,484256,0.044296,0.22707,0.226649,0.22411,0.122119,0.045071,0.224853,0.049006
af_2_k101.mtx,503625,503625,17550675,0.885356,2.623715,2.520802,1.096647,3.478824,1.073818,1.049742,1.045511
af_3_k101.mtx,503625,503625,17550675,0.885671,2.624412,2.526914,1.096507,3.477619,1.076128,1.050138,1.128095
af_4_k101.mtx,503625,503625,17550675,0.885407,2.623756,2.526515,1.096451,3.477683,1.074024,1.051703,1.054082
af_5_k101.mtx,503625,503625,17550675,0.885287,2.627772,2.525339,1.096403,3.477747,1.059546,1.035185,1.049966
af_shell10.mtx,1508065,1508065,52672325,2.571204,7.625434,7.227667,3.0793,10.371017,3.278837,3.166651,3.152579
af_shell1.mtx,504855,504855,17588875,0.879935,2.610452,2.495186,1.082378,3.484939,1.073835,1.053717,1.052522
af_shell2.mtx,504855,504855,17588875,0.879935,2.610652,2.502058,1.082474,3.490003,1.079999,1.051561,1.051867
af_shell3.mtx,504855,504855,17588875,0.880207,2.610868,2.500578,1.08357,3.484235,1.312967,1.056675,1.054364
af_shell4.mtx,504855,504855,17588875,0.879542,2.609132,2.495507,1.082002,3.484533,1.080361,1.157558,1.044075
af_shell5.mtx,504855,504855,17588875,0.880031,2.607981,2.499073,1.082559,3.484265,1.07328,1.048133,1.05296
af_shell6.mtx,504855,504855,17588875,0.879446,2.609033,2.4917,1.082455,3.484528,1.07334,1.044889,1.039382
af_shell7.mtx,504855,504855,17588875,0.879622,2.607097,2.497996,1.082607,3.485184,1.339682,1.052769,1.056905
af_shell8.mtx,504855,504855,17588875,0.879662,2.607113,2.500204,1.082567,3.485591,1.080229,1.056099,1.054627
af_shell9.mtx,504855,504855,17588875,0.879718,2.609594,2.499125,1.082407,3.484927,1.081398,1.051454,1.051615
aft01.mtx,8205,8205,125567,0.219518,0.053978,0.056666,,0.05409,0.223778,0.02448,0.028937
aft02.mtx,8184,8184,127762,,0.053499,0.056938,0.065763,0.223009,0.033946,0.03268,0.032752
air02.mtx,50,6774,61555,0.866909,0.369048,0.366024,1.768013,0.080515,0.770089,0.64908,0.648481
air03.mtx,124,10757,91028,0.932175,0.667917,0.674797,1.718699,0.082415,0.808851,0.704857,0.707441
air04.mtx,823,8904,72965,0.098671,0.063267,0.223703,0.191744,0.066043,0.221415,0.219797,0.081329
air05.mtx,426,7195,52121,0.109693,0.066235,0.066533,0.240883,0.22293,0.220381,0.090801,0.090661
air06.mtx,825,8627,70806,0.118701,0.065779,0.223283,0.227154,0.066074,0.107281,0.094754,0.094825
aircraft.mtx,3754,7517,20267,0.01835,0.048362,0.041258,0.034149,0.037202,0.01648,0.016489,0.016522
airfoil1_dual.mtx,8034,8034,23626,0.019538,0.051842,0.044194,0.223273,0.03957,0.017723,0.01792,0.018069
airfoil1.mtx,4253,4253,24578,0.018688,0.046721,0.043209,0.033476,0.036737,0.017752,0.017339,0.01736
airfoil_2d.mtx,14214,14214,259688,0.220691,0.225933,0.225643,0.059009,0.227031,0.03432,0.034777,0.225199
ak2010.mtx,45292,45292,217098,0.220395,0.226243,0.225897,0.223267,0.225195,0.222851,0.223719,0.224265
al2010.mtx,252266,252266,1230482,0.219972,0.365446,0.325405,0.236324,0.383438,0.463249,0.463247,0.468957
Alemdar.mtx,6245,6245,42581,0.02128,0.050193,0.044506,0.038392,0.038645,0.019934,0.226448,0.219648
amazon0302.mtx,262111,262111,1234877,0.2197,0.450631,0.393455,0.219556,0.372558,0.463105,0.461696,0.470707
amazon0312.mtx,400727,400727,3200440,0.364862,0.726724,0.668971,0.424023,0.798453,0.458648,0.402657,0.458986
amazon0505.mtx,410236,410236,3356824,0.37745,0.747581,0.695667,0.445428,0.829559,,0.448585,0.459931
amazon0601.mtx,403394,403394,3387388,0.378515,0.751557,0.700443,0.439108,0.828671,0.449674,0.456783,0.45549
amazon-2008.mtx,735323,735323,5158388,0.547887,1.129343,1.045229,0.646602,1.3201,,,0.851748
Andrews.mtx,60000,60000,760154,0.220246,0.22531,0.225741,0.222522,0.22599,0.221738,0.222095,0.220275
apache1.mtx,80800,80800,542184,0.220966,0.226774,0.227596,0.224907,0.227562,0.220754,0.220497,0.219999
apache2.mtx,715176,715176,4817870,0.378907,1.115375,0.857328,0.465157,1.215098,0.382491,0.404184,0.401999
appu.mtx,14000,14000,1853104,0.202321,0.633273,0.640849,0.322137,0.719011,0.187923,0.18107,0.219497
ar2010.mtx,186211,186211,904310,0.219256,0.279327,0.250655,0.219054,0.291088,0.219422,0.219431,0.231623
arc130.mtx,130,130,1282,0.037581,0.039905,0.035385,0.068642,0.0395,0.03419,0.031465,0.031563
as-22july06.mtx,22963,22963,96872,0.615641,0.240974,0.242775,0.110083,0.226188,0.5238,0.434199,0.431046
AS365.mtx,3799275,3799275,22736152,3.142495,6.291998,5.639316,3.669974,6.450563,3.254735,3.259887,3.244246
as-735.mtx,7716,7716,26467,0.343697,0.111163,0.112291,0.080162,0.22375,0.297846,0.253692,0.255508
as-caida.mtx,31379,31379,106762,0.609688,0.238006,0.240118,0.104643,0.225392,0.519177,0.442303,0.442615
ash219.mtx,219,85,438,0.016,0.222525,0.037113,0.025625,0.033473,0.015141,0.015066,0.014821
ash292.mtx,292,292,2208,0.017441,0.221877,0.036569,0.033137,0.032177,0.016506,0.016312,0.016185
ash331.mtx,331,104,662,0.016,0.035073,0.037253,0.025707,0.033689,0.014981,0.01512,0.015049
ash608.mtx,608,188,1216,0.016085,0.222971,0.037841,0.025697,0.033897,0.015141,0.015082,0.015065
ash85.mtx,85,85,523,0.01736,0.037901,0.033553,0.030793,0.029609,0.016072,0.016084,0.01601
ash958.mtx,958,292,1916,0.016135,0.036204,0.038345,0.025513,0.034689,0.015067,0.014981,0.015065
asia_osm.mtx,11950757,11950757,25423206,5.381961,10.31462,10.193741,5.299798,10.509517,5.460292,6.193008,6.177168
ASIC_100k.mtx,99340,99340,954163,26.480726,63.439864,65.007086,2.084256,0.520176,23.041876,17.959195,17.951054
ASIC_100ks.mtx,99190,99190,578890,0.223034,0.228724,0.228098,0.224997,0.227603,0.462941,0.455429,0.463951
ASIC_320k.mtx,321821,321821,2635364,49.551039,75.964045,76.906178,4.312259,1.220926,46.467197,36.453259,36.377097
ASIC_320ks.mtx,321671,321671,1827807,0.334213,0.479487,0.418182,0.37439,0.558472,0.461248,0.461181,0.332941
ASIC_680k.mtx,682862,682862,3871773,101.121455,171.733886,167.626368,8.265964,2.085937,93.532566,72.418165,72.431915
ASIC_680ks.mtx,682712,682712,2329176,0.443319,0.702323,0.690411,0.513664,0.824165,0.447574,0.477608,0.484858
as-Skitter.mtx,1696415,1696415,22190596,9.981255,54.857873,54.67367,3.811623,8.465195,8.895396,7.131525,7.068452
astro-ph.mtx,16706,16706,242502,0.219174,0.090389,0.08768,0.186095,0.098847,0.223857,0.230215,0.226612
atmosmodd.mtx,1270432,1270432,8814880,0.811151,2.187847,1.512799,0.901635,2.264268,0.795601,0.830388,0.831752
atmosmodj.mtx,1270432,1270432,8814880,0.811094,2.189661,1.513938,0.901359,2.265415,0.795542,0.832132,
atmosmodl.mtx,1489752,1489752,10319760,0.954704,2.560764,1.76439,1.05913,2.644181,0.959087,0.999974,1.002301
atmosmodm.mtx,1489752,1489752,10319760,0.954648,2.562332,1.764742,1.059098,2.644525,0.962995,0.983646,0.980335
aug2dc.mtx,30200,30200,80000,0.22024,0.061014,0.057304,0.042217,0.060091,0.22227,0.220198,0.220053
aug2d.mtx,29008,29008,76832,0.220956,,0.056289,0.042113,0.059311,0.220308,0.220292,0.220173
aug3dcqp.mtx,35543,35543,128115,0.221212,0.227464,0.226563,0.051052,0.226491,0.220628,0.220061,0.03282
aug3d.mtx,24300,24300,69984,0.220379,0.060937,0.054342,0.041233,0.056321,0.221086,0.221322,0.220606
auto.mtx,448695,448695,6629222,0.755933,1.16166,1.11948,0.82606,1.483235,0.74838,0.747458,0.74617
av41092.mtx,41092,41092,1683902,0.551275,1.551478,1.558942,0.752899,0.806146,0.503822,0.439781,0.445571
az2010.mtx,241666,241666,1196094,0.22012,0.359123,0.320284,0.243943,0.382794,0.564209,0.506916,0.222501
b1_ss.mtx,7,7,15,0.015519,0.033127,0.034567,0.023735,0.023927,0.01432,0.014376,0.014578
b2_ss.mtx,1089,1089,4228,0.017885,0.046022,0.039542,0.033191,0.224712,0.016825,0.016624,0.016312
barrier2-10.mtx,115625,115625,3897557,2.357521,1.340831,1.36981,0.643704,0.9901,2.043294,1.648388,1.640469
barrier2-11.mtx,115625,115625,3897557,2.362039,1.34427,1.370605,0.642136,0.987963,2.054575,1.646459,1.64332
barrier2-12.mtx,115625,115625,3897557,2.360393,1.338886,1.371078,0.642096,0.987694,2.025366,1.639521,1.648615
barrier2-1.mtx,113076,113076,3805068,1.991494,1.12305,1.149426,0.785749,0.96282,1.708814,1.404314,1.510044
barrier2-2.mtx,113076,113076,3805068,1.990973,1.12677,1.145752,0.784885,0.963181,1.710072,1.407257,1.403828
barrier2-3.mtx,113076,113076,3805068,1.990789,1.124791,1.141096,0.783805,0.963182,1.715549,1.409703,1.637653
barrier2-4.mtx,113076,113076,3805068,1.990285,1.122775,1.144736,0.786173,0.96351,1.822121,1.408058,1.644632
barrier2-9.mtx,115625,115625,3897557,2.352676,1.341321,1.367699,0.639611,0.986621,2.143253,1.6458,1.885265
barth4.mtx,6019,6019,40965,0.019861,0.048177,0.043028,0.22156,0.037942,0.018267,,0.221966
barth5.mtx,15606,15606,107362,0.219441,0.058352,0.05128,0.221306,0.058488,,0.228462,0.227356
barth.mtx,6691,6691,46187,0.021581,0.048664,0.223361,0.038432,0.03924,0.020321,0.224646,0.222554
bas1lp.mtx,5411,9825,587775,0.121305,0.25653,0.257346,0.282834,0.257937,0.107786,0.102459,0.104602
Baumann.mtx,112211,112211,760631,0.22091,0.227001,0.226166,0.223336,0.223953,0.459784,0.454239,0.464384
bauru5727.mtx,40366,40366,145019,0.219316,0.224106,0.224218,0.221548,0.224411,0.226005,0.221619,0.220952
baxter.mtx,27441,30733,111576,0.68622,0.412714,0.407538,0.223951,0.226167,0.543997,0.471772,0.483719
bayer01.mtx,57735,57735,277774,0.220787,0.226161,0.226321,0.223281,0.225953,0.223662,0.221624,0.226283
bayer02.mtx,13935,13935,63679,0.220081,0.057536,0.04948,0.223718,0.052712,0.224116,0.227234,0.224587
bayer03.mtx,6747,6747,56196,0.219718,0.055504,0.225891,0.04776,0.225175,0.222741,0.226138,0.225617
bayer04.mtx,20545,20545,159082,0.220419,0.226458,0.226097,0.058573,0.225311,,0.034525,
bayer05.mtx,3268,3268,27836,0.218944,0.049664,0.043501,0.05908,0.040944,0.229538,0.224893,0.027024
bayer06.mtx,3008,3008,27576,0.218977,0.04944,0.043218,0.06896,0.040981,0.229478,0.02689,0.026969
bayer07.mtx,3268,3268,27836,0.218805,0.049616,0.043831,0.059088,0.223927,0.028142,0.220566,0.027151
bayer08.mtx,3008,3008,27576,0.219104,0.049392,0.043218,0.06896,0.040951,0.028169,0.226209,0.026787
bayer09.mtx,3083,3083,21216,0.023566,0.050616,0.04316,0.042608,0.04096,0.021331,0.021111,0.020961
bayer10.mtx,13436,13436,94926,0.220446,0.06015,0.053272,0.055262,0.054384,0.027041,0.223406,0.027791
bbmat.mtx,38744,38744,1771722,0.220897,0.404131,0.422178,0.214777,0.533856,0.229636,0.229096,0.224005
bcircuit.mtx,68902,68902,375558,0.22134,0.228247,0.228508,0.226113,0.227721,0.456218,0.463277,0.460229
bcspwr01.mtx,39,39,131,0.015832,0.22207,0.034576,0.027368,0.027328,0.014805,0.014928,0.01468
bcspwr02.mtx,49,49,167,0.015912,0.039342,0.035136,0.027848,0.028232,0.014912,0.014776,0.014864
bcspwr03.mtx,118,118,476,0.017568,0.04,0.034896,0.030656,0.223521,0.016344,0.015888,0.015856
bcspwr04.mtx,274,274,1612,0.017861,0.223245,0.037232,0.03744,0.033168,0.016581,0.016337,0.016169
bcspwr05.mtx,443,443,1623,0.017541,0.22392,0.038472,0.032872,0.034264,0.016371,0.016169,0.016051
bcspwr06.mtx,1454,1454,5300,0.018288,0.04576,0.040345,0.033726,0.225529,0.016742,0.016354,0.016565
bcspwr07.mtx,1612,1612,5824,0.018215,0.046232,0.040408,0.033568,0.036118,0.016649,0.016337,0.016455
bcspwr08.mtx,1624,1624,6050,0.018341,0.04591,0.040312,0.034746,0.03639,0.016699,0.01643,0.016506
bcspwr09.mtx,1723,1723,6511,0.018535,0.046576,0.040504,0.031416,0.036911,0.016859,0.016565,0.016683
bcspwr10.mtx,5300,5300,21842,0.01964,0.04832,0.043136,0.222911,0.038224,0.018265,0.01822,0.018294
bcsstk01.mtx,48,48,400,0.017672,0.034573,0.033608,0.030128,0.026888,0.016556,0.015952,0.01588
bcsstk02.mtx,66,66,4356,0.217988,0.032056,0.03256,0.061675,0.031816,0.220054,0.220179,0.02649
bcsstk03.mtx,112,112,640,0.016008,0.036333,0.034512,0.028408,0.02952,0.014912,0.0148,0.014838
bcsstk04.mtx,132,132,3648,0.024816,0.03499,0.035736,0.221297,0.032373,0.023512,0.023397,0.225766
bcsstk05.mtx,153,153,2423,0.019301,0.223856,0.035968,0.040446,0.030808,0.018291,0.018763,0.018788
bcsstk06.mtx,420,420,7860,0.021128,0.038164,0.036304,0.04404,0.225411,0.020034,0.020371,0.020225
