mtx,rows,cols,nnz,alpha_1(ms),alpha_2(ms),alpha_3(ms),alpha_4(ms),alpha_5(ms),cu_1(ms),cu_2(ms),cu_3(ms)
08blocks.mtx,300,300,592,0.0234564,0.150386,0.0754255,0.0335526,0.0489768,0.0418886,0.0406086,0.0410727
1138_bus.mtx,1138,1138,4054,0.0261124,0.0982094,0.0751692,0.0339525,0.0465767,0.0325125,0.0321262,0.0320964
12month1.mtx,12471,872622,22624727,28.4109,126.692,125.852,21.201,186.854,23.8767,19.4343,19.4593
130bit.mtx,584,575,6120,0.0226721,0.0604168,0.059169,0.0377767,0.0515527,0.0298849,0.0294246,0.0294885
145bit.mtx,1002,993,11315,0.0246242,0.060385,0.060577,0.0389607,0.0661132,0.0312804,0.0304538,0.0307044
162bit.mtx,3606,3597,37118,0.0471528,0.075889,0.073201,0.0496489,0.156978,0.0402723,0.0404164,0.0404488
176bit.mtx,7441,7431,82270,0.0753109,0.0995848,0.0984812,0.0744971,0.316581,0.067105,0.067729,0.068193
192bit.mtx,13691,13682,154303,0.126145,0.177939,0.171757,0.115608,0.590233,0.106946,0.107806,0.107825
208bit.mtx,24430,24421,299756,0.228804,0.275476,0.26777,0.181315,1.15293,0.187706,0.184547,0.185218
2cubes_sphere.mtx,101492,101492,1647264,0.843472,1.20243,1.19589,0.806795,5.45594,1.02417,0.812381,0.812717
2D_27628_bjtcai.mtx,27628,27628,442898,0.233571,0.360632,0.324532,0.214856,1.38788,0.288611,0.193059,0.192657
2D_54019_highK.mtx,54019,54019,996414,0.757276,0.709707,0.670621,0.443671,2.92977,2.42583,1.02341,1.01939
3D_28984_Tetra.mtx,28984,28984,599170,1.18725,0.44073,0.43473,0.49873,1.84132,5.73793,2.04184,2.04574
3D_51448_3D.mtx,51448,51448,1056610,1.8499,0.737771,0.724939,0.779724,3.16647,8.80985,3.11928,3.13726
3Dspectralwave2.mtx,292008,292008,14322744,5.92592,8.02109,7.99106,5.90661,57.6357,9.85558,6.01167,6.0105
3Dspectralwave.mtx,680943,680943,33650589,13.9298,18.8153,18.8644,13.8368,135.832,23.2041,14.1326,14.134
3dtube.mtx,45330,45330,3213618,1.2297,1.80562,1.79586,0.947119,12.1219,1.45294,1.2779,1.27599
3elt_dual.mtx,9000,9000,26556,0.0860175,0.152962,0.11293,0.0569923,0.179907,0.0641763,0.0614567,0.0619173
3elt.mtx,4720,4720,27444,0.0536009,0.0979215,0.0806411,0.049921,0.131298,0.0417447,0.0414884,0.0426807
494_bus.mtx,494,494,1666,0.0203363,0.0980015,0.0724011,0.0312965,0.0434247,0.0284484,0.0281284,0.0279649
598a.mtx,110971,110971,1483868,1.29789,1.57069,1.55477,1.1997,6.03333,1.2873,1.29507,1.29304
662_bus.mtx,662,662,2474,0.0224358,0.0973452,0.0741769,0.0321924,0.0431846,0.0288005,0.028427,0.0285925
685_bus.mtx,685,685,3249,0.022704,0.0855527,0.0718086,0.0326722,0.0428486,0.0291522,0.0292643,0.0290562
a0nsdsil.mtx,80016,80016,355034,1.81815,0.793364,0.823957,0.733943,2.0614,5.40844,5.04675,5.05713
a2nnsnsl.mtx,80016,80016,347222,1.81178,0.784826,0.82001,0.723733,2.026,5.38558,5.02253,5.04268
a5esindl.mtx,60008,60008,255004,2.74453,0.684058,0.660774,0.954579,1.48486,10.3962,9.74593,9.74638
aa01.mtx,823,8904,72965,0.0900811,0.078865,0.078097,0.182258,0.408965,0.0801458,0.0617446,0.0623685
aa03.mtx,825,8627,70806,0.107757,0.088669,0.079265,0.227171,0.399462,0.0946891,0.0672807,0.0676808
aa3.mtx,825,8627,70806,0.108305,0.0886731,0.0790411,0.227779,0.399077,0.0946734,0.067137,0.0674409
aa4.mtx,426,7195,52121,0.0918572,0.0668328,0.0673449,0.248563,0.32818,0.078513,0.0548806,0.0542566
aa5.mtx,801,8308,65953,0.0890571,0.086129,0.0786407,0.183538,0.38546,0.076401,0.0575686,0.0580967
aa6.mtx,646,7292,51728,0.0807848,0.0758088,0.0700009,0.159394,0.314148,0.0717769,0.0518406,0.0521287
ABACUS_shell_hd.mtx,23412,23412,218484,0.192242,0.251651,0.240658,0.145615,0.770727,0.170446,0.160843,0.160706
ABACUS_shell_ld.mtx,23412,23412,218484,0.192706,0.252588,0.241394,0.14542,0.770733,0.169515,0.160738,0.159966
ABACUS_shell_md.mtx,23412,23412,218484,0.192999,0.251987,0.240389,0.145714,0.770408,0.170307,0.159905,0.160466
ABACUS_shell_ud.mtx,23412,23412,218484,0.192719,0.251891,0.241059,0.145758,0.770314,0.17187,0.160539,0.161235
abb313.mtx,313,176,1557,0.0195912,0.080865,0.067393,0.0295365,0.0407527,0.0232324,0.0231364,0.0231522
abtaha1.mtx,14596,209,51307,0.123953,0.236083,0.142492,0.0644502,0.256899,0.0747997,0.0718247,0.07187
abtaha2.mtx,37932,331,137228,0.285491,0.471992,0.286646,0.11904,0.605975,0.146475,0.141441,0.140977
add20.mtx,2395,2395,17319,0.0454885,0.0980973,0.0767859,0.0540064,0.107457,0.0944012,0.0912494,0.0909774
add32.mtx,4960,4960,23884,0.0542406,0.111794,0.0868013,0.0476967,0.13349,0.0553925,0.0533289,0.0532968
adder_dcop_01.mtx,1813,1813,11156,0.233011,0.0892654,0.073217,0.0968173,0.0922854,0.777755,0.72689,0.723962
adder_dcop_02.mtx,1813,1813,11246,0.234243,0.0890734,0.0766411,0.0960973,0.0919532,0.772859,0.724474,0.72273
adder_dcop_03.mtx,1813,1813,11148,0.237587,0.0892013,0.076417,0.0968653,0.0921933,0.774234,0.726186,0.72257
adder_dcop_04.mtx,1813,1813,11107,0.234387,0.0952973,0.074401,0.0958412,0.092385,0.778106,0.725434,0.724778
adder_dcop_05.mtx,1813,1813,11097,0.235299,0.0896013,0.073857,0.0966093,0.0921773,0.779194,0.72641,0.721097
adder_dcop_06.mtx,1813,1813,11224,0.234403,0.0869932,0.075601,0.0960811,0.0919691,0.777066,0.724361,0.724506
adder_dcop_07.mtx,1813,1813,11226,0.234867,0.0898412,0.0736008,0.0962501,0.0914733,0.777179,0.724169,0.723369
adder_dcop_08.mtx,1813,1813,11242,0.234595,0.0893291,0.074529,0.0970892,0.0917772,0.775562,0.725465,0.723225
adder_dcop_09.mtx,1813,1813,11239,0.235523,0.0887691,0.0755749,0.0965664,0.091761,0.777945,0.727897,0.721833
adder_dcop_10.mtx,1813,1813,11232,0.234259,0.0904332,0.076913,0.0966894,0.0916652,0.776026,0.727259,0.722602
adder_dcop_11.mtx,1813,1813,11243,0.237971,0.0894252,0.075409,0.0966413,0.091873,0.781258,0.723273,0.719898
adder_dcop_12.mtx,1813,1813,11246,0.236371,0.0885132,0.075073,0.0967052,0.0921292,0.772586,0.72321,0.724746
adder_dcop_13.mtx,1813,1813,11245,0.234675,0.0886573,0.074161,0.0961294,0.092044,0.775546,0.723226,0.725787
adder_dcop_14.mtx,1813,1813,11246,0.235219,0.0890571,0.074577,0.0966574,0.0920172,0.775002,0.723626,0.724874
adder_dcop_15.mtx,1813,1813,11246,0.235507,0.089521,0.075073,0.0956812,0.0919213,0.780779,0.725658,0.72745
adder_dcop_16.mtx,1813,1813,11246,0.232659,0.0888173,0.074529,0.0960332,0.0917613,0.774938,0.72593,0.724746
adder_dcop_17.mtx,1813,1813,11246,0.235875,0.089169,0.075729,0.0964491,0.0921132,0.779627,0.723801,0.724762
adder_dcop_18.mtx,1813,1813,11246,0.233939,0.0887727,0.074989,0.0969774,0.0919533,0.776442,0.725337,0.726474
adder_dcop_19.mtx,1813,1813,11245,0.233427,0.0882735,0.075425,0.0960014,0.0920974,0.776459,0.723514,0.725594
adder_dcop_20.mtx,1813,1813,11246,0.234387,0.0892652,0.0750891,0.0962413,0.0924493,0.777643,0.72569,0.724251
adder_dcop_21.mtx,1813,1813,11246,0.232899,0.0891852,0.074641,0.0971055,0.091873,0.778347,0.726378,0.724698
adder_dcop_22.mtx,1813,1813,11246,0.234403,0.0893133,0.074465,0.0963852,0.0920012,0.778027,0.723258,0.723258
adder_dcop_23.mtx,1813,1813,11246,0.233875,0.0885612,0.0756971,0.0960332,0.0922731,0.774395,0.723498,0.72633
adder_dcop_24.mtx,1813,1813,11246,0.236963,0.0901934,0.076561,0.0961773,0.0920971,0.777867,0.722874,0.72401
adder_dcop_25.mtx,1813,1813,11246,0.233635,0.0896173,0.074049,0.0964974,0.092081,0.776716,0.723417,0.721002
adder_dcop_26.mtx,1813,1813,11246,0.235042,0.0892554,0.075553,0.0968174,0.0919053,0.775978,0.725609,0.724409
adder_dcop_27.mtx,1813,1813,11246,0.236339,0.0894251,0.074385,0.0966573,0.0919052,0.77441,0.725994,0.725306
adder_dcop_28.mtx,1813,1813,11246,0.233171,0.0896492,0.076481,0.0967212,0.0923051,0.777562,0.723401,0.723738
adder_dcop_29.mtx,1813,1813,11246,0.234172,0.088721,0.074305,0.0958093,0.0919052,0.77945,0.723802,0.72641
adder_dcop_30.mtx,1813,1813,11246,0.232691,0.0892492,0.0744169,0.0959772,0.0917573,0.778122,0.726409,0.723497
adder_dcop_31.mtx,1813,1813,11246,0.238115,0.0888971,0.075089,0.0961614,0.0920015,0.77321,0.72569,0.726121
adder_dcop_32.mtx,1813,1813,11246,0.237779,0.0890412,0.075553,0.0964652,0.0921932,0.774155,0.724218,0.723034
adder_dcop_33.mtx,1813,1813,11246,0.234611,0.0894731,0.074609,0.0969292,0.0917933,0.778377,0.72545,0.723786
adder_dcop_34.mtx,1813,1813,11246,0.236372,0.0890968,0.0749131,0.0961135,0.0920015,0.777499,0.724699,0.725162
adder_dcop_35.mtx,1813,1813,11246,0.23826,0.0889774,0.0757291,0.0963054,0.0918732,0.77574,0.730691,0.727419
adder_dcop_36.mtx,1813,1813,11246,0.237267,0.0885613,0.074465,0.0968494,0.0918094,0.779307,0.723834,0.723562
adder_dcop_37.mtx,1813,1813,11246,0.234723,0.0895374,0.075121,0.0963853,0.0920812,0.778795,0.719978,0.72641
adder_dcop_38.mtx,1813,1813,11246,0.232403,0.0894573,0.0756968,0.0960579,0.0918635,0.776139,0.726826,0.72553
adder_dcop_39.mtx,1813,1813,11246,0.235619,0.0891922,0.076273,0.0968972,0.092033,0.775769,0.722297,0.727401
adder_dcop_40.mtx,1813,1813,11246,0.235794,0.0895687,0.0754885,0.0965929,0.0920009,0.78009,0.722598,0.721111
adder_dcop_41.mtx,1813,1813,11246,0.235762,0.0892009,0.0760009,0.0956809,0.0920809,0.776072,0.720951,0.720039
adder_dcop_42.mtx,1813,1813,11246,0.234819,0.089265,0.0757608,0.0958089,0.0919209,0.778968,0.724792,0.726103
adder_dcop_43.mtx,1813,1813,11246,0.235129,0.0889288,0.0747527,0.0963369,0.092113,0.778984,0.724393,0.722845
adder_dcop_44.mtx,1813,1813,11245,0.233458,0.0894729,0.074881,0.0964651,0.0919372,0.780663,0.721735,0.728455
adder_dcop_45.mtx,1813,1813,11246,0.234163,0.0892973,0.074209,0.0964173,0.0921613,0.775018,0.72513,0.726698
adder_dcop_46.mtx,1813,1813,11246,0.235716,0.0891531,0.0747371,0.0960603,0.0918252,0.778763,0.723706,0.72601
adder_dcop_47.mtx,1813,1813,11246,0.235843,0.0892173,0.0757291,0.0960192,0.0919692,0.773947,0.722666,0.725882
adder_dcop_48.mtx,1813,1813,11246,0.237155,0.0888172,0.0745129,0.0965932,0.0918411,0.776187,0.722746,0.726762
adder_dcop_49.mtx,1813,1813,11246,0.235363,0.0887051,0.074881,0.0960812,0.091905,0.776039,0.722873,0.725129
adder_dcop_50.mtx,1813,1813,11246,0.23301,0.0897608,0.0751528,0.0963049,0.0919529,0.778711,0.72247,0.723847
adder_dcop_51.mtx,1813,1813,11246,0.235317,0.0898242,0.0760331,0.0964334,0.0920818,0.773525,0.721423,0.727114
adder_dcop_52.mtx,1813,1813,11246,0.234084,0.0891855,0.0748012,0.0967377,0.09181,0.77406,0.722075,0.721467
adder_dcop_53.mtx,1813,1813,11246,0.235029,0.0891379,0.0753137,0.0957941,0.0919059,0.774193,0.72568,0.72624
adder_dcop_54.mtx,1813,1813,11246,0.236516,0.0891853,0.074737,0.0963053,0.0917454,0.779009,0.72368,0.723615
adder_dcop_55.mtx,1813,1813,11246,0.233795,0.0890101,0.0755371,0.0962732,0.0921773,0.774315,0.722106,0.727019
adder_dcop_56.mtx,1813,1813,11246,0.233139,0.0896492,0.0757452,0.0964976,0.0918573,0.78086,0.724763,0.725163
adder_dcop_57.mtx,1813,1813,11246,0.233091,0.0891534,0.074945,0.0970096,0.0920491,0.776859,0.725035,0.72313
adder_dcop_58.mtx,1813,1813,11246,0.235475,0.0896333,0.076209,0.0966735,0.0917933,0.776459,0.724634,0.723194
adder_dcop_59.mtx,1813,1813,11246,0.235075,0.0891693,0.0763211,0.0968174,0.092019,0.780107,0.720058,0.72345
adder_dcop_60.mtx,1813,1813,11246,0.235299,0.0896012,0.074113,0.0963534,0.0917453,0.776187,0.725338,0.722906
adder_dcop_61.mtx,1813,1813,11246,0.235523,0.0892172,0.0783212,0.0959374,0.0920652,0.777531,0.72377,0.722138
adder_dcop_62.mtx,1813,1813,11246,0.234787,0.0899215,0.0759687,0.0965926,0.0920326,0.780539,0.723177,0.72393
adder_dcop_63.mtx,1813,1813,11246,0.23402,0.089028,0.0744448,0.0964005,0.0919526,0.774357,0.727909,0.72402
adder_dcop_64.mtx,1813,1813,11246,0.233091,0.0890414,0.074561,0.0956014,0.0917772,0.777061,0.725979,0.72313
adder_dcop_65.mtx,1813,1813,11246,0.236595,0.0890733,0.0744491,0.0957935,0.0920812,0.776267,0.724443,0.721354
adder_dcop_66.mtx,1813,1813,11246,0.235364,0.0894733,0.0748651,0.0967374,0.0917933,0.779976,0.722459,0.725083
adder_dcop_67.mtx,1813,1813,11246,0.234195,0.0886733,0.074129,0.0964459,0.0918893,0.777483,0.723355,0.725515
adder_dcop_68.mtx,1813,1813,11246,0.235587,0.0893526,0.0741611,0.0959054,0.0920652,0.774571,0.725099,0.723739
adder_dcop_69.mtx,1813,1813,11246,0.236323,0.0888493,0.0757771,0.0964494,0.0920332,0.779274,0.726778,0.721722
adder_trans_01.mtx,1814,1814,14579,0.240211,0.087137,0.075249,0.0984813,0.109186,0.786315,0.73297,0.736314
adder_trans_02.mtx,1814,1814,14579,0.238995,0.0859852,0.075025,0.0987373,0.108885,0.784218,0.738074,0.733546
adjnoun.mtx,112,112,850,0.0230244,0.0711208,0.0626569,0.0421767,0.0411847,0.0544328,0.0536808,0.0529928
af_0_k101.mtx,503625,503625,17550675,6.7472,9.7281,10.5488,4.2402,49.1449,11.8087,6.78098,6.78396
af_1_k101.mtx,503625,503625,17550675,6.75274,9.73281,10.5495,4.24039,49.1437,11.7979,6.78113,6.78564
af23560.mtx,23560,23560,484256,0.194003,0.357077,0.35493,0.18613,1.42687,0.230554,0.189987,0.190345
af_2_k101.mtx,503625,503625,17550675,6.74528,9.73221,10.5515,4.2443,49.1419,11.8006,6.78112,6.7821
af_3_k101.mtx,503625,503625,17550675,6.74694,9.73176,10.548,4.24098,49.145,11.8017,6.78275,6.78289
af_4_k101.mtx,503625,503625,17550675,6.74952,9.73092,10.5494,4.24217,49.1247,11.7976,6.78424,6.78275
af_5_k101.mtx,503625,503625,17550675,6.74865,9.73098,10.548,4.24057,49.1422,11.7894,6.7847,6.78086
af_shell1.mtx,504855,504855,17588875,6.7791,9.82473,10.3431,4.2636,49.5197,12.2329,6.7943,6.81686
af_shell2.mtx,504855,504855,17588875,6.77976,9.8334,10.3454,4.26345,49.5279,12.2571,6.81849,6.79365
af_shell3.mtx,504855,504855,17588875,6.78006,9.82859,10.3465,4.26526,49.5239,12.2185,6.79103,6.79257
af_shell4.mtx,504855,504855,17588875,6.77476,9.82644,10.3431,4.26502,49.5284,12.2208,6.7914,6.78961
af_shell5.mtx,504855,504855,17588875,6.78197,9.82858,10.3439,4.26641,49.5278,12.2299,6.79151,6.79018
af_shell6.mtx,504855,504855,17588875,6.77833,9.82895,10.3456,4.26438,49.5287,12.2186,6.78919,6.79244
af_shell7.mtx,504855,504855,17588875,6.77886,9.82794,10.3464,4.2645,49.5212,12.2192,6.79071,6.79045
af_shell8.mtx,504855,504855,17588875,6.77762,9.82591,10.342,4.26333,49.5283,12.2211,6.79545,6.79337
af_shell9.mtx,504855,504855,17588875,6.77846,9.82397,10.3443,4.26347,49.5251,12.2228,6.79079,6.79514
aft01.mtx,8205,8205,125567,0.0862388,0.127505,0.156017,0.122268,0.428987,0.110893,0.0925933,0.0923389
aft02.mtx,8184,8184,127762,0.0823535,0.122691,0.151491,0.0978258,0.427911,0.132511,0.0890394,0.0881432
air02.mtx,50,6774,61555,0.62217,0.139842,0.138402,1.43782,0.487016,0.534601,0.306805,0.305317
air03.mtx,124,10757,91028,0.712169,0.15693,0.159762,1.5557,0.705417,0.609172,0.365476,0.366996
air04.mtx,823,8904,72965,0.090481,0.0782887,0.0774887,0.181874,0.40938,0.080177,0.0631688,0.0620648
air05.mtx,426,7195,52121,0.091329,0.0670247,0.0675687,0.249795,0.328371,0.078865,0.0542405,0.0548096
air06.mtx,825,8627,70806,0.108369,0.0893607,0.0797606,0.226322,0.400819,0.094465,0.0674247,0.0678406
aircraft.mtx,3754,7517,20267,0.0461119,0.0915201,0.0715045,0.0424163,0.115185,0.033088,0.0334192,0.0336
airfoil1_dual.mtx,8034,8034,23626,0.0759425,0.143842,0.101825,0.0521607,0.154706,0.0525125,0.0508269,0.0505924
airfoil1.mtx,4253,4253,24578,0.0503366,0.095633,0.0784168,0.0479827,0.123473,0.0406723,0.0406726,0.0412485
airfoil_2d.mtx,14214,14214,259688,0.142322,0.271218,0.231411,0.15989,0.800104,0.180145,0.144141,0.144205
ak2010.mtx,45292,45292,217098,0.40165,0.382578,0.343843,0.216354,1.09409,0.602245,0.574976,0.573366
al2010.mtx,252266,252266,1230482,1.85747,1.82091,1.71214,1.00209,5.91031,1.24413,1.23833,1.2394
Alemdar.mtx,6245,6245,42581,0.0662888,0.112993,0.093937,0.058561,0.196114,0.0592965,0.0605609,0.0608968
amazon0302.mtx,262111,262111,1234877,2.02117,1.95965,1.88013,1.1995,6.24129,1.28851,1.29912,1.29992
amazon0312.mtx,400727,400727,3200440,3.34911,3.84899,3.72528,2.45748,14.092,2.74611,2.76922,2.79319
amazon0505.mtx,410236,410236,3356824,3.43171,3.98018,3.83997,2.56463,14.655,2.84281,2.86084,2.85825
amazon0601.mtx,403394,403394,3387388,3.40564,4.00232,3.88136,2.63137,14.6817,2.86441,2.85894,2.90484
amazon-2008.mtx,735323,735323,5158388,5.27261,5.73033,5.39007,3.19483,22.2795,3.75175,3.75637,3.75648
Andrews.mtx,60000,60000,760154,0.68782,0.832874,0.828383,0.67068,3.28652,0.716312,0.724442,0.723802
apache1.mtx,80800,80800,542184,0.596579,0.676648,0.716672,0.324073,2.20573,0.346736,0.337178,0.337683
apache2.mtx,715176,715176,4817870,5.25235,6.39586,5.49317,2.62932,19.7257,2.7496,2.70349,2.70325
appu.mtx,14000,14000,1853104,0.879162,1.04105,1.04643,0.954907,10.3841,0.869748,0.856131,0.85449
ar2010.mtx,186211,186211,904310,1.35945,1.35408,1.26616,0.699394,4.26307,0.872978,0.867932,0.869524
arc130.mtx,130,130,1282,0.0346083,0.0688968,0.0608486,0.046529,0.044017,0.0989291,0.094081,0.094033
as-22july06.mtx,22963,22963,96872,0.657271,0.259389,0.219282,0.242179,0.659611,2.29595,2.16972,2.16743
as-735.mtx,7716,7716,26467,0.345652,0.171714,0.106977,0.140914,0.206898,1.06739,1.00464,1.00428
as-caida.mtx,31379,31379,106762,0.702648,0.306956,0.265219,0.270081,0.818488,2.14986,2.00669,2.01117
ash219.mtx,219,85,438,0.0183646,0.0821444,0.0788805,0.0261202,0.0445284,0.0214401,0.0217423,0.0216161
ash292.mtx,292,292,2208,0.0201922,0.0680966,0.0631366,0.0340484,0.0402492,0.028747,0.02898,0.0288
ash331.mtx,331,104,662,0.019728,0.0828488,0.0783049,0.0263842,0.0451743,0.0221159,0.0266405,0.0218804
ash608.mtx,608,188,1216,0.022352,0.0838395,0.0789916,0.0264638,0.0443999,0.0222405,0.0220627,0.022304
ash85.mtx,85,85,523,0.0185277,0.072015,0.0604311,0.032352,0.037536,0.02784,0.0275038,0.027504
ash958.mtx,958,292,1916,0.0238171,0.0854741,0.0796819,0.026785,0.0454731,0.0224798,0.0225277,0.0226511
ASIC_100k.mtx,99340,99340,954163,25.6017,17.7449,17.8324,7.86736,4.94175,101.908,95.2724,95.4684
ASIC_100ks.mtx,99190,99190,578890,0.781833,0.821175,0.761023,0.409829,2.55718,0.651919,0.63044,0.63082
ASIC_320k.mtx,321821,321821,2635364,51.182,20.2045,21.3904,16.5431,14.0437,201.329,187.393,188.924
ASIC_320ks.mtx,321671,321671,1827807,2.42713,2.42897,2.24763,1.2632,8.24236,1.99315,1.95263,1.95195
ASIC_680k.mtx,682862,682862,3871773,103.034,46.011,46.2131,32.1975,22.7615,401.147,377.58,378.201
ASIC_680ks.mtx,682712,682712,2329176,4.89019,4.26584,3.95837,2.16308,12.6947,3.08108,2.98779,2.98639
astro-ph.mtx,16706,16706,242502,0.190064,0.269028,0.236259,0.176885,1.06885,0.337956,0.319125,0.320325
atmosmodd.mtx,1270432,1270432,8814880,9.49988,11.4417,10.623,5.28769,38.2627,5.87354,5.89546,5.87293
atmosmodj.mtx,1270432,1270432,8814880,9.49709,11.4465,10.6277,5.30783,38.267,5.8767,5.87058,5.89578
atmosmodl.mtx,1489752,1489752,10319760,11.1504,12.4858,13.171,6.19673,44.6302,6.87469,6.87582,6.84861
atmosmodm.mtx,1489752,1489752,10319760,11.1501,12.4813,13.1294,6.17345,44.6318,6.85138,6.84679,6.85229
aug2dc.mtx,30200,30200,80000,0.235092,0.48244,0.272756,0.109282,0.491846,0.140562,0.159732,0.136429
aug2d.mtx,29008,29008,76832,0.228422,0.319079,0.233506,0.104912,0.477847,0.131516,0.127873,0.127218
aug3dcqp.mtx,35543,35543,128115,0.277956,0.334422,0.368134,0.157597,0.714137,0.181394,0.176972,0.176609
aug3d.mtx,24300,24300,69984,0.194723,0.274501,0.196195,0.0976957,0.422551,0.120161,0.116817,0.116332
auto.mtx,448695,448695,6629222,5.23007,6.46257,6.40181,4.91777,26.8022,5.57603,5.34222,5.3413
av41092.mtx,41092,41092,1683902,0.820411,1.4184,1.33417,0.82201,10.6331,1.88537,0.776463,0.775432
az2010.mtx,241666,241666,1196094,1.8469,1.7852,1.69321,1.13211,6.06074,1.36683,1.36751,1.36762
b1_ss.mtx,7,7,15,0.0189122,0.0428986,0.0443686,0.0244323,0.0248644,0.0199363,0.0200322,0.0202313
b2_ss.mtx,1089,1089,4228,0.0258725,0.108369,0.0748971,0.0329925,0.0574086,0.0288003,0.0286723,0.0285513
barrier2-10.mtx,115625,115625,3897557,3.30123,2.65912,2.64911,1.81375,14.6933,9.27951,2.75172,2.7572
barrier2-11.mtx,115625,115625,3897557,3.30259,2.66634,2.65736,1.81423,14.6961,9.28509,2.75067,2.75275
barrier2-12.mtx,115625,115625,3897557,3.34062,2.65661,2.64699,1.81325,14.693,9.27292,2.76383,2.76055
barrier2-1.mtx,113076,113076,3805068,2.90181,2.56531,2.56307,1.77721,14.3312,7.83903,2.44327,2.44681
barrier2-2.mtx,113076,113076,3805068,2.91808,2.56424,2.55633,1.77821,14.3336,7.83868,2.44247,2.44582
barrier2-3.mtx,113076,113076,3805068,2.91245,2.56255,2.55937,1.7782,14.3349,7.84389,2.44909,2.45472
barrier2-4.mtx,113076,113076,3805068,2.9084,2.56606,2.5526,1.77815,14.3316,7.83417,2.44755,2.44696
barrier2-9.mtx,115625,115625,3897557,3.31364,2.66425,2.65118,1.81438,14.693,9.26549,2.78245,2.75525
barth4.mtx,6019,6019,40965,0.0614409,0.106337,0.0893288,0.0538473,0.187937,0.0532646,0.0506246,0.0508628
barth5.mtx,15606,15606,107362,0.135086,0.164722,0.155817,0.098913,0.446773,0.101345,0.0993613,0.0988651
barth.mtx,6691,6691,46187,0.0692452,0.104833,0.096849,0.0608328,0.210898,0.0606247,0.0611043,0.0610087
bas1lp.mtx,5411,9825,587775,0.217602,0.38602,0.383363,0.304259,3.15814,0.250755,0.244355,0.244723
Baumann.mtx,112211,112211,760631,0.822409,0.962698,0.906521,0.435434,3.13442,0.462052,0.447381,0.447742
bauru5727.mtx,40366,40366,145019,0.311141,0.319632,0.286034,0.163192,0.775744,0.198098,0.19349,0.190731
baxter.mtx,27441,30733,111576,0.852024,0.294982,0.281595,0.317046,0.680358,3.12819,2.9118,2.90835
bayer01.mtx,57735,57735,277774,0.431211,0.475,0.425091,0.228286,1.31385,0.287246,0.293146,0.283927
bayer02.mtx,13935,13935,63679,0.122318,0.178388,0.141794,0.0820494,0.328389,0.0967309,0.097158,0.0959327
bayer03.mtx,6747,6747,56196,0.0745131,0.184179,0.108722,0.0639691,0.256788,0.0677878,0.0706503,0.0695691
bayer04.mtx,20545,20545,159082,0.178915,0.284247,0.227683,0.120669,0.673323,0.147179,0.147506,0.146097
bayer05.mtx,3268,3268,27836,0.0517607,0.146531,0.0914096,0.057761,0.139538,0.0725453,0.0719535,0.0719052
bayer06.mtx,3008,3008,27576,0.0502728,0.143762,0.0908337,0.0617611,0.134082,0.0726893,0.0706995,0.0710574
bayer07.mtx,3268,3268,27836,0.0516328,0.145986,0.0918574,0.0580995,0.140068,0.0736012,0.0725133,0.0719052
bayer08.mtx,3008,3008,27576,0.0510727,0.144946,0.0902097,0.0621291,0.134418,0.0714677,0.0710091,0.0700011
bayer09.mtx,3083,3083,21216,0.0471049,0.158803,0.0948495,0.0458083,0.125522,0.0485606,0.0480966,0.0478089
bayer10.mtx,13436,13436,94926,0.149869,0.181715,0.156849,0.0930671,0.414007,0.100098,0.101278,0.101099
bbmat.mtx,38744,38744,1771722,0.618852,1.20028,1.19863,0.680907,7.32783,0.960144,0.636778,0.631466
bcircuit.mtx,68902,68902,375558,0.519498,0.593496,0.555529,0.293953,1.96398,0.342479,0.338437,0.338476
bcspwr01.mtx,39,39,131,0.0179559,0.0853617,0.064705,0.0288964,0.0324486,0.0220804,0.0214757,0.021904
bcspwr02.mtx,49,49,167,0.0183044,0.0831299,0.0674731,0.0297926,0.0355844,0.0223521,0.022561,0.0223523
bcspwr03.mtx,118,118,476,0.0181689,0.0836493,0.067153,0.0310886,0.0409928,0.0278245,0.0272539,0.0275206
bcspwr04.mtx,274,274,1612,0.0198403,0.0767853,0.064961,0.0339366,0.0420329,0.0294885,0.0294724,0.0292003
bcspwr05.mtx,443,443,1623,0.0202491,0.0926255,0.0733931,0.0320645,0.0435848,0.0284005,0.0283365,0.0281285
bcspwr06.mtx,1454,1454,5300,0.0273922,0.0993777,0.0745614,0.0416966,0.0614889,0.0294564,0.0292807,0.0291443
bcspwr07.mtx,1612,1612,5824,0.0301922,0.096593,0.0745614,0.0357873,0.0624809,0.0295293,0.039734,0.0292982
bcspwr08.mtx,1624,1624,6050,0.0303897,0.0989772,0.0751691,0.0346563,0.062689,0.0295207,0.0293159,0.0292961
bcspwr09.mtx,1723,1723,6511,0.0306726,0.124418,0.0792174,0.0342087,0.0632651,0.0300326,0.0298317,0.0302566
bcspwr10.mtx,5300,5300,21842,0.0564808,0.127186,0.0986894,0.0468648,0.129858,0.0443206,0.0441436,0.0440967
bcsstk01.mtx,48,48,400,0.0185424,0.060769,0.0581129,0.0317287,0.0343845,0.0293693,0.0289283,0.0290851
bcsstk02.mtx,66,66,4356,0.0334406,0.0440647,0.0484167,0.0637931,0.0506729,0.0322564,0.0252207,0.0243683
bcsstk03.mtx,112,112,640,0.018336,0.0715855,0.061793,0.0298086,0.0366726,0.0222561,0.022183,0.021968
