mtx,rows,cols,nnz,alpha_1(ms),alpha_2(ms),alpha_3(ms),alpha_4(ms),alpha_5(ms),cu_1(ms),cu_2(ms),cu_3(ms)
a5esindl.mtx,60008,60008,255004,3.13177,0.740363,0.79157,0.510714,0.73845,3.56368,5.25444,5.26805
aa01.mtx,823,8904,72965,0.0974278,0.0667463,0.067609,0.221085,0.220453,0.219139,0.0519939,0.0520004
aa03.mtx,825,8627,70806,0.114498,0.0734975,0.0698573,0.211085,0.217125,0.104432,0.0601616,0.0602414
aa3.mtx,825,8627,70806,0.115299,0.0728097,0.0694574,0.211373,0.216773,0.104314,0.0602333,0.0601293
aa4.mtx,426,7195,52121,0.10817,0.0620893,0.0639454,0.224149,0.181738,0.219228,0.0519292,0.0518811
aa5.mtx,801,8308,65953,0.095922,0.0660014,0.0682176,0.220829,0.211493,0.220251,0.0522572,0.0521692
aa6.mtx,646,7292,51728,0.218811,0.0593373,0.0620975,0.220977,0.222693,0.219968,0.0479211,0.047849
ABACUS_shell_hd.mtx,23412,23412,218484,0.220679,0.225907,0.226321,0.224317,0.402025,0.219045,0.220931,0.22115
ABACUS_shell_ld.mtx,23412,23412,218484,0.220418,0.226618,0.225436,0.223885,0.401921,0.221664,0.220418,0.2203
ABACUS_shell_md.mtx,23412,23412,218484,0.220721,0.224334,0.226763,0.223757,0.401801,0.220098,0.220757,0.221353
ABACUS_shell_ud.mtx,23412,23412,218484,0.221472,0.226932,0.227486,0.223553,0.401804,0.219483,0.221866,0.22092
abb313.mtx,313,176,1557,0.0173983,0.0616642,0.051641,0.221188,0.0390729,0.0166235,0.0173227,0.0172802
abtaha1.mtx,14596,209,51307,0.220703,0.225645,0.108322,0.0466278,0.223898,0.222085,0.222149,0.221421
abtaha2.mtx,37932,331,137228,0.220405,0.219621,0.220653,0.220445,0.31888,0.220603,0.220317,0.220856
add20.mtx,2395,2395,17319,0.0403206,0.0738014,0.0600409,0.0749078,0.0735027,0.0453449,0.0560969,0.056025
add32.mtx,4960,4960,23884,0.219489,0.0782547,,0.0417925,0.223299,0.219494,0.220686,0.220555
adder_dcop_01.mtx,1813,1813,11156,0.272253,0.0823113,0.0820335,0.0650492,0.0737211,0.302733,0.439536,0.437719
adder_dcop_02.mtx,1813,1813,11246,0.271823,0.0840013,0.0845214,0.0658812,0.0733692,0.302261,0.438199,0.438032
adder_dcop_03.mtx,1813,1813,11148,0.271492,0.0827453,0.0844334,0.0647451,0.0736214,0.302649,0.439319,0.438607
adder_dcop_04.mtx,1813,1813,11107,0.271365,0.0824093,0.0819376,0.0655536,0.0737534,0.301877,0.438311,0.438816
adder_dcop_05.mtx,1813,1813,11097,0.271972,0.0840576,0.0815291,0.069297,0.0736654,0.301605,0.437279,0.439136
adder_dcop_06.mtx,1813,1813,11224,0.272077,0.0827218,0.0851774,0.0661293,0.0734732,0.301157,0.437479,0.437888
adder_dcop_07.mtx,1813,1813,11226,0.271694,0.083433,0.0841213,0.0660241,0.0732427,0.303077,0.4384,0.437088
adder_dcop_08.mtx,1813,1813,11242,0.271405,0.0821369,0.0839473,0.0660094,0.0734498,0.30142,0.437743,0.438048
adder_dcop_09.mtx,1813,1813,11239,0.271744,0.224412,0.0911782,0.0662257,0.0733859,0.301567,0.43761,0.438196
adder_dcop_10.mtx,1813,1813,11232,0.270575,0.0882129,0.0921383,0.0662258,0.073602,0.302288,0.438196,0.43682
adder_dcop_11.mtx,1813,1813,11243,0.271895,0.0838264,0.0812824,0.0657377,0.0733218,0.302945,0.438756,0.437308
adder_dcop_12.mtx,1813,1813,11246,0.271727,0.082218,0.0838424,0.0659219,0.0734981,0.30296,0.437748,0.436828
adder_dcop_13.mtx,1813,1813,11245,0.272111,0.0843541,0.0855384,0.0658178,0.0734179,0.30212,0.437332,0.439124
adder_dcop_14.mtx,1813,1813,11246,0.271319,0.0830423,0.0856664,0.0658257,0.073378,0.302672,0.439228,0.43814
adder_dcop_15.mtx,1813,1813,11246,0.271649,0.0889225,0.0836503,0.0658575,0.073352,0.303513,0.438756,0.437348
adder_dcop_16.mtx,1813,1813,11246,0.271383,0.0807542,0.0854743,0.0658976,0.0733428,0.302888,0.437356,0.43702
adder_dcop_17.mtx,1813,1813,11246,0.271556,0.0823871,0.082633,0.065826,0.0733176,0.302063,0.438873,0.438996
adder_dcop_18.mtx,1813,1813,11246,0.271168,0.224256,0.0835546,0.0658178,0.0733859,0.301824,0.436932,0.43874
adder_dcop_19.mtx,1813,1813,11245,0.271487,0.0825382,0.0834743,0.0658893,0.0734774,0.30165,0.43646,0.438708
adder_dcop_20.mtx,1813,1813,11246,0.271902,0.0813059,0.0839301,0.0658975,0.0733917,0.300959,0.438523,0.439747
adder_dcop_21.mtx,1813,1813,11246,0.271542,0.0831377,0.0848418,0.0658017,0.0732716,0.302159,0.437987,0.43929
adder_dcop_22.mtx,1813,1813,11246,0.271454,0.0847218,0.085418,0.0659136,0.0733374,0.302343,0.437706,0.438346
adder_dcop_23.mtx,1813,1813,11246,0.271782,0.082898,0.0848741,0.0658574,0.0734337,0.302535,0.437699,0.437339
adder_dcop_24.mtx,1813,1813,11246,0.271622,0.0819059,0.0838579,0.0658176,0.0735265,0.302151,0.438107,0.438173
adder_dcop_25.mtx,1813,1813,11246,0.271455,0.089098,0.082914,0.0659296,0.0733139,0.302319,0.437259,0.438755
adder_dcop_26.mtx,1813,1813,11246,0.271638,0.08245,0.0837539,0.0659375,0.0734095,0.300919,0.439002,0.439394
adder_dcop_27.mtx,1813,1813,11246,0.271646,0.0839061,0.0836019,0.0659135,0.0734332,0.302727,0.439178,0.438555
adder_dcop_28.mtx,1813,1813,11246,0.271311,0.0847541,0.084698,0.0658497,0.073362,0.302079,0.43917,0.438651
adder_dcop_29.mtx,1813,1813,11246,0.271703,0.0841141,0.085034,0.0661129,0.0734054,0.302976,0.439355,0.438042
adder_dcop_30.mtx,1813,1813,11246,0.27138,0.0879605,0.0889462,0.0659915,0.0733365,0.301901,0.438823,0.439147
adder_dcop_31.mtx,1813,1813,11246,0.271454,0.0830339,0.0839139,0.0659854,0.0733139,0.302507,0.437922,0.438504
adder_dcop_32.mtx,1813,1813,11246,0.271687,0.0883939,0.0894341,0.0658334,0.0734796,0.303199,0.438074,0.437067
adder_dcop_33.mtx,1813,1813,11246,0.271598,0.0817779,0.0830982,0.0659377,0.0735316,0.302255,0.43869,0.43821
adder_dcop_34.mtx,1813,1813,11246,0.271636,0.0823779,0.0845379,0.0660574,0.0734982,0.302039,0.437595,0.437587
adder_dcop_35.mtx,1813,1813,11246,0.271398,0.088618,0.0844735,0.0659535,0.0734134,0.302983,0.437651,0.43749
adder_dcop_36.mtx,1813,1813,11246,0.271535,0.083458,0.08297,0.0659216,0.0734092,0.302175,0.438963,0.438475
adder_dcop_37.mtx,1813,1813,11246,0.271566,0.0885383,0.0888582,0.0658975,0.0740097,0.302367,0.436778,0.438426
adder_dcop_38.mtx,1813,1813,11246,0.271582,0.0834421,0.0886902,0.0659616,0.0734578,0.301495,0.437594,0.438914
adder_dcop_39.mtx,1813,1813,11246,0.271606,0.0822178,0.0830977,0.0658738,0.0734323,0.301935,0.438163,0.438779
adder_dcop_40.mtx,1813,1813,11246,0.271303,0.0819929,0.0852713,0.0658248,0.0735461,0.302751,0.438315,0.438027
adder_dcop_41.mtx,1813,1813,11246,0.271606,0.081785,0.0834082,0.0659047,0.0735249,0.302328,0.439375,0.437687
adder_dcop_42.mtx,1813,1813,11246,0.271541,0.0830499,0.0828499,0.0658505,0.0733376,0.302296,0.437552,0.438712
adder_dcop_43.mtx,1813,1813,11246,0.271571,0.0834455,0.08481,0.0658737,0.0733572,0.302804,0.437342,0.438212
adder_dcop_44.mtx,1813,1813,11245,0.271455,0.0823699,0.0838099,0.0658336,0.0736017,0.301999,0.437618,0.43877
adder_dcop_45.mtx,1813,1813,11246,0.271751,0.0830181,0.0836897,0.0659138,0.0734215,0.301943,0.437155,0.438498
adder_dcop_46.mtx,1813,1813,11246,0.271503,0.0808977,0.0822501,0.0659056,0.0732159,0.302775,0.439187,0.438563
adder_dcop_47.mtx,1813,1813,11246,0.271654,0.082194,0.083162,0.0658177,0.0732819,0.302975,0.437923,0.437491
adder_dcop_48.mtx,1813,1813,11246,0.27103,0.0836101,0.0837701,0.0660576,0.0734257,0.302712,0.438523,0.437802
adder_dcop_49.mtx,1813,1813,11246,0.271783,0.0816819,0.0828016,0.0657534,0.0733696,0.301711,0.437267,0.439307
adder_dcop_50.mtx,1813,1813,11246,0.271911,0.084354,0.0856261,0.0659058,0.0733856,0.301919,0.439019,0.438627
adder_dcop_51.mtx,1813,1813,11246,0.271671,0.0821702,0.084146,0.0659214,0.0733915,0.302175,0.438954,0.438179
adder_dcop_52.mtx,1813,1813,11246,0.271622,0.0823056,0.082106,0.0660332,0.0734416,0.301607,0.437675,0.439515
adder_dcop_53.mtx,1813,1813,11246,0.271486,0.083274,0.08345,0.0659137,0.0733319,0.303023,0.437915,0.437347
adder_dcop_54.mtx,1813,1813,11246,0.271775,0.084098,0.084538,0.0660899,0.0734898,0.3022,0.439107,0.438067
adder_dcop_55.mtx,1813,1813,11246,0.271495,0.224336,0.0846604,0.0658817,0.0734082,0.302111,0.438602,0.438091
adder_dcop_56.mtx,1813,1813,11246,0.271689,0.0810987,0.082848,0.0660493,0.0733424,0.302277,0.439114,0.438613
adder_dcop_57.mtx,1813,1813,11246,0.271646,0.0828822,0.0840102,0.0659378,0.0733699,0.302152,0.437699,0.438123
adder_dcop_58.mtx,1813,1813,11246,0.271294,0.0815268,0.0825699,0.0658338,0.073442,0.301584,0.437259,0.437723
adder_dcop_59.mtx,1813,1813,11246,0.271687,0.0843861,0.0853542,0.0658978,0.0733853,0.302264,0.437843,0.436811
adder_dcop_60.mtx,1813,1813,11246,0.271287,0.0829141,0.0844981,0.0658417,0.0733455,0.30128,0.438787,0.439027
adder_dcop_61.mtx,1813,1813,11246,0.271623,0.0828899,0.0831058,0.0659458,0.0734136,0.301951,0.438707,0.438419
adder_dcop_62.mtx,1813,1813,11246,0.271151,0.0808021,0.083578,0.0658894,0.0734606,0.303087,0.437979,0.436443
adder_dcop_63.mtx,1813,1813,11246,0.271719,0.0821701,0.0829942,0.0660335,0.0733698,0.302239,0.438339,0.438123
adder_dcop_64.mtx,1813,1813,11246,0.271847,0.0880102,0.08489,0.065818,0.0733299,0.30276,0.439347,0.437451
adder_dcop_65.mtx,1813,1813,11246,0.271799,0.0889703,0.0837622,0.0659455,0.0734577,0.301815,0.438819,0.438667
adder_dcop_66.mtx,1813,1813,11246,0.271494,0.0828259,0.0825222,0.0659937,0.0734579,0.30208,0.438714,0.437915
adder_dcop_67.mtx,1813,1813,11246,0.271199,0.0818181,0.0839855,0.0659212,0.0733971,0.302967,0.439491,0.438211
adder_dcop_68.mtx,1813,1813,11246,0.271931,0.0821281,0.0838881,0.0659943,0.0733318,0.301888,0.436692,0.438609
adder_dcop_69.mtx,1813,1813,11246,0.271664,0.0830729,0.0844716,0.0657543,0.073601,0.301295,0.437447,0.439878
adder_trans_01.mtx,1814,1814,14579,0.276409,0.0834801,0.0823275,0.0772799,0.0757603,0.306694,0.445765,0.446073
adder_trans_02.mtx,1814,1814,14579,0.276007,0.08373,0.0827789,0.0773297,0.0757959,0.306641,0.445967,0.445619
adjnoun.mtx,112,112,850,0.0246405,0.0577933,0.0509131,0.0425129,0.040457,0.0277834,0.218883,
af_0_k101.mtx,503625,503625,17550675,2.7097,6.26112,6.25126,2.24692,24.5751,3.62597,3.54366,3.54369
af_1_k101.mtx,503625,503625,17550675,2.70726,6.26396,6.24844,2.24712,24.578,3.62581,3.54345,3.54342
af23560.mtx,23560,23560,484256,0.221744,0.224669,0.225741,0.223765,0.733088,0.219461,0.219517,0.22008
af_2_k101.mtx,503625,503625,17550675,2.7094,6.26449,6.24802,2.2472,24.5786,3.62576,3.54387,3.54366
af_3_k101.mtx,503625,503625,17550675,2.7096,6.26264,6.25055,2.24556,24.5791,3.62585,3.54395,3.54338
af_4_k101.mtx,503625,503625,17550675,2.70956,6.26268,6.24751,2.24693,24.578,3.62607,3.54369,3.54369
af_5_k101.mtx,503625,503625,17550675,2.70882,6.2587,6.25046,2.24732,24.5782,3.62641,3.54389,3.54436
af_shell10.mtx,1508065,1508065,52672325,8.08961,18.0515,17.439,6.53728,73.8529,10.8358,10.5888,10.5898
af_shell1.mtx,504855,504855,17588875,2.71342,6.13626,6.02752,2.25131,24.6319,3.62741,3.54188,3.5416
af_shell2.mtx,504855,504855,17588875,2.71271,6.13775,6.02618,2.24988,24.6252,3.62655,3.54183,3.54174
af_shell3.mtx,504855,504855,17588875,2.71351,6.14091,6.0291,2.25166,24.6333,3.62676,3.54146,3.54171
af_shell4.mtx,504855,504855,17588875,2.71337,6.13778,6.02761,2.25137,24.6335,3.62784,3.54177,3.54183
af_shell5.mtx,504855,504855,17588875,2.71318,6.13787,6.02888,2.25177,24.6346,3.62714,3.54172,3.54198
af_shell6.mtx,504855,504855,17588875,2.71358,6.1339,6.02627,2.25128,24.6337,3.62734,3.54205,3.54225
af_shell7.mtx,504855,504855,17588875,2.71169,6.13685,6.0288,2.25156,24.6311,3.62708,3.5419,3.53968
af_shell8.mtx,504855,504855,17588875,2.71271,6.1383,6.02804,2.25073,24.634,3.62716,3.54173,3.54178
af_shell9.mtx,504855,504855,17588875,2.71302,6.13487,6.02737,2.25151,24.6325,3.627,3.54136,3.54167
aft01.mtx,8205,8205,125567,0.0532129,0.223947,0.224771,0.222271,0.226739,0.0474677,0.0489184,0.0487372
aft02.mtx,8184,8184,127762,0.220018,0.224616,0.226144,0.221968,0.229189,0.0469964,0.0484349,0.0480011
air02.mtx,50,6774,61555,0.751681,0.1933,0.200332,1.44948,0.266006,0.676511,0.294239,0.293383
air03.mtx,124,10757,91028,0.867108,0.255626,0.252894,1.55769,0.370488,0.710288,0.308679,0.30824
air04.mtx,823,8904,72965,0.0974153,0.0663454,0.0679535,,0.220485,0.219408,0.0519213,0.052049
air05.mtx,426,7195,52121,0.107858,0.0629297,0.0633053,0.224165,0.181627,0.218426,0.0519211,0.0517692
air06.mtx,825,8627,70806,0.114675,0.22291,0.0679939,0.211333,0.216829,0.104381,0.0600731,0.0601614
aircraft.mtx,3754,7517,20267,0.219537,0.0617694,0.0560654,0.0376143,0.0767905,0.220677,0.220741,0.220522
airfoil1_dual.mtx,8034,8034,23626,0.219885,0.22371,0.224019,0.0403636,0.22392,0.220595,0.22094,0.220909
airfoil1.mtx,4253,4253,24578,0.219224,0.0676461,0.0596892,0.037171,0.0750538,0.22088,0.220765,0.220395
airfoil_2d.mtx,14214,14214,259688,0.219637,0.224165,0.224908,0.222101,0.412681,0.221069,0.220777,0.220396
ak2010.mtx,45292,45292,217098,0.231853,0.233638,0.219869,0.219367,0.560622,0.236885,0.299679,0.299327
al2010.mtx,252266,252266,1230482,0.621694,1.02325,0.940342,0.529244,2.89008,0.567594,0.566925,0.567165
Alemdar.mtx,6245,6245,42581,0.219165,0.223248,0.0672247,0.044273,0.223573,0.219879,,0.220744
amazon0302.mtx,262111,262111,1234877,0.70348,1.16196,1.07954,0.610374,2.9757,0.610054,0.595734,0.595766
amazon0312.mtx,400727,400727,3200440,1.28069,2.16325,2.06285,1.24499,6.80631,1.34874,1.32702,1.32918
amazon0505.mtx,410236,410236,3356824,1.31286,2.23188,2.13121,1.29993,7.08119,1.39508,1.37509,1.37265
amazon0601.mtx,403394,403394,3387388,1.31335,2.2501,2.14847,1.29636,7.08903,1.39538,1.37464,1.37341
amazon-2008.mtx,735323,735323,5158388,1.82466,3.18657,2.94482,1.68381,10.9939,1.89445,1.88023,1.87808
Andrews.mtx,60000,60000,760154,0.329244,0.458408,0.451673,0.339998,1.61507,0.344496,0.337336,0.337975
apache1.mtx,80800,80800,542184,0.219789,0.424465,0.355368,0.219525,1.11066,0.219653,0.219397,0.219397
apache2.mtx,715176,715176,4817870,1.60479,3.65061,2.94578,1.37883,9.75043,1.28768,1.38905,1.38943
appu.mtx,14000,14000,1853104,0.477042,0.798418,0.808634,0.561492,4.87736,0.46713,0.44829,0.44821
ar2010.mtx,186211,186211,904310,0.449602,0.764217,0.697967,0.381481,2.1086,0.406761,0.406793,0.406329
arc130.mtx,130,130,1282,0.0384082,0.0583847,0.0474726,0.0730887,0.043625,0.0439843,0.0573291,0.0571375
as-22july06.mtx,22963,22963,96872,0.71028,0.226593,0.226458,0.223645,0.343999,0.810962,1.14527,1.14089
AS365.mtx,3799275,3799275,22736152,11.7296,18.665,17.9046,10.6601,52.945,11.0834,10.7915,10.7939
as-735.mtx,7716,7716,26467,0.352552,0.223525,0.224179,0.222832,0.119168,0.393761,0.557524,0.557877
as-caida.mtx,31379,31379,106762,0.705528,0.222477,0.219797,0.218637,0.434434,0.767649,1.0798,1.08018
ash219.mtx,219,85,438,0.0166824,0.050841,0.0577131,0.0256194,0.0427769,0.0159026,0.0162868,0.016194
ash292.mtx,292,292,2208,0.0173729,0.0539612,0.049057,0.0339206,0.0382407,0.0183498,0.0197562,0.0197562
ash331.mtx,331,104,662,0.0170278,0.0516812,0.0580412,0.0256382,0.0433128,0.0161013,0.0164634,0.0164298
ash608.mtx,608,188,1216,0.0178193,0.0532571,0.0591054,0.0259205,0.0440808,0.0162783,0.0166226,0.0165337
ash85.mtx,85,85,523,0.0170022,0.0567931,0.0482651,0.220389,0.0369127,0.0174656,0.0186615,0.0186615
ash958.mtx,958,292,1916,0.0189307,0.0544412,0.0601773,0.0265416,0.045585,0.0168271,0.017053,0.0172046
ASIC_100k.mtx,99340,99340,954163,29.8166,38.5669,38.6413,3.97203,2.48048,34.5286,50.6608,50.7573
ASIC_100ks.mtx,99190,99190,578890,0.304095,0.456898,0.417537,0.258918,1.27595,0.281054,0.311599,0.311399
ASIC_320k.mtx,321821,321821,2635364,60.0206,41.3168,42.1049,8.36492,6.94221,67.2357,100.855,100.788
ASIC_320ks.mtx,321671,321671,1827807,0.901764,1.33102,1.19533,0.714839,4.09396,0.883389,0.948565,0.948981
ASIC_680k.mtx,682862,682862,3871773,119.91,102.6,100.599,16.2366,11.275,135.548,202.034,201.755
ASIC_680ks.mtx,682712,682712,2329176,1.59749,2.29334,2.21123,1.15791,6.2351,1.36399,1.39218,1.39121
as-Skitter.mtx,1696415,1696415,22190596,14.4334,34.8872,34.3553,7.97025,61.7825,16.048,21.5885,21.637
astro-ph.mtx,16706,16706,242502,0.220883,0.226387,0.22607,0.223405,0.545849,0.219996,0.219741,0.218935
atmosmodd.mtx,1270432,1270432,8814880,3.22952,6.07759,5.56894,2.73858,18.8194,2.81795,2.80331,2.80387
atmosmodj.mtx,1270432,1270432,8814880,3.22935,6.07473,5.56501,2.74022,18.8186,2.81737,2.80353,2.80403
atmosmodl.mtx,1489752,1489752,10319760,3.78583,7.22573,6.47537,3.19647,21.9688,3.30198,3.27614,3.27815
atmosmodm.mtx,1489752,1489752,10319760,3.78672,7.21906,6.45981,3.19532,21.9704,3.30209,3.27761,3.27728
aug2dc.mtx,30200,30200,80000,0.219109,0.225517,0.219749,0.21913,0.25583,0.219374,0.219481,0.219365
aug2d.mtx,29008,29008,76832,0.219141,0.219838,0.21961,0.219117,0.254062,0.219596,0.219134,0.219392
aug3dcqp.mtx,35543,35543,128115,0.219061,0.218166,0.22019,0.218742,0.369401,0.219013,0.219189,0.219334
aug3d.mtx,24300,24300,69984,0.219904,0.226102,0.226292,0.223863,0.225692,0.221493,0.22105,0.219817
auto.mtx,448695,448695,6629222,2.55946,3.48745,3.42636,2.54216,12.8253,2.65115,2.62893,2.62866
av41092.mtx,41092,41092,1683902,0.703798,1.40132,1.39344,0.661822,5.33941,0.549027,0.463715,0.463609
az2010.mtx,241666,241666,1196094,0.654557,1.01118,0.939459,0.583004,2.91861,0.623908,0.618924,0.618532
b1_ss.mtx,7,7,15,0.0159448,0.0425288,0.0410088,0.0242485,0.0246774,0.0147603,0.0155442,0.0155043
b2_ss.mtx,1089,1089,4228,0.0191667,0.0742094,0.059401,0.221204,0.044665,0.0187035,0.0197308,0.0197898
barrier2-10.mtx,115625,115625,3897557,3.15442,1.75812,1.77331,0.996012,7.25263,2.17817,1.67063,1.67353
barrier2-11.mtx,115625,115625,3897557,3.16078,1.7626,1.76906,0.996657,7.25267,2.17878,1.67438,1.67211
barrier2-12.mtx,115625,115625,3897557,3.15727,1.76603,1.76811,0.995497,7.25303,2.17311,1.67163,1.67088
barrier2-1.mtx,113076,113076,3805068,2.70617,1.641,1.64671,0.976313,7.07512,1.87574,1.46373,1.46244
barrier2-2.mtx,113076,113076,3805068,2.70693,1.64232,1.6463,0.976313,7.07563,1.87956,1.46518,1.46085
barrier2-3.mtx,113076,113076,3805068,2.70365,1.64085,1.64348,0.977131,7.07545,1.87673,1.46276,1.46008
barrier2-4.mtx,113076,113076,3805068,2.69929,1.65024,1.63686,0.976402,7.07461,1.88063,1.46277,1.4645
barrier2-9.mtx,115625,115625,3897557,3.15479,1.76349,1.77156,0.996228,7.25342,2.17785,1.67188,1.66948
barth4.mtx,6019,6019,40965,0.221511,0.225601,0.0645426,0.0420565,0.223646,0.221011,0.221295,0.221317
barth5.mtx,15606,15606,107362,0.219391,0.223508,0.223484,0.222255,0.236981,0.220876,0.220194,0.221172
barth.mtx,6691,6691,46187,0.219479,0.223684,0.0712948,0.045905,0.116633,0.220625,0.22106,0.221124
bas1lp.mtx,5411,9825,587775,0.218831,0.309222,0.311254,0.220716,1.5828,0.221067,0.119093,0.121336
Baumann.mtx,112211,112211,760631,0.270229,0.549547,0.469873,0.248037,1.56877,0.219532,0.223548,0.223532
bauru5727.mtx,40366,40366,145019,0.219618,0.219092,0.218901,0.219444,0.39728,0.21926,0.219461,0.219484
baxter.mtx,27441,30733,111576,0.94633,0.238516,0.247036,0.22262,0.351239,1.07907,1.56578,1.56298
bayer01.mtx,57735,57735,277774,0.219652,0.282366,0.247133,0.220148,0.65997,0.219651,0.219785,0.219878
bayer02.mtx,13935,13935,63679,0.220064,0.111829,0.224528,0.221829,0.224285,,0.221623,0.221377
bayer03.mtx,6747,6747,56196,0.0406326,0.224084,0.224382,0.0506366,0.146456,0.220083,0.0394167,0.039502
bayer04.mtx,20545,20545,159082,0.221631,0.2262,0.226547,0.223676,0.360327,0.21981,0.220872,0.219804
bayer05.mtx,3268,3268,27836,0.219119,,0.0670056,0.056713,0.225184,0.0375406,0.0425208,0.0427209
bayer06.mtx,3008,3008,27576,0.219558,0.223044,0.0670893,0.056809,0.223665,0.0377208,0.0427447,0.042529
bayer07.mtx,3268,3268,27836,0.219241,0.223808,0.0673257,0.0565852,0.223611,,0.0426889,0.042641
bayer08.mtx,3008,3008,27576,0.219254,0.22317,0.0667968,0.0567211,0.22364,0.0376727,0.0424489,0.0425287
bayer09.mtx,3083,3083,21216,0.219374,0.223411,0.0661534,0.0425768,0.0824415,0.220375,0.220944,0.219788
bayer10.mtx,13436,13436,94926,0.220208,0.11695,0.224676,0.22249,0.222924,0.222116,0.221884,0.221204
bbmat.mtx,38744,38744,1771722,0.323078,0.828136,0.842546,0.375119,3.65938,0.343247,0.328342,0.327919
bcircuit.mtx,68902,68902,375558,0.219516,0.341703,0.315894,0.219612,0.875624,0.21942,0.219708,0.21966
bcspwr01.mtx,39,39,131,0.016904,0.061961,0.0530891,0.0285934,0.221884,0.015874,0.0164298,0.0165645
bcspwr02.mtx,49,49,167,0.0168088,0.059681,0.0545049,0.0303605,0.222198,0.0158486,0.016615,0.0165814
bcspwr03.mtx,118,118,476,0.0170442,0.0642171,0.053161,0.0311636,0.0404567,0.0177437,0.0186864,0.018768
bcspwr04.mtx,274,274,1612,0.0174909,0.0616811,0.0511689,0.220359,0.0399206,0.0184509,0.0201014,0.0200931
bcspwr05.mtx,443,443,1623,0.0176172,0.0694013,0.0564489,0.220353,0.0428007,0.0180046,0.0191918,0.0192087
bcspwr06.mtx,1454,1454,5300,0.0198992,0.0731293,0.0585932,0.221534,0.0443287,0.0189646,0.0201516,0.0202004
bcspwr07.mtx,1612,1612,5824,0.0200359,0.0733053,0.0588489,0.221725,0.0446409,0.0190741,0.0204163,0.0202698
bcspwr08.mtx,1624,1624,6050,0.0202245,0.0712091,0.0579851,0.221624,0.0445689,0.019067,0.0201857,0.0200642
bcspwr09.mtx,1723,1723,6511,0.0203735,0.0775005,0.062081,0.222017,0.0474169,0.0197055,0.020851,0.0208964
