mtx,rows,cols,nnz,alpha_1(ms),alpha_2(ms),alpha_3(ms),alpha_4(ms),alpha_5(ms),cu_1(ms),cu_2(ms),cu_3(ms)
3dtube.mtx,45330,45330,3213618,0.577206,1.01626,1.064758,0.710796,4.047519,1.159744,0.724662,0.724737
3elt_dual.mtx,9000,9000,26556,0.044912,0.125435,0.226296,0.044922,0.224723,0.225936,0.225178,
3elt.mtx,4720,4720,27444,0.219651,0.223749,0.224332,0.041474,0.072604,0.229629,0.041619,0.042283
494_bus.mtx,494,494,1666,0.018148,0.091651,0.068852,0.030842,0.042826,0.018105,0.037217,0.03721
598a.mtx,110971,110971,1483868,0.600519,0.864524,0.852392,0.638666,2.04116,0.618946,0.951914,0.948955
662_bus.mtx,662,662,2474,0.018594,0.090762,0.071162,0.031264,0.042476,0.018464,0.037873,0.037889
685_bus.mtx,685,685,3249,0.018569,0.080634,0.223109,0.031241,0.042081,0.01856,0.038956,0.038794
a0nsdsil.mtx,80016,80016,355034,0.957157,0.569924,0.521251,0.539572,0.739776,1.60165,11.677579,11.647819
a2nnsnsl.mtx,80016,80016,347222,0.95828,0.559176,0.507808,0.534642,0.728398,1.592065,11.769087,11.550193
a5esindl.mtx,60008,60008,255004,1.512642,0.471203,0.46097,0.76619,0.53966,2.851565,22.805496,22.941369
aa01.mtx,823,8904,72965,0.056065,0.058953,0.062091,0.221423,0.156849,0.053929,0.049441,0.049387
aa03.mtx,825,8627,70806,0.065809,0.070034,0.22303,0.196624,0.153615,,0.055016,0.055009
aa3.mtx,825,8627,70806,0.065769,0.069561,0.063641,0.219524,0.154163,0.060464,0.055353,0.055142
aa4.mtx,426,7195,52121,0.059865,0.056545,0.058857,0.212405,0.131067,0.052725,0.048849,0.2206
aa5.mtx,801,8308,65953,0.054953,0.067513,0.223011,0.220601,0.151498,0.050441,0.046273,0.046614
aa6.mtx,646,7292,51728,0.052905,0.062881,0.223307,0.221231,0.127275,0.047617,0.043961,0.044108
ABACUS_shell_hd.mtx,23412,23412,218484,0.220765,0.225445,0.225891,0.223589,0.304183,0.461277,0.459455,0.459397
ABACUS_shell_ld.mtx,23412,23412,218484,0.222125,0.224527,0.22628,0.223589,0.304022,0.455826,0.462522,0.468337
ABACUS_shell_md.mtx,23412,23412,218484,0.221645,0.227079,0.225996,0.223709,0.303871,0.461069,0.461687,0.463678
ABACUS_shell_ud.mtx,23412,23412,218484,0.221629,0.225849,0.226894,0.224525,0.303823,0.465354,0.46219,0.464425
abb313.mtx,313,176,1557,0.017494,0.075146,0.063441,0.029041,0.039956,0.016253,0.220505,0.028032
abtaha1.mtx,14596,209,51307,0.220748,0.226501,0.227909,0.223132,0.225489,0.232703,0.231476,0.225987
abtaha2.mtx,37932,331,137228,0.220716,0.287454,0.221109,0.219957,0.250542,0.461829,0.461832,0.471188
add20.mtx,2395,2395,17319,0.218949,0.223336,0.070722,0.049433,0.063273,0.041537,0.220163,0.184549
add32.mtx,4960,4960,23884,0.219284,0.094362,0.075754,0.041361,0.067578,0.221079,0.220965,0.220467
adder_dcop_01.mtx,1813,1813,11156,0.14683,0.222933,0.070153,0.221637,0.059337,0.267524,1.84278,1.84178
adder_dcop_02.mtx,1813,1813,11246,0.146217,0.223165,0.070389,0.222225,0.059745,0.267372,1.838828,1.838508
adder_dcop_03.mtx,1813,1813,11148,0.146179,,0.069801,0.221967,0.059353,0.269978,1.845857,1.857895
adder_dcop_04.mtx,1813,1813,11107,0.146797,0.223885,0.069495,0.086989,0.224211,0.270134,1.881755,1.859549
adder_dcop_05.mtx,1813,1813,11097,0.146785,0.223325,0.069711,0.221914,0.059689,0.266556,1.837327,1.833147
adder_dcop_06.mtx,1813,1813,11224,0.146612,,0.069394,0.087165,0.059745,0.268551,1.835349,1.830476
adder_dcop_07.mtx,1813,1813,11226,0.147043,0.222933,0.069457,0.221995,0.059705,0.267339,1.836187,1.837171
adder_dcop_08.mtx,1813,1813,11242,0.146696,0.223752,0.069601,0.222325,0.059849,0.26862,1.838268,1.835835
adder_dcop_09.mtx,1813,1813,11239,0.147154,0.224693,0.070298,0.221488,0.059329,0.271703,1.844627,1.84214
adder_dcop_10.mtx,1813,1813,11232,0.145394,0.223589,0.069962,0.22158,0.059817,0.266948,1.844163,1.843909
adder_dcop_11.mtx,1813,1813,11243,0.14603,0.223016,0.069236,0.221865,0.059289,0.26726,1.842453,1.839995
adder_dcop_12.mtx,1813,1813,11246,0.146776,0.223918,0.069639,0.221795,0.059673,0.266876,1.840196,1.845157
adder_dcop_13.mtx,1813,1813,11245,0.14711,0.224018,0.069935,0.221435,0.059641,0.267157,1.837316,1.844922
adder_dcop_14.mtx,1813,1813,11246,0.146826,,0.070806,0.222522,0.059585,0.451619,1.845477,1.843894
adder_dcop_15.mtx,1813,1813,11246,0.146057,0.08277,0.070377,0.086818,0.059785,0.26827,1.84335,1.846553
adder_dcop_16.mtx,1813,1813,11246,0.145739,0.223105,0.070162,0.223611,0.059769,0.271309,1.847784,1.85187
adder_dcop_17.mtx,1813,1813,11246,,0.223945,0.069771,0.222625,0.059705,0.269503,1.84274,1.842037
adder_dcop_18.mtx,1813,1813,11246,0.146598,,0.07001,0.22201,0.059473,0.268759,1.836676,1.841536
adder_dcop_19.mtx,1813,1813,11245,0.146058,0.223045,0.070114,0.221185,0.059537,0.270703,1.846067,1.848398
adder_dcop_20.mtx,1813,1813,11246,0.145721,0.223632,0.069804,0.222516,0.059601,0.269205,1.841683,1.843219
adder_dcop_21.mtx,1813,1813,11246,0.147105,,0.069367,0.222408,0.059666,0.26818,1.840847,1.841983
adder_dcop_22.mtx,1813,1813,11246,0.146014,0.082603,0.069897,0.221867,0.059465,0.269142,1.83874,1.84063
adder_dcop_23.mtx,1813,1813,11246,,0.225455,,0.222918,0.059672,0.270047,1.846061,1.848262
adder_dcop_24.mtx,1813,1813,11246,0.146334,0.223736,,0.221694,0.059769,0.270301,1.851176,1.846936
adder_dcop_25.mtx,1813,1813,11246,0.146294,0.22407,0.069663,0.222026,0.059761,0.269196,1.845273,1.842506
adder_dcop_26.mtx,1813,1813,11246,0.146611,0.223859,0.225091,0.222941,0.22386,0.269572,1.844748,1.845451
adder_dcop_27.mtx,1813,1813,11246,0.146097,0.22463,0.070255,0.221751,0.059792,0.269653,1.846035,1.847715
adder_dcop_28.mtx,1813,1813,11246,0.146317,0.223383,0.070071,0.222255,0.059673,0.268287,1.847196,1.845731
adder_dcop_29.mtx,1813,1813,11246,0.146197,,0.06969,0.222245,0.059505,0.270683,1.845013,1.846364
adder_dcop_30.mtx,1813,1813,11246,0.146315,0.082274,0.069866,0.086982,0.059553,0.266731,1.854746,1.838933
adder_dcop_31.mtx,1813,1813,11246,0.14644,0.223141,0.070542,0.221725,0.059481,0.267515,1.84327,1.842737
adder_dcop_32.mtx,1813,1813,11246,0.146277,0.223235,0.070242,0.222233,0.059833,0.269845,1.840401,1.843002
adder_dcop_33.mtx,1813,1813,11246,0.146363,0.223336,0.070045,0.222577,0.059737,0.266852,1.837557,1.835059
adder_dcop_34.mtx,1813,1813,11246,,0.225524,,0.222356,0.059735,0.26602,1.833915,1.83173
adder_dcop_35.mtx,1813,1813,11246,0.146932,0.223712,0.224341,0.222085,0.059793,0.266796,1.835227,1.835675
adder_dcop_36.mtx,1813,1813,11246,,0.223439,0.070586,0.222121,0.059601,0.267468,1.839626,1.841044
adder_dcop_37.mtx,1813,1813,11246,0.147375,0.082548,0.069786,0.223405,0.059681,0.267099,1.841258,1.841579
adder_dcop_38.mtx,1813,1813,11246,0.146317,0.223461,0.070127,0.222188,0.059681,0.266915,1.837426,1.835147
adder_dcop_39.mtx,1813,1813,11246,0.146603,0.223751,0.224197,0.222235,0.059377,0.267203,1.847237,1.963661
adder_dcop_40.mtx,1813,1813,11246,0.146095,0.083054,0.069985,0.221605,0.059649,0.26872,1.847917,2.066913
adder_dcop_41.mtx,1813,1813,11246,0.146034,,0.069602,0.221645,0.059705,0.301606,1.845282,1.845235
adder_dcop_42.mtx,1813,1813,11246,0.146666,0.082989,0.06989,0.221573,0.059577,0.26634,1.83981,1.839992
adder_dcop_43.mtx,1813,1813,11246,0.146231,0.223592,0.070208,0.222928,0.059745,0.266371,1.839707,1.841976
adder_dcop_44.mtx,1813,1813,11245,0.145689,0.223912,0.070073,0.222552,0.059769,0.266996,1.842066,1.84252
adder_dcop_45.mtx,1813,1813,11246,0.14659,0.224472,0.069804,0.222171,0.059881,0.266892,1.841532,1.837874
adder_dcop_46.mtx,1813,1813,11246,0.14638,,0.070201,0.221925,0.059673,0.266852,1.837642,1.845788
adder_dcop_47.mtx,1813,1813,11246,0.145803,0.223888,0.070278,0.222205,0.059857,0.266573,1.83781,1.839114
adder_dcop_48.mtx,1813,1813,11246,,0.223898,,0.221995,0.059697,0.269121,1.835314,1.834354
adder_dcop_49.mtx,1813,1813,11246,0.14695,0.224645,0.070138,,0.059593,0.268075,1.839563,1.835499
adder_dcop_50.mtx,1813,1813,11246,0.145775,0.223513,,0.221711,0.059353,0.272185,1.849548,1.851252
adder_dcop_51.mtx,1813,1813,11246,0.146502,0.223477,0.069611,0.222295,0.059569,0.268029,1.845579,1.845323
adder_dcop_52.mtx,1813,1813,11246,0.145891,0.082746,0.069946,0.222188,0.059745,0.26818,1.845627,1.844908
adder_dcop_53.mtx,1813,1813,11246,0.146906,0.223157,0.069738,0.222104,0.059433,0.270733,1.84688,1.844897
adder_dcop_54.mtx,1813,1813,11246,0.146232,0.223189,0.069909,0.222384,0.059713,0.268228,1.847764,1.848829
adder_dcop_55.mtx,1813,1813,11246,0.219658,0.223859,0.224498,0.086922,0.224336,0.270108,1.842613,1.842358
adder_dcop_56.mtx,1813,1813,11246,0.146762,0.223763,0.069668,0.222318,0.059481,0.270614,1.83765,1.838544
adder_dcop_57.mtx,1813,1813,11246,0.145802,0.223511,,0.221828,0.059649,0.269636,1.840916,1.838241
adder_dcop_58.mtx,1813,1813,11246,0.146833,0.223918,0.069832,0.222674,0.059657,0.268963,1.845492,1.845698
adder_dcop_59.mtx,1813,1813,11246,0.219748,0.223564,0.070254,0.22173,0.059785,0.270904,1.837763,1.83857
adder_dcop_60.mtx,1813,1813,11246,0.146353,0.22266,0.070193,0.221834,0.059337,0.268442,1.842009,1.841827
adder_dcop_61.mtx,1813,1813,11246,0.146255,,0.069657,0.222094,0.059657,0.268854,1.842889,1.843989
adder_dcop_62.mtx,1813,1813,11246,0.145829,0.225715,0.069544,0.222454,0.059601,0.270352,1.852631,1.847176
adder_dcop_63.mtx,1813,1813,11246,0.146242,0.22451,0.070174,0.222044,0.060009,0.269704,1.842713,1.847336
adder_dcop_64.mtx,1813,1813,11246,,0.223724,0.070001,0.222755,0.059908,0.269993,1.844667,1.845216
adder_dcop_65.mtx,1813,1813,11246,0.146709,0.223829,0.069613,0.221958,0.059609,0.269244,1.846173,1.849035
adder_dcop_66.mtx,1813,1813,11246,0.145773,0.225313,0.069773,0.222121,0.059817,0.270928,1.84618,1.846884
adder_dcop_67.mtx,1813,1813,11246,0.14655,0.224673,0.070217,0.22181,0.059625,0.267594,1.84443,1.844064
adder_dcop_68.mtx,1813,1813,11246,0.145842,0.224993,0.070614,0.222184,0.059649,0.270993,1.838931,1.833618
adder_dcop_69.mtx,1813,1813,11246,0.146962,0.223636,0.070175,0.222504,0.060089,0.266631,1.83369,1.831962
adder_trans_01.mtx,1814,1814,14579,0.149134,0.080097,0.069065,,0.071073,0.270435,1.870211,1.869459
adder_trans_02.mtx,1814,1814,14579,0.148458,0.080223,0.068721,0.221188,0.071025,0.271428,1.87361,1.873531
adjnoun.mtx,112,112,850,0.019689,0.067329,0.222929,0.040257,0.040337,0.025949,0.218484,0.097177
af_0_k101.mtx,503625,503625,17550675,2.710925,5.277032,5.843642,3.185101,18.078638,11.144538,2.401528,2.397683
af_1_k101.mtx,503625,503625,17550675,2.710356,5.277594,5.847433,3.185596,18.07732,11.181354,2.414199,2.456603
af23560.mtx,23560,23560,484256,0.221202,0.225859,0.227779,0.224314,0.530984,0.458086,0.46293,0.462606
af_2_k101.mtx,503625,503625,17550675,2.710625,5.279191,5.8577,3.185088,18.077247,11.191184,2.438755,2.41195
af_3_k101.mtx,503625,503625,17550675,2.710382,5.274886,5.858063,3.18381,18.075476,11.138895,2.417556,2.400187
af_4_k101.mtx,503625,503625,17550675,2.710193,5.273267,5.85588,3.184805,18.075529,11.228439,2.461903,2.433692
af_5_k101.mtx,503625,503625,17550675,2.709871,5.279166,5.856679,3.184529,18.075761,11.179494,2.42593,2.496325
af_shell10.mtx,1508065,1508065,52672325,8.131945,15.656511,16.852973,9.592009,54.192348,33.531597,7.291165,7.271173
af_shell1.mtx,504855,504855,17588875,2.714459,5.259332,5.780893,3.232788,18.117924,11.067548,2.396383,2.398191
af_shell2.mtx,504855,504855,17588875,2.714228,5.260285,5.801598,3.2331,18.117678,11.132999,2.402449,2.426383
af_shell3.mtx,504855,504855,17588875,2.714149,5.258256,5.782434,3.233275,18.116024,11.115775,2.450019,2.46132
af_shell4.mtx,504855,504855,17588875,2.71446,5.260517,5.804254,3.232149,18.11778,11.140482,2.460821,2.439122
af_shell5.mtx,504855,504855,17588875,2.713078,5.252502,5.816279,3.230642,18.115069,11.238358,2.409899,2.414223
af_shell6.mtx,504855,504855,17588875,2.714267,5.257571,5.77382,3.231315,18.11476,11.136027,2.460128,2.434649
af_shell7.mtx,504855,504855,17588875,2.714114,5.260323,5.7981,3.233427,18.117592,11.137554,2.427062,2.407836
af_shell8.mtx,504855,504855,17588875,2.714348,5.258374,5.82433,3.231982,18.114844,11.079955,2.397686,2.397638
af_shell9.mtx,504855,504855,17588875,2.71446,5.254998,5.786999,3.233341,18.116212,11.143793,2.449399,2.459461
aft01.mtx,8205,8205,125567,0.045147,0.225153,0.10636,0.221576,0.223387,0.234852,0.229043,0.230471
aft02.mtx,8184,8184,127762,0.044515,0.223871,0.106316,0.22276,0.223372,0.056534,0.049041,0.228691
air02.mtx,50,6774,61555,0.38088,0.112761,0.115922,1.286543,0.222095,0.326199,0.293444,0.292396
air03.mtx,124,10757,91028,0.397714,0.137177,0.140265,1.333249,0.249787,0.343518,0.314405,0.308508
air04.mtx,823,8904,72965,0.056313,0.058929,0.224295,0.159664,0.156699,0.053583,0.04934,0.221987
air05.mtx,426,7195,52121,0.060089,0.056081,0.058344,0.212652,0.131098,0.052817,0.048921,0.228104
air06.mtx,825,8627,70806,0.065713,0.070025,0.063425,0.219724,0.153574,0.060678,0.05552,0.055286
aircraft.mtx,3754,7517,20267,0.219603,0.223826,0.063595,0.037625,0.224841,0.233215,0.034069,0.036225
airfoil1_dual.mtx,8034,8034,23626,0.041873,0.122193,0.224452,0.043558,0.224587,0.229524,0.040892,0.040092
airfoil1.mtx,4253,4253,24578,0.218943,0.22331,0.068841,0.040617,0.063569,0.232717,0.043571,0.043233
airfoil_2d.mtx,14214,14214,259688,0.219599,0.224468,0.224568,0.22018,0.297837,0.222094,0.224207,0.222736
ak2010.mtx,45292,45292,217098,0.219168,0.275877,0.232188,0.218852,0.425479,0.464077,1.164849,1.30888
al2010.mtx,252266,252266,1230482,0.829365,1.172683,1.049881,0.686979,2.140147,0.530389,1.287632,1.291996
Alemdar.mtx,6245,6245,42581,0.037621,0.223844,0.224781,0.047041,0.223481,,0.229699,0.055627
amazon0302.mtx,262111,262111,1234877,0.891967,1.257053,1.148387,0.700708,2.171316,0.597859,0.882667,0.884258
amazon0312.mtx,400727,400727,3200440,1.450705,2.251503,2.140893,1.429857,4.813196,1.229693,2.514877,2.529789
amazon0505.mtx,410236,410236,3356824,1.488926,2.326122,2.21368,1.472826,5.009536,1.528426,2.573468,2.537805
amazon0601.mtx,403394,403394,3387388,1.475394,2.330913,2.229111,1.472061,5.009983,1.534027,2.505595,2.488714
amazon-2008.mtx,735323,735323,5158388,2.392969,3.490661,3.288129,2.221142,8.004155,1.806482,3.68508,3.727617
Andrews.mtx,60000,60000,760154,0.311597,0.460128,0.460816,0.35183,1.092843,0.454433,0.601322,0.83351
apache1.mtx,80800,80800,542184,0.274957,0.445384,0.381407,0.225836,0.81191,0.466819,0.487818,0.483342
apache2.mtx,715176,715176,4817870,2.269727,3.77385,3.036373,1.729246,7.072339,1.720416,2.12608,2.240077
appu.mtx,14000,14000,1853104,0.439735,0.596018,0.613358,0.577706,3.074925,0.445516,0.436457,0.433787
ar2010.mtx,186211,186211,904310,0.610475,0.879791,0.784518,0.504177,1.581874,0.456806,1.07148,0.910332
arc130.mtx,130,130,1282,0.026249,0.065864,0.058636,0.044683,0.222205,0.040633,0.202451,0.201995
as-22july06.mtx,22963,22963,96872,0.363089,0.226307,0.226414,0.222447,0.253924,0.675329,4.94929,4.93281
AS365.mtx,3799275,3799275,22736152,13.586447,19.7586,18.839665,11.679487,38.171076,10.607293,27.803703,27.773896
as-735.mtx,7716,7716,26467,0.197173,0.147263,0.224484,,0.224788,0.346237,2.346486,2.342943
as-caida.mtx,31379,31379,106762,0.388879,0.230556,0.219751,0.22102,0.32207,0.659432,4.512634,4.520234
ash219.mtx,219,85,438,0.016546,0.073172,0.073318,0.025296,0.043335,0.01579,0.02428,0.024355
ash292.mtx,292,292,2208,0.017424,0.062129,0.223787,0.032009,0.039083,0.017979,0.037657,0.037713
ash331.mtx,331,104,662,0.017297,0.073881,0.073106,0.025752,0.22185,0.015975,0.22204,0.024414
ash608.mtx,608,188,1216,0.018308,0.073881,0.073857,0.026296,0.224015,0.016219,0.224267,0.224633
ash85.mtx,85,85,523,0.016539,0.067585,0.222792,0.031137,0.037265,0.017627,0.037376,0.036904
ash958.mtx,958,292,1916,0.020104,0.075881,0.074457,0.02691,0.045161,0.016876,0.224658,0.226243
ASIC_100k.mtx,99340,99340,954163,14.404873,15.306122,15.18489,6.994045,2.17365,28.47938,219.842862,219.637218
ASIC_100ks.mtx,99190,99190,578890,0.362142,0.528824,0.469784,0.301245,0.954976,0.251007,0.887147,0.881669
ASIC_320k.mtx,321821,321821,2635364,28.93342,14.632998,16.539628,14.471436,4.928552,54.686682,449.152095,447.45797
ASIC_320ks.mtx,321671,321671,1827807,1.10433,1.537113,1.365518,0.916079,3.049258,0.743827,2.503952,2.566825
ASIC_680k.mtx,682862,682862,3871773,57.873368,21.660467,24.030418,28.363033,8.584606,108.945976,891.257236,889.884958
ASIC_680ks.mtx,682712,682712,2329176,2.191859,2.810604,2.504344,1.697078,4.730005,1.3777,3.355602,3.272225
as-Skitter.mtx,1696415,1696415,22190596,8.651521,20.210063,19.957301,8.960456,42.097262,13.54521,83.621355,83.602981
astro-ph.mtx,16706,16706,242502,0.220027,0.225027,0.225444,0.221914,0.385572,0.448032,0.834,0.832909
atmosmodd.mtx,1270432,1270432,8814880,4.237392,6.653068,5.619244,3.290417,13.510276,2.85436,4.58891,4.562005
atmosmodj.mtx,1270432,1270432,8814880,4.23748,6.656784,5.62349,3.309168,13.515145,2.86736,4.575965,4.599438
atmosmodl.mtx,1489752,1489752,10319760,4.949147,7.757542,7.34927,3.834625,15.768252,3.531,5.322211,5.319259
atmosmodm.mtx,1489752,1489752,10319760,4.949082,7.75415,7.34967,3.834585,15.766205,3.338116,5.376164,5.329171
aug2dc.mtx,30200,30200,80000,0.221453,0.278036,0.229676,0.22157,0.225805,0.21971,0.226772,0.227768
aug2d.mtx,29008,29008,76832,0.220424,0.230356,0.22653,0.222866,0.225204,0.224041,0.228428,0.221011
aug3dcqp.mtx,35543,35543,128115,0.219194,0.245636,0.224667,0.219231,0.281979,0.494642,0.221044,0.220313
aug3d.mtx,24300,24300,69984,0.220402,0.22573,0.22609,0.223135,0.22497,0.459659,0.456381,0.449431
auto.mtx,448695,448695,6629222,2.424841,3.50158,3.488708,2.637251,8.857308,2.611063,4.002807,3.936783
av41092.mtx,41092,41092,1683902,0.452431,0.805604,0.798199,0.557213,3.410549,1.741347,0.411636,0.421687
az2010.mtx,241666,241666,1196094,0.818193,1.143092,1.032875,0.708983,2.108238,0.558345,1.395577,1.397908
b1_ss.mtx,7,7,15,0.016328,0.220786,0.043064,0.024184,0.025016,0.01528,0.219818,0.221909
b2_ss.mtx,1089,1089,4228,0.020143,0.223255,0.223234,0.221224,0.044809,0.018848,0.037825,0.037853
barrier2-10.mtx,115625,115625,3897557,1.682713,1.414983,1.473823,1.102507,4.874266,8.798444,1.391693,1.399414
barrier2-11.mtx,115625,115625,3897557,1.683089,1.415119,1.472935,1.102827,4.874483,8.828453,1.396426,1.399335
barrier2-12.mtx,115625,115625,3897557,1.684626,1.416583,1.473976,1.102964,4.875636,8.801174,1.38535,1.394403
barrier2-1.mtx,113076,113076,3805068,1.463689,1.358153,1.415679,1.080502,4.752196,7.418825,1.231815,1.231458
barrier2-2.mtx,113076,113076,3805068,1.467778,1.354961,1.412724,1.080951,4.75275,7.419612,1.229181,1.23265
barrier2-3.mtx,113076,113076,3805068,1.469352,1.35767,1.414135,1.081595,4.754274,7.392834,1.233475,1.232132
barrier2-4.mtx,113076,113076,3805068,1.466151,1.356901,1.41523,1.081015,4.754692,7.422867,1.233675,1.232423
barrier2-9.mtx,115625,115625,3897557,1.686071,1.414131,1.473429,1.103382,4.874972,8.81596,1.391852,1.397762
barth4.mtx,6019,6019,40965,0.220475,,0.074185,0.223354,,0.221091,0.047414,0.047947
barth5.mtx,15606,15606,107362,0.219247,0.223612,0.223229,0.219054,0.221461,0.220194,0.22099,0.221302
barth.mtx,6691,6691,46187,0.039052,,0.224325,0.047226,0.224573,0.225143,0.052587,0.225043
bas1lp.mtx,5411,9825,587775,0.107906,0.237733,0.237661,0.259597,1.030549,0.227904,0.125797,0.225591
Baumann.mtx,112211,112211,760631,0.373734,0.58926,0.527619,0.306734,1.120279,0.237105,0.345115,0.344903
bauru5727.mtx,40366,40366,145019,0.218421,0.234653,0.218189,0.218245,0.310343,0.226637,0.219481,0.219867
baxter.mtx,27441,30733,111576,0.448081,0.234381,0.226253,0.257269,0.268181,0.905522,6.506635,6.544076
bayer01.mtx,57735,57735,277774,0.218781,0.337191,0.286086,0.219028,0.508667,0.22827,0.455942,0.282221
bayer02.mtx,13935,13935,63679,0.219586,0.22461,0.225005,0.222375,0.224989,0.223114,0.220843,0.223928
bayer03.mtx,6747,6747,56196,0.041441,0.154537,0.224594,0.055927,0.116611,0.224707,0.224107,0.226657
bayer04.mtx,20545,20545,159082,0.221061,0.226304,0.226677,0.225645,0.27723,0.230563,0.456115,0.453218
bayer05.mtx,3268,3268,27836,0.219434,0.224184,0.225634,0.052657,0.074828,0.2238,0.127391,
bayer06.mtx,3008,3008,27576,0.219637,0.223445,0.22517,0.057157,,0.219923,0.127314,0.128506
bayer07.mtx,3268,3268,27836,0.219182,0.129989,0.223783,0.052633,0.074721,0.03417,0.127534,
bayer08.mtx,3008,3008,27576,0.218873,0.223488,0.22426,0.057369,0.073177,0.222597,0.127109,0.127
bayer09.mtx,3083,3083,21216,0.22004,0.224485,0.224005,0.042337,0.070689,0.025587,0.224437,0.223277
bayer10.mtx,13436,13436,94926,0.218895,0.219204,0.218749,0.218867,0.224645,0.222883,0.220993,0.221729
bbmat.mtx,38744,38744,1771722,0.262501,0.682646,0.694494,0.484914,2.428067,0.856459,0.241529,0.239295
bcircuit.mtx,68902,68902,375558,0.240733,0.376056,0.344927,0.217332,0.640541,0.232857,0.460121,0.372286
bcspwr01.mtx,39,39,131,0.01616,0.081858,0.062233,0.029193,0.032809,0.015916,0.223647,0.218974
bcspwr02.mtx,49,49,167,0.016127,0.078106,0.063545,0.029393,0.03574,0.015731,0.221984,0.027465
bcspwr03.mtx,118,118,476,0.016446,0.078354,0.064209,0.030273,0.040745,0.017845,0.035969,0.036265
bcspwr04.mtx,274,274,1612,0.017415,0.071834,0.061385,0.032413,0.040513,0.018264,0.040585,0.040673
bcspwr05.mtx,443,443,1623,0.017836,0.085986,0.068649,0.031161,0.042505,0.017971,0.036649,0.036561
bcspwr06.mtx,1454,1454,5300,0.021339,0.224747,0.225157,0.033281,0.045037,0.019007,0.039241,0.039177
bcspwr07.mtx,1612,1612,5824,0.02165,0.223275,0.224509,0.034105,0.044817,0.019192,0.039233,0.039327
bcspwr08.mtx,1624,1624,6050,0.02181,0.223455,0.223845,0.033052,0.045209,0.01926,0.038985,0.039076
bcspwr09.mtx,1723,1723,6511,0.02316,0.115202,0.07497,0.032609,0.048073,0.0196,0.040351,0.222148
bcspwr10.mtx,5300,5300,21842,0.219988,0.104939,0.223555,0.039977,0.068541,0.220895,0.044818,0.074242
bcsstk01.mtx,48,48,400,0.016531,0.056386,0.055113,,0.223445,0.01755,0.039864,0.040024
bcsstk02.mtx,66,66,4356,0.024833,0.043057,0.047153,0.060825,0.037753,0.024885,0.02331,0.023432
bcsstk03.mtx,112,112,640,0.016295,0.067721,0.223307,0.219725,0.036769,0.016101,0.222808,0.027576
bcsstk04.mtx,132,132,3648,0.01976,0.048197,0.050849,0.219882,0.036257,,0.020204,0.020272
bcsstk05.mtx,153,153,2423,0.01712,0.054513,0.052825,0.220499,0.036439,0.020096,0.017626,0.017584
bcsstk06.mtx,420,420,7860,0.018653,0.054401,0.05577,0.039945,0.039353,0.020438,0.017988,0.018072
bcsstk07.mtx,420,420,7860,0.018535,0.054249,,0.040169,0.039625,0.020471,0.01808,0.018165
bcsstk08.mtx,1074,1074,12960,0.049513,0.066115,0.22335,0.060097,0.061217,0.220344,0.505176,0.503551
bcsstk09.mtx,1083,1083,18437,0.020312,0.058777,0.057497,0.041961,0.051471,0.020948,0.019114,0.018809
