mtx,rows,cols,nnz,alpha_1(ms),alpha_2(ms),alpha_3(ms),alpha_4(ms),alpha_5(ms),cu_1(ms),cu_2(ms),cu_3(ms)
adder_dcop_03.mtx,1813,1813,11148,0.220308,0.079568,0.080606,0.222976,0.058088,0.204819,0.195835,0.196004
adder_dcop_04.mtx,1813,1813,11107,0.220127,0.226059,0.081305,0.06228,0.057736,0.204861,0.195565,0.195702
adder_dcop_05.mtx,1813,1813,11097,0.220627,0.226413,0.078824,0.06624,0.057648,0.209348,0.197468,0.195827
adder_dcop_06.mtx,1813,1813,11224,0.220427,0.226423,0.080424,0.062472,0.057836,0.209563,0.224595,0.195916
adder_dcop_07.mtx,1813,1813,11226,0.219434,0.224939,0.08012,0.062585,0.05768,0.20502,0.195827,0.22923
adder_dcop_08.mtx,1813,1813,11242,0.220102,0.080152,0.079784,0.062656,0.05776,0.204351,0.195876,0.195737
adder_dcop_09.mtx,1813,1813,11239,,0.225995,0.080632,0.06248,0.057792,0.207344,0.19628,0.215638
adder_dcop_10.mtx,1813,1813,11232,0.22016,0.079473,0.079222,0.223406,0.057784,0.205987,0.19519,0.201056
adder_dcop_11.mtx,1813,1813,11243,0.16449,0.080009,0.080936,0.062008,0.226067,0.211452,0.195524,0.21667
adder_dcop_12.mtx,1813,1813,11246,0.220344,0.22605,0.080516,0.062168,0.05784,0.21922,0.195924,0.195564
adder_dcop_13.mtx,1813,1813,11245,0.221931,0.225994,0.080952,0.062,0.058104,0.206964,0.196345,0.196108
adder_dcop_14.mtx,1813,1813,11246,0.219564,0.079424,0.080961,0.062641,0.057808,0.20514,0.196186,0.195651
adder_dcop_15.mtx,1813,1813,11246,0.219968,0.226001,0.080352,0.062448,0.057688,0.22334,0.195684,0.195732
adder_dcop_16.mtx,1813,1813,11246,0.219755,0.226421,0.08005,0.062291,0.058056,0.20474,0.196532,0.19582
adder_dcop_17.mtx,1813,1813,11246,0.219328,0.079933,0.080579,0.062152,0.058056,0.209259,0.195388,0.198393
adder_dcop_18.mtx,1813,1813,11246,0.21967,0.22533,0.08139,0.062096,0.057488,0.206036,0.195477,0.21727
adder_dcop_19.mtx,1813,1813,11245,0.219968,0.079627,0.08084,0.062408,0.057704,0.205309,0.199034,0.197516
adder_dcop_20.mtx,1813,1813,11246,0.219755,0.079323,0.08028,0.062464,0.057744,0.20509,0.195505,0.228089
adder_dcop_21.mtx,1813,1813,11246,0.219726,0.225504,0.22656,0.223709,0.057616,0.205051,0.194946,0.195759
adder_dcop_22.mtx,1813,1813,11246,0.220331,0.225696,0.080984,0.062321,0.057864,0.214748,0.195716,0.227433
adder_dcop_23.mtx,1813,1813,11246,0.220149,0.07896,0.080312,0.0624,0.057696,0.206816,0.195811,0.196791
adder_dcop_24.mtx,1813,1813,11246,0.219167,0.079946,0.08124,0.062282,0.057776,0.204835,0.195891,0.215524
adder_dcop_25.mtx,1813,1813,11246,0.219414,0.078617,0.080304,0.06243,0.058032,0.204579,0.195484,0.218982
adder_dcop_26.mtx,1813,1813,11246,0.219744,0.225472,0.080704,0.062248,0.05772,0.203948,0.19555,0.219404
adder_dcop_27.mtx,1813,1813,11246,0.220554,0.079709,0.080273,0.062344,0.057856,0.205252,0.195284,0.195561
adder_dcop_28.mtx,1813,1813,11246,0.22001,0.07919,0.080471,0.062424,0.057664,0.204532,0.195648,0.216927
adder_dcop_29.mtx,1813,1813,11246,0.219723,0.224825,0.080536,0.062168,0.057832,0.204099,0.195241,0.218144
adder_dcop_30.mtx,1813,1813,11246,0.220576,0.07993,0.227185,0.062232,0.057704,0.205123,0.214293,0.217838
adder_dcop_31.mtx,1813,1813,11246,0.219943,0.079184,0.080336,0.062264,0.057656,0.204827,0.195254,0.219871
adder_dcop_32.mtx,1813,1813,11246,0.220618,0.079973,0.08048,0.06224,0.057553,0.20434,0.195717,0.220151
adder_dcop_33.mtx,1813,1813,11246,0.219574,0.223608,0.080312,0.062024,0.057354,0.204669,0.195036,0.220009
adder_dcop_34.mtx,1813,1813,11246,0.219019,0.225772,0.081424,0.062345,0.057656,0.206276,0.19597,0.195515
adder_dcop_35.mtx,1813,1813,11246,0.219799,0.225195,0.080296,0.062216,0.057832,0.219085,0.196002,0.217815
adder_dcop_36.mtx,1813,1813,11246,0.164792,0.0788,0.080512,0.062198,0.22568,0.205509,0.196505,0.196129
adder_dcop_37.mtx,1813,1813,11246,0.164433,0.079928,0.080169,0.062333,0.05776,0.204373,0.195347,0.204137
adder_dcop_38.mtx,1813,1813,11246,0.220857,,0.080725,0.062176,0.057952,0.217126,0.223114,0.195658
adder_dcop_39.mtx,1813,1813,11246,0.220597,0.07888,0.080728,0.062248,,0.214413,0.227091,0.22057
adder_dcop_40.mtx,1813,1813,11246,,0.07996,0.080577,,0.057704,0.213072,0.196257,0.197737
adder_dcop_41.mtx,1813,1813,11246,0.164622,0.079,0.079904,0.06212,0.225265,0.204101,0.195248,0.217825
adder_dcop_42.mtx,1813,1813,11246,0.219307,0.079144,0.081224,0.222827,0.057648,0.204086,0.195173,0.22283
adder_dcop_43.mtx,1813,1813,11246,0.16461,,0.07969,0.06212,0.057616,0.205373,0.19539,0.21999
adder_dcop_44.mtx,1813,1813,11245,0.219509,0.07936,0.080455,0.061736,0.057648,0.207372,0.195329,0.195237
adder_dcop_45.mtx,1813,1813,11246,0.219968,0.079445,0.079984,0.062224,0.057656,0.204814,0.195301,0.218524
adder_dcop_46.mtx,1813,1813,11246,0.219696,0.224147,0.080808,0.062139,0.057712,0.204995,0.196098,0.196193
adder_dcop_47.mtx,1813,1813,11246,0.164616,0.079968,0.080328,0.062048,0.225334,0.206372,0.195378,0.195659
adder_dcop_48.mtx,1813,1813,11246,,0.22368,0.080448,0.062144,0.057624,0.204189,0.195136,0.222876
adder_dcop_49.mtx,1813,1813,11246,0.164479,0.078816,0.225383,0.062183,0.0578,0.212763,0.216687,0.195175
adder_dcop_50.mtx,1813,1813,11246,0.219329,0.224281,0.080034,0.062288,0.057536,0.215791,0.195428,0.195658
adder_dcop_51.mtx,1813,1813,11246,0.218934,0.225054,0.080766,0.062297,0.057528,0.206689,0.197026,0.195812
adder_dcop_52.mtx,1813,1813,11246,0.219445,0.225232,0.080432,0.062264,0.057552,0.213124,0.195439,0.195388
adder_dcop_53.mtx,1813,1813,11246,0.220384,0.079896,0.080949,0.222056,0.057488,0.222494,0.196267,0.196352
adder_dcop_54.mtx,1813,1813,11246,0.220267,,0.081373,0.062088,0.057736,0.205955,0.195571,0.221813
adder_dcop_55.mtx,1813,1813,11246,0.220715,0.225795,0.0809,0.06224,0.057793,0.205003,0.196268,0.211657
adder_dcop_56.mtx,1813,1813,11246,0.219975,0.22638,0.080997,0.062112,0.057712,0.207875,0.195619,0.196451
adder_dcop_57.mtx,1813,1813,11246,0.164664,0.079792,0.080712,0.062142,0.057696,0.204755,0.195227,0.22505
adder_dcop_58.mtx,1813,1813,11246,0.220906,0.22568,0.080606,0.0624,0.057616,0.215612,0.19675,0.206572
adder_dcop_59.mtx,1813,1813,11246,0.220225,0.226766,0.080312,0.062333,0.057728,0.206155,0.196971,0.195612
adder_dcop_60.mtx,1813,1813,11246,,0.080096,0.080615,0.062408,0.057648,0.20539,0.198092,0.195461
adder_dcop_61.mtx,1813,1813,11246,0.220298,0.226422,0.22786,0.22536,0.057632,0.2053,0.195331,0.223815
adder_dcop_62.mtx,1813,1813,11246,0.220566,0.07888,0.080834,0.062469,0.057844,0.204643,0.196196,0.195563
adder_dcop_63.mtx,1813,1813,11246,0.220522,0.227136,0.080528,0.06224,0.22656,0.206379,0.195426,0.222958
adder_dcop_64.mtx,1813,1813,11246,0.219093,0.07928,0.080379,0.062256,0.057648,0.204499,0.224066,0.196043
adder_dcop_65.mtx,1813,1813,11246,0.221963,0.227761,0.080368,0.062358,0.05772,0.204868,0.19594,0.223044
adder_dcop_66.mtx,1813,1813,11246,0.220459,0.226498,0.080833,0.062207,0.05768,0.204773,0.195939,0.218564
adder_dcop_67.mtx,1813,1813,11246,0.219531,0.22661,0.080113,0.062224,0.057632,0.205515,0.195759,0.214711
adder_dcop_68.mtx,1813,1813,11246,0.220256,0.079424,0.080592,0.062176,0.057536,0.207675,0.195956,0.195417
adder_dcop_69.mtx,1813,1813,11246,0.220823,0.225547,0.080942,0.062376,0.057735,0.204204,0.195263,0.206143
adder_trans_01.mtx,1814,1814,14579,0.219976,0.226511,0.079717,0.223114,0.057856,0.216059,0.199387,0.20811
adder_trans_02.mtx,1814,1814,14579,0.220579,,0.226633,0.223189,0.057895,0.20866,0.198388,0.19874
adjnoun.mtx,112,112,850,0.020368,0.056408,0.049408,0.040616,0.039904,0.022786,0.022382,0.022097
af_0_k101.mtx,503625,503625,17550675,1.17227,3.482576,3.566566,1.551192,8.670731,5.747995,1.948929,1.94874
af_1_k101.mtx,503625,503625,17550675,1.174115,3.485064,3.568879,1.552035,8.671666,5.762561,1.94255,1.931679
af23560.mtx,23560,23560,484256,0.222107,0.226272,0.224305,0.221617,0.276458,0.219508,0.220757,0.220214
af_2_k101.mtx,503625,503625,17550675,1.172743,3.484087,3.572511,1.551363,8.685234,5.769005,1.949827,1.944665
af_3_k101.mtx,503625,503625,17550675,1.17554,3.48033,3.572579,1.555121,8.6707,5.737922,1.949597,1.944858
af_4_k101.mtx,503625,503625,17550675,1.172571,3.481481,3.562571,1.55225,8.671267,5.721739,1.931751,1.931206
af_5_k101.mtx,503625,503625,17550675,1.173404,3.48049,3.569324,1.551199,8.670783,5.736891,1.944661,1.930664
af_shell10.mtx,1508065,1508065,52672325,3.468385,10.146128,10.174528,4.59083,25.957473,17.13623,5.75196,5.785593
af_shell1.mtx,504855,504855,17588875,1.173694,3.457097,3.506986,1.559186,8.69075,5.711552,1.93376,1.952411
af_shell2.mtx,504855,504855,17588875,1.175886,3.466689,3.503665,1.559344,8.689219,5.735341,1.952172,1.948708
af_shell3.mtx,504855,504855,17588875,1.174742,3.464976,3.515637,1.559782,8.688804,5.715453,1.933071,1.934448
af_shell4.mtx,504855,504855,17588875,1.17251,3.459761,3.495601,1.558879,8.689011,5.69684,1.946227,1.935032
af_shell5.mtx,504855,504855,17588875,1.174669,3.4638,3.497353,1.559384,8.689266,5.708859,1.952764,1.942806
af_shell6.mtx,504855,504855,17588875,1.172746,3.46403,3.503735,1.558545,8.689869,5.72726,1.936233,1.94323
af_shell7.mtx,504855,504855,17588875,1.172781,3.45907,3.506439,1.560486,8.689892,5.710014,1.949102,1.955222
af_shell8.mtx,504855,504855,17588875,1.172581,3.463302,3.510551,1.559931,8.689421,5.704659,1.94995,1.949328
af_shell9.mtx,504855,504855,17588875,1.175588,3.45959,3.499614,1.559434,8.690148,5.752141,1.952647,1.947047
aft01.mtx,8205,8205,125567,0.220985,0.227854,0.223873,0.050016,0.224924,0.453875,0.230134,0.029414
aft02.mtx,8184,8184,127762,0.219618,0.063968,0.224786,0.062934,0.101187,0.226844,0.226364,0.029225
air02.mtx,50,6774,61555,0.438978,0.17804,0.182472,1.356133,0.112555,0.436233,0.281006,0.282317
air03.mtx,124,10757,91028,0.472442,0.224425,0.229761,1.447989,0.143393,0.456168,0.299326,0.299461
air04.mtx,823,8904,72965,0.061704,0.057368,,0.167417,0.097365,0.058064,0.046681,0.04677
air05.mtx,426,7195,52121,0.066984,0.057472,0.058304,0.210241,,0.061561,0.048969,0.049067
air06.mtx,825,8627,70806,0.071377,0.062136,0.225935,0.213539,0.095778,0.069549,0.054991,0.054833
aircraft.mtx,3754,7517,20267,0.220305,0.0586,0.0524,0.035272,0.223981,0.023974,0.018122,0.22262
airfoil1_dual.mtx,8034,8034,23626,0.221416,0.226686,0.226796,0.035312,0.226452,0.222594,0.225616,0.227084
airfoil1.mtx,4253,4253,24578,0.220577,0.063824,0.225965,0.03488,0.04736,0.226516,0.018805,0.018952
airfoil_2d.mtx,14214,14214,259688,0.046107,0.10751,0.103398,0.223324,0.225641,0.22563,0.225335,0.050401
ak2010.mtx,45292,45292,217098,0.22447,0.227915,0.226695,0.223889,0.232401,0.466595,0.458837,0.461193
al2010.mtx,252266,252266,1230482,0.321657,0.708607,0.62799,0.355321,1.112428,0.274565,0.289702,0.29107
Alemdar.mtx,6245,6245,42581,0.222001,0.225981,0.060352,0.039296,0.226607,0.023099,0.220261,0.220785
amazon0302.mtx,262111,262111,1234877,0.343529,0.828669,0.716238,0.356624,1.111932,0.294178,0.297438,0.298608
amazon0312.mtx,400727,400727,3200440,0.615497,1.381845,1.262325,0.708474,2.381313,0.63021,0.665713,0.650607
amazon0505.mtx,410236,410236,3356824,0.631898,1.424749,1.303637,0.728539,2.475857,0.660996,0.668173,0.668965
amazon0601.mtx,403394,403394,3387388,0.631186,1.427597,1.311645,0.723843,2.475049,0.659423,0.669338,0.67432
amazon-2008.mtx,735323,735323,5158388,0.920635,2.173473,1.989743,1.096786,3.996703,1.201129,0.900888,0.901065
Andrews.mtx,60000,60000,760154,0.21931,0.284617,0.278465,0.221184,0.56773,0.225405,0.225215,0.227234
apache1.mtx,80800,80800,542184,0.221073,0.299552,0.231728,0.222608,0.426847,0.228889,0.235836,0.229233
apache2.mtx,715176,715176,4817870,0.804827,2.150952,1.64131,0.820572,3.560061,0.733502,0.693443,0.689726
appu.mtx,14000,14000,1853104,0.246282,0.554306,0.555514,0.356703,1.558693,0.396192,0.247324,0.247268
ar2010.mtx,186211,186211,904310,0.239436,0.534862,0.474052,0.265103,0.81093,0.235522,0.235578,0.230348
arc130.mtx,130,130,1282,,0.05768,0.222355,0.220081,0.042592,0.032953,0.03234,0.032361
as-22july06.mtx,22963,22963,96872,0.375617,0.226014,0.227969,0.223707,0.224434,0.495161,0.429488,0.430384
AS365.mtx,3799275,3799275,22736152,5.818692,12.186695,11.132944,6.081177,19.072834,5.606565,5.645213,5.616933
as-735.mtx,7716,7716,26467,0.215815,0.2256,0.225571,0.223953,,0.266158,0.25977,0.288326
as-caida.mtx,31379,31379,106762,0.395847,0.21984,0.22368,0.21924,0.2212,0.795239,0.749435,0.441313
ash219.mtx,219,85,438,0.015402,0.04869,0.05664,0.222512,0.042632,0.01517,0.015545,0.020374
ash292.mtx,292,292,2208,0.01584,0.051656,0.047472,0.032544,0.037827,0.016303,0.244372,0.237484
ash331.mtx,331,104,662,0.015848,0.04916,0.224293,0.222743,0.04284,0.014931,0.02944,0.250285
ash608.mtx,608,188,1216,0.016581,0.050328,0.226319,0.025808,0.044112,0.015133,0.020736,0.029161
ash85.mtx,85,85,523,0.01576,0.054432,0.046848,0.030856,0.036904,0.016294,0.016578,0.016581
ash958.mtx,958,292,1916,0.017154,0.050392,0.226144,0.026104,0.044152,0.015023,0.015259,0.015327
asia_osm.mtx,11950757,11950757,25423206,13.025399,22.973129,23.256428,9.83364,32.207835,8.381838,9.205228,9.201092
ASIC_100k.mtx,99340,99340,954163,15.221739,33.460943,33.491495,3.626271,1.126593,20.487963,17.499962,17.532307
ASIC_100ks.mtx,99190,99190,578890,0.221296,0.320912,0.288736,0.224168,0.502526,0.22702,0.225507,0.224475
ASIC_320k.mtx,321821,321821,2635364,30.769856,33.946902,35.564832,7.543824,2.520357,39.348261,33.048972,33.139353
ASIC_320ks.mtx,321671,321671,1827807,0.471766,0.919483,0.808945,0.493109,1.562658,0.429507,0.438654,0.440198
ASIC_680k.mtx,682862,682862,3871773,61.342173,28.522631,32.926834,14.57765,4.373739,78.51809,65.185564,65.174698
ASIC_680ks.mtx,682712,682712,2329176,0.818458,1.530145,1.515721,0.760153,2.377243,0.634216,0.683685,0.684184
as-Skitter.mtx,1696415,1696415,22190596,6.411975,31.294843,31.186459,4.992922,21.026371,8.967418,7.737329,7.681457
astro-ph.mtx,16706,16706,242502,0.220374,0.227115,0.112151,0.224147,0.214545,0.223598,0.22011,0.221979
atmosmodd.mtx,1270432,1270432,8814880,1.567979,4.204612,2.945548,1.611081,6.787765,1.441867,1.425281,1.426983
atmosmodj.mtx,1270432,1270432,8814880,1.567163,4.202556,2.944636,1.60912,6.788013,1.444597,1.431145,1.42899
atmosmodl.mtx,1489752,1489752,10319760,1.835577,4.925754,3.449948,1.876668,7.908536,1.669707,1.671489,1.66488
atmosmodm.mtx,1489752,1489752,10319760,1.836277,4.926592,3.447278,1.895573,7.910011,1.670352,1.666876,1.663228
aug2dc.mtx,30200,30200,80000,0.219214,0.220628,0.221241,0.219967,0.221001,0.222064,0.220214,0.219575
aug2d.mtx,29008,29008,76832,0.219725,0.220529,0.221122,0.221099,0.220986,0.220226,0.221408,0.219076
aug3dcqp.mtx,35543,35543,128115,0.222731,0.228225,0.228688,0.225921,0.227446,0.225641,,0.233333
aug3d.mtx,24300,24300,69984,0.04289,,0.225544,0.222323,0.225828,0.222156,0.219889,0.220805
auto.mtx,448695,448695,6629222,1.217103,1.985317,1.967285,1.330301,4.438204,1.307233,1.31351,1.302723
av41092.mtx,41092,41092,1683902,0.407631,0.998966,0.97892,0.507459,1.729199,0.954579,0.419956,0.451913
az2010.mtx,241666,241666,1196094,0.331329,0.696746,0.617807,0.366892,1.095495,0.289837,0.302294,0.301586
b1_ss.mtx,7,7,15,0.015424,0.042128,0.040152,0.02392,0.024912,0.014681,0.014584,0.220213
b2_ss.mtx,1089,1089,4228,0.017861,0.071584,0.057648,0.032528,0.044312,0.01717,0.017373,0.017197
barrier2-10.mtx,115625,115625,3897557,1.561201,1.104016,1.122439,0.562524,2.457088,4.850823,0.985377,0.989319
barrier2-11.mtx,115625,115625,3897557,1.56285,1.101548,1.120247,0.56318,2.456336,4.794806,0.986666,0.989565
barrier2-12.mtx,115625,115625,3897557,1.560736,1.099599,1.12248,0.562388,2.456356,4.799852,0.987095,0.989887
barrier2-1.mtx,113076,113076,3805068,1.32652,1.015926,1.030208,0.552857,2.411052,4.085437,0.845054,0.845185
barrier2-2.mtx,113076,113076,3805068,1.324993,1.01478,1.031553,0.553651,2.412531,4.073744,0.842757,0.8519
barrier2-3.mtx,113076,113076,3805068,1.325546,1.016306,1.028751,0.552881,2.3953,4.086778,0.855068,0.843238
barrier2-4.mtx,113076,113076,3805068,1.324106,1.016122,1.027756,0.553947,2.404595,4.078552,0.848221,0.842824
barrier2-9.mtx,115625,115625,3897557,1.563948,1.100768,1.128844,0.563097,2.479716,4.829968,0.992019,0.98594
barth4.mtx,6019,6019,40965,0.221025,0.225711,0.057524,0.036744,0.05924,0.221327,0.020027,
barth5.mtx,15606,15606,107362,0.221789,0.227912,0.229395,0.22405,0.107589,0.223685,0.221144,0.225765
barth.mtx,6691,6691,46187,0.221141,0.064994,0.06197,0.038848,0.059904,0.221915,0.220805,0.22233
bas1lp.mtx,5411,9825,587775,0.220261,0.211124,0.210384,0.200534,0.531609,0.144685,0.221635,0.086815
Baumann.mtx,112211,112211,760631,0.221558,0.38136,0.302152,0.223318,0.578991,0.225616,0.227805,0.227131
bauru5727.mtx,40366,40366,145019,0.22497,0.224916,0.225664,0.223983,0.22848,,0.226613,0.230354
baxter.mtx,27441,30733,111576,0.430385,0.221632,0.22292,0.221339,0.224734,0.606012,0.542003,0.544251
bayer01.mtx,57735,57735,277774,0.219648,0.218512,0.219456,0.221011,0.275504,0.228911,0.224453,0.222778
bayer02.mtx,13935,13935,63679,0.220592,0.09688,0.224214,0.049051,0.226713,0.222388,0.223923,0.224826
bayer03.mtx,6747,6747,56196,0.22161,0.08934,0.06772,0.046712,0.078848,0.221737,0.220383,0.222586
bayer04.mtx,20545,20545,159082,0.04496,0.226053,0.226977,0.223787,0.225432,0.039779,0.220632,0.042413
bayer05.mtx,3268,3268,27836,0.22023,0.225588,,0.053794,0.059152,0.221516,0.223098,0.027769
bayer06.mtx,3008,3008,27576,0.219519,0.079394,0.227623,0.053908,0.058173,0.222023,0.219242,0.027497
bayer07.mtx,3268,3268,27836,0.219029,0.223593,,0.053864,0.058904,0.224022,0.027913,0.033601
bayer08.mtx,3008,3008,27576,0.221333,0.226744,0.063744,0.054456,0.058432,0.220504,0.222276,0.027491
bayer09.mtx,3083,3083,21216,0.0228,0.225018,0.063064,,0.0538,0.021579,0.220551,0.225239
bayer10.mtx,13436,13436,94926,0.22072,0.098942,0.228631,0.223904,0.104071,0.225158,0.221935,0.031458
bbmat.mtx,38744,38744,1771722,0.224085,0.472337,0.477896,0.262648,1.229566,0.472747,,0.228128
bcircuit.mtx,68902,68902,375558,0.221257,0.241816,0.219352,0.221704,0.342992,0.225795,0.227707,0.225486
bcspwr01.mtx,39,39,131,0.015544,0.057712,0.049372,0.02636,0.030905,0.014894,0.015126,0.015078
bcspwr02.mtx,49,49,167,0.01576,0.055144,0.223533,0.028024,0.033696,0.014965,0.015061,0.015045
bcspwr03.mtx,118,118,476,0.01563,0.061144,0.051304,0.222819,0.040416,0.016279,0.016233,0.016257
bcspwr04.mtx,274,274,1612,0.015907,0.059152,0.224228,0.034768,0.039906,0.016388,0.016834,0.016666
bcspwr05.mtx,443,443,1623,0.016236,0.065944,0.05472,0.030976,0.225014,0.016287,0.016472,0.016632
bcspwr06.mtx,1454,1454,5300,0.017768,0.069328,0.05664,0.033432,0.043352,0.017036,0.017205,0.017154
bcspwr07.mtx,1612,1612,5824,0.01765,0.070088,0.05652,0.033328,0.225223,0.017104,0.017112,0.017205
bcspwr08.mtx,1624,1624,6050,0.017849,0.067976,0.05568,0.032424,,0.017036,0.017238,0.017667
bcspwr09.mtx,1723,1723,6511,0.018192,0.07293,0.059933,0.223097,0.046184,0.017236,0.017822,0.017626
bcspwr10.mtx,5300,5300,21842,0.022027,0.223703,0.063104,0.034811,0.048787,0.020014,0.219765,0.020714
bcsstk01.mtx,48,48,400,0.015944,0.0446,0.043168,0.031156,0.031336,0.01616,0.016369,0.016233
bcsstk02.mtx,66,66,4356,0.024808,0.225008,0.039816,0.061008,0.035824,0.024143,0.020841,0.021055
bcsstk03.mtx,112,112,640,0.01547,0.057096,0.0496,,0.036328,0.221878,0.01531,0.015175
bcsstk04.mtx,132,132,3648,0.019784,0.04056,0.041049,0.04976,0.03512,0.0184,0.018661,0.018685
bcsstk05.mtx,153,153,2423,0.017541,0.044832,0.044144,0.221439,0.03552,0.016414,0.016447,0.016472
bcsstk06.mtx,420,420,7860,0.018333,0.045792,0.044792,0.222547,0.038696,0.016649,0.016901,0.016893
bcsstk07.mtx,420,420,7860,0.018139,0.046016,0.044768,0.04143,0.038424,0.016666,0.017085,0.01707
