mtx,rows,cols,nnz,rocsparse_vector(ms),alphasparse_vector(ms),alphasparse_scalar(ms),alphasparse_merge(ms),alphasparse_lineenhance(ms),alphasparse_flat1(ms),alphasparse_flat4(ms),alphasparse_flat8(ms)
08blocks.mtx,300,300,592,0.034530024,0.023089374,0.03124835,0.030279007,0.016978805,0.026499552,0.028540436,0.030767632
1138_bus.mtx,1138,1138,4054,0.025192799,0.018130428,0.02523946,0.040340918,0.01561537,0.028355996,0.0314864,0.03434269
12month1.mtx,12471,872622,22624727,3.808440937,2.446771348,60.14295455,2.795886284,16.41944812,3.235231633,1.158932074,0.978838235
130bit.mtx,584,575,6120,0.027053191,0.014848494,0.030969544,0.036837512,0.016525868,0.025454977,0.026108101,0.027245712
145bit.mtx,1002,993,11315,0.035145646,0.015126682,0.04392503,0.038298614,0.016509054,0.026323014,0.026524049,0.027279259
162bit.mtx,3606,3597,37118,0.034052305,0.015369397,0.040294211,0.041458868,0.017743012,0.030126706,0.030599269,0.031775097
176bit.mtx,7441,7431,82270,0.035546311,0.017460698,0.046230971,0.042718433,0.018403837,0.032908151,0.033445707,0.034595477
192bit.mtx,13691,13682,154303,0.036069906,0.021602071,0.048757275,0.044909506,0.020875265,0.036044885,0.036817002,0.038082195
208bit.mtx,24430,24421,299756,0.038643063,0.029140836,0.066270972,0.064361487,0.026857285,0.044769761,0.045766074,0.047735606
2cubes_sphere.mtx,101492,101492,1647264,0.0866063,0.083775952,0.320744491,0.164122552,0.066450453,0.080010515,0.079950515,0.09509891
2D_27628_bjtcai.mtx,27628,27628,442898,0.052789586,0.03302047,0.107287583,0.061632416,0.03156251,0.048434624,0.045643949,0.047800317
2D_54019_highK.mtx,54019,54019,996414,0.130396223,0.115393749,0.657249347,0.104701899,0.139083314,0.117295954,0.073264001,0.068819001
333SP.mtx,3712815,3712815,22217266,1.462109431,1.294090237,3.691532357,2.342584641,1.191990693,1.307607454,1.353977593,1.421403098
3D_28984_Tetra.mtx,28984,28984,599170,0.248274793,0.221786918,1.466210859,0.08033424,0.550506088,0.11738824,0.065605028,0.058720387
3D_51448_3D.mtx,51448,51448,1056610,0.370014733,0.348960847,2.184048699,0.115553734,0.682787123,0.128353899,0.07682175,0.071249955
3Dspectralwave2.mtx,292008,292008,14322744,0.507693063,0.427894628,3.13795884,0.95281591,0.32262131,0.376970866,0.350993574,0.342845957
3Dspectralwave.mtx,680943,680943,33650589,1.126238669,1.008354724,7.47616755,2.19958193,0.777148659,0.858150444,0.792707693,0.788580047
3dtube.mtx,45330,45330,3213618,0.213903041,0.142055785,1.461933908,0.224588007,0.202195459,0.174583651,0.118278433,0.106720214
3elt_dual.mtx,9000,9000,26556,0.020374601,0.014889302,0.01759999,0.043123726,0.016560999,0.030281969,0.033778588,0.037616942
3elt.mtx,4720,4720,27444,0.025904337,0.015144187,0.024042766,0.041862296,0.016831616,0.030343521,0.032370212,0.033840914
494_bus.mtx,494,494,1666,0.023256463,0.016131765,0.019672557,0.031854989,0.015186804,0.024549641,0.028003765,0.031333753
598a.mtx,110971,110971,1483868,0.121066632,0.106197436,0.312420493,0.176695305,0.09310247,0.114609771,0.116089936,0.119321795
662_bus.mtx,662,662,2474,0.021642049,0.016488277,0.020676456,0.032593373,0.015300317,0.025795823,0.028430736,0.031239346
685_bus.mtx,685,685,3249,0.023624795,0.015298519,0.023031446,0.033797982,0.015592568,0.025198548,0.027065414,0.029553424
a0nsdsil.mtx,80016,80016,355034,0.814311239,0.74447464,1.805883565,0.068724773,0.742673599,0.116874598,0.065860702,0.057535944
a2nnsnsl.mtx,80016,80016,347222,0.766040437,0.70685424,1.773255265,0.069004956,0.73994862,0.11624231,0.065186808,0.057304197
a5esindl.mtx,60008,60008,255004,1.355931843,1.251749968,3.310063734,0.064764705,1.085162655,0.115258754,0.060831013,0.051901145
aa01.mtx,823,8904,72965,0.155890965,0.022489292,0.411208264,0.037850316,0.041904743,0.049961381,0.033316188,0.030206109
aa03.mtx,825,8627,70806,0.152861704,0.024658755,0.443631328,0.038040858,0.042099317,0.057376744,0.035021156,0.030638989
aa3.mtx,825,8627,70806,0.153131137,0.024346048,0.444295243,0.037951602,0.041645162,0.057534327,0.034874314,0.03053877
aa4.mtx,426,7195,52121,0.18834434,0.023369402,0.358283955,0.036664147,0.046827292,0.052922726,0.033221641,0.030089499
aa5.mtx,801,8308,65953,0.15227947,0.022386788,0.391992892,0.037531138,0.043036257,0.050040896,0.033071034,0.030284322
aa6.mtx,646,7292,51728,0.122407206,0.022219282,0.33687501,0.037363709,0.039253926,0.049145992,0.033447621,0.030004597
ABACUS_shell_hd.mtx,23412,23412,218484,0.03485926,0.022609512,0.045291247,0.046280443,0.021716706,0.037142551,0.038360976,0.039809523
ABACUS_shell_ld.mtx,23412,23412,218484,0.034894917,0.0225976,0.045069133,0.0462739,0.021748682,0.037010893,0.041041493,0.040162341
ABACUS_shell_md.mtx,23412,23412,218484,0.03489342,0.0225768,0.044975285,0.046332223,0.021929056,0.037106305,0.038605618,0.039783493
ABACUS_shell_ud.mtx,23412,23412,218484,0.03494567,0.022605774,0.044940548,0.046276625,0.021814611,0.037039059,0.038689219,0.040214061
abb313.mtx,313,176,1557,0.022191658,0.014836131,0.017942542,0.030818562,0.014861408,0.02408185,0.026382899,0.028837873
abtaha1.mtx,14596,209,51307,0.020070664,0.015573943,0.020870651,0.043358114,0.017150452,0.032487435,0.037626013,0.044033427
abtaha2.mtx,37932,331,137228,0.022785824,0.019026087,0.027943142,0.0478844,0.020771741,0.03703085,0.04287756,0.050237619
add20.mtx,2395,2395,17319,0.04506999,0.033097478,0.099829381,0.041966684,0.031964372,0.036282505,0.032437292,0.035101089
add32.mtx,4960,4960,23884,0.029807457,0.018959129,0.050982497,0.042128509,0.017765771,0.031373105,0.033141106,0.035735847
adder_dcop_01.mtx,1813,1813,11156,0.174991961,0.153729554,0.429622213,0.040790881,0.10877323,0.090907609,0.045253109,0.036592466
adder_dcop_02.mtx,1813,1813,11246,0.174791536,0.153700021,0.43000803,0.040803813,0.10823817,0.097264806,0.046562082,0.037489666
adder_dcop_03.mtx,1813,1813,11148,0.174965275,0.153723111,0.429305863,0.04086338,0.108380323,0.090553532,0.044714607,0.036720154
adder_dcop_04.mtx,1813,1813,11107,0.173885136,0.153842957,0.433215672,0.040576851,0.108302862,0.087311289,0.043817793,0.036126669
adder_dcop_05.mtx,1813,1813,11097,0.172947447,0.153016692,0.427745442,0.040686654,0.108373903,0.086680414,0.043810404,0.036032379
adder_dcop_06.mtx,1813,1813,11224,0.173554038,0.15282288,0.429832456,0.040708998,0.10841145,0.096146516,0.04613851,0.037479672
adder_dcop_07.mtx,1813,1813,11226,0.173716585,0.153167104,0.431404196,0.040616006,0.10857129,0.09583159,0.04610996,0.037366752
adder_dcop_08.mtx,1813,1813,11242,0.174011299,0.15301796,0.428781204,0.040811585,0.108262712,0.097087882,0.046455985,0.037524805
adder_dcop_09.mtx,1813,1813,11239,0.172772133,0.152994827,0.428299226,0.040889684,0.108429086,0.096932637,0.046253979,0.037387375
adder_dcop_10.mtx,1813,1813,11232,0.173917083,0.152712441,0.429875423,0.040658676,0.108163285,0.096224936,0.046121912,0.037379321
adder_dcop_11.mtx,1813,1813,11243,0.173923132,0.153910389,0.429154897,0.04089531,0.108337027,0.097056703,0.046353425,0.037515182
adder_dcop_12.mtx,1813,1813,11246,0.174992803,0.153886152,0.42995049,0.040736635,0.108279856,0.097239155,0.046491054,0.037742625
adder_dcop_13.mtx,1813,1813,11245,0.174192549,0.153857731,0.427965215,0.040886523,0.10825303,0.097377434,0.046734798,0.037558513
adder_dcop_14.mtx,1813,1813,11246,0.176371877,0.153924064,0.429679441,0.040716208,0.108257446,0.097421948,0.046678911,0.037647547
adder_dcop_15.mtx,1813,1813,11246,0.17506908,0.153768322,0.429253025,0.040999056,0.108277771,0.097179916,0.046424075,0.037688425
adder_dcop_16.mtx,1813,1813,11246,0.174922035,0.153811435,0.432247526,0.040842712,0.108235566,0.097177817,0.046457636,0.037514365
adder_dcop_17.mtx,1813,1813,11246,0.174848605,0.15386194,0.428933768,0.040729259,0.108328878,0.097306464,0.046470594,0.037609336
adder_dcop_18.mtx,1813,1813,11246,0.174852683,0.154146649,0.429769753,0.041456928,0.108232962,0.09763085,0.046463203,0.037601854
adder_dcop_19.mtx,1813,1813,11245,0.173986369,0.154253459,0.427769853,0.040855773,0.108328637,0.09710205,0.046407399,0.037488269
adder_dcop_20.mtx,1813,1813,11246,0.174862198,0.153864045,0.428991036,0.040867721,0.108270995,0.097355322,0.046444589,0.037774826
adder_dcop_21.mtx,1813,1813,11246,0.174680221,0.15377463,0.42926941,0.040851985,0.108208488,0.097328781,0.046528273,0.037754091
adder_dcop_22.mtx,1813,1813,11246,0.174864917,0.153770425,0.43030419,0.040818549,0.108246505,0.097286683,0.046485481,0.03770972
adder_dcop_23.mtx,1813,1813,11246,0.174971022,0.154009436,0.430065584,0.04078317,0.108232962,0.097273219,0.046960865,0.037502793
adder_dcop_24.mtx,1813,1813,11246,0.174818707,0.153810384,0.430024472,0.040786942,0.10826422,0.097226965,0.046485577,0.037902201
adder_dcop_25.mtx,1813,1813,11246,0.17484045,0.153860888,0.429769753,0.040785019,0.108288719,0.097226545,0.046982249,0.037803015
adder_dcop_26.mtx,1813,1813,11246,0.174878513,0.153743096,0.42981903,0.040969109,0.108510751,0.097163963,0.046690055,0.037643641
adder_dcop_27.mtx,1813,1813,11246,0.174802403,0.153797763,0.429171119,0.040799668,0.108254841,0.097180336,0.046524327,0.037707697
adder_dcop_28.mtx,1813,1813,11246,0.174877154,0.153904053,0.428843807,0.040772081,0.108299668,0.097266488,0.0465048,0.037512488
adder_dcop_29.mtx,1813,1813,11246,0.174922035,0.153859835,0.429015584,0.04079434,0.10826422,0.098219198,0.046477988,0.037561853
adder_dcop_30.mtx,1813,1813,11246,0.174888032,0.153730486,0.429605577,0.040876188,0.108322096,0.097404228,0.046530198,0.037505857
adder_dcop_31.mtx,1813,1813,11246,0.174995526,0.153838788,0.429400535,0.040888449,0.108197557,0.097477681,0.046617573,0.037562731
adder_dcop_32.mtx,1813,1813,11246,0.174844527,0.153988347,0.430617246,0.040904139,0.108593527,0.097491624,0.047321891,0.037539723
adder_dcop_33.mtx,1813,1813,11246,0.174915233,0.153987293,0.429728697,0.040866905,0.108241816,0.097475568,0.046849842,0.037557149
adder_dcop_34.mtx,1813,1813,11246,0.174916593,0.153728385,0.430419473,0.040824105,0.108248589,0.097412666,0.046481831,0.037622547
adder_dcop_35.mtx,1813,1813,11246,0.174957412,0.157246027,0.429630196,0.040809217,0.108568891,0.097847886,0.04646685,0.037538532
adder_dcop_36.mtx,1813,1813,11246,0.174897551,0.153784092,0.429220259,0.04083337,0.108270995,0.097273219,0.046470594,0.037598019
adder_dcop_37.mtx,1813,1813,11246,0.174849964,0.153726284,0.429761541,0.040885476,0.108348708,0.097306464,0.046539441,0.037953943
adder_dcop_38.mtx,1813,1813,11246,0.174875794,0.153775681,0.429564553,0.040863192,0.108255362,0.097802786,0.046729535,0.03746475
adder_dcop_39.mtx,1813,1813,11246,0.174790177,0.153821954,0.429154741,0.040755237,0.108230878,0.097624494,0.046463203,0.037927511
adder_dcop_40.mtx,1813,1813,11246,0.174844527,0.153790401,0.432056552,0.040822549,0.108519651,0.097286683,0.046422254,0.037478983
adder_dcop_41.mtx,1813,1813,11246,0.175010504,0.153841945,0.428860161,0.040854656,0.109410723,0.097326675,0.046574809,0.037566495
adder_dcop_42.mtx,1813,1813,11246,0.174742648,0.153792505,0.429860102,0.04079989,0.108202242,0.097699552,0.046573459,0.037590605
adder_dcop_43.mtx,1813,1813,11246,0.174892112,0.153838788,0.432913098,0.041020142,0.108481966,0.097268591,0.046496532,0.037582879
adder_dcop_44.mtx,1813,1813,11245,0.174339734,0.153814588,0.428928347,0.040809439,0.108323419,0.097309599,0.047326644,0.037542588
adder_dcop_45.mtx,1813,1813,11246,0.17512633,0.153833527,0.429638402,0.040611373,0.108272559,0.097264806,0.04653559,0.037480482
adder_dcop_46.mtx,1813,1813,11246,0.174879873,0.15369582,0.430213653,0.040819882,0.108272559,0.097461207,0.046589473,0.037534085
adder_dcop_47.mtx,1813,1813,11246,0.175089522,0.153871414,0.430394765,0.040704492,0.108314793,0.097196294,0.04658214,0.037487541
adder_dcop_48.mtx,1813,1813,11246,0.174886672,0.153845102,0.429580962,0.040760259,0.108419216,0.097234111,0.046455717,0.038190842
adder_dcop_49.mtx,1813,1813,11246,0.175070442,0.154411209,0.428925588,0.040778956,0.10827725,0.097378504,0.047375017,0.038300227
adder_dcop_50.mtx,1813,1813,11246,0.174828219,0.153745198,0.429564553,0.040909198,0.108237128,0.097369651,0.046530102,0.03750986
adder_dcop_51.mtx,1813,1813,11246,0.175198629,0.153849311,0.429802603,0.040808699,0.10830384,0.097387359,0.046453894,0.037622358
adder_dcop_52.mtx,1813,1813,11246,0.174901631,0.153814591,0.429023767,0.040758412,0.108197037,0.097343524,0.046519035,0.037503731
adder_dcop_53.mtx,1813,1813,11246,0.175255965,0.154380474,0.430831705,0.040734201,0.108731594,0.097267329,0.04660125,0.037733127
adder_dcop_54.mtx,1813,1813,11246,0.174866277,0.153880888,0.430238341,0.040829219,0.108257446,0.097269433,0.046589666,0.037541853
adder_dcop_55.mtx,1813,1813,11246,0.175381688,0.153807228,0.430559544,0.040773411,0.108363847,0.097207216,0.046874056,0.037920924
adder_dcop_56.mtx,1813,1813,11246,0.174873075,0.153814591,0.429507132,0.040808699,0.10829289,0.097229487,0.046569023,0.037513551
adder_dcop_57.mtx,1813,1813,11246,0.174931558,0.153923011,0.429105617,0.040683509,0.108261615,0.097333414,0.046509993,0.037568064
adder_dcop_58.mtx,1813,1813,11246,0.174911152,0.153815643,0.429712277,0.040822401,0.108240254,0.097348159,0.046956159,0.038113571
adder_dcop_59.mtx,1813,1813,11246,0.175119513,0.153759912,0.429187498,0.040686379,0.108313228,0.097215619,0.046511532,0.037537906
adder_dcop_60.mtx,1813,1813,11246,0.174924756,0.153717879,0.42890923,0.040731029,0.108230878,0.097195454,0.046514995,0.037505795
adder_dcop_61.mtx,1813,1813,11246,0.174870356,0.153775681,0.429343158,0.040786868,0.109147377,0.097204275,0.046499704,0.037590668
adder_dcop_62.mtx,1813,1813,11246,0.174924756,0.153815643,0.430501857,0.040825958,0.108257446,0.097188734,0.046565552,0.037520873
adder_dcop_63.mtx,1813,1813,11246,0.174852683,0.154260828,0.429302184,0.040712523,0.108277771,0.09748444,0.046589666,0.037477547
adder_dcop_64.mtx,1813,1813,11246,0.177419482,0.153697921,0.429572757,0.040734791,0.108302276,0.097306464,0.046505954,0.037505795
adder_dcop_65.mtx,1813,1813,11246,0.174917954,0.153797763,0.430230112,0.040790641,0.108306448,0.09723327,0.046578571,0.037525506
adder_dcop_66.mtx,1813,1813,11246,0.175055454,0.155475371,0.430345355,0.04089291,0.108226712,0.097237474,0.046530198,0.037492041
adder_dcop_67.mtx,1813,1813,11246,0.174893471,0.153832475,0.430617246,0.040775703,0.108190791,0.097435453,0.046556203,0.037547807
adder_dcop_68.mtx,1813,1813,11246,0.175239579,0.153881941,0.428851984,0.040751545,0.108253278,0.097457829,0.046463203,0.037518057
adder_dcop_69.mtx,1813,1813,11246,0.174748079,0.153795659,0.42890923,0.040742244,0.108235566,0.097179916,0.046461283,0.037507734
adder_trans_01.mtx,1814,1814,14579,0.131475595,0.107666403,0.467627861,0.040727389,0.110271121,0.098882242,0.046942038,0.037825826
adder_trans_02.mtx,1814,1814,14579,0.131515326,0.107773055,0.467597864,0.040758985,0.11100198,0.09851541,0.046714313,0.037688439
adjnoun.mtx,112,112,850,0.022767146,0.020381494,0.031789962,0.029720799,0.01814882,0.026062827,0.024749592,0.025737298
af_0_k101.mtx,503625,503625,17550675,0.52611287,0.59152391,3.71908589,0.958444614,0.38321494,0.404399928,0.414324158,0.41571822
af_1_k101.mtx,503625,503625,17550675,0.52640483,0.592072265,3.72001844,0.95908758,0.3831446,0.404952127,0.413106438,0.415527158
af23560.mtx,23560,23560,484256,0.057264319,0.031499464,0.086601613,0.063333324,0.029415742,0.045504248,0.045847,0.047381214
af_2_k101.mtx,503625,503625,17550675,0.528718054,0.591470694,3.737887474,0.95868573,0.383130252,0.404319081,0.413784779,0.41587054
af_3_k101.mtx,503625,503625,17550675,0.526456899,0.591587066,3.720021594,0.959251157,0.38320869,0.404559139,0.413458467,0.415853754
af_4_k101.mtx,503625,503625,17550675,0.526379317,0.592016294,3.722188053,0.958504051,0.383247233,0.404400589,0.414292372,0.415561254
af_5_k101.mtx,503625,503625,17550675,0.52633125,0.593964517,3.724475986,0.958323016,0.386407806,0.404273758,0.413671328,0.41547582
af_shell10.mtx,1508065,1508065,52672325,1.543830889,1.762704676,11.21657881,2.692888476,1.136681295,1.291012295,1.187069942,1.198770744
af_shell1.mtx,504855,504855,17588875,0.535897047,0.593193337,3.697601955,0.982814537,0.385664709,0.40577928,0.414455053,0.41658532
af_shell2.mtx,504855,504855,17588875,0.5349266,0.593179343,3.70059007,0.983047027,0.386867968,0.405714982,0.413873942,0.419167774
af_shell3.mtx,504855,504855,17588875,0.535123629,0.593220046,3.698904043,0.982621185,0.385626629,0.406636788,0.41420454,0.416784949
af_shell4.mtx,504855,504855,17588875,0.535789355,0.593343258,3.701756753,0.982942784,0.38568747,0.405814019,0.413828161,0.416961282
af_shell5.mtx,504855,504855,17588875,0.536251993,0.597273785,3.700509489,0.982655771,0.386035863,0.406763929,0.414224606,0.417048951
af_shell6.mtx,504855,504855,17588875,0.536223825,0.600404539,3.708915441,0.984104245,0.385565389,0.406391292,0.416220017,0.416940062
af_shell7.mtx,504855,504855,17588875,0.53739047,0.593254681,3.698122447,0.982944981,0.385645471,0.406501942,0.413972082,0.417261472
af_shell8.mtx,504855,504855,17588875,0.535669927,0.593317269,3.710176205,0.982961763,0.385483841,0.405855375,0.413816682,0.417050519
af_shell9.mtx,504855,504855,17588875,0.535709606,0.594058334,3.698439712,0.982974426,0.385738779,0.405990031,0.413916621,0.417035736
aft01.mtx,8205,8205,125567,0.040574015,0.01819557,0.056746573,0.042804106,0.021381847,0.033177965,0.033385694,0.034443103
aft02.mtx,8184,8184,127762,0.045285986,0.02344113,0.084136479,0.042724072,0.032939803,0.036279347,0.033463166,0.034417034
air02.mtx,50,6774,61555,0.153970452,0.094809688,2.04003513,0.035462637,0.467906715,0.095214304,0.043622739,0.034411693
air03.mtx,124,10757,91028,0.217341372,0.100325296,2.270562852,0.037182689,0.598840843,0.096256967,0.044685607,0.035402167
air04.mtx,823,8904,72965,0.155619824,0.022463221,0.413893057,0.037762068,0.041861865,0.050012561,0.033345276,0.03030495
air05.mtx,426,7195,52121,0.188677743,0.023362091,0.358976125,0.036638413,0.04673167,0.052986508,0.033274642,0.030726758
air06.mtx,825,8627,70806,0.153292589,0.024333234,0.446155543,0.03789615,0.041570284,0.05779591,0.034855825,0.030533634
aircraft.mtx,3754,7517,20267,0.024517279,0.014820605,0.023015931,0.039762098,0.016824281,0.029484869,0.031713643,0.033360274
airfoil1_dual.mtx,8034,8034,23626,0.019996268,0.014998978,0.017664094,0.042739094,0.016673606,0.030364409,0.034085909,0.037899867
airfoil1.mtx,4253,4253,24578,0.024894345,0.014913595,0.023661427,0.041204034,0.016766269,0.029826855,0.031603019,0.03306192
airfoil_2d.mtx,14214,14214,259688,0.055802534,0.025543071,0.076925037,0.061220025,0.023641614,0.038618024,0.039194734,0.039418671
ak2010.mtx,45292,45292,217098,0.085981841,0.072667996,0.179749772,0.063100235,0.053419869,0.066405163,0.046901,0.04829066
al2010.mtx,252266,252266,1230482,0.219420408,0.218855188,0.221427595,0.22163958,0.218951183,0.222308461,0.221836914,0.222603193
Alemdar.mtx,6245,6245,42581,0.027972327,0.016186845,0.030763284,0.042699876,0.017120106,0.031186064,0.032649697,0.033924029
amazon0302.mtx,262111,262111,1234877,0.219309272,0.21883445,0.220856748,0.221972885,0.21886798,0.222575394,0.221571477,0.222324784
amazon0312.mtx,400727,400727,3200440,0.218588886,0.218317447,0.612291145,0.351563882,0.219683458,0.222600529,0.223140381,0.223329786
amazon0505.mtx,410236,410236,3356824,0.220312991,0.218701011,0.659920459,0.368482562,0.218487405,0.222480224,0.22385982,0.221923481
amazon0601.mtx,403394,403394,3387388,0.219731382,0.219142098,0.669202443,0.370559302,0.21863291,0.222235307,0.223237914,0.222290397
amazon-2008.mtx,735323,735323,5158388,0.253889632,0.239455857,0.963314449,0.509787142,0.222291008,0.228426895,0.241192422,0.263527139
Andrews.mtx,60000,60000,760154,0.070850336,0.066542348,0.153446714,0.114714426,0.059599718,0.079544603,0.079891223,0.082659073
apache1.mtx,80800,80800,542184,0.034776424,0.032972373,0.083239778,0.082218877,0.030027095,0.049969151,0.055331606,0.060085636
apache2.mtx,715176,715176,4817870,0.220190043,0.220268368,0.662389296,0.407848614,0.228536188,0.21928598,0.220171252,0.22768835
appu.mtx,14000,14000,1853104,0.229233016,0.110684829,0.644001943,0.173509856,0.123652325,0.148743338,0.134435575,0.132410627
ar2010.mtx,186211,186211,904310,0.22171759,0.065363923,0.219092264,0.223197003,0.054137,0.223802187,#VALUE!,0.225608573
arc130.mtx,130,130,1282,0.02728211,0.022236484,0.059945759,0.029142656,0.02371834,0.032002396,0.026522675,0.025976131
as-22july06.mtx,22963,22963,96872,0.403657721,0.383234101,1.207278166,0.045981092,1.065001457,0.1049042,0.053289149,0.048497021
AS365.mtx,3799275,3799275,22736152,1.982031509,1.794499457,4.513728156,2.615088787,1.671824439,1.795703238,1.815754826,1.842218627
as-735.mtx,7716,7716,26467,0.35789673,0.329539937,0.605874004,0.043685695,0.119682469,0.093721837,0.047428925,0.042991138
as-caida.mtx,31379,31379,106762,0.697672291,0.660296373,1.213818351,0.046902643,0.234544332,0.106116704,0.054171539,0.05193644
ash219.mtx,219,85,438,0.016338711,0.014141577,0.015091479,0.02956064,0.019472292,0.022866689,0.024401114,0.026977919
ash292.mtx,292,292,2208,0.023434018,0.015356261,0.021634015,0.031380575,0.015456448,0.024961845,0.026364179,0.027832576
ash331.mtx,331,104,662,0.018115149,0.014078067,0.015298576,0.02964157,0.014533958,0.023773185,0.027554057,0.031425045
ash608.mtx,608,188,1216,0.018000015,0.014120899,0.015566593,0.031023178,0.01463262,0.024723739,0.030275492,0.036353852
ash85.mtx,85,85,523,0.017292972,0.014911543,0.017733923,0.029348223,0.01517944,0.023173379,0.024065894,0.024868643
ash958.mtx,958,292,1916,0.01857318,0.014212543,0.016461471,0.033261868,0.015185018,0.025286385,0.030195578,0.035810407
asia_osm.mtx,11950757,11950757,25423206,1.201776543,1.165833268,1.465022644,3.596343905,1.22781778,1.468571394,1.693583003,2.239029303
ASIC_100k.mtx,99340,99340,954163,9.319044619,9.117353935,34.602466,0.212923284,13.52262243,0.14647931,0.094733654,0.088121847
ASIC_100ks.mtx,99190,99190,578890,0.075971621,0.068244623,0.219358567,0.088707354,0.064838661,0.064534833,0.059104601,0.065536693
ASIC_320k.mtx,321821,321821,2635364,18.12193311,17.41819372,66.22932033,0.568294373,14.7409448,0.223902282,0.223005676,0.222520555
ASIC_320ks.mtx,321671,321671,1827807,0.229374349,0.221658693,0.464950822,0.223643416,0.219488941,0.223667567,0.223055746,0.223674041
ASIC_680k.mtx,682862,682862,3871773,52.57453815,49.74877452,130.5055364,1.273552774,28.63589163,0.346788787,0.270171741,0.294362551
ASIC_680ks.mtx,682712,682712,2329176,0.281125406,0.221264211,0.337332182,0.305538654,0.22045637,0.222999465,0.221571268,0.220831649
as-Skitter.mtx,1696415,1696415,22190596,3.975170808,3.648450116,21.37015308,1.994674569,35.17768853,1.332546798,0.942645292,0.950859373
astro-ph.mtx,16706,16706,242502,0.082659198,0.047163824,0.247367723,0.047678696,0.072136116,0.061261788,0.045197414,0.045221076
atmosmodd.mtx,1270432,1270432,8814880,0.302531662,0.273012135,1.234297239,0.66055773,0.261844889,0.292592452,0.32277049,0.374568274
atmosmodj.mtx,1270432,1270432,8814880,0.302086417,0.27231622,1.234212471,0.660323109,0.261932557,0.291999093,0.322736267,0.374127598
atmosmodl.mtx,1489752,1489752,10319760,0.351486956,0.327885515,1.445062407,0.77337919,0.316908381,0.349441038,0.383825,0.438385363
atmosmodm.mtx,1489752,1489752,10319760,0.352055575,0.328022675,1.446713343,0.773383305,0.317233824,0.349551151,0.383947075,0.438366434
aug2dc.mtx,30200,30200,80000,0.021122505,0.016986988,0.021836308,0.045938597,0.019422199,0.034078539,0.042455938,0.047402393
aug2d.mtx,29008,29008,76832,0.020967658,0.016838322,0.021730154,0.045867222,0.019552684,0.034521392,0.039777793,0.045964111
aug3dcqp.mtx,35543,35543,128115,0.024207436,0.020685471,0.027492177,0.048101517,0.020821249,0.035698721,0.041039547,0.046880609
aug3d.mtx,24300,24300,69984,0.021017879,0.017167462,0.024841431,0.045409023,0.018745013,0.03382095,0.038898563,0.046667356
auto.mtx,448695,448695,6629222,0.41171148,0.38821169,1.493101815,0.610406713,0.32960924,0.358966825,0.362590659,0.37274404
av41092.mtx,41092,41092,1683902,0.233000023,0.092015115,1.602631743,0.14532606,0.403770341,0.215207905,0.09609171,0.081548501
az2010.mtx,241666,241666,1196094,0.222964883,0.219169663,0.220934218,0.225447412,0.220979546,0.225323547,0.22459046,0.226004455
b1_ss.mtx,7,7,15,0.016330974,0.013818517,0.014771049,0.027272727,0.013959981,0.019854401,0.019880716,0.02016129
b2_ss.mtx,1089,1089,4228,0.023283926,0.016576102,0.022753753,0.041254415,0.015670519,0.028751539,0.031349055,0.034331558
barrier2-10.mtx,115625,115625,3897557,0.385679416,0.319519499,4.369257691,0.297898412,0.22100834,0.225160723,0.129805119,0.132111407
barrier2-11.mtx,115625,115625,3897557,0.381725606,0.320126912,4.367181906,0.297896829,0.221548677,0.148667098,0.130241698,#VALUE!
barrier2-12.mtx,115625,115625,3897557,0.38267867,0.318257147,4.383626677,0.297977225,0.202631272,0.148763444,0.12967708,0.131990393
barrier2-1.mtx,113076,113076,3805068,0.344052977,0.276129974,3.830348299,0.287474687,0.21989517,0.146908573,0.127408885,0.225162105
barrier2-2.mtx,113076,113076,3805068,0.343738471,0.27643378,3.833056982,0.287635421,0.162230841,0.146951726,0.127216424,0.12951472
barrier2-3.mtx,113076,113076,3805068,0.343226855,0.276650149,3.83422923,0.288660007,0.16231896,0.147146584,0.127361625,0.129815874
barrier2-4.mtx,113076,113076,3805068,0.346003456,0.276669309,3.82858701,0.287157291,#VALUE!,0.146311319,0.127415035,0.129569093
barrier2-9.mtx,115625,115625,3897557,0.380414693,0.318432972,4.360271155,0.298474635,0.220548823,0.148889726,0.130045378,0.13223891
barth4.mtx,6019,6019,40965,0.026569956,0.015986432,0.026839926,0.041861057,0.016931254,0.03107622,0.032678096,0.034562343
barth5.mtx,15606,15606,107362,0.026398448,0.018207012,0.027945002,0.044039724,0.017965377,0.033688738,0.036386282,0.037031978
barth.mtx,6691,6691,46187,0.028556625,0.017261616,0.032052503,0.043224278,0.017223059,0.031904899,0.033550346,0.03500028
bas1lp.mtx,5411,9825,587775,0.192280106,0.03269873,0.622931378,0.070718771,0.105481976,0.072897778,0.051688104,0.048132401
Baumann.mtx,112211,112211,760631,0.039961246,0.039764397,0.107724858,0.104539138,0.035458581,0.055629291,0.061802257,0.06667197
bauru5727.mtx,40366,40366,145019,0.041886748,0.02971723,0.053237333,0.049369666,0.02421796,0.03749611,0.041340641,0.046347393
baxter.mtx,27441,30733,111576,0.522342433,0.496552092,1.269943887,0.046238444,0.852844957,0.10533257,0.05303067,0.048679704
bayer01.mtx,57735,57735,277774,0.037861838,0.028078338,0.044764865,0.066739884,0.026271986,0.043511016,0.047704655,0.053219308
