mtx,rows,cols,nnz,cusparse_0(ms),cusparse_2(ms),cusparse_3(ms),alphasparse_vector(ms),alphasparse_scalar(ms),alphasparse_merge(ms),alphasparse_lineenhance(ms),alphasparse_flat1(ms),alphasparse_flat4(ms),alphasparse_flat8(ms)
dc2.mtx,116835,116835,766396,0.023299959,0.023601814,0.031060245,1.329471877,12.65912357,0.022654041,0.874915736,0.024443052,0.023074969,0.025244767
dc3.mtx,116835,116835,766396,0.024546309,0.024648667,0.031665633,1.329343893,12.66634163,0.022943,0.8750446,0.024363876,0.023367411,0.02513248
d_dyn1.mtx,87,87,238,0.011808191,0.011747865,0.012276268,0.00606269,0.005977271,0.010361566,0.006106244,0.009809579,0.00983715,0.010366079
d_dyn.mtx,87,87,238,0.012118126,0.012032052,0.012519068,0.006297462,0.006157349,0.010574958,0.006319535,0.00985446,0.009927214,0.010523523
de063155.mtx,852,1848,4913,0.01305139,0.012997217,0.018049295,0.006699115,0.009165523,0.013604519,0.006392591,0.011004407,0.011645381,0.012433127
de063157.mtx,936,1908,5119,0.012922118,0.01295869,0.017480177,0.006752697,0.008874334,0.01341624,0.006313767,0.011204206,0.011615019,0.0126142
de080285.mtx,936,1908,5082,0.01284355,0.012877527,0.017278074,0.00662499,0.009272081,0.013389576,0.006348207,0.011160817,0.011659761,0.012829672
de2010.mtx,24115,24115,116056,0.023727824,0.023803234,0.02306368,0.015695333,0.018325443,0.023431148,0.014953237,0.021372144,0.021977454,0.022836332
debr.mtx,1048576,1048576,4194298,0.051774359,0.051840433,0.06823072,0.058396554,0.053228467,0.079988364,0.1107856,0.07565056,0.08546688,0.10113184
degme.mtx,185501,659415,8127528,0.06716672,0.06706976,0.08025184,2.430388559,79.66914994,0.09817632,1.014917456,0.1082208,0.09989984,0.09924
delaunay_n10.mtx,1024,1024,6112,0.012970119,0.013050181,0.017610661,0.006138666,0.007646696,0.013371795,0.006223659,0.011051752,0.011511268,0.012027755
delaunay_n11.mtx,2048,2048,12254,0.01340701,0.013383259,0.018296885,0.006421895,0.008106776,0.014068797,0.006455333,0.011671271,0.012162966,0.012607028
delaunay_n12.mtx,4096,4096,24528,0.013968495,0.013979382,0.019092365,0.00625566,0.008104,0.014461714,0.006234213,0.011730475,0.012212783,0.012837879
delaunay_n13.mtx,8192,8192,49094,0.013753732,0.013739,0.019775355,0.006303663,0.008140667,0.014805656,0.006407333,0.01135151,0.011902694,0.012426226
delaunay_n14.mtx,16384,16384,98244,0.014221714,0.014182928,0.020330449,0.006513667,0.008628667,0.015099102,0.006616,0.011849237,0.012285691,0.012974041
delaunay_n15.mtx,32768,32768,196548,0.021776667,0.02173541,0.02822277,0.013179667,0.015196371,0.022817666,0.014263667,0.019879074,0.020085443,0.020913333
delaunay_n16.mtx,65536,65536,393150,0.018732333,0.018723959,0.026449306,0.011021137,0.012044596,0.020353293,0.012310204,0.01640098,0.017382737,0.018486763
delaunay_n17.mtx,131072,131072,786352,0.021384247,0.02131101,0.029338505,0.013327319,0.015060766,0.024799333,0.016162409,0.020508333,0.022036884,0.024155284
delaunay_n18.mtx,262144,262144,1572792,0.034157333,0.034104364,0.041521032,0.022822268,0.025250333,0.032847347,0.02908049,0.031347394,0.033859629,0.037459717
delaunay_n19.mtx,524288,524288,3145646,0.050083862,0.050217379,0.05659296,0.047297129,0.033588174,0.057278202,0.064095264,0.056770207,0.062603131,0.069174204
delaunay_n21.mtx,2097152,2097152,12582816,0.14397824,0.143414081,0.158068161,0.19101984,0.12946912,0.16886432,0.239417601,0.17838624,0.19951136,0.22373792
delaunay_n24.mtx,16777216,16777216,100663202,1.263301756,1.263872645,1.244945917,1.49102688,1.001999037,1.241339205,1.17169791,1.392955514,1.545600968,1.733930237
delf.mtx,3170,6654,15397,0.013856647,0.013850333,0.01885845,0.006516766,0.008653525,0.013890261,0.006307479,0.011576566,0.012208166,0.013125937
Delor295K.mtx,295734,1823928,2401323,0.03544695,0.035436929,0.04981696,0.05462592,0.025721379,0.0372992,0.03448849,0.037293958,0.039839312,0.044816653
Delor338K.mtx,343236,887058,4211599,0.051352667,0.051155692,0.058780651,0.071553506,0.07596608,0.07028416,0.05468608,0.06898528,0.07056128,0.07612544
Delor64K.mtx,64719,1785345,652140,0.021904333,0.021842144,0.028283152,0.013100333,0.012597113,0.019840979,0.012679,0.018795876,0.019441179,0.020945959
deltaX.mtx,68600,21961,247424,0.017791674,0.017967347,0.02604701,0.024484716,0.070035052,0.017921951,0.013654231,0.015531535,0.01658355,0.018249196
denormal.mtx,89400,89400,1156224,0.027611755,0.027579378,0.028112762,0.019813333,0.018354333,0.026442442,0.019697333,0.026116379,0.02687183,0.028594863
descriptor_xingo6u.mtx,20738,20738,73916,0.022881827,0.016004571,0.022035716,0.015548294,0.018824908,0.017036801,0.014092333,0.014109333,0.015893333,0.024562666
deter0.mtx,1923,5468,11173,0.013098123,0.013102547,0.017990471,0.007325414,0.010585535,0.014324368,0.006434968,0.011388122,0.012222704,0.012474182
deter1.mtx,5527,15737,32187,0.013706123,0.01373196,0.019113279,0.007355333,0.010727511,0.014748766,0.006564766,0.011544489,0.012344412,0.012650449
deter2.mtx,6095,17313,35731,0.014112329,0.014069666,0.019983038,0.007495258,0.011416565,0.01512992,0.006699334,0.011725525,0.012507666,0.013014432
deter3.mtx,7647,21777,44547,0.014018612,0.014034474,0.019662402,0.007576082,0.011789526,0.015244605,0.006837333,0.011986939,0.012765714,0.013002227
deter4.mtx,3235,9133,19231,0.013912889,0.013829611,0.019104965,0.00739853,0.010803201,0.014577598,0.006524632,0.011821898,0.012651312,0.012934786
deter5.mtx,5103,14529,29715,0.014422531,0.014339881,0.019928963,0.00745772,0.012260479,0.015175681,0.006599667,0.01185713,0.012718366,0.013165252
deter6.mtx,4255,12113,24771,0.014024815,0.014017633,0.01913312,0.007433,0.010933011,0.01466304,0.006585392,0.011788206,0.012614141,0.01303014
deter7.mtx,6375,18153,37131,0.013907265,0.013877772,0.019481598,0.007489377,0.010633796,0.014811201,0.006672,0.011813938,0.012576326,0.012865307
deter8.mtx,3831,10905,22299,0.013922287,0.013997576,0.019360653,0.007515622,0.010514939,0.01466048,0.006652903,0.012025536,0.0126261,0.013163429
df2177.mtx,630,10358,22336,0.012608645,0.01256695,0.018191836,0.006691706,0.020773124,0.01380288,0.00777369,0.011250285,0.011297306,0.011217131
diag.mtx,2559,2559,8184,0.013653654,0.013662064,0.018615929,0.006324783,0.006782695,0.014057605,0.006229444,0.01116637,0.012187476,0.013459397
dictionary28.mtx,52652,52652,178076,0.022133113,0.022253195,0.029790666,0.013260463,0.017470667,0.021014531,0.013709196,0.019064566,0.021945333,0.026676572
dielFilterV2clx.mtx,607232,607232,25309272,0.16492288,0.16605152,0.18105664,0.397188799,1.401003199,0.22867584,0.21610432,0.30979488,0.287473279,0.284226559
dielFilterV2real.mtx,1157456,1157456,48538952,0.29948896,0.299155838,0.321163201,0.726868159,2.526587823,0.401184321,0.399239039,0.561241918,0.525507839,0.519636802
dielFilterV3clx.mtx,420408,420408,32886208,0.21113696,0.210725761,0.226618879,0.451999999,2.070425891,0.28738176,0.24375456,0.36340224,0.34353696,0.340725761
divorce.mtx,50,9,225,0.011532547,0.011672243,0.011806375,0.005732338,0.006229581,0.00997252,0.005955611,0.009438315,0.009604098,0.009674091
dixmaanl.mtx,60000,60000,299998,0.018473897,0.018635667,0.025785469,0.010557361,0.009718128,0.018371918,0.01225666,0.016262,0.016907,0.018321306
DK01R.mtx,903,903,11766,0.012386587,0.012334846,0.018073205,0.006197098,0.009533092,0.013610242,0.006327,0.011049049,0.011158302,0.011607597
dolphins.mtx,62,62,318,0.010949848,0.01094363,0.011432886,0.005740849,0.006400644,0.010298428,0.005986558,0.009606235,0.009590012,0.00971749
d_pretok.mtx,182730,182730,1641672,0.028295837,0.028172206,0.03609024,0.019715299,0.017329667,0.026798186,0.020184412,0.026148245,0.027751667,0.03102498
d_ss.mtx,53,53,149,0.011310586,0.011394051,0.011510236,0.00590099,0.005931765,0.010219128,0.005945019,0.009242316,0.009642453,0.009646823
dtoc.mtx,24993,24993,69972,0.024009091,0.024285276,0.025209921,0.012660885,0.013029608,0.023246508,0.013478999,0.018876445,0.02394696,0.027182639
Dubcova1.mtx,16129,16129,253009,0.013667667,0.013648168,0.019974268,0.007755876,0.0276384,0.014817939,0.007981388,0.012179794,0.012426887,0.01315233
Dubcova2.mtx,65025,65025,1030225,0.023611382,0.023736163,0.03066272,0.013787284,0.040573061,0.023320083,0.013649484,0.020596571,0.021137,0.022432
Dubcova3.mtx,146689,146689,3636649,0.038804522,0.038813979,0.05259808,0.044494306,0.12201824,0.050643512,0.031837895,0.055661114,0.053952533,0.055922885
dw1024.mtx,2048,2048,10114,0.013340042,0.013390848,0.018218024,0.005981867,0.006790205,0.01326977,0.006198231,0.011212407,0.011941222,0.012763055
dw2048.mtx,2048,2048,10114,0.013519502,0.013480912,0.01837027,0.006096695,0.00688885,0.013316331,0.00622486,0.011242775,0.011932698,0.012864329
dw256A.mtx,512,512,2480,0.012846679,0.012827476,0.017625842,0.005924362,0.006208001,0.011017056,0.006132686,0.010892289,0.011410089,0.012119287
dw256B.mtx,512,512,2500,0.01316784,0.01318788,0.017729302,0.00613521,0.006458446,0.01113308,0.006086538,0.010768482,0.011383584,0.012365708
dw4096.mtx,8192,8192,41746,0.013799587,0.01382268,0.019515383,0.005989667,0.006888421,0.014210969,0.006284596,0.011494929,0.012165279,0.013095667
dw8192.mtx,8192,8192,41746,0.013613,0.013613,0.019260443,0.005937739,0.006806,0.014194144,0.006239333,0.011455999,0.011945666,0.012955666
dwa512.mtx,512,512,2480,0.012789438,0.012753298,0.017380213,0.006003745,0.006195663,0.010834473,0.005954968,0.010598857,0.011093219,0.01210905
dwb512.mtx,512,512,2500,0.012923102,0.012878035,0.017463893,0.005955352,0.006268736,0.010949161,0.006003554,0.01063694,0.011108198,0.012185403
dwg961a.mtx,961,961,3405,0.013030849,0.01331761,0.017795547,0.00611983,0.006287235,0.012646146,0.006001153,0.010831341,0.011686533,0.01258194
dwg961b.mtx,961,961,10591,0.012382348,0.012318683,0.017391676,0.006561362,0.00939,0.013694025,0.00707911,0.011486019,0.011471178,0.01190857
dwt_1005.mtx,1005,1005,8621,0.012571756,0.01259442,0.017814946,0.006627032,0.010001961,0.013902372,0.006242722,0.01088517,0.011461276,0.011888657
dwt_1007.mtx,1007,1007,8575,0.012357332,0.012356949,0.01784371,0.006080989,0.007708295,0.013580738,0.00614019,0.010917281,0.011009667,0.011513537
dwt_1242.mtx,1242,1242,10426,0.013283915,0.013282282,0.018339877,0.006272674,0.008270845,0.013714884,0.006231001,0.01139879,0.011934387,0.012517168
dwt_162.mtx,162,162,1182,0.011972591,0.011958782,0.012357424,0.005936164,0.006268878,0.010596858,0.005941893,0.010111682,0.010528332,0.010935028
dwt_193.mtx,193,193,3493,0.012097284,0.011972805,0.016665553,0.006557032,0.010084577,0.011258499,0.007239408,0.010512962,0.010538129,0.010593275
dwt_198.mtx,198,198,1392,0.012118627,0.012065267,0.012431013,0.006109644,0.006616001,0.010524724,0.006034477,0.009994974,0.010467858,0.011004127
dwt_209.mtx,209,209,1743,0.011441137,0.011416557,0.01203102,0.006137227,0.007334855,0.010868481,0.006110547,0.010274275,0.010490868,0.01090875
dwt_221.mtx,221,221,1629,0.011784494,0.011823497,0.012215057,0.006139328,0.006841994,0.011234289,0.006127665,0.010358642,0.01041377,0.010981492
dwt_234.mtx,234,234,834,0.012136823,0.012126411,0.012597807,0.006428216,0.006511682,0.010670897,0.006130798,0.01044321,0.010976645,0.011820314
dwt_245.mtx,245,245,1461,0.012202965,0.01230834,0.012657625,0.006282668,0.006840736,0.010531248,0.006051957,0.010304661,0.010863342,0.011276803
dwt_2680.mtx,2680,2680,25026,0.012865938,0.012841999,0.018396121,0.006301979,0.009303999,0.01440614,0.006435959,0.011751412,0.011682969,0.012202448
dwt_307.mtx,307,307,2523,0.012278657,0.012231185,0.017079899,0.005875538,0.006529942,0.010773764,0.005983267,0.010206703,0.01063498,0.011076161
dwt_310.mtx,310,310,2448,0.012352313,0.012343905,0.017003011,0.006104335,0.00653388,0.010854143,0.006057,0.010142379,0.01067788,0.01103135
dwt_346.mtx,346,346,3226,0.012483264,0.012387563,0.017183018,0.006159668,0.008465136,0.011498247,0.006285712,0.010754588,0.011021392,0.011308169
dwt_361.mtx,361,361,2953,0.012161948,0.012100897,0.016328088,0.006011869,0.006696813,0.011234587,0.006128171,0.010502524,0.010630409,0.011091205
dwt_419.mtx,419,419,3563,0.012117667,0.012007508,0.016477405,0.005998483,0.007236663,0.011412044,0.005991412,0.010580565,0.01079661,0.011570098
dwt_492.mtx,492,492,3156,0.012583431,0.012564044,0.017138109,0.006454364,0.007125223,0.011421127,0.006242669,0.010692198,0.011092366,0.01157494
dwt_503.mtx,503,503,6027,0.011986289,0.012075204,0.016856879,0.00642261,0.00921826,0.013292165,0.006292572,0.010796731,0.010756622,0.011441307
dwt_512.mtx,512,512,3502,0.012286685,0.012280825,0.016908277,0.006287321,0.007412127,0.011367842,0.006017332,0.010826352,0.011346424,0.012224644
dwt_592.mtx,592,592,5104,0.01224016,0.012075957,0.016561776,0.005980902,0.007375653,0.012948366,0.006063493,0.010848645,0.010845095,0.011381882
dwt_59.mtx,59,59,267,0.011525512,0.011388356,0.01194524,0.00557388,0.006055864,0.010349038,0.005848466,0.009642993,0.009641077,0.009625784
dwt_607.mtx,607,607,5131,0.012241631,0.012208978,0.016537796,0.006069334,0.007622859,0.013274502,0.005987958,0.010710301,0.010915593,0.011543839
dwt_66.mtx,66,66,320,0.011435106,0.011441852,0.011974703,0.005580552,0.005956924,0.010316091,0.006004654,0.009754165,0.009746886,0.010249676
dwt_72.mtx,72,72,222,0.011690056,0.011663646,0.012177061,0.005656051,0.005844643,0.010263286,0.005968143,0.009618092,0.00992334,0.010234424
dwt_758.mtx,758,758,5994,0.012496156,0.012454534,0.017196934,0.006316535,0.007175586,0.013776159,0.006094638,0.010753961,0.011207436,0.011656818
dwt_869.mtx,869,869,7285,0.012584081,0.012516569,0.017749872,0.006100706,0.008109578,0.014406145,0.006293878,0.011000494,0.011338663,0.011863922
dwt_878.mtx,878,878,7448,0.01257731,0.012592003,0.017406058,0.00599183,0.007516373,0.013329456,0.00608,0.010686678,0.010632405,0.011158947
dwt_87.mtx,87,87,541,0.011317281,0.011227793,0.011697803,0.006082,0.006853437,0.01069487,0.006175341,0.010117255,0.010087167,0.010644996
dwt_918.mtx,918,918,7384,0.012566532,0.012581499,0.017353049,0.006130525,0.007859266,0.013322015,0.006189913,0.010757936,0.011202586,0.011635878
dwt_992.mtx,992,992,16744,0.012317389,0.012287673,0.018068044,0.006536084,0.011098881,0.013150382,0.007168666,0.011282285,0.011422693,0.011568002
dynamicSoaringProblem_1.mtx,647,647,5367,0.012480321,0.012491955,0.0175389,0.007711672,0.027266908,0.013240638,0.007289213,0.011682591,0.011225532,0.011756601
dynamicSoaringProblem_2.mtx,1591,1591,15588,0.013227427,0.013258665,0.018556447,0.009976164,0.059935059,0.013974723,0.00991249,0.013638463,0.012054398,0.012726529
dynamicSoaringProblem_3.mtx,2871,2871,32022,0.013410938,0.013406061,0.019030305,0.012914102,0.110378822,0.01437376,0.01453248,0.014668606,0.012226587,0.012832
dynamicSoaringProblem_4.mtx,3191,3191,36516,0.013554425,0.013542466,0.019139839,0.013103516,0.117079364,0.014100363,0.015146239,0.014359274,0.012181656,0.012909252
dynamicSoaringProblem_5.mtx,3271,3271,36789,0.01358792,0.013518844,0.019156572,0.013348202,0.119965369,0.01417796,0.015668125,0.014207999,0.012371134,0.012810887
dynamicSoaringProblem_6.mtx,3431,3431,36741,0.013601959,0.013599022,0.01933888,0.014706424,0.124749379,0.014357441,0.0158208,0.01445689,0.012517495,0.01321536
dynamicSoaringProblem_7.mtx,3511,3511,37680,0.013476525,0.013502042,0.018769132,0.014498587,0.127405764,0.014148202,0.016090239,0.015897859,0.012442181,0.012980365
dynamicSoaringProblem_8.mtx,3543,3543,38136,0.013742693,0.013711022,0.01976,0.015059393,0.115042806,0.01440672,0.015908159,0.016364608,0.012526545,0.013543758
e18.mtx,24617,38602,156466,0.022380869,0.022515953,0.02218976,0.014728,0.022365,0.024552635,0.014706,0.020177392,0.021237469,0.020423173
e40r0100.mtx,17281,17281,553562,0.016641667,0.016588408,0.02328928,0.019588716,0.04153468,0.017575758,0.017099,0.016876408,0.016747216,0.01671402
EAT_RS.mtx,23219,23219,325592,0.028003706,0.028193455,0.02732224,0.023380124,0.11540383,0.027419493,0.025329155,0.02866778,0.025482894,0.025604766
EAT_SR.mtx,23219,23219,325589,0.025147907,0.025515456,0.02501152,0.018232082,0.030402969,0.027048364,0.019234969,0.024946782,0.024677271,0.026058147
ecl32.mtx,51993,51993,380415,0.020464825,0.020529633,0.027979637,0.012407242,0.014930333,0.020906449,0.013367242,0.018156536,0.019500333,0.021618612
ecology1.mtx,1000000,1000000,4996000,0.059964343,0.060120338,0.07417728,0.0782496,0.057165257,0.079073601,0.111915519,0.082895679,0.09367968,0.10869696
ecology2.mtx,999999,999999,4995991,0.05981979,0.05991788,0.07417184,0.07830784,0.056776774,0.07956256,0.11142912,0.08308064,0.0938896,0.10954304
email-Enron.mtx,36692,36692,367662,0.023983505,0.024016165,0.031051116,0.02316702,0.205353597,0.022675794,0.0404448,0.024706639,0.022886268,0.026011711
email-EuAll.mtx,265214,265214,420045,0.029004127,0.029085979,0.030544517,0.051516407,0.23092128,0.029191,0.033255748,0.027736253,0.030980572,0.03967934
email.mtx,1133,1133,10902,0.013533711,0.013549388,0.018758469,0.007010042,0.014510867,0.01331008,0.007440826,0.011310079,0.011672889,0.012565655
Emilia_923.mtx,923136,923136,41005206,0.25458912,0.254312,0.27423168,0.670342719,2.955764526,0.33051104,0.311226239,0.429876158,0.427572161,0.426818562
engine.mtx,143571,143571,4706073,0.046172735,0.046229551,0.0612288,0.099044161,0.209084162,0.061834667,0.047027064,0.064754162,0.063916467,0.065008381
enron.mtx,69244,69244,276143,0.020182333,0.020361667,0.0280816,0.049606176,0.197670061,0.018741333,0.037850257,0.019778977,0.020713931,0.025489022
EPA.mtx,4772,4772,8965,0.015381329,0.015520007,0.020754741,0.012114808,0.031010889,0.014709984,0.009394724,0.012918761,0.016738284,0.020969043
epb0.mtx,1794,1794,7764,0.0131471,0.013099641,0.018178902,0.006402063,0.007820082,0.01372277,0.006242969,0.011187594,0.012192,0.013692772
epb1.mtx,14734,14734,95053,0.013634969,0.013636289,0.019606531,0.00617699,0.007017469,0.014362122,0.006492371,0.011488,0.012059428,0.012616816
epb2.mtx,25228,25228,175027,0.022158485,0.022455304,0.021837576,0.014377432,0.029976413,0.023338986,0.014657333,0.021353013,0.021287696,0.021456
epb3.mtx,84617,84617,463625,0.02533223,0.025362857,0.025102904,0.017114022,0.016028132,0.025464471,0.019444622,0.024013109,0.025452308,0.027176205
Erdos02.mtx,6927,6927,16944,0.01603101,0.016024491,0.022367682,0.017542861,0.04560834,0.014562587,0.009086,0.013742221,0.015242022,0.019480889
Erdos971.mtx,472,472,2628,0.01329502,0.013223373,0.017586889,0.006822678,0.009629442,0.011210982,0.006314773,0.011021248,0.011545913,0.011957983
Erdos972.mtx,5488,5488,14170,0.015233963,0.015206857,0.020603791,0.009097332,0.015484443,0.014849615,0.007706838,0.012000329,0.014770102,0.018347317
Erdos981.mtx,485,485,2762,0.012717064,0.012654545,0.017226969,0.006915996,0.009925166,0.011656394,0.006451003,0.010901764,0.011555228,0.011867473
Erdos982.mtx,5822,5822,14750,0.015370451,0.015363959,0.021136802,0.009087669,0.015915517,0.014740897,0.007668885,0.011794938,0.014528656,0.018659596
Erdos991.mtx,492,492,2834,0.012503171,0.012417298,0.016862373,0.006907099,0.010133009,0.011393606,0.006438268,0.010823176,0.011283262,0.011729453
Erdos992.mtx,6100,6100,15030,0.015042636,0.015012945,0.020645491,0.009203133,0.01574432,0.014798696,0.007859333,0.012280084,0.014919758,0.01863919
eris1176.mtx,1176,1176,18552,0.013286529,0.013261853,0.019061338,0.007783747,0.021380477,0.01407418,0.011600652,0.012083793,0.012088411,0.012836898
ESOC.mtx,327062,37830,6019939,0.05884672,0.05860032,0.07192576,0.10696576,0.131184321,0.08074496,0.0698752,0.079869441,0.08110656,0.08325632
EternityII_A.mtx,7362,150638,782087,0.016573714,0.01658,0.023012202,0.015365333,0.298968978,0.019399434,0.044477759,0.020986776,0.01699134,0.016548333
EternityII_E.mtx,11077,262144,1503732,0.022096485,0.022015677,0.029806222,0.102728642,7.003858864,0.02947168,0.130266879,0.027386182,0.02230624,0.02154336
EternityII_Etilde.mtx,10054,204304,1170516,0.019662545,0.019675475,0.02623392,0.017832282,0.649221042,0.02487104,0.0565712,0.02392128,0.01961344,0.019009939
eu-2005.mtx,862664,862664,19235140,0.141119041,0.141740479,0.1529664,0.33393408,1.147725759,0.19026272,0.272494081,0.230403199,0.228079681,0.24806624
europe_osm.mtx,50912018,50912018,108109320,1.958920645,1.958696961,1.996055997,2.472829752,1.797735358,2.202201301,2.977079019,2.247620477,2.658085111,3.381197126
eurqsa.mtx,7245,7245,46142,0.013494204,0.013481142,0.018745857,0.007138286,0.013280652,0.01489696,0.008240495,0.011691636,0.012304164,0.013386449
EVA.mtx,8497,8497,6726,0.016841568,0.01685972,0.022046351,0.020404046,0.059716069,0.014484779,0.010599997,0.014142672,0.021780347,0.032281598
ex10hs.mtx,2548,2548,57308,0.012474122,0.012551258,0.01847968,0.007303588,0.018914561,0.013725737,0.007690227,0.011590858,0.011359353,0.011571718
ex10.mtx,2410,2410,54840,0.012964898,0.012973195,0.018705778,0.007490969,0.019078721,0.013541224,0.007716948,0.011590268,0.011527184,0.011715629
ex11.mtx,16614,16614,1096948,0.019275789,0.019262653,0.02608992,0.020704667,0.094081278,0.019616,0.018621667,0.01921696,0.018766545,0.01853856
ex12.mtx,3973,3973,80211,0.013110303,0.013141225,0.019258182,0.006966905,0.016304653,0.01399552,0.007542905,0.011713616,0.011596283,0.011586262
ex13.mtx,2568,2568,75628,0.012730666,0.012700408,0.01864695,0.007331667,0.030308483,0.013767111,0.008709608,0.012164619,0.011848816,0.011780618
ex14.mtx,3251,3251,66775,0.012986392,0.012993667,0.018317576,0.007078667,0.016203102,0.013859841,0.007554939,0.011790666,0.011808,0.011998367
ex15.mtx,6867,6867,98671,0.013057959,0.01302202,0.01904196,0.006446515,0.010627299,0.013932929,0.006372948,0.011937959,0.011945796,0.012264247
ex18.mtx,5773,5773,71805,0.013610667,0.013592082,0.018812444,0.006329263,0.010353306,0.01390656,0.006258667,0.011499877,0.011662546,0.012055422
ex19.mtx,12005,12005,259879,0.01430433,0.014294103,0.020093091,0.007295674,0.018922667,0.013941877,0.008056412,0.012332206,0.012214303,0.012472163
ex1.mtx,560,560,8736,0.012037004,0.012021012,0.017830464,0.006362839,0.009153635,0.013279028,0.006348,0.011232647,0.01132996,0.01155976
EX1.mtx,560,560,8736,0.012028369,0.012052248,0.017770346,0.006388547,0.009246695,0.013354878,0.006496,0.011125658,0.011192244,0.011528077
ex20.mtx,2203,2203,69981,0.013076572,0.01304,0.018920641,0.007638103,0.031757117,0.013957494,0.008817959,0.011965738,0.011922747,0.011892245
ex21.mtx,656,656,19144,0.011937633,0.012151183,0.017528567,0.007275334,0.017579842,0.012867265,0.008280082,0.011395299,0.011233291,0.011325415
ex22.mtx,839,839,22715,0.012081454,0.012090827,0.017526628,0.006918598,0.01914861,0.012902464,0.007648,0.011063838,0.011034506,0.011176081
ex23.mtx,1409,1409,43703,0.012681144,0.012678719,0.018465632,0.007316687,0.028796798,0.01330004,0.008753632,0.011581061,0.011625599,0.011555555
ex24.mtx,2283,2283,48737,0.012696999,0.012693114,0.018467557,0.006991667,0.01662304,0.01363296,0.007459592,0.011298612,0.011392646,0.011380244
ex25.mtx,848,848,24612,0.012147071,0.012137238,0.017964603,0.007261001,0.02181472,0.013200163,0.008334667,0.01155266,0.011402667,0.011277575
ex26.mtx,2163,2163,94033,0.012810556,0.01282253,0.01903904,0.007838021,0.047016324,0.014118465,0.008018474,0.012165667,0.011759515,0.011618586
ex27.mtx,974,974,40782,0.012303346,0.012207157,0.017899313,0.007196132,0.045509124,0.013080243,0.007750737,0.011807011,0.011222857,0.011126763
ex28.mtx,2603,2603,77781,0.012657306,0.01264198,0.018670869,0.007376,0.028767998,0.013743679,0.008604667,0.011973225,0.011966041,0.01193435
ex29.mtx,2870,2870,23754,0.013302529,0.013294042,0.018787876,0.006022193,0.007795464,0.013694709,0.006209406,0.011258775,0.011627876,0.012315755
ex2.mtx,560,560,8736,0.011960741,0.011997388,0.017577376,0.006308522,0.009178447,0.013387634,0.006433999,0.011180284,0.011252367,0.011609919
EX2.mtx,560,560,8736,0.011932079,0.011950221,0.01751112,0.006226666,0.009190464,0.013156844,0.006398315,0.011088806,0.011133385,0.011346611
ex31.mtx,3909,3909,115357,0.012832653,0.012925388,0.018505051,0.007419826,0.02857024,0.0141952,0.008890392,0.011934681,0.011661576,0.01171297
ex32.mtx,1159,1159,11343,0.013169956,0.013153615,0.018482746,0.00631793,0.009105486,0.013514238,0.006244,0.011094625,0.011194776,0.011719513
ex33.mtx,1733,1733,22189,0.012663838,0.012692244,0.01791806,0.006386804,0.010429715,0.013423038,0.006382515,0.011254625,0.011340605,0.011768244
ex35.mtx,19716,19716,228208,0.02242779,0.015979228,0.021904808,0.014544681,0.017457485,0.016285091,0.014299711,0.013874667,0.01424191,0.014682514
ex36.mtx,3079,3079,53843,0.012906775,0.012982433,0.018691521,0.006858,0.015095361,0.013971071,0.007636245,0.011397878,0.011424001,0.011689374
ex37.mtx,3565,3565,67591,0.014417632,0.014426828,0.019652897,0.007537333,0.022155637,0.014371878,0.007870989,0.012047838,0.012289616,0.012529132
ex3.mtx,1821,1821,52685,0.012470857,0.012502763,0.017981714,0.007263273,0.027872321,0.013428454,0.008105,0.011650309,0.011170639,0.011214546
EX3.mtx,2600,2600,71760,0.012819592,0.012792163,0.018597171,0.00689381,0.029653119,0.014021172,0.007484371,0.011584647,0.011605551,0.011572898
ex3sta1.mtx,17443,17516,68779,0.016141855,0.016294204,0.022495029,0.014930667,0.015326315,0.016750222,0.014804211,0.013837714,0.014821225,0.016555429
ex40.mtx,7740,7740,458012,0.014142,0.014189196,0.020760163,0.009336851,0.062264962,0.015275429,0.008965333,0.014607832,0.014263,0.014312421
ex4.mtx,1601,1601,32299,0.01257794,0.012528,0.018414691,0.006645447,0.015818122,0.013354666,0.007322062,0.011434448,0.011409778,0.011443393
EX4.mtx,2600,2600,71760,0.012869225,0.012867629,0.018563879,0.007094,0.029722883,0.014074829,0.007593667,0.011580371,0.011645714,0.011602612
ex5.mtx,27,27,279,0.010786569,0.010810811,0.011219012,0.005688015,0.007247977,0.010139187,0.00596983,0.009419947,0.009470468,0.009439708
EX5.mtx,6545,6545,295680,0.014175347,0.014120247,0.020419555,0.008062021,0.062533442,0.014939429,0.008110484,0.012817815,0.012603755,0.012583258
ex6.mtx,1651,1651,49533,0.012748206,0.012764082,0.018617282,0.007292734,0.0283072,0.013190081,0.008572445,0.011396289,0.011229414,0.01119903
EX6.mtx,6545,6545,295680,0.014158041,0.014166204,0.020307394,0.008057,0.062561922,0.014968566,0.008051134,0.012765091,0.012720327,0.012685061
ex7.mtx,1633,1633,54543,0.012836571,0.012865306,0.018434639,0.006839093,0.033363837,0.01342093,0.007537853,0.01148,0.011250101,0.011291284
ex8.mtx,3096,3096,106344,0.012765091,0.012733388,0.018849293,0.007035333,0.03648032,0.013694041,0.007693617,0.012109899,0.011844667,0.01187266
