mtx,rows,cols,nnz,cusparse_0(ms),cusparse_2(ms),cusparse_3(ms),alphasparse_vector(ms),alphasparse_scalar(ms),alphasparse_merge(ms),alphasparse_lineenhance(ms),alphasparse_flat1(ms),alphasparse_flat4(ms),alphasparse_flat8(ms)
grid2.mtx,3296,3296,12864,0.013478463,0.013482447,0.019532415,0.006395234,0.006901443,0.014370936,0.006250667,0.011605667,0.012655021,0.013733605
gridgena.mtx,48962,48962,512084,0.020314062,0.020551667,0.027911747,0.013588898,0.013890358,0.021380289,0.013238232,0.020430667,0.020465814,0.021841959
gsm_106857.mtx,589446,589446,21758924,0.156992001,0.15708992,0.172134081,0.329537922,1.761714901,0.23877504,0.189935359,0.271415681,0.248680319,0.248510401
GT01R.mtx,7980,7980,430909,0.013623423,0.013603705,0.019979636,0.009260333,0.07165088,0.014260687,0.009476,0.012944495,0.012679667,0.012699667
gupta1.mtx,31802,31802,2164210,0.03225435,0.032119916,0.03797664,0.03590498,1.558020743,0.033933856,0.165187842,0.037935334,0.031788536,0.031421691
gupta2.mtx,62064,62064,4248286,0.044164898,0.0440656,0.0561264,0.08366496,2.859830933,0.057088,0.228188405,0.06863264,0.06111328,0.05976256
gupta3.mtx,16783,16783,9323427,0.066257777,0.06645376,0.07966464,0.13317453,8.957310374,0.10148032,0.726630089,0.12043904,0.10606272,0.10091616
gyro_k.mtx,17361,17361,1021159,0.01905696,0.01911456,0.0262304,0.021192907,0.110845119,0.01987488,0.018845,0.019661061,0.0187504,0.018677333
gyro_m.mtx,17361,17361,340431,0.01619298,0.016252767,0.0230496,0.017158928,0.036199333,0.01709344,0.016454268,0.01488064,0.014915265,0.01576736
gyro.mtx,17361,17361,1021159,0.0189632,0.019050667,0.02616928,0.021059959,0.109272962,0.01961024,0.018385484,0.019589551,0.01867776,0.018694468
H2O.mtx,67024,67024,2216736,0.029840162,0.02975249,0.04301824,0.03332448,0.06458464,0.029614367,0.02220416,0.027686667,0.028316082,0.027809333
halfb.mtx,224617,224617,12387821,0.09296096,0.09307872,0.1081008,0.198069759,0.96536128,0.11665792,0.09835488,0.1430288,0.14058368,0.14010784
Hamrle1.mtx,32,32,98,0.010848508,0.010841907,0.011159189,0.005625072,0.005730324,0.009907997,0.005737705,0.00928294,0.009486931,0.00942897
Hamrle2.mtx,5952,5952,22162,0.014103334,0.014091,0.019521296,0.006137739,0.006604,0.01464098,0.006067957,0.011644969,0.013199834,0.015312
Hamrle3.mtx,1447360,1447360,5514242,0.07146976,0.0707824,0.08320544,0.0724048,0.06174976,0.09700928,0.1492272,0.09088288,0.10728352,0.13089184
hangGlider_1.mtx,360,360,3477,0.011991413,0.011896738,0.016325208,0.008209485,0.031504981,0.011459307,0.007400486,0.011648651,0.011096413,0.01135321
hangGlider_2.mtx,1647,1647,14754,0.013138614,0.013083754,0.018474021,0.015586589,0.122729598,0.013705279,0.014001131,0.015730427,0.012089142,0.012095346
hangGlider_3.mtx,10260,10260,92703,0.013721072,0.013731959,0.019574857,0.061084803,0.79572366,0.014765062,0.055456965,0.016533877,0.012846845,0.013245714
hangGlider_4.mtx,15561,15561,149532,0.013987629,0.014023588,0.019670104,0.087317115,1.285025566,0.014747711,0.080325768,0.016654185,0.012863667,0.013164333
hangGlider_5.mtx,16011,16011,155246,0.013936653,0.013962227,0.02022301,0.090198078,1.313434604,0.014949551,0.082985281,0.016735341,0.013057333,0.013397225
Harvard500.mtx,500,500,2636,0.012707258,0.012710199,0.017295169,0.008660042,0.023020125,0.011025621,0.00700531,0.011494729,0.011469247,0.011676737
hcircuit.mtx,105676,105676,513072,0.023624817,0.023583,0.031626198,0.02986464,0.229968643,0.024303674,0.026436571,0.02467035,0.023692735,0.025466182
heart1.mtx,3557,3557,1387773,0.018024081,0.017886041,0.02435264,0.010037878,0.474777266,0.02181088,0.029856,0.023273051,0.019675152,0.018623354
heart2.mtx,2339,2339,682797,0.014508606,0.014503434,0.020696,0.009157551,0.353752602,0.01694208,0.01929344,0.017276444,0.01482602,0.014252082
heart3.mtx,2339,2339,682797,0.014483918,0.014526694,0.02056448,0.009173878,0.357724791,0.016954828,0.01932,0.017281633,0.014895192,0.014214204
helm2d03.mtx,392257,392257,2741935,0.03839872,0.038174707,0.052446384,0.0325,0.02745472,0.041976935,0.045339475,0.043839255,0.049309935,0.054509913
helm3d01.mtx,32226,32226,428444,0.023105333,0.023091667,0.03040078,0.016145,0.049112566,0.02415868,0.015476667,0.021099234,0.022051629,0.021992421
hep-th.mtx,8361,8361,31502,0.014740333,0.014709,0.020443379,0.008478652,0.012622222,0.015296001,0.006882021,0.012211199,0.013560084,0.015616
HEP-th.mtx,27240,27240,342437,0.025586527,0.025476042,0.025529859,0.019527667,0.064908163,0.024354,0.019347666,0.025322212,0.026521667,0.031502001
HEP-th-new.mtx,27770,27770,352807,0.025665333,0.025546894,0.025336,0.019101031,0.064784323,0.025406,0.019400577,0.025565361,0.027139031,0.031493279
HFE18_96_in.mtx,2372,4096,933343,0.015553616,0.015531429,0.021662694,0.010488742,0.379253401,0.01954688,0.04509984,0.022296,0.017753469,0.01688544
hi2010.mtx,25016,25016,124126,0.023047,0.023205446,0.022517439,0.015504165,0.022525361,0.023581538,0.014744333,0.020660211,0.022239273,0.023024564
hollywood-2009.mtx,1139905,1139905,113891327,0.729240317,0.727670399,0.741832001,1.135970873,6.666203314,1.143500479,1.225569601,1.333757119,1.227254405,1.192775361
hood.mtx,220542,220542,10768436,0.08471136,0.08466464,0.09698816,0.1830592,0.805385935,0.10829664,0.09073184,0.12753024,0.12778624,0.12743488
Hook_1498.mtx,1498023,1498023,60917445,0.366855038,0.36728512,0.392231361,1.082667205,2.788037408,0.46407936,0.476627517,0.642915518,0.632483839,0.635118719
hor_131.mtx,434,434,4710,0.012484891,0.012395096,0.017563191,0.006273346,0.011254305,0.013412193,0.006393667,0.010823841,0.010929634,0.011305049
HTC_336_4438.mtx,226340,226340,904522,0.025947755,0.025856667,0.03375967,0.192975356,0.968425493,0.025638667,0.147640001,0.02714688,0.026154122,0.030894694
HTC_336_9129.mtx,226340,226340,883422,0.024215093,0.024739667,0.033554748,0.191634559,0.955092628,0.02649697,0.134465275,0.027623111,0.026651574,0.03128384
hugebubbles-00000.mtx,18318143,18318143,54940162,0.87097632,0.871312959,0.89371616,1.021871682,0.785021441,0.964564483,1.1562384,1.024896317,1.169918079,1.443848322
hugebubbles-00010.mtx,19458087,19458087,58359528,1.37737376,1.377872632,1.406757442,1.519364478,1.324560312,1.54488257,1.581455994,1.499125447,1.603220488,1.822008953
hugebubbles-00020.mtx,21198119,21198119,63580358,1.435934402,1.435715841,1.465009917,1.610452482,1.380723517,1.62158208,1.682456958,1.578575049,1.696319352,1.941518394
hugetrace-00000.mtx,4588484,4588484,13758266,0.205699519,0.20546368,0.224378879,0.25625568,0.1972064,0.235624319,0.478641281,0.243658879,0.2851616,0.357912639
hugetrace-00010.mtx,12057441,12057441,36164358,0.585309439,0.585454081,0.605074241,0.716811521,0.554818239,0.682037125,0.781094402,0.702143676,0.796787843,0.974201598
hugetrace-00020.mtx,16002413,16002413,47997626,0.824446076,0.824127038,0.847295358,1.000472966,0.781751996,0.959765759,1.072785599,0.965837435,1.086619518,1.315901762
hugetric-00000.mtx,5824554,5824554,17467046,0.260546561,0.260623039,0.27737824,0.31883136,0.248936002,0.304613438,0.366967041,0.32350656,0.374467518,0.465009604
hugetric-00010.mtx,6592765,6592765,19771708,0.342323198,0.342138239,0.361653757,0.429721282,0.335162881,0.4162832,0.452244478,0.406499842,0.46091328,0.557922562
hugetric-00020.mtx,7122792,7122792,21361554,0.379501438,0.379054399,0.400046399,0.462159681,0.360478719,0.448368639,0.487724479,0.439898879,0.496101123,0.599538877
human_gene1.mtx,22283,22283,24669643,0.16542112,0.16591328,0.16837728,0.17604928,4.676418793,0.402870403,0.481867839,0.301056639,0.27327936,0.25670688
human_gene2.mtx,14340,14340,18068388,0.1157344,0.11541536,0.12432896,0.133745919,3.691234874,0.1848288,0.42212256,0.209749441,0.19039072,0.18013248
hvdc1.mtx,24842,24842,159981,0.022580884,0.02256,0.02244032,0.015748085,0.039195054,0.023286128,0.015453031,0.021258285,0.021331357,0.022329519
hvdc2.mtx,189860,189860,1347273,0.025395071,0.025354557,0.033320727,0.016753096,0.023310222,0.0243968,0.020440229,0.025316235,0.026801412,0.029855549
hydr1c.mtx,5308,5308,23752,0.013829939,0.013815668,0.019479271,0.006172174,0.007618969,0.01385502,0.006181053,0.011505667,0.012285713,0.01341192
hydr1.mtx,5308,5308,23752,0.013779132,0.013741001,0.01933159,0.006106274,0.007562442,0.01383902,0.006103916,0.011449001,0.01222136,0.013200165
ia2010.mtx,216007,216007,1021170,0.029811,0.029766,0.03666445,0.022574367,0.020851134,0.027828364,0.026775273,0.029169959,0.031023021,0.03415488
ibm32.mtx,32,32,126,0.011238962,0.011254522,0.011331954,0.00587714,0.005998857,0.009878866,0.005737966,0.009247706,0.009222999,0.009215242
ibm_matrix_2.mtx,51448,51448,1056610,0.022477196,0.022723879,0.030146969,0.035959273,0.772177889,0.024649796,0.06393056,0.027111258,0.023600485,0.022792163
iChem_Jacobian.mtx,274087,274087,4137369,0.043858286,0.044061968,0.058521859,0.060290939,0.07206208,0.065885119,0.053832247,0.06606368,0.0679168,0.07073728
id2010.mtx,149842,149842,728264,0.028549333,0.028534609,0.029307429,0.023300948,0.030116948,0.027423673,0.025285279,0.027303918,0.028862707,0.03144768
IG5-10.mtx,652,976,10273,0.0126351,0.012648728,0.018193458,0.007150822,0.01496864,0.013472637,0.007677063,0.011204161,0.011084604,0.011343998
IG5-11.mtx,1227,1692,22110,0.013024979,0.01302106,0.01857568,0.007402123,0.021910081,0.013593213,0.007680646,0.011498775,0.011512489,0.011845818
IG5-12.mtx,2296,2875,46260,0.01326302,0.013206103,0.018456666,0.007983158,0.024434877,0.013640489,0.008198928,0.011910268,0.011696,0.012123382
IG5-13.mtx,3994,4731,91209,0.013309691,0.013367334,0.019026286,0.008217191,0.030358398,0.014314776,0.009959149,0.012268082,0.012058062,0.012295184
IG5-14.mtx,6735,7621,173337,0.013597737,0.013643755,0.019671273,0.0085312,0.034947839,0.014667428,0.010196667,0.012912326,0.012511347,0.012938557
IG5-15.mtx,11369,11987,323509,0.014690639,0.014669137,0.020581878,0.008983916,0.039770562,0.015422707,0.011548371,0.013143423,0.012863,0.013353567
IG5-16.mtx,18846,18485,588326,0.017725333,0.017779918,0.02398368,0.018574,0.056846695,0.01840256,0.021461113,0.01772256,0.01726848,0.01769984
IG5-17.mtx,30162,27944,1035008,0.026131,0.026151074,0.02694822,0.022756948,0.058091519,0.027705263,0.019357361,0.026709,0.026059,0.026828866
IG5-18.mtx,47894,41550,1790490,0.030946286,0.031004768,0.039239258,0.02792404,0.06587392,0.03020898,0.02118302,0.028611629,0.028212124,0.028611879
IG5-6.mtx,30,77,251,0.011106195,0.011187627,0.011575889,0.005794826,0.007781257,0.009819455,0.006082637,0.009332763,0.00956318,0.009413265
IG5-7.mtx,62,150,549,0.010789246,0.010904865,0.011392287,0.006292588,0.008369923,0.010338204,0.006159991,0.010007291,0.010009846,0.010009207
IG5-8.mtx,156,292,1711,0.011687198,0.011573323,0.012167674,0.006909614,0.011634114,0.011258838,0.006448172,0.010531596,0.010420568,0.010886128
IG5-9.mtx,342,540,4570,0.012025477,0.012007751,0.016967748,0.006980574,0.013171832,0.013252196,0.006475546,0.010687046,0.010608639,0.010957577
igbt3.mtx,10938,10938,234006,0.013905306,0.013896907,0.020187798,0.007795,0.020553601,0.014970182,0.008123429,0.012764121,0.012766351,0.01296033
iiasa.mtx,669,3639,7317,0.012563466,0.012591832,0.016880976,0.00690762,0.010443875,0.013832399,0.007213387,0.010818259,0.010810507,0.011649938
il2010.mtx,451554,451554,2164464,0.041479758,0.04159456,0.054695758,0.036364929,0.032414333,0.04388608,0.04392384,0.0383344,0.04260064,0.04831456
illc1033.mtx,1033,320,4732,0.013648648,0.013578777,0.018344392,0.005987827,0.006702692,0.013471675,0.006112001,0.011076196,0.011693392,0.012670701
illc1850.mtx,1850,712,8758,0.013354121,0.013343033,0.018774633,0.00607804,0.006804455,0.013343684,0.006203103,0.011008653,0.011686792,0.012510678
Ill_Stokes.mtx,20896,20896,191368,0.023495292,0.022842666,0.02251872,0.016832,0.018260124,0.017419765,0.016901278,0.01624678,0.021816381,0.022386286
image_interp.mtx,240000,120000,711683,0.024185263,0.024241516,0.03312096,0.011985818,0.0109216,0.022373034,0.021150593,0.020803903,0.025351696,0.032067678
IMDB.mtx,428440,896308,3782463,0.07561984,0.075152,0.08280352,0.106517759,0.388778884,0.08915872,0.07454528,0.07705984,0.07752,0.08303136
impcol_a.mtx,207,207,572,0.011903028,0.011837748,0.012474919,0.006375497,0.006283677,0.010627526,0.006133785,0.010137889,0.010754305,0.011591736
impcol_b.mtx,59,59,312,0.010995982,0.010989979,0.011548712,0.005671902,0.006101317,0.010314561,0.005891239,0.009464153,0.009614051,0.009704057
impcol_c.mtx,137,137,411,0.01194507,0.01186678,0.012397255,0.006455261,0.006357358,0.010840895,0.006221711,0.010380098,0.010548334,0.011099409
impcol_d.mtx,425,425,1339,0.012371058,0.012294442,0.012940261,0.006209351,0.006787927,0.011153918,0.005928005,0.010440709,0.011518379,0.012966074
impcol_e.mtx,225,225,1308,0.012330026,0.012214197,0.01277481,0.006109309,0.006837875,0.010817293,0.006139534,0.010447827,0.010954774,0.011479172
in-2004.mtx,1382908,1382908,16917053,0.1336512,0.13446624,0.146054399,0.257707839,1.291033455,0.17878144,0.374585599,0.21363232,0.21615936,0.233581119
in2010.mtx,267071,267071,1281716,0.034418963,0.034454212,0.040779016,0.028119093,0.026357657,0.033696337,0.032548898,0.032445061,0.034951111,0.039125878
init_adder1.mtx,1813,1813,11156,0.013657794,0.013739635,0.018656969,0.023266242,0.110700961,0.014275203,0.013087998,0.015423667,0.012236736,0.012719195
inlet.mtx,11730,11730,328323,0.01437996,0.014363429,0.020485495,0.007788206,0.031848001,0.014720647,0.007958433,0.012577633,0.012450286,0.012946286
inline_1.mtx,503712,503712,36816342,0.22906144,0.229300161,0.248186561,0.513040959,2.870840625,0.2894384,0.295405439,0.39977632,0.382442561,0.378161919
ins2.mtx,309412,309412,2751484,0.03916704,0.03901824,0.05205568,3.678855383,36.07628313,0.043190564,3.857503565,0.050885966,0.048437333,0.048626844
internet.mtx,124651,124651,207214,0.022856404,0.023055836,0.030209941,0.014482042,0.029050776,0.020234887,0.016840333,0.018349333,0.023927752,0.030816979
invextr1_new.mtx,30412,30412,1793881,0.030868333,0.031042358,0.032748274,0.025255258,0.136631359,0.031205,0.02278334,0.029525,0.029447333,0.028951093
iprob.mtx,3001,3001,9000,0.013700205,0.01368275,0.018798543,0.073236525,0.2747756,0.014878701,0.022055364,0.016231761,0.012887271,0.014832321
italy_osm.mtx,6686493,6686493,14027956,0.24712864,0.2471248,0.264565119,0.309930879,0.22502848,0.29279456,0.677354247,0.286111039,0.348111997,0.449500159
jagmesh1.mtx,936,936,6264,0.01260082,0.012524531,0.017355959,0.006089431,0.006921348,0.013020081,0.0061153,0.010939755,0.011591113,0.012199183
jagmesh2.mtx,1009,1009,6865,0.012550859,0.012540771,0.017027831,0.006303662,0.007175836,0.013414137,0.006193001,0.010925248,0.011411075,0.011963838
jagmesh3.mtx,1089,1089,7361,0.012671345,0.012658935,0.017482983,0.00632299,0.00722897,0.013241209,0.006063174,0.011083874,0.011612443,0.012149331
jagmesh4.mtx,1440,1440,9504,0.012760892,0.012800664,0.017872489,0.006073455,0.007564407,0.013593533,0.006243299,0.011096886,0.011635715,0.012064971
jagmesh5.mtx,1180,1180,7750,0.013073781,0.013020122,0.017996596,0.006339266,0.007841649,0.013749875,0.006354144,0.01101576,0.0116076,0.012107956
jagmesh6.mtx,1377,1377,8993,0.01314941,0.013144893,0.018113282,0.006225778,0.007496163,0.0133488,0.006158608,0.010941414,0.011411915,0.011994825
jagmesh7.mtx,1138,1138,7450,0.012823922,0.012850799,0.017649783,0.006036646,0.007245387,0.013317281,0.005980667,0.010789611,0.01145937,0.011834451
jagmesh8.mtx,1141,1141,7465,0.012812932,0.012806788,0.017903525,0.006176688,0.007334205,0.013432963,0.006118,0.010764604,0.011500929,0.01187588
jagmesh9.mtx,1349,1349,9101,0.012756897,0.012743589,0.017628441,0.00616088,0.007336579,0.013352083,0.006187789,0.011096162,0.011517687,0.012030348
jan99jac020.mtx,6774,6774,38692,0.013898558,0.013908782,0.019544568,0.007590598,0.013989938,0.014495354,0.006609,0.011746334,0.01219332,0.012757444
jan99jac020sc.mtx,6774,6774,38692,0.013930887,0.013971,0.019641536,0.007704252,0.014029195,0.014502268,0.006638333,0.011690667,0.012127333,0.012757667
jan99jac040.mtx,13694,13694,82842,0.014737959,0.014747102,0.020435071,0.008039183,0.014587799,0.015145919,0.00704099,0.012034263,0.012357877,0.013093224
jan99jac040sc.mtx,13694,13694,82842,0.014638041,0.014645551,0.020336162,0.007998021,0.014588768,0.014952081,0.006958845,0.012052245,0.012278949,0.013056327
jan99jac060.mtx,20614,20614,127182,0.023823803,0.023643943,0.022185921,0.015188766,0.02345666,0.023256686,0.014244667,0.0194016,0.022013949,0.022711783
jan99jac060sc.mtx,20614,20614,127182,0.023643367,0.016842182,0.022623029,0.015530667,0.023558598,0.022875927,0.014696247,0.014309333,0.014582557,0.015662345
jan99jac080.mtx,27534,27534,171522,0.022402334,0.022478333,0.022621737,0.014651575,0.023745319,0.023387958,0.014031495,0.020074285,0.021716426,0.022454906
jan99jac080sc.mtx,27534,27534,171522,0.022221333,0.022393391,0.022286401,0.014338639,0.023196041,0.023468444,0.013931667,0.020155621,0.021028414,0.021025839
jan99jac100.mtx,34454,34454,215862,0.022592999,0.022698333,0.029206366,0.014528,0.023514667,0.023000742,0.015157773,0.020081666,0.02031934,0.021350598
jan99jac100sc.mtx,34454,34454,215862,0.022773333,0.022756666,0.029825882,0.014553072,0.023321,0.022805114,0.015086186,0.019854147,0.020473402,0.021258886
jan99jac120.mtx,41374,41374,260202,0.02207835,0.022196333,0.029598667,0.014006763,0.022491712,0.022133221,0.014474557,0.019419381,0.019985814,0.021014103
jan99jac120sc.mtx,41374,41374,260202,0.022109031,0.022106,0.029727667,0.014066804,0.022624,0.022268,0.014756245,0.019443464,0.019980207,0.021047753
jazz.mtx,198,198,5484,0.011724926,0.011599843,0.016189742,0.006831504,0.018394228,0.012332935,0.007772373,0.010508485,0.010285255,0.010320958
jendrec1.mtx,2109,4228,89608,0.012437878,0.012413031,0.017495273,0.007139064,0.055815367,0.013453576,0.007669878,0.01145698,0.011329979,0.01143151
jgl009.mtx,9,9,50,0.010657572,0.010642827,0.010995052,0.005695409,0.006156877,0.00975039,0.005976572,0.008932559,0.008836264,0.008919811
jgl011.mtx,11,11,76,0.010885133,0.010831611,0.011191283,0.005740832,0.006526967,0.009639777,0.006052883,0.008998342,0.008950654,0.009137361
jnlbrng1.mtx,40000,40000,199200,0.020565443,0.020537937,0.027502667,0.012148783,0.012197608,0.021036082,0.013355667,0.018545485,0.019129732,0.020241306
Journals.mtx,124,124,12068,0.01131494,0.01122304,0.016126381,0.007117576,0.028952962,0.012470401,0.008881131,0.011121279,0.010560647,0.010632079
JP.mtx,87616,67320,13734559,0.0977136,0.09784992,0.1130672,0.13782016,0.415127038,0.162752,0.10561344,0.16451168,0.154779841,0.150058879
jpwh_991.mtx,991,991,6027,0.012646528,0.012615517,0.017223445,0.006633001,0.007682312,0.013281298,0.006169071,0.010828739,0.011303832,0.012210106
juba40k.mtx,40337,40337,144945,0.021337731,0.021152,0.028968334,0.014249897,0.01680165,0.022185567,0.013895258,0.018761237,0.020262268,0.022128334
k1_san.mtx,67759,67759,559774,0.019184165,0.019394969,0.02707068,0.011818333,0.011322495,0.019147453,0.012423333,0.018114358,0.01885617,0.020666182
k3plates.mtx,11107,11107,378927,0.013775505,0.013781224,0.020282828,0.009164866,0.048337279,0.014165333,0.008238667,0.01318433,0.012421224,0.012531794
karate.mtx,34,34,156,0.011334326,0.011320755,0.01165005,0.006080331,0.006889394,0.010205417,0.006041477,0.009572314,0.009811012,0.009727202
karted.mtx,46502,133115,1770349,0.028928,0.028864,0.037249633,0.213154558,11.973184,0.029240412,0.294651523,0.032492408,0.028751175,0.028380735
Kaufhold.mtx,8765,8765,42471,0.014445061,0.014434611,0.020009696,0.006641852,0.008759423,0.014599182,0.006412,0.011740122,0.012448,0.013196081
Kemelmacher.mtx,28452,9693,100875,0.022169599,0.022199579,0.022530561,0.013305732,0.013300784,0.022999172,0.014163464,0.019922988,0.020844255,0.023177392
kim1.mtx,38415,38415,933195,0.024061061,0.024122333,0.032133913,0.018052618,0.02748932,0.024433815,0.016943835,0.023593,0.024211794,0.024739959
kim2.mtx,456976,456976,11330020,0.08584064,0.08600448,0.10246304,0.16701184,0.63959968,0.111028799,0.10488672,0.13498912,0.136712959,0.14096928
kineticBatchReactor_1.mtx,2052,2052,20600,0.01285641,0.012808576,0.018409047,0.008975174,0.056888948,0.013721537,0.010955428,0.013418229,0.011828455,0.012900289
kineticBatchReactor_2.mtx,4361,4361,44840,0.01380299,0.013705698,0.019476362,0.012564363,0.119985925,0.014523152,0.018648961,0.015686464,0.012418939,0.013279678
kineticBatchReactor_3.mtx,5082,5082,53219,0.013734928,0.013753732,0.019272404,0.013798858,0.136928921,0.014432324,0.022682878,0.015943112,0.012557525,0.013572666
kineticBatchReactor_4.mtx,7105,7105,74869,0.013460334,0.013418887,0.019286627,0.021060526,0.239282941,0.01477024,0.031831361,0.016686545,0.012897307,0.014055184
kineticBatchReactor_5.mtx,7641,7641,80767,0.013953649,0.013985979,0.020154183,0.021944242,0.259730195,0.014709877,0.033964163,0.016594144,0.012907428,0.014332667
kineticBatchReactor_6.mtx,7773,7773,82500,0.013975422,0.013952337,0.019695192,0.023033536,0.263932011,0.014693551,0.03350528,0.01650812,0.012622845,0.014005114
kineticBatchReactor_7.mtx,7968,7968,84508,0.013536989,0.013515667,0.019389738,0.021952328,0.23127215,0.01509204,0.034940441,0.01640598,0.012748536,0.01394
kineticBatchReactor_8.mtx,8052,8052,85194,0.013751333,0.013795666,0.019434343,0.022116848,0.234708763,0.015045877,0.035007044,0.016426667,0.012722804,0.014158515
kineticBatchReactor_9.mtx,8115,8115,86183,0.013686432,0.013692041,0.019380899,0.021988847,0.235496485,0.01462592,0.034956161,0.016411152,0.012600566,0.014122344
kkt_power.mtx,2063494,2063494,14612663,0.14776896,0.14756992,0.16374752,0.22533984,0.236456,0.19718464,0.274534721,0.206946239,0.22130784,0.250642242
kl02.mtx,71,36699,212536,0.011442286,0.01142496,0.016206545,0.019044202,1.621143762,0.01401056,0.213429416,0.015610182,0.011852606,0.01127552
kleemin.mtx,8,16,44,0.010700389,0.010692588,0.010914052,0.005823187,0.006336406,0.009759343,0.005959233,0.009074972,0.009074036,0.009093727
klein-b1.mtx,30,10,60,0.010688519,0.010706638,0.010979962,0.005523845,0.005607739,0.010039321,0.005775061,0.00909022,0.009290083,0.00922793
klein-b2.mtx,20,30,60,0.010886329,0.010896214,0.011166946,0.005474952,0.005654776,0.00950721,0.005738332,0.008798944,0.008793786,0.009023235
kneser_10_4_1.mtx,349651,330751,992252,0.037602845,0.037466838,0.044358857,0.029190928,0.025262515,0.03718752,0.033314285,0.031998384,0.036374949,0.04214784
kneser_6_2_1.mtx,601,676,2027,0.012716875,0.01285886,0.013379229,0.006437332,0.00639853,0.011614049,0.00611559,0.010989428,0.012207828,0.012952904
kneser_8_3_1.mtx,15737,15681,47042,0.015199671,0.015199339,0.020756362,0.007191093,0.008201143,0.015230694,0.00700602,0.012148784,0.013666639,0.015195102
Kohonen.mtx,4470,4470,12731,0.015552647,0.015540895,0.020674592,0.024087928,0.069065599,0.014581226,0.013016491,0.013995431,0.015569775,0.018899716
kron_g500-logn16.mtx,65536,65536,4912469,0.07177696,0.07181792,0.08260928,0.13210304,3.12478349,0.09724704,0.08290528,0.0845104,0.07483808,0.07253152
kron_g500-logn17.mtx,131072,131072,10228360,0.13261696,0.133302719,0.13978016,0.240662079,5.609855623,0.172249601,0.16603808,0.15892,0.14090304,0.13586048
kron_g500-logn18.mtx,262144,262144,21165908,0.264377918,0.2644816,0.260007039,0.389111997,8.912967021,0.325344,0.31599616,0.314799039,0.282235841,0.271791681
kron_g500-logn19.mtx,524288,524288,43562265,0.527516477,0.526986882,0.513776,0.772370239,17.8514412,0.643734721,0.659494078,0.639189759,0.56457888,0.542863679
kron_g500-logn20.mtx,1048576,1048576,89239674,1.071712002,1.079015679,1.047635837,1.327455044,31.22076615,1.269529927,1.202290882,1.29776064,1.15553344,1.111135683
ks2010.mtx,238600,238600,1121798,0.027882667,0.027857154,0.034906062,0.0205372,0.019795775,0.026332062,0.024541156,0.026042667,0.028233813,0.031677975
Kuu.mtx,7102,7102,340200,0.013577,0.013593667,0.020219151,0.00831901,0.063640959,0.014295837,0.008909856,0.013262845,0.012363667,0.012224
ky2010.mtx,161672,161672,787778,0.026744163,0.02659299,0.034224,0.020100202,0.02168098,0.026260571,0.022999752,0.024883,0.026851592,0.029543333
l30.mtx,2701,16281,52070,0.012909253,0.012907313,0.018712641,0.006793769,0.014536081,0.01407424,0.007291711,0.011497697,0.01139328,0.011467102
l9.mtx,244,1483,4659,0.011679678,0.011554314,0.016632247,0.006223667,0.009395845,0.012432487,0.006819334,0.010349895,0.010367029,0.010332439
L-9.mtx,17983,17983,71192,0.015617939,0.015818557,0.022551358,0.013927411,0.014648742,0.01696672,0.014451464,0.013235265,0.014074123,0.015114344
la2010.mtx,204447,204447,980634,0.024194254,0.024159567,0.031208597,0.02860932,0.067832641,0.030963265,0.028370474,0.030811234,0.032389278,0.035655587
laminar_duct3D.mtx,67173,67173,3833077,0.043409454,0.04335936,0.05707488,0.067391353,0.11689408,0.04597152,0.029493333,0.05178496,0.05301472,0.05925376
landmark.mtx,71952,2704,1151232,0.022567837,0.022330333,0.03126816,0.015087652,0.020958316,0.020632,0.015386329,0.022896433,0.020146605,0.0204016
language.mtx,399130,399130,1216334,0.03090449,0.030591347,0.038049293,0.278717427,2.002024518,0.037094957,0.08210112,0.032756978,0.036759561,0.043574965
lap_25.mtx,25,25,169,0.011341521,0.011256911,0.011463067,0.005664013,0.006405519,0.009968443,0.005920995,0.009145517,0.009368071,0.009419765
largebasis.mtx,440020,440020,5560100,0.05732,0.05714272,0.06914304,0.07162016,0.08248544,0.07610048,0.06344064,0.07865568,0.08109664,0.08865344
large.mtx,4282,8617,20635,0.014181609,0.014120906,0.019265961,0.006573565,0.00870499,0.014132686,0.006328,0.011914227,0.012638334,0.013345647
LargeRegFile.mtx,2111154,801374,4944201,0.0640176,0.06405984,0.08038432,0.07741728,0.06054144,0.08989568,0.21417792,0.088493121,0.1134192,0.147591359
laser.mtx,3002,3002,9000,0.013540523,0.01352196,0.019290826,0.005981483,0.006488413,0.014256974,0.006029957,0.011297322,0.01274293,0.014842778
ldoor.mtx,952203,952203,46522475,0.287644158,0.287800321,0.305176001,0.766309436,3.35786276,0.358981438,0.355235839,0.48793952,0.486752641,0.4848432
Lederberg.mtx,8843,8843,41601,0.01525649,0.015194667,0.020928646,0.019914775,0.109695996,0.015033402,0.013736,0.015038385,0.014997112,0.017853713
LeGresley_2508.mtx,2508,2508,16727,0.013774691,0.013816887,0.018952722,0.006972701,0.010011102,0.014175352,0.006235022,0.011439514,0.012057794,0.012663422
LeGresley_4908.mtx,4908,4908,30482,0.013654999,0.013776325,0.018995072,0.007005667,0.011151506,0.014720647,0.006365642,0.011749224,0.012388949,0.013044571
