mtx,rows,cols,nnz,rocsparse_vector(ms),alphasparse_vector(ms),alphasparse_scalar(ms),alphasparse_merge(ms),alphasparse_lineenhance(ms),alphasparse_flat1(ms),alphasparse_flat4(ms),alphasparse_flat8(ms)
dwt_1005.mtx,1005,1005,8621,0.035161205,0.01552943,0.030850546,0.036154633,0.01713334,0.026117436,0.027068099,0.028095847
dwt_1007.mtx,1007,1007,8575,0.034089599,0.014575005,0.023875519,0.035503277,0.01604105,0.025532498,0.026251822,0.027421134
dwt_1242.mtx,1242,1242,10426,0.031010473,0.014747975,0.025220675,0.035883051,0.016244822,0.026019239,0.027285051,0.028659273
dwt_162.mtx,162,162,1182,0.019426092,0.014491155,0.016098827,0.029040342,0.014837317,0.023470776,0.025317269,0.026406032
dwt_193.mtx,193,193,3493,0.029455292,0.016055895,0.030165899,0.031458974,0.02019186,0.025371346,0.025097898,0.024962124
dwt_198.mtx,198,198,1392,0.020051569,0.015211286,0.017332188,0.028783524,0.015269771,0.023894124,0.025727752,0.026885822
dwt_209.mtx,209,209,1743,0.023786292,0.014353653,0.018813142,0.02908102,0.015934252,0.024188177,0.024673707,0.025687695
dwt_221.mtx,221,221,1629,0.0203611,0.014775979,0.017265226,0.028887588,0.015518202,0.023697303,0.024416931,0.025506929
dwt_234.mtx,234,234,834,0.018189352,0.015606725,0.016511745,0.027834793,0.014788938,0.023860954,0.02620252,0.028497232
dwt_245.mtx,245,245,1461,0.020807668,0.015399696,0.017378789,0.028519281,0.015277313,0.02414896,0.026011484,0.027313772
dwt_2680.mtx,2680,2680,25026,0.031723235,0.014857935,0.028872861,0.039411241,0.017276134,0.029563703,0.02990727,0.031036247
dwt_307.mtx,307,307,2523,0.026466932,0.014307872,0.018351093,0.030361011,0.015455013,0.02433144,0.025986065,0.027294265
dwt_310.mtx,310,310,2448,0.023109055,0.01486885,0.018902526,0.030193147,0.015241084,0.024436869,0.026004929,0.027293556
dwt_346.mtx,346,346,3226,0.02924817,0.014857903,0.022496984,0.031256661,0.016344315,0.024832194,0.025231806,0.026016129
dwt_361.mtx,361,361,2953,0.029172923,0.014565705,0.018625392,0.030765705,0.015674597,0.024804079,0.025617003,0.026676423
dwt_419.mtx,419,419,3563,0.031622623,0.014370383,0.020783448,0.031587299,0.01585885,0.024864182,0.026216071,0.027313775
dwt_492.mtx,492,492,3156,0.026184352,0.014991806,0.019542461,0.031438334,0.015243431,0.024678229,0.026389063,0.027737861
dwt_503.mtx,503,503,6027,0.037579499,0.015404748,0.030500703,0.03455076,0.016907999,0.02560943,0.025733921,0.026487651
dwt_512.mtx,512,512,3502,0.027449659,0.015797332,0.020902596,0.031962616,0.015958259,0.025417609,0.027068181,0.029142776
dwt_592.mtx,592,592,5104,0.0261286,0.01440012,0.022837353,0.034372338,0.016073566,0.02549476,0.026135491,0.027162156
dwt_59.mtx,59,59,267,0.016442912,0.014080051,0.014942078,0.026569808,0.014682431,0.021393374,0.021472516,0.02152011
dwt_607.mtx,607,607,5131,0.026044363,0.01457122,0.022978056,0.035478819,0.016018782,0.024978762,0.026536064,0.027542782
dwt_66.mtx,66,66,320,0.016539605,0.014158352,0.015200095,0.026792816,0.014541489,0.021709634,0.021966707,0.022792835
dwt_72.mtx,72,72,222,0.016844981,0.014450303,0.014530222,0.026857005,0.014420735,0.021496006,0.022001982,0.022668096
dwt_758.mtx,758,758,5994,0.023433606,0.015012228,0.022115592,0.035695357,0.015650376,0.025380023,0.02683368,0.028173582
dwt_869.mtx,869,869,7285,0.031362133,0.014539598,0.024491388,0.035717525,0.016037318,0.025536942,0.026784221,0.027922094
dwt_878.mtx,878,878,7448,0.031270927,0.014446609,0.02328759,0.035499969,0.016057815,0.024978829,0.025733605,0.02691223
dwt_87.mtx,87,87,541,0.017683784,0.015322307,0.016995476,0.027559857,0.015025065,0.022889782,0.023804809,0.024587556
dwt_918.mtx,918,918,7384,0.032117334,0.014625257,0.024426309,0.035797394,0.016054111,0.025859729,0.026746597,0.028085817
dwt_992.mtx,992,992,16744,0.051287863,0.015559198,0.04430538,0.035813936,0.019222976,0.026524392,0.026801228,0.027151867
dynamicSoaringProblem_1.mtx,647,647,5367,0.038898915,0.026859778,0.087673157,0.035051398,0.033172426,0.039440325,0.029380047,0.029476864
dynamicSoaringProblem_2.mtx,1591,1591,15588,0.066638737,0.047732419,0.196383015,0.036562154,0.064132313,0.055086917,0.033393745,0.030994527
dynamicSoaringProblem_3.mtx,2871,2871,32022,0.097887989,0.076767895,0.336482184,0.039228297,0.143332886,0.071641591,0.040111006,0.035559277
dynamicSoaringProblem_4.mtx,3191,3191,36516,0.11900723,0.099180422,0.371176776,0.039536746,0.142892641,0.068412578,0.039686193,0.0356106
dynamicSoaringProblem_5.mtx,3271,3271,36789,0.121084358,0.101367912,0.379449942,0.039327197,0.150264062,0.070722712,0.039858136,0.036131479
dynamicSoaringProblem_6.mtx,3431,3431,36741,0.124391222,0.103276131,0.3948098,0.039402269,0.150256726,0.069000487,0.039920314,0.036143849
dynamicSoaringProblem_7.mtx,3511,3511,37680,0.110635612,0.090679264,0.404044737,0.039666728,0.156329088,0.092352036,0.045191208,0.037718341
dynamicSoaringProblem_8.mtx,3543,3543,38136,0.109976497,0.090207957,0.390399705,0.039840309,0.153768923,0.092333059,0.04525376,0.037077782
e18.mtx,24617,38602,156466,0.034490527,0.024676663,0.048073973,0.044824291,0.025918289,0.036349313,0.036854274,0.039020028
e40r0100.mtx,17281,17281,553562,0.089778591,0.033861973,0.132750193,0.061108667,0.027578568,0.044096794,0.042786958,0.042908297
EAT_RS.mtx,23219,23219,325592,0.154531647,0.097482226,0.472223894,0.053526133,0.139037276,0.104424403,0.058916949,0.05274452
EAT_SR.mtx,23219,23219,325589,0.067248578,0.034442362,0.088385313,0.051075853,0.037934921,0.049392929,0.049070925,0.050340914
ecl32.mtx,51993,51993,380415,0.032516844,0.027175381,0.047021412,0.050274583,0.025076357,0.04050141,0.045729,0.051138589
ecology1.mtx,1000000,1000000,4996000,0.219489258,0.218674802,0.239105859,0.264334226,0.218637958,0.224112243,0.225158207,0.226797655
ecology2.mtx,999999,999999,4995991,0.219469395,0.218445882,0.238705252,0.264170966,0.218719508,0.224532352,0.224670836,0.225909982
email-Enron.mtx,36692,36692,367662,0.160529746,0.116690812,0.859311475,0.050572716,0.355043917,0.10257801,0.055303166,0.059866988
email-EuAll.mtx,265214,265214,420045,0.323576618,0.306372969,0.63743191,0.088250421,0.197768841,0.103670377,0.077230374,0.103323919
email.mtx,1133,1133,10902,0.036059756,0.017942489,0.054686775,0.035802956,0.022889464,0.027749779,0.027712534,0.029497791
Emilia_923.mtx,923136,923136,41005206,0.891839827,1.072043749,8.600041862,1.349997163,0.675549014,0.691680173,0.698448274,0.730836263
engine.mtx,143571,143571,4706073,0.173353214,0.146109406,1.10183182,0.216623302,0.101177666,0.121569758,0.116210131,0.122008638
enron.mtx,69244,69244,276143,0.40124321,0.376760203,0.726707404,0.049758306,0.364752269,0.102588784,0.05655927,0.069756536
EPA.mtx,4772,4772,8965,0.068081455,0.060956124,0.097175251,0.040457054,0.044116598,0.039604354,0.045569492,0.060584353
epb0.mtx,1794,1794,7764,0.023897282,0.014980565,0.021356366,0.033545549,0.016026471,0.026112532,0.029216912,0.033001575
epb1.mtx,14734,14734,95053,0.024702796,0.01575487,0.021324316,0.041546922,0.017192425,0.032452401,0.034553896,0.035943167
epb2.mtx,25228,25228,175027,0.038186146,0.029788643,0.067387084,0.042822188,0.032882471,0.037619852,0.035949971,0.037721296
epb3.mtx,84617,84617,463625,0.029331134,0.027040229,0.039721706,0.067249737,0.027388666,0.043473118,0.047580448,0.052466868
Erdos02.mtx,6927,6927,16944,0.097127003,0.088487118,0.151499437,0.040854117,0.054122773,0.059671007,0.040205775,0.051628708
Erdos971.mtx,472,472,2628,0.035994576,0.018712684,0.029803014,0.031451584,0.017530518,0.026064706,0.02681318,0.027665051
Erdos972.mtx,5488,5488,14170,0.040368875,0.033965543,0.058431785,0.040381472,0.024741498,0.032285774,0.038560184,0.048732592
Erdos981.mtx,485,485,2762,0.036913043,0.01886335,0.030154484,0.032033588,0.01740621,0.026448592,0.027228589,0.0284534
Erdos982.mtx,5822,5822,14750,0.039462296,0.033333409,0.056069686,0.040248037,0.024985242,0.032567824,0.038574546,0.049075142
Erdos991.mtx,492,492,2834,0.037144318,0.018694055,0.030452326,0.031665335,0.017505227,0.026539432,0.02679538,0.027892191
Erdos992.mtx,6100,6100,15030,0.039752335,0.034044423,0.057379224,0.040676865,0.025580671,0.033165337,0.039048292,0.049618043
eris1176.mtx,1176,1176,18552,0.040751817,0.02050985,0.072818907,0.036623427,0.053576225,0.031171921,0.027925859,0.030384747
ESOC.mtx,327062,37830,6019939,0.175295319,0.186286677,1.163135459,0.27438053,0.142192116,0.132760039,0.142680671,0.163280769
EternityII_A.mtx,7362,150638,782087,0.193791771,0.0487962,0.736829114,0.07405967,0.242954369,0.095247542,0.060357513,0.054174603
EternityII_E.mtx,11077,262144,1503732,0.89950354,1.429866525,21.22955726,0.166099391,0.978049796,0.153225766,0.105301743,0.100702519
EternityII_Etilde.mtx,10054,204304,1170516,0.20976681,0.059477025,1.88942381,0.094980887,0.358853536,0.116517582,0.069239262,0.062214109
eu-2005.mtx,862664,862664,19235140,0.582786235,0.751395991,4.962742293,0.759754004,1.756553742,0.401676777,0.393346338,0.482979382
eurqsa.mtx,7245,7245,46142,0.029675764,0.019952784,0.048905426,0.040750738,0.027534131,0.03157392,0.032664336,0.03541112
EVA.mtx,8497,8497,6726,0.117806756,0.108521503,0.183868455,0.040988452,0.059843318,0.062234847,0.067565735,0.104095088
ex10hs.mtx,2548,2548,57308,0.062305289,0.017987973,0.085537584,0.039624676,0.025232748,0.032471799,0.031428492,0.031189869
ex10.mtx,2410,2410,54840,0.057788332,0.017772935,0.083992878,0.039670569,0.025200648,0.031885908,0.030936149,0.030612356
ex11.mtx,16614,16614,1096948,0.150343329,0.037584118,0.241580483,0.076801366,0.032322551,0.053315807,0.050686324,0.050214569
ex12.mtx,3973,3973,80211,0.055510015,0.016949883,0.069050862,0.039580231,0.023422057,0.032776783,0.032208092,0.031990444
ex13.mtx,2568,2568,75628,0.05824981,0.017331416,0.093988924,0.039566323,0.030040615,0.032711653,0.031691987,0.031284787
ex14.mtx,3251,3251,66775,0.055236119,0.016973134,0.07244942,0.039530769,0.023198189,0.031758375,0.031196194,0.030970823
ex15.mtx,6867,6867,98671,0.036531156,0.016074933,0.040860662,0.04020665,0.018267046,0.032219181,0.032576136,0.033789454
ex18.mtx,5773,5773,71805,0.037908444,0.015829124,0.036344209,0.03996379,0.018117055,0.031874121,0.031955408,0.032976337
ex19.mtx,12005,12005,259879,0.061485948,0.023072852,0.073004528,0.043266788,0.027064903,0.036769519,0.035967363,0.03596479
ex1.mtx,216,216,4352,0.033329249,0.016612526,0.037837391,0.034374901,0.023245194,0.026411854,0.025099704,0.024811929
EX1.mtx,560,560,8736,0.028337415,0.015073842,0.033504062,0.035677093,0.016724146,0.02555305,0.026091748,0.026784647
ex20.mtx,2203,2203,69981,0.063309679,0.017531283,0.118616388,0.039526893,0.033334191,0.03321962,0.031270226,0.030804913
ex21.mtx,656,656,19144,0.046968595,0.016830186,0.084969641,0.035502245,0.030516148,0.028689606,0.027035176,0.026638855
ex22.mtx,839,839,22715,0.057541874,0.016952954,0.088854205,0.035711057,0.026383891,0.028815903,0.02697098,0.026617233
ex23.mtx,1409,1409,43703,0.065445305,0.017665558,0.116378713,0.036579492,0.03235427,0.030270518,0.028408317,0.028047799
ex24.mtx,2283,2283,48737,0.055782114,0.016709635,0.078377924,0.039524958,0.024211043,0.031205121,0.030739247,0.030211634
ex25.mtx,848,848,24612,0.056609762,0.016930306,0.096465631,0.035764653,0.030808247,0.028876275,0.02703877,0.026663561
ex26.mtx,2163,2163,94033,0.083513216,0.017820486,0.175980701,0.039417323,0.022391667,0.03791891,0.032710538,0.031634192
ex27.mtx,974,974,40782,0.091829221,0.018231127,0.21598462,0.035880144,0.021611745,0.037783676,0.029254719,0.027786247
ex28.mtx,2603,2603,77781,0.058852883,0.017364602,0.117205812,0.039287589,0.032415578,0.033112508,0.031608251,0.031085076
ex29.mtx,2870,2870,23754,0.033491858,0.014541586,0.023278274,0.039653247,0.016829317,0.029042795,0.030304751,0.031533505
ex2.mtx,441,441,26839,0.092142056,0.017133706,0.129958672,0.0352158,0.023029476,0.032055332,0.027265819,0.026457861
EX2.mtx,560,560,8736,0.028051247,0.015068616,0.033022862,0.035635834,0.016760822,0.025788702,0.026133272,0.026796765
ex31.mtx,3909,3909,115357,0.072319808,0.019027694,0.115136341,0.039663014,0.035466012,0.034549822,0.032379972,0.031827002
ex32.mtx,1159,1159,11343,0.029712501,0.01435384,0.027656612,0.035822281,0.016361201,0.026588719,0.027164275,0.027792547
ex33.mtx,1733,1733,22189,0.035688437,0.014982707,0.037340478,0.036906408,0.017331297,0.026844071,0.027287238,0.028098546
ex35.mtx,19716,19716,228208,0.037955488,0.021415597,0.040274304,0.044460286,0.020956257,0.035578427,0.036339638,0.037740436
ex36.mtx,3079,3079,53843,0.048574051,0.017150798,0.061860526,0.039733746,0.023093231,0.031898995,0.03127861,0.031808005
ex37.mtx,3565,3565,67591,0.067537814,0.0188698,0.095848607,0.039724443,0.030545235,0.03473147,0.032203603,0.033105839
ex3.mtx,1821,1821,52685,0.061563899,0.016996176,0.105895879,0.036529867,0.025915306,0.029408785,0.027818097,0.027505516
EX3.mtx,2600,2600,71760,0.0478692,0.01606567,0.074685623,0.039555704,0.02237644,0.031598624,0.031235391,0.031139231
ex3sta1.mtx,17443,17516,68779,0.021353041,0.016671541,0.020817613,0.041223439,0.017405811,0.032117717,0.035666929,0.039384148
ex40.mtx,7740,7740,458012,0.107032556,0.025276247,0.209768498,0.043944014,0.026071932,0.042053768,0.039629013,0.038989618
ex4.mtx,1601,1601,32299,0.047945373,0.016219976,0.080361064,0.036469713,0.022377941,0.028245366,0.027634196,0.027600569
EX4.mtx,2600,2600,71760,0.047822609,0.016082615,0.074907618,0.039586646,0.022429111,0.031583444,0.031306012,0.03110153
ex5.mtx,27,27,279,0.016431579,0.014080242,0.017451679,0.026321996,0.01517624,0.021330275,0.02098849,0.020930233
EX5.mtx,6545,6545,295680,0.087248301,0.022334493,0.124367369,0.043546026,0.021622045,0.037603038,0.036592914,0.036307852
ex6.mtx,1651,1651,49533,0.057748269,0.01706086,0.115759166,0.036618024,0.030116491,0.030041648,0.028231034,0.027947451
EX6.mtx,6545,6545,295680,0.086258666,0.022375014,0.124805177,0.043459329,0.021595929,0.037607,0.036554851,0.036571001
ex7.mtx,1633,1633,54543,0.075841859,0.016603211,0.129858102,0.036652064,0.019590187,0.031052004,0.02855795,0.027957472
ex8.mtx,3096,3096,106344,0.083749149,0.017165507,0.13073271,0.039613306,0.020816324,0.034509133,0.032717335,0.032029246
ex9.mtx,3363,3363,99471,0.061534131,0.017495151,0.093142088,0.039469706,0.026045839,0.032996144,0.031678713,0.031312589
exdata_1.mtx,6001,6001,2269501,0.375599809,0.062843095,3.841286149,0.111933458,0.675478188,0.223391485,0.091111906,0.075851393
extr1b.mtx,2836,2836,11404,0.02604536,0.015309396,0.019668834,0.039235857,0.016198818,0.02899682,0.031849411,0.034491624
extr1.mtx,2837,2837,11407,0.026147072,0.015292443,0.019680441,0.039146378,0.016197166,0.028958465,0.031857211,0.034465307
F1.mtx,343791,343791,26837113,0.666424594,0.56215338,5.894995842,0.903665419,0.564472799,0.538004979,0.472918482,0.478193599
F2.mtx,71505,71505,5294285,0.205514949,0.121194705,1.27033668,0.211838981,0.099673554,0.131577312,0.120382733,0.119334571
f855_mat9_I.mtx,2456,2511,171214,0.152667291,0.018970602,0.317898034,0.039639899,0.025751128,0.040571519,0.033409999,0.032041846
f855_mat9.mtx,2456,2511,171214,0.154797774,0.0192823,0.319629171,0.039415252,0.026802633,0.040846474,0.033543492,0.032205106
FA.mtx,10617,10617,72176,0.037507051,0.020028057,0.039299325,0.041916183,0.019643734,0.033668199,0.034917285,0.036711984
farm.mtx,7,17,41,0.016959669,0.014293185,0.016025015,0.024267535,0.014551908,0.020337302,0.020162282,0.020088192
Fault_639.mtx,638802,638802,28614564,0.603294703,0.746638831,5.924245928,0.999282681,0.476877819,0.492211641,0.496302426,0.517714576
fcondp2.mtx,201822,201822,11294316,0.245618858,0.264629847,2.342469934,0.436302277,0.183599013,0.215287152,0.213641551,0.217877774
fd12.mtx,7500,7500,28462,0.020808849,0.015304771,0.019809036,0.040014987,0.016482411,0.02962983,0.033800422,0.037720021
fd15.mtx,11532,11532,44206,0.020892272,0.015556225,0.020115498,0.041239383,0.01658077,0.030652643,0.034600313,0.038607557
fd18.mtx,16428,16428,63406,0.021068896,0.015847938,0.020439218,0.041446666,0.017249792,0.032379158,0.036545203,0.040316166
fe_4elt2.mtx,11143,11143,65636,0.026075636,0.016247086,0.022520849,0.041418526,0.017133718,0.032039856,0.033886737,0.035740841
fe_body.mtx,45087,45087,327468,0.033304936,0.025236036,0.040383226,0.048745202,0.023484519,0.039294782,0.042365293,0.04498189
FEM_3D_thermal1.mtx,17880,17880,430740,0.052923445,0.027221573,0.08551776,0.046520951,0.028982136,0.040333052,0.040855933,0.041504843
FEM_3D_thermal2.mtx,147900,147900,3489300,0.110814608,0.105492666,0.68017451,0.164948619,0.085627989,0.091757171,0.093879617,0.103331951
fem_filter.mtx,74062,74062,1731206,0.133648622,0.076863762,0.643412423,0.100466093,0.806847742,0.100955529,0.068627624,0.072376734
fe_ocean.mtx,143437,143437,819186,0.042983345,0.035730024,0.069791262,0.080186001,0.036355108,0.050977773,0.058277277,0.067910157
fe_rotor.mtx,99617,99617,1324862,0.072439235,0.057888214,0.232036227,0.106032281,0.048423393,0.066598869,0.067964205,0.072561843
fe_sphere.mtx,16386,16386,98304,0.024558097,0.015746903,0.021232124,0.042331615,0.017514333,0.03249639,0.034823269,0.03616046
fe_tooth.mtx,78136,78136,905182,0.04681968,0.039992786,0.140491169,0.072088524,0.034531845,0.051709699,0.055326073,0.059547105
filter2D.mtx,1668,1668,10750,0.024223769,0.015129487,0.021425333,0.036738948,0.015702554,0.026101071,0.027888684,0.029371183
filter3D.mtx,106437,106437,2707179,0.126902441,0.093149702,0.505970837,0.147003701,0.102479274,0.087856273,0.086067679,0.090930583
finan512.mtx,74752,74752,596992,0.042225167,0.034251682,0.080305553,0.065006209,0.029381989,0.046219572,0.050313999,0.054400695
finance256.mtx,37376,37376,298496,0.038344746,0.02660281,0.054103502,0.046880674,0.024056949,0.040074614,0.042475593,0.044495541
fl2010.mtx,484481,484481,2346294,0.162281259,0.131902548,0.250248164,0.214734044,0.108700843,0.126872535,0.130971,0.146631507
flickr.mtx,820878,820878,9837214,1.06356285,1.040377112,4.921345729,0.649828373,1.959912424,0.527753067,0.608815477,0.741526946
flower_4_1.mtx,121,129,386,0.01723676,0.014880207,0.015177729,0.027429384,0.014480249,0.02204014,0.022402136,0.023394648
flower_4_4.mtx,1837,5529,16466,0.033305084,0.014736964,0.03006695,0.03704512,0.017101367,0.026437412,0.027449715,0.028868954
flower_5_1.mtx,211,201,602,0.016690464,0.014439221,0.014567629,0.027814355,0.014483862,0.023154291,0.025686977,0.027847808
flower_5_4.mtx,5226,14721,43942,0.033733022,0.01516205,0.029639752,0.040362233,0.017725746,0.030392168,0.031899124,0.033179575
flower_7_1.mtx,463,393,1178,0.019810639,0.014740478,0.015117488,0.029112657,0.014664326,0.023587125,0.027996293,0.031754589
flower_7_4.mtx,27693,67593,202218,0.02903205,0.021416605,0.032030227,0.044406742,0.021309902,0.035825858,0.038232381,0.03996291
flower_8_1.mtx,625,513,1538,0.019302572,0.015047672,0.01591457,0.030506491,0.014921102,0.024777678,0.029135134,0.033312035
flower_8_4.mtx,55081,125361,375266,0.031749988,0.027657694,0.045013329,0.052690747,0.0259542,0.043004333,0.04617921,0.049446366
flowmeter0.mtx,9669,9669,67391,0.02537296,0.016204189,0.022352041,0.040533831,0.017103342,0.032231936,0.034288598,0.035392825
flowmeter5.mtx,9669,9669,67391,0.025401283,0.016184519,0.022455014,0.040531588,0.017146465,0.032244428,0.034246326,0.035412316
foldoc.mtx,13356,13356,120238,0.040355066,0.022766959,0.063324719,0.041663635,0.026494972,0.036533024,0.033822841,0.03473622
fome11.mtx,12142,24460,71264,0.061300968,0.042089074,0.103629143,0.041968647,0.034670424,0.0455073,0.037213383,0.037390376
fome12.mtx,24284,48920,142528,0.062094166,0.04768057,0.104869862,0.044674169,0.038344071,0.049504092,0.041454912,0.042377717
fome13.mtx,48568,97840,285056,0.066738004,0.057726881,0.113544808,0.054615868,0.045528106,0.059466761,0.05217628,0.054913409
fome20.mtx,33874,108175,232647,0.060430531,0.036189882,0.069638225,0.050696854,0.031305768,0.046595855,0.045126608,0.04637322
fome21.mtx,67748,216350,465294,0.05968265,0.049848599,0.094166795,0.075193319,0.040482414,0.057884062,0.057589376,0.060751118
football.mtx,115,115,1226,0.018474567,0.014415135,0.018018812,0.028500692,0.015631275,0.023094819,0.023784581,0.024826609
ford1.mtx,18728,18728,101576,0.026642487,0.017950904,0.029205295,0.042676302,0.019373761,0.033518294,0.035558194,0.037839382
ford2.mtx,100196,100196,544688,0.033245244,0.031281253,0.058236834,0.06882383,0.035065732,0.046465249,0.050893846,0.057276798
fpga_dcop_01.mtx,1220,1220,5892,0.025024262,0.018144891,0.026111871,0.035860902,0.018402034,0.027525893,0.02849729,0.030951881
fpga_dcop_02.mtx,1220,1220,5892,0.025038512,0.018141595,0.026061859,0.035819589,0.018364838,0.027522357,0.028421959,0.030874759
fpga_dcop_03.mtx,1220,1220,5892,0.025146335,0.018206679,0.026106433,0.035849774,0.018353168,0.02755795,0.028472778,0.030915015
fpga_dcop_04.mtx,1220,1220,5884,0.025129566,0.018178083,0.026100708,0.036047516,0.018420888,0.027542819,0.028480293,0.030902793
fpga_dcop_05.mtx,1220,1220,5852,0.024980684,0.018078328,0.026035677,0.035953455,0.018424358,0.027512735,0.028495259,0.030961161
fpga_dcop_06.mtx,1220,1220,5860,0.024790801,0.018102511,0.025982375,0.035840321,0.018455966,0.02759556,0.028549088,0.030929195
fpga_dcop_07.mtx,1220,1220,5855,0.025242999,0.018424377,0.026172569,0.035807003,0.01841693,0.027535448,0.02841826,0.030870707
fpga_dcop_08.mtx,1220,1220,5888,0.025131569,0.018137907,0.026069073,0.036024571,0.018381532,0.02753158,0.028527132,0.030945417
fpga_dcop_09.mtx,1220,1220,5888,0.02512208,0.018141624,0.026063477,0.035812471,0.018357405,0.027478451,0.028463558,0.030934931
fpga_dcop_10.mtx,1220,1220,5884,0.025099659,0.0181461,0.025994623,0.035838495,0.018452314,0.027544624,0.028485877,0.030910099
fpga_dcop_11.mtx,1220,1220,5892,0.025127836,0.018243915,0.026070739,0.035814255,0.018470885,0.027501289,0.028420725,0.030942372
fpga_dcop_12.mtx,1220,1220,5892,0.025155675,0.01816321,0.026100824,0.035859047,0.018478416,0.027507067,0.028480416,0.030931975
fpga_dcop_13.mtx,1220,1220,5892,0.025019374,0.018225433,0.026149012,0.035872255,0.018427991,0.027537343,0.028514116,0.030923047
fpga_dcop_14.mtx,1220,1220,5892,0.025127246,0.018185494,0.026076566,0.035877388,0.018435487,0.027527822,0.028448307,0.03090253
fpga_dcop_15.mtx,1220,1220,5892,0.025170075,0.018137797,0.026083954,0.035886785,0.018407639,0.02753181,0.02859396,0.031306205
fpga_dcop_16.mtx,1220,1220,5892,0.025152132,0.018187571,0.026125533,0.035831025,0.018478329,0.027522614,0.028480347,0.030950824
fpga_dcop_17.mtx,1220,1220,5892,0.025169,0.018136095,0.026145299,0.035804896,0.018429922,0.027505141,0.028470714,0.030947247
fpga_dcop_18.mtx,1220,1220,5892,0.025124085,0.018154619,0.026031979,0.0358234,0.018431767,0.027503408,0.028476562,0.030904718
fpga_dcop_19.mtx,1220,1220,5892,0.025140755,0.018137909,0.026063473,0.035831025,0.018465328,0.027491665,0.028502598,0.03094164
fpga_dcop_20.mtx,1220,1220,5892,0.025505058,0.018147965,0.026074604,0.035825578,0.018472767,0.027518372,0.028468926,0.030935548
fpga_dcop_21.mtx,1220,1220,5892,0.025107277,0.018141651,0.026117426,0.0357975,0.01837572,0.027495771,0.028435127,0.030917692
fpga_dcop_22.mtx,1220,1220,5892,0.025180509,0.018123125,0.026116037,0.03578402,0.018411407,0.027557499,0.028529303,0.03089775
fpga_dcop_23.mtx,1220,1220,5892,0.025144725,0.018182463,0.026074662,0.035812513,0.018383489,0.027510984,0.028423879,0.030910474
fpga_dcop_24.mtx,1220,1220,5892,0.025084936,0.018129147,0.026093253,0.035799457,0.018368215,0.02755563,0.028648182,0.030949117
fpga_dcop_25.mtx,1220,1220,5892,0.025084456,0.018132969,0.026124896,0.035814037,0.018368645,0.027468852,0.028482137,0.030893375
fpga_dcop_26.mtx,1220,1220,5892,0.025146925,0.018212279,0.02611378,0.035829173,0.018469033,0.027525957,0.028442196,0.030994132
fpga_dcop_27.mtx,1220,1220,5892,0.025088568,0.018210449,0.026104351,0.035769683,0.01848114,0.027556017,0.028491434,0.030929215
fpga_dcop_28.mtx,1220,1220,5892,0.025151917,0.018161138,0.026102501,0.03586494,0.018488679,0.027529623,0.028487852,0.030966847
fpga_dcop_29.mtx,1220,1220,5892,0.025149931,0.018160215,0.026277529,0.035829173,0.018457953,0.027550412,0.028489643,0.030943184
fpga_dcop_30.mtx,1220,1220,5892,0.025037448,0.018158312,0.026074719,0.035909203,0.018411349,0.027524093,0.028447964,0.030941722
fpga_dcop_31.mtx,1220,1220,5892,0.025174377,0.018150928,0.02609909,0.035888643,0.018430066,0.02749019,0.028568727,0.031038379
fpga_dcop_32.mtx,1220,1220,5892,0.02506077,0.018151739,0.026119395,0.035831134,0.018437448,0.027522293,0.028437391,0.030901396
fpga_dcop_33.mtx,1220,1220,5892,0.025066367,0.018143411,0.026084243,0.035806963,0.018418803,0.027535412,0.028836765,0.030908528
fpga_dcop_34.mtx,1220,1220,5892,0.024969752,0.018158256,0.026054253,0.035797609,0.018446713,0.027468275,0.028442677,0.030918016
fpga_dcop_35.mtx,1220,1220,5892,0.025129604,0.018163938,0.026098801,0.035820024,0.018446742,0.027525957,0.028523571,0.031000737
fpga_dcop_36.mtx,1220,1220,5892,0.025192945,0.018166766,0.026130573,0.035834839,0.01846718,0.027512719,0.028463356,0.030886088
fpga_dcop_37.mtx,1220,1220,5892,0.025129497,0.018223432,0.026111986,0.035855446,0.018351881,0.027530137,0.028429502,0.030899208
fpga_dcop_38.mtx,1220,1220,5892,0.025163034,0.018188273,0.026076508,0.035799457,0.018383431,0.027503215,0.028455864,0.030861498
fpga_dcop_39.mtx,1220,1220,5892,0.025138878,0.018147155,0.026078412,0.035832877,0.01838716,0.02755228,0.028495223,0.030975149
fpga_dcop_40.mtx,1220,1220,5892,0.025045856,0.018151795,0.026142341,0.03584225,0.018389083,0.027588015,0.028517083,0.030976371
fpga_dcop_41.mtx,1220,1220,5892,0.025029099,0.018173182,0.026085917,0.03584792,0.018370105,0.027503151,0.02843897,0.030917935
fpga_dcop_42.mtx,1220,1220,5892,0.025077463,0.018167606,0.026061341,0.035799566,0.018409623,0.027463858,0.028433686,0.03128634
fpga_dcop_43.mtx,1220,1220,5892,0.025018418,0.018074895,0.026091635,0.035807072,0.018446655,0.027516637,0.02847092,0.030988997
fpga_dcop_44.mtx,1220,1220,5892,0.025138878,0.018139556,0.026093368,0.035855119,0.01849875,0.027508993,0.028440754,0.030911934
fpga_dcop_45.mtx,1220,1220,5892,0.025099523,0.018199115,0.02614965,0.035831134,0.018433526,0.027483971,0.028442951,0.030869016
