mtx,rows,cols,nnz,rocsparse_vector(ms),alphasparse_vector(ms),alphasparse_scalar(ms),alphasparse_merge(ms),alphasparse_lineenhance(ms),alphasparse_flat1(ms),alphasparse_flat4(ms),alphasparse_flat8(ms)
08blocks.mtx,300,300,592,0.030974493,0.020811362,0.025930225,0.028757408,0.017259978,0.025773869,0.028120176,0.030359753
1138_bus.mtx,1138,1138,4054,0.024182556,0.01749095,0.021885536,0.036210331,0.015797801,0.026142274,0.029147015,0.031985987
12month1.mtx,12471,872622,22624727,3.568304119,2.110671221,51.30800596,2.0303704,14.82263852,1.649160775,0.765947542,0.74787943
130bit.mtx,584,575,6120,0.026553453,0.014423961,0.025969342,0.034994125,0.016055891,0.025031699,0.025820061,0.026570169
145bit.mtx,1002,993,11315,0.033675746,0.014683754,0.03468465,0.036234437,0.016505574,0.025950853,0.026534685,0.026949524
162bit.mtx,3606,3597,37118,0.033288089,0.014857128,0.03094091,0.039797613,0.017652105,0.029903979,0.030517456,0.031561677
176bit.mtx,7441,7431,82270,0.034581292,0.01648881,0.034795084,0.040870121,0.018124553,0.032478754,0.033147804,0.033861186
192bit.mtx,13691,13682,154303,0.034843014,0.019218306,0.037124198,0.042419165,0.019586048,0.034588861,0.035279736,0.03655399
208bit.mtx,24430,24421,299756,0.036682035,0.025550709,0.051623552,0.047435492,0.024286738,0.041499429,0.042622529,0.044508658
2cubes_sphere.mtx,101492,101492,1647264,0.070387956,0.074576161,0.287399349,0.108692646,0.058935208,0.066112971,0.067698795,0.074627941
2D_27628_bjtcai.mtx,27628,27628,442898,0.050150744,0.0300715,0.09476453,0.046110342,0.030063703,0.043341297,0.041846953,0.043090566
2D_54019_highK.mtx,54019,54019,996414,0.123545357,0.107666942,0.582720566,0.07133923,0.14321813,0.102995271,0.064337751,0.060617876
333SP.mtx,3712815,3712815,22217266,1.012384139,0.92782963,2.331226525,1.521278957,0.863682254,0.928660853,0.993245369,1.091902817
3D_28984_Tetra.mtx,28984,28984,599170,0.231337446,0.211106959,1.273568413,0.062500332,0.586782723,0.106393945,0.059042027,0.052619423
3D_51448_3D.mtx,51448,51448,1056610,0.350453635,0.332151721,1.924885366,0.081549129,0.728433813,0.114768612,0.06837253,0.062889271
3Dspectralwave2.mtx,292008,292008,14322744,0.409371128,0.36424321,3.000383041,0.530088618,0.248677599,0.281687142,0.268764215,0.281581687
3Dspectralwave.mtx,680943,680943,33650589,0.865086982,0.83775396,7.22448885,1.19133403,0.624518824,0.611273543,0.588250336,0.618640551
3dtube.mtx,45330,45330,3213618,0.194523341,0.126256044,1.264810053,0.14182357,0.171264858,0.149471359,0.098229628,0.090739713
3elt_dual.mtx,9000,9000,26556,0.019997538,0.014756662,0.015986477,0.041282339,0.01643568,0.029779714,0.033325386,0.037208051
3elt.mtx,4720,4720,27444,0.025231535,0.015039477,0.020605754,0.040166056,0.016680905,0.029950971,0.031924509,0.033244521
494_bus.mtx,494,494,1666,0.022425177,0.015939914,0.017160309,0.030145935,0.015201423,0.024251423,0.027455052,0.03015139
598a.mtx,110971,110971,1483868,0.103262588,0.096168984,0.262247022,0.13530828,0.086573499,0.105393955,0.107031514,0.110508494
662_bus.mtx,662,662,2474,0.020864168,0.015924869,0.018369468,0.031003478,0.01529658,0.025234341,0.0281285,0.030994156
685_bus.mtx,685,685,3249,0.022884633,0.015219296,0.020149962,0.032324177,0.015483594,0.024949414,0.026818658,0.02913209
a0nsdsil.mtx,80016,80016,355034,0.627557383,0.605762898,1.547279011,0.051753484,0.79773241,0.105377476,0.058539347,0.052188737
a2nnsnsl.mtx,80016,80016,347222,0.622151267,0.603978316,1.543363225,0.052447985,0.79655795,0.105237507,0.058829943,0.05189616
a5esindl.mtx,60008,60008,255004,1.103435742,1.064943851,2.924089533,0.055040373,1.164481585,0.10209471,0.054528762,0.04683263
aa01.mtx,823,8904,72965,0.147152543,0.021876465,0.391728944,0.035973777,0.03945196,0.047629974,0.032339323,0.029798435
aa03.mtx,825,8627,70806,0.143776264,0.023402977,0.413845102,0.035996858,0.03932701,0.054528358,0.033321592,0.030263378
aa3.mtx,825,8627,70806,0.143999365,0.023344152,0.414021752,0.036130792,0.039260066,0.054418579,0.033330909,0.030240856
aa4.mtx,426,7195,52121,0.1771344,0.02284958,0.329128792,0.034808155,0.0440455,0.049807159,0.032382866,0.029337325
aa5.mtx,801,8308,65953,0.142620046,0.021906154,0.343820377,0.03592999,0.040681494,0.04801537,0.032288441,0.029649907
aa6.mtx,646,7292,51728,0.115319236,0.021652021,0.304974825,0.035904607,0.037157716,0.046852272,0.031838905,0.029446582
ABACUS_shell_hd.mtx,23412,23412,218484,0.033909424,0.020688049,0.033641617,0.044364895,0.020955465,0.035228883,0.036356387,0.037815175
ABACUS_shell_ld.mtx,23412,23412,218484,0.033719188,0.020739733,0.033658953,0.044288481,0.020877345,0.035227369,0.036259655,0.037623511
ABACUS_shell_md.mtx,23412,23412,218484,0.033961662,0.020648683,0.033516046,0.044221676,0.02088621,0.035317389,0.036341429,0.03775874
ABACUS_shell_ud.mtx,23412,23412,218484,0.033857442,0.02068067,0.033609942,0.044179108,0.020909726,0.035253999,0.036267251,0.03764206
abb313.mtx,313,176,1557,0.021029741,0.014555755,0.01601053,0.029260317,0.014746134,0.023865727,0.026056833,0.028164938
abtaha1.mtx,14596,209,51307,0.019750302,0.015020546,0.020888512,0.041412498,0.016816175,0.031472314,0.03681188,0.042925981
abtaha2.mtx,37932,331,137228,0.022402966,0.017478894,0.021862095,0.044713686,0.01979544,0.034914552,0.040525645,0.048087181
add20.mtx,2395,2395,17319,0.041935234,0.030574011,0.085603497,0.039641421,0.03288834,0.03517466,0.031880203,0.034481592
add32.mtx,4960,4960,23884,0.028250211,0.018038451,0.042089681,0.040145562,0.01770859,0.030829959,0.032755005,0.035274093
adder_dcop_01.mtx,1813,1813,11156,0.143482762,0.13195886,0.382382177,0.036855824,0.115454273,0.082244093,0.040277058,0.032987374
adder_dcop_02.mtx,1813,1813,11246,0.142618003,0.131955037,0.382653669,0.036909222,0.115344773,0.08847455,0.041654397,0.033762596
adder_dcop_03.mtx,1813,1813,11148,0.142841584,0.131833045,0.381421606,0.036922527,0.115241482,0.081761675,0.039992897,0.032935963
adder_dcop_04.mtx,1813,1813,11107,0.143159116,0.132207304,0.382182919,0.03679112,0.11544178,0.079372849,0.039390715,0.032586851
adder_dcop_05.mtx,1813,1813,11097,0.14321574,0.132292983,0.382226815,0.03687685,0.115424821,0.078598445,0.039292821,0.032658166
adder_dcop_06.mtx,1813,1813,11224,0.143332376,0.132155893,0.38263419,0.036928523,0.115330867,0.086769305,0.041516629,0.033747561
adder_dcop_07.mtx,1813,1813,11226,0.143503605,0.132070588,0.381505837,0.037002001,0.115193991,0.086909061,0.041421527,0.033699719
adder_dcop_08.mtx,1813,1813,11242,0.14296342,0.132213715,0.381705826,0.036979472,0.115177936,0.087981061,0.041918512,0.033875016
adder_dcop_09.mtx,1813,1813,11239,0.142806318,0.132134921,0.381746544,0.036848214,0.115360534,0.087764919,0.041609744,0.033779763
adder_dcop_10.mtx,1813,1813,11232,0.143122913,0.131828665,0.381988845,0.036865754,0.11538106,0.087185677,0.041643958,0.033786954
adder_dcop_11.mtx,1813,1813,11243,0.143002506,0.132047661,0.382122525,0.036904039,0.115321691,0.088081603,0.041781405,0.03386609
adder_dcop_12.mtx,1813,1813,11246,0.142638805,0.13195736,0.383580333,0.03702204,0.115310475,0.088355685,0.041816951,0.033823574
adder_dcop_13.mtx,1813,1813,11245,0.142264337,0.131954916,0.382704285,0.037002243,0.115266538,0.088227564,0.041865851,0.033901984
adder_dcop_14.mtx,1813,1813,11246,0.143199124,0.131726287,0.382738318,0.036985026,0.115022118,0.088204959,0.041773925,0.033897896
adder_dcop_15.mtx,1813,1813,11246,0.142798189,0.131824336,0.38254303,0.036847606,0.115390338,0.088292214,0.041777339,0.033905612
adder_dcop_16.mtx,1813,1813,11246,0.142770996,0.13173323,0.382062171,0.036966183,0.11512279,0.088213954,0.041783315,0.033915019
adder_dcop_17.mtx,1813,1813,11246,0.143261146,0.131799617,0.383031624,0.036986912,0.115273834,0.088358115,0.041764151,0.033888652
adder_dcop_18.mtx,1813,1813,11246,0.143097997,0.131900096,0.3826732,0.036904014,0.115227771,0.088195275,0.041869652,0.033941582
adder_dcop_19.mtx,1813,1813,11245,0.142647833,0.131997511,0.382041177,0.036859064,0.115374158,0.088031063,0.041931653,0.033835882
adder_dcop_20.mtx,1813,1813,11246,0.143146265,0.131934139,0.382484483,0.036916007,0.115300426,0.088188359,0.041867703,0.033840774
adder_dcop_21.mtx,1813,1813,11246,0.143472243,0.131846745,0.382796943,0.036970072,0.115054478,0.088087508,0.041882984,0.033768425
adder_dcop_22.mtx,1813,1813,11246,0.142662328,0.131951167,0.382855587,0.037056625,0.115204753,0.088382767,0.041855627,0.033873086
adder_dcop_23.mtx,1813,1813,11246,0.143003376,0.131886947,0.382282956,0.037025697,0.115154618,0.088229872,0.041854848,0.033806238
adder_dcop_24.mtx,1813,1813,11246,0.14307342,0.131771047,0.38254303,0.03694748,0.115220688,0.088376516,0.041982503,0.03390735
adder_dcop_25.mtx,1813,1813,11246,0.143089803,0.131803479,0.382744831,0.036954886,0.115303381,0.088291521,0.041827527,0.0339527
adder_dcop_26.mtx,1813,1813,11246,0.142685859,0.131830517,0.382959886,0.036902258,0.115143417,0.088263456,0.042016461,0.03382627
adder_dcop_27.mtx,1813,1813,11246,0.143027929,0.131855248,0.382256968,0.03688622,0.115232494,0.088267959,0.041834685,0.033894065
adder_dcop_28.mtx,1813,1813,11246,0.143323223,0.131901643,0.382484483,0.036848874,0.115202983,0.088294293,0.041813142,0.033790443
adder_dcop_29.mtx,1813,1813,11246,0.142570994,0.131844427,0.382686222,0.036855214,0.115079203,0.0880744,0.041758491,0.033873647
adder_dcop_30.mtx,1813,1813,11246,0.142965199,0.131741718,0.382985969,0.037043381,0.115094513,0.088236794,0.041733774,0.033938048
adder_dcop_31.mtx,1813,1813,11246,0.143361591,0.131927948,0.382146559,0.03694748,0.115189413,0.088282164,0.041766245,0.033999713
adder_dcop_32.mtx,1813,1813,11246,0.142761934,0.131761012,0.382523512,0.036960655,0.115277379,0.088502052,0.041846905,0.033862835
adder_dcop_33.mtx,1813,1813,11246,0.142977923,0.131794983,0.382640649,0.0369739,0.115088624,0.088129962,0.041798534,0.033756921
adder_dcop_34.mtx,1813,1813,11246,0.14331683,0.131880761,0.382959886,0.03705461,0.115045063,0.088303306,0.041969969,0.033845307
adder_dcop_35.mtx,1813,1813,11246,0.143229216,0.131828199,0.382088132,0.037056502,0.115321708,0.08817937,0.042015284,0.033901626
adder_dcop_36.mtx,1813,1813,11246,0.142648756,0.131780311,0.38254303,0.037060899,0.115125147,0.08827073,0.041790457,0.033881097
adder_dcop_37.mtx,1813,1813,11246,0.143088893,0.131830517,0.382569057,0.036824682,0.115289788,0.088237833,0.041792398,0.033778314
adder_dcop_38.mtx,1813,1813,11246,0.143404551,0.13192021,0.382966406,0.036947358,0.115155208,0.088255144,0.041830872,0.033937638
adder_dcop_39.mtx,1813,1813,11246,0.142684049,0.13183979,0.382192014,0.037071711,0.115260248,0.088349091,0.04180234,0.033774257
adder_dcop_40.mtx,1813,1813,11246,0.143087983,0.131849064,0.382549537,0.036981378,0.115280333,0.088314748,0.041863261,0.033949318
adder_dcop_41.mtx,1813,1813,11246,0.143224656,0.131710859,0.382601596,0.036863489,0.115079203,0.08818905,0.04175663,0.033837872
adder_dcop_42.mtx,1813,1813,11246,0.142693101,0.131837472,0.383031624,0.036996707,0.115261429,0.088233333,0.041878461,0.033913025
adder_dcop_43.mtx,1813,1813,11246,0.142800909,0.131995305,0.382295951,0.037009491,0.115223639,0.088512849,0.041863261,0.033862937
adder_dcop_44.mtx,1813,1813,11245,0.142689465,0.132085888,0.382021708,0.037000234,0.115223428,0.088312443,0.041869046,0.033942046
adder_dcop_45.mtx,1813,1813,11246,0.143265709,0.131992981,0.382114097,0.036966365,0.115504704,0.088342151,0.041831962,0.033895649
adder_dcop_46.mtx,1813,1813,11246,0.142616194,0.131903963,0.38254303,0.036960776,0.115383234,0.088223296,0.041916703,0.033887988
adder_dcop_47.mtx,1813,1813,11246,0.14307433,0.131937234,0.383573792,0.036975845,0.115671623,0.088124437,0.04182325,0.033886814
adder_dcop_48.mtx,1813,1813,11246,0.143362505,0.131981363,0.382230984,0.037035817,0.115255523,0.088319256,0.041924126,0.03395106
adder_dcop_49.mtx,1813,1813,11246,0.14268948,0.132013124,0.382042702,0.036975602,0.115481575,0.088309893,0.041752909,0.033868036
adder_dcop_50.mtx,1813,1813,11246,0.143027929,0.131924079,0.382569057,0.036985087,0.115324073,0.088228833,0.041865131,0.033846529
adder_dcop_51.mtx,1813,1813,11246,0.143262972,0.132020098,0.38346262,0.036865665,0.11524076,0.088152413,0.041822472,0.033783591
adder_dcop_52.mtx,1813,1813,11246,0.142997012,0.131918662,0.382224488,0.037015277,0.115298653,0.088301226,0.041830872,0.033882169
adder_dcop_53.mtx,1813,1813,11246,0.142761028,0.13186607,0.381938902,0.037113368,0.115326439,0.088170382,0.042057787,0.033747399
adder_dcop_54.mtx,1813,1813,11246,0.143023382,0.131977491,0.382380442,0.036836442,0.115403955,0.088118568,0.041797602,0.034142106
adder_dcop_55.mtx,1813,1813,11246,0.143329616,0.131888494,0.383691573,0.036947358,0.115442456,0.088483599,0.041720381,0.033751146
adder_dcop_56.mtx,1813,1813,11246,0.142551115,0.131883854,0.382237479,0.036966001,0.115291561,0.088231256,0.041747175,0.03380888
adder_dcop_57.mtx,1813,1813,11246,0.143098907,0.13192021,0.382211498,0.036970011,0.115344773,0.088369571,0.041804283,0.033897896
adder_dcop_58.mtx,1813,1813,11246,0.143403637,0.131924079,0.382588579,0.036928917,0.115198263,0.08818663,0.041730289,0.03372296
adder_dcop_59.mtx,1813,1813,11246,0.14272117,0.131867616,0.383508389,0.037020821,0.115491063,0.088028899,0.041694164,0.034148482
adder_dcop_60.mtx,1813,1813,11246,0.142949753,0.131927948,0.382101114,0.036870137,0.115166411,0.088097514,0.041760429,0.033811472
adder_dcop_61.mtx,1813,1813,11246,0.143249285,0.131873802,0.382023235,0.036966061,0.115385602,0.088266574,0.041783004,0.033888346
adder_dcop_62.mtx,1813,1813,11246,0.142966108,0.131803479,0.382517007,0.037009613,0.115394482,0.088273502,0.041855627,0.033909242
adder_dcop_63.mtx,1813,1813,11246,0.142665043,0.131941104,0.383560709,0.037007116,0.115209474,0.088289441,0.041663348,0.033764573
adder_dcop_64.mtx,1813,1813,11246,0.143171778,0.131864524,0.382101114,0.036864577,0.115171128,0.088204959,0.041751049,0.033932211
adder_dcop_65.mtx,1813,1813,11246,0.143379869,0.131930269,0.382049191,0.037014607,0.115392706,0.088403957,0.041773692,0.03380639
adder_dcop_66.mtx,1813,1813,11246,0.142617099,0.131951941,0.382549537,0.036856965,0.115369622,0.088298453,0.041822472,0.033899787
adder_dcop_67.mtx,1813,1813,11246,0.143084342,0.131876121,0.383495311,0.037066701,0.115317569,0.088243718,0.041843246,0.033949215
adder_dcop_68.mtx,1813,1813,11246,0.143201859,0.131866843,0.382120589,0.03702076,0.115171128,0.088344233,0.041803661,0.033855954
adder_dcop_69.mtx,1813,1813,11246,0.142674093,0.131970522,0.382120589,0.036966365,0.115403955,0.088412992,0.041895934,0.03380451
adder_trans_01.mtx,1814,1814,14579,0.105028456,0.088501861,0.400027439,0.036726345,0.117031311,0.089459555,0.041869675,0.033878376
adder_trans_02.mtx,1814,1814,14579,0.105128427,0.088560191,0.400466969,0.036695146,0.117420124,0.089267837,0.041877493,0.033878769
adjnoun.mtx,112,112,850,0.021850338,0.019234903,0.027677379,0.028021362,0.01839568,0.025468928,0.024637324,0.025420561
af_0_k101.mtx,503625,503625,17550675,0.445315721,0.520289032,3.5221024,0.562213823,0.304601603,0.323289785,0.314589128,0.340070596
af_1_k101.mtx,503625,503625,17550675,0.445290227,0.521033978,3.524571999,0.562625738,0.304649721,0.324006798,0.314944147,0.339923526
af23560.mtx,23560,23560,484256,0.052339453,0.028106294,0.084127146,0.046752722,0.027513377,0.040851236,0.042087917,0.043189083
af_2_k101.mtx,503625,503625,17550675,0.445106313,0.520402577,3.523145624,0.562028311,0.304120579,0.323298819,0.314655675,0.340050744
af_3_k101.mtx,503625,503625,17550675,0.446088401,0.520921,3.521768104,0.561898773,0.3042182,0.324318524,0.314676947,0.340012781
af_4_k101.mtx,503625,503625,17550675,0.445941211,0.520455463,3.520831992,0.562159492,0.304339641,0.323768396,0.314586382,0.340230569
af_5_k101.mtx,503625,503625,17550675,0.445729199,0.520396721,3.521756091,0.562106586,0.30426122,0.324133268,0.314759966,0.340131674
af_shell10.mtx,1508065,1508065,52672325,1.298040776,1.53897963,10.6222676,1.539731647,0.885155177,0.924043528,0.905808945,0.97653551
af_shell1.mtx,504855,504855,17588875,0.444562241,0.521136874,3.521856832,0.559760882,0.304598801,0.327130272,0.315121479,0.340048776
af_shell2.mtx,504855,504855,17588875,0.444733443,0.520837729,3.520422358,0.560292223,0.304991028,0.32520913,0.314946438,0.339575949
af_shell3.mtx,504855,504855,17588875,0.444840623,0.521194659,3.521153547,0.559970803,0.304716597,0.326002159,0.315150264,0.339737374
af_shell4.mtx,504855,504855,17588875,0.445206992,0.520621427,3.520356125,0.559972319,0.305133248,0.325769162,0.315168266,0.339706344
af_shell5.mtx,504855,504855,17588875,0.443899642,0.520617005,3.519750284,0.559985324,0.304680988,0.325703149,0.314997292,0.339861034
af_shell6.mtx,504855,504855,17588875,0.44411556,0.521378439,3.521403102,0.560149974,0.305035789,0.325117182,0.314944549,0.339637415
af_shell7.mtx,504855,504855,17588875,0.445416948,0.520656364,3.521353752,0.560090559,0.305211659,0.326205135,0.315164231,0.340272877
af_shell8.mtx,504855,504855,17588875,0.445235679,0.521607296,3.532165395,0.559452545,0.304328489,0.325876331,0.315288336,0.339922381
af_shell9.mtx,504855,504855,17588875,0.443859702,0.520810617,3.521356924,0.559497186,0.304974878,0.326868536,0.31511801,0.340101397
aft01.mtx,8205,8205,125567,0.037215408,0.016935174,0.043475687,0.04074094,0.021268082,0.032852792,0.033223582,0.033993268
aft02.mtx,8184,8184,127762,0.042621523,0.021362872,0.070601075,0.040661141,0.033360642,0.035021998,0.032911225,0.033995869
air02.mtx,50,6774,61555,0.148416855,0.093825617,1.811586739,0.032987117,0.428726149,0.089219972,0.04130145,0.032975816
air03.mtx,124,10757,91028,0.210236039,0.099598991,2.071855333,0.034540199,0.554349084,0.089896562,0.042090583,0.033945412
air04.mtx,823,8904,72965,0.147110859,0.021969383,0.391102178,0.035997736,0.039495204,0.047549551,0.032357358,0.029783335
air05.mtx,426,7195,52121,0.177315484,0.023019025,0.328851565,0.034697069,0.043978937,0.049850103,0.032359494,0.029295425
air06.mtx,825,8627,70806,0.143891237,0.02343235,0.414030225,0.036033423,0.039220118,0.054421528,0.033404721,0.030236956
aircraft.mtx,3754,7517,20267,0.024958591,0.014717544,0.020035698,0.037243397,0.016660953,0.029178322,0.031460238,0.032794313
airfoil1_dual.mtx,8034,8034,23626,0.019772085,0.014743775,0.015997952,0.040739048,0.016407583,0.029867917,0.033623132,0.037416065
airfoil1.mtx,4253,4253,24578,0.024746324,0.014613804,0.020413231,0.039666375,0.016474438,0.029416323,0.031159868,0.032600514
airfoil_2d.mtx,14214,14214,259688,0.052518045,0.023396779,0.061094764,0.044542384,0.022475895,0.035435628,0.036038419,0.036193702
ak2010.mtx,45292,45292,217098,0.075085769,0.060519685,0.14989638,0.046363685,0.054069684,0.06087367,0.042521866,0.044107976
al2010.mtx,252266,252266,1230482,0.087522474,0.074300312,0.132702313,0.120115092,0.064408349,0.080143363,0.084231499,0.095437949
Alemdar.mtx,6245,6245,42581,0.026924175,0.015642268,0.024572253,0.040982794,0.016959403,0.030259423,0.03230596,0.033544815
amazon0302.mtx,262111,262111,1234877,0.079236474,0.07392576,0.10674444,0.137620316,0.062683571,0.088625684,0.095407019,0.106458539
amazon0312.mtx,400727,400727,3200440,0.220619641,0.220289721,0.419941927,0.259301318,0.220799716,0.225326323,0.225208134,0.224201446
amazon0505.mtx,410236,410236,3356824,0.220635046,0.220750011,0.448502781,0.269388524,0.220890725,0.22483717,0.22387787,0.223685483
amazon0601.mtx,403394,403394,3387388,0.22020911,0.220529168,0.457932739,0.273357794,0.219896825,0.225014016,0.224797105,0.223989555
amazon-2008.mtx,735323,735323,5158388,0.220016587,0.220037605,0.661304876,0.303391355,0.22002112,0.223499165,0.224795492,0.224201009
Andrews.mtx,60000,60000,760154,0.066155458,0.060354543,0.130635444,0.086826715,0.055440414,0.073259244,0.073790412,0.076157342
apache1.mtx,80800,80800,542184,0.029874684,0.027720052,0.046870585,0.064964737,0.027495921,0.044247628,0.049505551,0.054043335
apache2.mtx,715176,715176,4817870,0.220853436,0.219721739,0.380119183,0.22786944,0.221131746,0.223647816,0.224418699,0.224185478
appu.mtx,14000,14000,1853104,0.219843375,0.085641375,0.614421347,0.130564433,0.102440832,0.12856362,0.115788591,0.113949334
ar2010.mtx,186211,186211,904310,0.06585173,0.053845641,0.098338363,0.099471579,0.047865859,0.061892859,0.067210017,0.07718955
arc130.mtx,130,130,1282,0.025980079,0.020479233,0.052178514,0.027651062,0.02417021,0.030648227,0.026056116,0.025595208
as-22july06.mtx,22963,22963,96872,0.359187608,0.344346237,1.084738171,0.04336022,1.136248475,0.097420722,0.049762098,0.046684064
AS365.mtx,3799275,3799275,22736152,1.461573932,1.367115007,3.347808651,1.868126638,1.303296531,1.380446587,1.406100528,1.444993135
as-735.mtx,7716,7716,26467,0.304054132,0.276302328,0.504315848,0.041003245,0.127293539,0.086980098,0.044482278,0.041881345
as-caida.mtx,31379,31379,106762,0.624342832,0.578018283,1.037415644,0.044400389,0.249676101,0.098403236,0.050410022,0.049588623
ash219.mtx,219,85,438,0.016332314,0.014036437,0.013919344,0.028168108,0.014343021,0.022586051,0.024162851,0.026485261
ash292.mtx,292,292,2208,0.022822413,0.015417057,0.019556437,0.029877607,0.015515697,0.024770858,0.026176179,0.027632468
ash331.mtx,331,104,662,0.018338204,0.013893553,0.014282786,0.028136688,0.014523755,0.023546987,0.027347461,0.030976557
ash608.mtx,608,188,1216,0.018172308,0.014045869,0.014799399,0.029610149,0.014610907,0.024547556,0.029777647,0.035338051
ash85.mtx,85,85,523,0.017316447,0.014738622,0.016226362,0.02782803,0.015012774,0.022836433,0.023796524,0.024797307
ash958.mtx,958,292,1916,0.01857183,0.014102026,0.015496916,0.031646406,0.014847016,0.024417753,0.029647281,0.035105399
asia_osm.mtx,11950757,11950757,25423206,0.868587378,0.856176237,0.930859432,2.302576663,1.005229917,1.004349089,1.309305441,1.867593725
ASIC_100k.mtx,99340,99340,954163,7.929387323,7.792807177,29.76643269,0.194230448,14.42150765,0.134089399,0.086465237,0.080660751
ASIC_100ks.mtx,99190,99190,578890,0.06736269,0.060214721,0.145453878,0.069567422,0.064701354,0.057120456,0.052859382,0.058089808
ASIC_320k.mtx,321821,321821,2635364,13.49334002,13.34817723,57.54635281,0.266171242,15.86985505,0.224735405,0.225339756,0.224882293
ASIC_320ks.mtx,321671,321671,1827807,0.221309888,0.220807306,0.376685099,0.224384366,0.219995317,0.223963336,0.089452461,0.224436385
ASIC_680k.mtx,682862,682862,3871773,41.78044556,40.61335851,114.1307924,0.676420068,30.71044272,0.228698933,0.225645832,0.224964408
ASIC_680ks.mtx,682712,682712,2329176,0.24339851,0.221367633,0.278809705,0.22534228,0.222049488,0.225374365,0.224205059,0.224442451
as-Skitter.mtx,1696415,1696415,22190596,3.395570682,3.256420288,19.2749596,1.196132451,31.83124585,0.833157048,0.699748493,0.750296907
astro-ph.mtx,16706,16706,242502,0.075323929,0.043006626,0.215299548,0.044689153,0.072661658,0.056667793,0.04160793,0.042072964
atmosmodd.mtx,1270432,1270432,8814880,0.222942821,0.22149147,0.708272547,0.367723031,0.22160991,0.223695684,0.256863656,0.314447874
atmosmodj.mtx,1270432,1270432,8814880,0.228066791,0.223423575,0.707619715,0.367458515,0.22044336,0.224213626,0.258324499,0.314760486
atmosmodl.mtx,1489752,1489752,10319760,0.249042329,0.237820529,0.804860472,0.419411549,0.25170663,0.246607959,0.295723468,0.362844512
atmosmodm.mtx,1489752,1489752,10319760,0.250173001,0.238466682,0.79882944,0.419564402,0.251480391,0.247277106,0.296936361,0.364174933
aug2dc.mtx,30200,30200,80000,0.020317507,0.016244318,0.022314682,0.04399858,0.019138429,0.033370987,0.039095191,0.045905186
aug2d.mtx,29008,29008,76832,0.020294799,0.016092524,0.022263695,0.04384207,0.018884977,0.033751122,0.038731927,0.044152858
aug3dcqp.mtx,35543,35543,128115,0.023322928,0.018428205,0.022643883,0.044781456,0.020217624,0.033689105,0.039009761,0.044529879
aug3d.mtx,24300,24300,69984,0.02035265,0.016251693,0.021512681,0.043320804,0.018495306,0.033633517,0.038752569,0.04537518
auto.mtx,448695,448695,6629222,0.371362964,0.345920671,1.27515213,0.421962848,0.299858231,0.319023898,0.323654102,0.335559829
av41092.mtx,41092,41092,1683902,0.223061179,0.088513429,1.500943046,0.102974743,0.371252575,0.145391497,0.077391586,0.069023857
az2010.mtx,241666,241666,1196094,0.098861945,0.081228458,0.157238303,#VALUE!,0.066074967,0.0861063,0.089645711,0.100140001
b1_ss.mtx,7,7,15,0.016429354,0.013844024,0.013805798,0.025839793,0.013959981,0.01984127,0.0199071,0.019933555
b2_ss.mtx,1089,1089,4228,0.022693117,0.016432244,0.020161223,0.036259166,0.015447824,0.026214628,0.028765134,0.031745555
barrier2-10.mtx,115625,115625,3897557,0.338488399,0.298054267,3.931906132,0.177343467,0.157051438,0.127712353,0.107506868,0.111130235
barrier2-11.mtx,115625,115625,3897557,0.33965702,0.298194372,3.936864625,0.177491526,0.15695688,0.127749642,0.107895,0.11122203
barrier2-12.mtx,115625,115625,3897557,0.340128592,0.298239015,3.938656885,0.177244366,0.157161321,0.127884779,0.107229132,0.110963147
barrier2-1.mtx,113076,113076,3805068,0.30417766,0.254148321,3.448449992,0.174548871,0.139979477,0.126152179,0.10600712,0.109546824
barrier2-2.mtx,113076,113076,3805068,0.304052472,0.254443921,3.451576517,0.174773256,0.139686971,0.126223837,0.105574925,0.109494999
barrier2-3.mtx,113076,113076,3805068,0.304802305,0.254197567,3.444801995,0.174780582,0.139472808,0.126073206,0.105464544,0.109172465
barrier2-4.mtx,113076,113076,3805068,0.303526306,0.254029127,3.44703171,0.17480577,0.139701013,0.126277986,0.105688162,0.109409805
barrier2-9.mtx,115625,115625,3897557,0.342520858,0.298069471,3.935107766,0.177313196,0.156994484,0.127993176,0.107575058,0.111105373
barth4.mtx,6019,6019,40965,0.025904115,0.015534531,0.022427061,0.040354338,0.016786248,0.030490108,0.032345007,0.03402297
barth5.mtx,15606,15606,107362,0.025324329,0.017152941,0.023361024,0.042234857,0.017742273,0.033243049,0.035071564,0.036337323
barth.mtx,6691,6691,46187,0.027462519,0.016563082,0.025418617,0.040766574,0.016981954,0.031121847,0.033329653,0.03443969
bas1lp.mtx,5411,9825,587775,0.184764602,0.030754303,0.584509056,0.055668733,0.098716538,0.065401501,0.046493244,0.043196577
Baumann.mtx,112211,112211,760631,0.033617955,0.03288012,0.064164897,0.069334028,0.032140015,0.048897074,0.054732192,0.059261513
bauru5727.mtx,40366,40366,145019,0.037336952,0.026193369,0.041604143,0.045349956,0.023697977,0.03590351,0.039587152,0.044250979
baxter.mtx,27441,30733,111576,0.491941404,0.474818766,1.105961184,0.04306793,0.915198766,0.097108655,0.049203653,0.046689715
bayer01.mtx,57735,57735,277774,0.035425423,0.024984871,0.036166938,0.049026444,0.025357741,0.039571192,0.04375857,0.048592747
