Matrix,row,col,nnz,Alphasparse_w_time_buf_s (ms),Alphasparse_w_time_anly_s (ms),Alphasparse_w_time_solv_s (ms),Alphasparse_w_time_totl_s (ms),Alphasparse_wo_time_buf_s (ms),Alphasparse_wo_time_anly_s (ms),Alphasparse_wo_time_solv_s (ms),Alphasparse_wo_time_totl_s (ms),cusparse_time_buf_s (ms),cusparse_time_anly_s (ms),cusparse_time_solv_s (ms),cusparse_time_totl_s (ms),Alphasparse_w_time_buf_d (ms),Alphasparse_w_time_anly_d (ms),Alphasparse_w_time_solv_d(ms),Alphasparse_w_time_totl_d (ms),Alphasparse_wo_time_buf_d (ms),Alphasparse_wo_time_anly_d (ms),Alphasparse_wo_time_solv_d (ms),Alphasparse_wo_time_totl_d (ms),cusparse_time_buf_d (ms),cusparse_time_anly_d (ms),cusparse_time_solv_d (ms),cusparse_time_totl_d (ms)
rw136.mtx,136,136,615,0.005632,22.8245,0.0748288,22.905,0.003136,0.006816,0.0968864,0.106838,0.005792,23.2068,0.0741888,23.2868,0.006592,19.4504,0.0949568,19.552,0.003168,0.010272,0.0868928,0.100333,0.006944,22.7701,0.0817568,22.8588
rw496.mtx,496,496,2355,0.006752,18.5083,0.108832,18.6238,0.003168,0.007008,0.174394,0.18457,0.005888,23.4609,0.124611,23.5914,0.00672,19.388,0.141834,19.5365,0.003296,0.006688,0.165338,0.175322,0.006368,22.8533,0.114522,22.9742
rw5151.mtx,5151,5151,25350,0.005792,18.9522,0.342925,19.3009,0.003168,0.010784,0.564525,0.578477,0.005408,23.5804,0.425232,24.011,0.007552,19.6823,0.390778,20.0806,0.002688,0.006784,0.472947,0.482419,0.006464,24.0275,0.394118,24.4281
S10PI_n1.mtx,528,528,1594,0.005984,18.7324,0.094176,18.8325,0.002784,0.006816,0.086448,0.096048,0.005952,23.3604,0.116541,23.4829,0.007456,20.2429,0.107856,20.3582,0.002688,0.0064,0.100451,0.109539,0.006784,23.2836,0.102739,23.3931
S10PI_n.mtx,682,682,2060,0.00576,18.5551,0.0409824,18.6018,0.00272,0.006688,0.0519716,0.0613796,0.005792,24.6164,0.0587616,24.681,0.010464,19.9524,0.0484608,20.0113,0.00288,0.005792,0.050736,0.059408,0.00704,22.7921,0.0543904,22.8535
s1rmq4m1.mtx,5489,5489,281111,0.007648,18.3773,0.722208,19.1071,0.00256,0.0072,0.991616,1.00138,0.005376,27.3882,0.900474,28.294,0.00784,19.9391,0.887795,20.8347,0.00272,0.007392,1.15031,1.16043,0.00624,27.2277,0.867875,28.1019
s1rmt3m1.mtx,5489,5489,219521,0.007136,19.0642,0.48049,19.5518,0.00256,0.007712,0.695901,0.706173,0.005984,25.8985,0.611411,26.5159,0.008384,20.1467,0.585146,20.7402,0.003104,0.007456,0.755814,0.766374,0.006496,24.9899,0.589837,25.5862
S20PI_n1.mtx,1028,1028,3094,0.005792,18.98,0.163853,19.1496,0.00272,0.006528,0.168979,0.178227,0.005888,23.0967,0.175002,23.2776,0.007008,20.3956,0.180099,20.5827,0.002688,0.006912,0.162397,0.171997,0.006464,23.2659,0.17503,23.4474
S20PI_n.mtx,1182,1182,3578,0.005728,20.3065,0.070528,20.3828,0.002656,0.006816,0.0788544,0.0883264,0.006112,23.1886,0.0819008,23.2766,0.007392,19.7476,0.0761408,19.8311,0.00256,0.006528,0.0767936,0.0858816,0.00688,23.1396,0.0835072,23.23
s2rmq4m1.mtx,5489,5489,281111,0.006912,18.6769,0.748368,19.4322,0.002656,0.00784,1.03917,1.04967,0.005472,26.9355,0.812102,27.7531,0.008608,19.0507,0.774598,19.8339,0.002528,0.007584,1.06449,1.0746,0.006368,27.6686,0.857018,28.532
s2rmt3m1.mtx,5489,5489,219521,0.00656,19.1454,0.474634,19.6266,0.002528,0.007616,0.68329,0.693434,0.005216,25.661,0.559626,26.2258,0.008032,20.0562,0.511542,20.5758,0.002624,0.006912,0.746829,0.756365,0.006464,25.3382,0.590973,25.9356
s3dkq4m2.mtx,90449,90449,4820891,0.003808,24.2588,4.64251,28.9051,0.00448,0.008992,9.73943,9.7529,0.005824,51.0436,5.88081,56.9302,0.131488,24.6736,5.1671,29.9722,0.003488,0.008128,8.08082,8.09244,0.003968,54.2,6.65818,60.8621
s3dkt3m2.mtx,90449,90449,3753461,0.00448,26.141,3.58991,29.7354,0.003264,0.007744,4.33551,4.34652,0.005216,42.6444,4.58886,47.2385,1.45267,24.225,3.13744,28.8151,0.004416,0.008,6.94268,6.95509,0.004512,42.2674,4.86714,47.139
s3rmq4m1.mtx,5489,5489,281111,0.00736,18.4068,0.877603,19.2917,0.003072,0.00768,1.21884,1.22959,0.005504,29.7538,1.34214,31.1014,0.008448,19.51,1.02143,20.5399,0.003456,0.007104,1.55344,1.564,0.006496,29.7089,1.46914,31.1846
s3rmt3m1.mtx,5489,5489,219521,0.006592,19.1902,0.502816,19.6996,0.00304,0.006848,0.855312,0.8652,0.005312,26.773,0.821923,27.6003,0.00832,19.307,0.676195,19.9915,0.003456,0.00656,1.09024,1.10025,0.006112,25.7161,0.759088,26.4813
s3rmt3m3.mtx,5357,5357,207695,0.006912,19.2714,1.52531,20.8036,0.00272,0.010944,1.63931,1.65297,0.005888,33.9956,1.93433,35.9358,0.008352,19.4008,1.58897,20.9981,0.003392,0.0072,2.41941,2.43,0.006048,32.034,1.63796,33.678
S40PI_n1.mtx,2028,2028,6094,0.00592,18.8013,0.326042,19.1332,0.002752,0.00672,0.312282,0.321754,0.00656,24.3963,0.466464,24.8693,0.007456,21.0961,0.336883,21.4404,0.0032,0.006336,0.395718,0.405254,0.006432,24.4047,0.39185,24.803
S40PI_n.mtx,2182,2182,6578,0.005312,18.7587,0.113654,18.8777,0.002688,0.007264,0.132614,0.142566,0.00528,23.6144,0.22255,23.8422,0.006912,19.1887,0.126736,19.3223,0.0032,0.007136,0.171981,0.182317,0.006432,23.1296,0.15591,23.292
s4dkt3m2.mtx,90449,90449,3753461,0.005056,22.6302,1.98505,24.6203,0.002688,0.007584,3.48863,3.4989,0.004768,39.6768,3.72735,43.409,0.107296,25.1371,2.18717,27.4316,0.002976,0.007872,4.60715,4.618,0.002688,32.992,2.74495,35.7396
S80PI_n1.mtx,4028,4028,12094,0.006272,20.346,0.649158,21.0014,0.00272,0.006816,0.605539,0.615075,0.005792,25.4041,0.823146,26.233,0.008,19.8743,0.83953,20.7218,0.002688,0.010176,0.633856,0.64672,0.00688,25.4317,0.817411,26.256
S80PI_n.mtx,4182,4182,12578,0.006144,18.6864,0.243722,18.9363,0.002944,0.007616,0.293258,0.303818,0.00608,23.6846,0.287987,23.9787,0.007776,19.7494,0.32032,20.0775,0.002688,0.007616,0.272746,0.28305,0.0064,23.4695,0.349037,23.8249
Sandi_authors.mtx,86,86,334,0.006272,18.329,0.021456,18.3567,0.002688,0.006816,0.0319538,0.0414578,0.006336,22.5765,0.0218944,22.6047,0.007648,19.5996,0.02184,19.6291,0.002656,0.006176,0.03224,0.041072,0.0064,22.6583,0.0239008,22.6886
saylr1.mtx,238,238,1128,0.00656,19.9927,0.0531648,20.0524,0.002688,0.007104,0.0736256,0.0834176,0.005632,23.0737,0.0559008,23.1353,0.007168,19.9276,0.0595968,19.9944,0.002752,0.005984,0.0931104,0.101846,0.006944,23.0639,0.0580064,23.1289
saylr3.mtx,1000,1000,3750,0.006528,18.9847,0.0524288,19.0436,0.002688,0.00672,0.0896096,0.0990176,0.006016,22.699,0.0562496,22.7613,0.007712,19.1914,0.057888,19.257,0.002496,0.006944,0.0870464,0.0964864,0.006688,22.8464,0.060516,22.9136
saylr4.mtx,3564,3564,22316,0.00688,18.7556,0.0962752,18.8588,0.002688,0.0104,0.184538,0.197626,0.005408,23.1498,0.103395,23.2586,0.00704,19.9001,0.0978784,20.005,0.002464,0.006848,0.164464,0.173776,0.00608,23.3396,0.107216,23.4529
sc2010.mtx,181908,181908,1075068,0.096992,18.5904,0.414154,19.1015,0.00304,0.007584,0.133587,0.144211,0.002784,22.362,0.0698048,22.4346,0.13664,19.645,0.42359,20.2052,0.002752,0.008608,0.111795,0.123155,0.006464,22.8298,0.0723584,22.9086
SciMet.mtx,3084,3084,13496,0.006784,18.8385,0.0309056,18.8762,0.002848,0.007296,0.0210144,0.0311584,0.006208,22.5631,0.0214016,22.5907,0.008288,20.0617,0.0200032,20.09,0.003488,0.007552,0.0264416,0.0374816,0.00784,22.647,0.0147968,22.6696
scircuit.mtx,170998,170998,959020,0.097984,21.3076,2.33771,23.7432,0.0032,0.007616,2.47591,2.48672,0.003008,29.8952,2.20374,32.102,0.12848,21.3436,2.1325,23.6046,0.0032,0.009568,2.67382,2.68659,0.006496,33.5195,3.20556,36.7316
sd2010.mtx,88360,88360,499082,0.00448,18.3215,0.361315,18.6873,0.003872,0.00816,0.125296,0.137328,0.006208,22.7738,0.0627392,22.8428,0.102336,19.3642,0.384269,19.8508,0.00384,0.008672,0.1328,0.145312,0.004224,23.7591,0.0792747,23.8426
se.mtx,32768,32768,131068,0.00784,20.1286,0.182422,20.3189,0.003744,0.007936,0.115402,0.127082,0.005952,22.8799,0.079664,22.9656,0.004608,19.8617,0.214374,20.0807,0.00384,0.0072,0.16921,0.18025,0.006656,23.3413,0.0848288,23.4328
Serena.mtx,1391349,1391349,64531701,0.190592,51.5683,10.7789,62.5378,0.003904,0.008576,15.1795,15.192,0.006208,137.508,9.54436,147.058,0.211904,49.3443,12.1575,61.7137,0.0032,0.009056,15.2564,15.2687,0.008224,118.503,14.053,132.564
shallow_water1.mtx,81920,81920,327680,0.003168,23.7733,1.31439,25.0909,0.002752,0.00816,1.4268,1.43772,0.005632,26.8439,1.84393,28.6935,0.171392,20.6502,1.45953,22.2812,0.002656,0.00816,1.50927,1.52009,0.0032,26.694,1.94431,28.6415
shallow_water2.mtx,81920,81920,327680,0.003168,24.2888,1.31373,25.6057,0.002688,0.007808,1.42678,1.43727,0.005728,28.2948,2.50576,30.8062,0.173792,22.0562,1.71997,23.9499,0.002688,0.007328,1.51322,1.52323,0.002656,26.8031,1.94619,28.7519
shar_te2-b3.mtx,200200,200200,1000999,0.105568,23.5856,0.473882,24.1651,0.003872,0.00752,0.0570016,0.0683936,0.003264,22.4686,0.046576,22.5184,0.13024,19.4131,0.709318,20.2527,0.00384,0.007328,0.0592096,0.0703776,0.004864,22.3627,0.0641408,22.4317
sherman1.mtx,1000,1000,3750,0.006144,18.601,0.0626496,18.6698,0.003776,0.007008,0.123584,0.134368,0.005536,23.1707,0.0659776,23.2422,0.006752,19.9403,0.0764096,20.0234,0.003552,0.010336,0.131232,0.14512,0.00624,22.8218,0.0665344,22.8946
sherman2.mtx,1080,1080,23094,0.005952,18.51,0.09096,18.6069,0.003168,0.00752,0.233718,0.244406,0.006432,23.0852,0.119232,23.2108,0.007904,19.9913,0.141885,20.1411,0.003072,0.007296,0.232918,0.243286,0.005856,24.8358,0.124665,24.9663
sherman3.mtx,5005,5005,20033,0.006208,18.5691,0.0887744,18.664,0.003008,0.012064,0.173395,0.188467,0.005376,22.8699,0.108492,22.9837,0.00784,19.7476,0.116896,19.8724,0.00256,0.006752,0.143181,0.152493,0.005952,23.2003,0.114074,23.3203
sherman4.mtx,1104,1104,3786,0.006528,18.5156,0.043616,18.5657,0.002688,0.006848,0.0685792,0.0781152,0.006016,22.9888,0.048256,23.043,0.006912,19.6672,0.0547392,19.7289,0.002592,0.0064,0.0763136,0.0853056,0.006944,23.043,0.0535168,23.1035
sherman5.mtx,3312,3312,20793,0.006368,18.4674,0.0707264,18.5445,0.002528,0.01008,0.145146,0.157754,0.005248,23.2095,0.0828128,23.2976,0.007712,19.2581,0.080592,19.3464,0.002656,0.006848,0.156262,0.165766,0.006112,23.164,0.0836224,23.2537
shermanACa.mtx,3432,3432,25220,0.006432,18.318,0.0583904,18.3828,0.002528,0.007808,0.086784,0.09712,0.0056,23.3744,0.0818596,23.4619,0.006816,20.1468,0.0599616,20.2136,0.002464,0.007104,0.0802144,0.0897824,0.006016,23.3237,0.071584,23.4013
shermanACb.mtx,18510,18510,145149,0.007296,18.9596,0.113546,19.0804,0.002752,0.007808,0.762592,0.773152,0.005472,24.3579,0.108718,24.4721,0.007968,22.0139,0.0989184,22.1208,0.00272,0.006848,0.760122,0.76969,0.006368,23.7479,0.0877333,23.842
shermanACd.mtx,6136,6136,53329,0.006976,20.2912,0.0794464,20.3776,0.002624,0.00848,0.243949,0.255053,0.005408,23.862,0.104218,23.9716,0.007552,19.8836,0.0722336,19.9634,0.002592,0.006496,0.230112,0.2392,0.00608,23.6478,0.0806436,23.7345
ship_001.mtx,34920,34920,4644230,0.006784,35.9421,10.5009,46.4498,0.004416,0.007136,11.0205,11.0321,0.005344,176.457,11.7384,188.201,0.0088,29.2196,10.7887,40.0171,0.003872,0.008096,14.041,14.053,0.006464,191.7,8.23324,199.94
ship_003.mtx,121728,121728,8086034,0.00448,26.5658,10.3398,36.9101,0.003264,0.007264,10.1387,10.1492,0.00448,120.233,13.1551,133.392,0.107968,27.0039,10.2984,37.4102,0.00368,0.007456,12.54,12.5511,0.00448,125.442,14.1672,139.613
shipsec1.mtx,140874,140874,7813404,0.101632,22.1536,3.97481,26.23,0.003456,0.00832,5.68582,5.6976,0.00448,65.5066,6.47405,71.9851,0.11168,22.9788,5.20265,28.2931,0.004224,0.008544,7.50539,7.51816,0.004576,60.0434,5.71517,65.7631
shipsec5.mtx,179860,179860,10113096,0.0944,25.3307,5.51846,30.9436,0.00336,0.006048,7.53935,7.54876,0.004224,76.8273,7.75608,84.5876,0.119328,29.8072,6.2494,36.1759,0.004448,0.006272,11.3148,11.3255,0.007136,78.6952,7.54372,86.246
shipsec8.mtx,114919,114919,6653399,0.00464,23.9443,7.21713,31.166,0.003296,0.008032,7.29699,7.30832,0.004192,82.0558,8.57909,90.6391,0.112416,23.7106,5.81443,29.6374,0.00384,0.007648,9.36109,9.37258,0.004224,84.2237,9.36092,93.5889
shl_0.mtx,663,663,2345,0.00592,19.8018,0.0179296,19.8256,0.002688,0.006624,0.0165504,0.0258624,0.005408,22.5091,0.0144384,22.5289,0.007424,19.6636,0.0160608,19.6871,0.002496,0.00624,0.0160032,0.0247392,0.006816,23.0398,0.0156512,23.0623
shl_200.mtx,663,663,2383,0.006176,18.4395,0.015968,18.4617,0.002688,0.007008,0.0189504,0.0286464,0.005504,22.9394,0.014344,22.9593,0.006944,19.5493,0.0163904,19.5726,0.002464,0.00608,0.0180672,0.0266112,0.006912,23.0094,0.0159456,23.0322
shl_400.mtx,663,663,2372,0.00608,18.986,0.0173024,19.0094,0.002688,0.006048,0.0202976,0.0290336,0.0056,22.946,0.0197831,22.9714,0.006688,19.9917,0.0158464,20.0143,0.002496,0.006784,0.0190688,0.0283488,0.006912,22.9797,0.017424,23.0041
shock-9.mtx,36476,36476,179056,0.007584,21.1019,0.777117,21.8866,0.00288,0.008352,1.08691,1.09814,0.005696,26.0558,1.28205,27.3436,0.0104,20.7458,0.787862,21.5441,0.002656,0.007904,1.0224,1.03296,0.006848,25.1573,0.96567,26.1298
shuttle_eddy.mtx,10429,10429,103599,0.006656,26.4918,9.58198,36.0805,0.002816,0.010784,10.8216,10.8352,0.005248,66.9641,7.36285,74.3322,0.008896,25.3619,10.1286,35.4995,0.002656,0.006624,10.1009,10.1102,0.006688,53.3674,5.81418,59.1882
shyy161.mtx,76480,76480,355362,0.00384,34.7758,15.398,50.1777,0.002752,0.00656,17.0429,17.0523,0.00576,79.6467,10.0663,89.7187,0.162656,31.5138,16.8189,48.4953,0.002656,0.007968,18.2532,18.2639,0.004608,71.7108,10.1532,81.8686
shyy41.mtx,4720,4720,21642,0.006528,18.9109,1.05193,19.9694,0.002496,0.006848,1.02569,1.03503,0.005696,26.1309,0.703581,26.8402,0.008096,19.7385,1.13016,20.8767,0.002656,0.0064,1.09061,1.09966,0.006336,26.7355,0.755792,27.4976
Si10H16.mtx,17077,17077,875923,0.006752,35.0478,22.9136,57.9681,0.00272,0.006912,20.223,20.2326,0.005632,120.521,11.0235,131.55,0.00896,34.898,24.1304,59.0373,0.00272,0.008064,22.0329,22.0437,0.007584,120.946,12.4418,133.396
Si2.mtx,769,769,17801,0.00672,18.8428,0.962797,19.8123,0.002528,0.007104,0.969613,0.979245,0.005504,26.1816,0.495677,26.6828,0.00736,19.7315,1.02454,20.7634,0.002464,0.006816,0.941683,0.950963,0.00624,26.6516,0.542934,27.2008
Si34H36.mtx,97569,97569,5156379,0.004032,151.748,135.025,286.778,0.004384,0.008,137.203,137.216,0.005056,688.025,83.4021,771.432,0.126144,182.332,143.643,326.101,0.004448,0.007808,152.971,152.983,0.004512,705.492,92.4536,797.951
Si41Ge41H72.mtx,185639,185639,15011265,0.099648,235.819,255.936,491.855,0.004448,0.008096,290.519,290.532,0.00448,1548.11,167.771,1715.89,0.137184,285.517,278.644,564.299,0.003872,0.008608,318.051,318.064,0.007168,1510.03,184.422,1694.46
Si5H12.mtx,19896,19896,738598,0.007168,35.215,26.5052,61.7273,0.00272,0.012672,24.1762,24.1915,0.005504,124.568,13.0601,137.634,0.00816,35.836,29.0088,64.8529,0.002656,0.007904,25.4421,25.4526,0.006176,123.042,14.3787,137.427
Si87H76.mtx,240369,240369,10661631,0.094688,277.948,328.687,606.73,0.004512,0.007232,389.948,389.96,0.00336,1456.88,212.559,1669.44,0.146976,260.486,355.312,615.945,0.00352,0.008608,421.113,421.125,0.003392,1433.88,235.381,1669.26
Sieber.mtx,2290,2290,14874,0.00656,19.0026,1.36202,20.3712,0.002496,0.006816,1.96929,1.9786,0.00624,27.5988,0.786509,28.3915,0.008448,20.3244,1.45777,21.7906,0.002496,0.006912,1.86166,1.87107,0.0072,27.262,0.858307,28.1275
SiH4.mtx,5041,5041,171903,0.006944,21.8891,6.32517,28.2212,0.002496,0.0064,5.8447,5.85359,0.005312,47.5971,3.19468,50.7971,0.008096,22.7,6.98744,29.6955,0.002496,0.006304,5.86635,5.87515,0.00624,49.4715,3.49514,52.9728
SiNa.mtx,5743,5743,198787,0.006816,23.0701,7.4403,30.5173,0.002496,0.007904,7.07418,7.08458,0.005504,52.976,3.70319,56.6847,0.008832,22.2417,7.78715,30.0377,0.002464,0.007264,6.86092,6.87064,0.006272,55.6008,3.97885,59.586
sinc12.mtx,7500,7500,302486,0.006944,17.7043,0.0301952,17.7414,0.002496,0.00656,0.0502624,0.0593184,0.005248,22.5623,0.0190208,22.5866,0.008128,19.0188,0.0436,19.0705,0.002496,0.011584,0.0502528,0.0643328,0.006048,22.5571,0.0228128,22.5859
sinc15.mtx,11532,11532,580058,0.00688,18.2158,0.0401088,18.2628,0.002496,0.011456,0.0552036,0.0691556,0.005152,22.9085,0.028112,22.9418,0.009248,19.1939,0.0480416,19.2512,0.002752,0.007008,0.0548302,0.0645902,0.00656,22.312,0.0272128,22.3458
sinc18.mtx,16428,16428,990254,0.007104,18.315,0.060656,18.3828,0.003264,0.007776,0.073504,0.084544,0.00528,22.6286,0.0329088,22.6668,0.008224,19.263,0.0649778,19.3362,0.003584,0.008032,0.089928,0.101544,0.006368,22.7223,0.0323008,22.761
SiO2.mtx,155331,155331,11283503,0.101216,191.988,207.985,400.074,0.003808,0.007648,232.578,232.59,0.00576,1219.78,144.406,1364.19,0.118208,270.554,228.212,498.885,0.00336,0.009152,255.502,255.514,0.004224,1213.45,157.833,1371.29
SiO.mtx,33401,33401,1317655,0.007744,48.0676,42.1111,90.1864,0.002688,0.006848,41.0958,41.1053,0.005728,197.871,22.2274,220.104,0.010592,50.8125,47.0423,97.8654,0.002656,0.008352,43.5209,43.5319,0.005952,201.816,25.4577,227.279
sit100.mtx,10262,10262,64166,0.006688,18.8519,0.148326,19.007,0.002464,0.006656,0.214726,0.223846,0.005632,23.4807,0.200752,23.6871,0.008224,20.4086,0.16247,20.5793,0.00272,0.011424,0.220442,0.234586,0.006272,23.6222,0.20617,23.8347
skirt.mtx,12598,12598,196520,0.006976,19.1997,0.568042,19.7748,0.002464,0.007936,0.875949,0.886349,0.006144,26.1912,0.720538,26.9179,0.008224,19.2934,0.622714,19.9243,0.002688,0.007072,0.914093,0.923853,0.006688,26.2336,0.752499,26.9928
SmaGri.mtx,1059,1059,5977,0.005504,18.4243,0.0260896,18.4558,0.003264,0.006784,0.0228928,0.0329408,0.005728,23.0821,0.0254144,23.1133,0.006912,20.1484,0.0226688,20.178,0.003072,0.007712,0.0211776,0.0319616,0.006656,23.0243,0.0201088,23.0511
SmallW.mtx,396,396,1390,0.006656,18.8494,0.0162336,18.8723,0.003008,0.006848,0.0184544,0.0283104,0.006304,26.2954,0.0163648,26.318,0.007392,19.0939,0.0162752,19.1176,0.002912,0.00688,0.0173696,0.0271616,0.006272,23.1316,0.0154528,23.1533
smallworld.mtx,100000,100000,1099996,0.003584,125.846,96.0751,221.925,0.003232,0.012384,245.611,245.627,0.006016,364.249,59.3027,423.557,0.105376,115.009,105.917,221.031,0.003104,0.007936,248.237,248.249,0.002912,357.797,65.7348,423.535
sme3Da.mtx,12504,12504,874887,0.007456,19.1805,0.214979,19.403,0.002528,0.012,0.433683,0.448211,0.005664,24.9659,0.274246,25.2458,0.008992,19.4584,0.237331,19.7047,0.0032,0.011872,0.433539,0.448611,0.0072,24.999,0.289632,25.2958
sme3Db.mtx,29067,29067,2081063,0.0072,18.7294,0.430547,19.1671,0.003296,0.007232,0.948445,0.958973,0.005376,26.889,0.427686,27.3221,0.008288,19.519,0.392784,19.9201,0.003712,0.0088,1.07291,1.08542,0.00624,27.1042,0.522867,27.6333
sme3Dc.mtx,42930,42930,3148656,0.006976,18.7622,0.441059,19.2102,0.003584,0.00768,1.16359,1.17486,0.006048,28.8439,0.56985,29.4198,0.203936,19.6281,0.511357,20.3434,0.003296,0.007712,1.2139,1.22491,0.00688,27.889,0.570291,28.4662
smt.mtx,25710,25710,3753184,0.007552,31.5232,12.5402,44.0709,0.003392,0.008032,9.4361,9.44752,0.005568,143.895,6.39788,150.298,0.0096,31.0086,15.6227,46.6409,0.003488,0.008256,10.6816,10.6934,0.006752,155.532,6.95362,162.493
soc-Epinions1.mtx,75888,75888,584725,0.156672,19.4622,0.51393,20.1328,0.002656,0.007008,2.78164,2.79131,0.005824,34.2685,0.715226,34.9895,0.002816,19.7748,0.562134,20.3397,0.002688,0.00784,3.0442,3.05473,0.003552,34.4556,0.758582,35.2177
soc-LiveJournal1.mtx,4847571,4847571,73322962,0.21936,41.0503,21.5241,62.7937,0.003808,0.009312,73.51,73.5232,0.00672,416.063,17.7099,433.78,0.255872,36.7283,22.9844,59.9685,0.00432,0.009408,76.5885,76.6023,0.0048,393.325,19.4733,412.803
soc-sign-epinions.mtx,131828,131828,972627,0.099104,19.3674,0.738646,20.2051,0.00272,0.009216,4.28984,4.30178,0.002784,40.2285,0.955798,41.1871,0.098528,19.9599,0.799626,20.8581,0.002848,0.01392,4.66737,4.68414,0.002784,38.7777,1.0347,39.8152
soc-sign-Slashdot081106.mtx,77357,77357,593932,0.157472,18.4657,0.317309,18.9404,0.002688,0.006624,1.36283,1.37214,0.005856,29.8372,0.463382,30.3065,0.002688,19.4405,0.34881,19.792,0.002656,0.007488,1.48641,1.49656,0.004,29.491,0.455949,29.9509
soc-sign-Slashdot090216.mtx,81871,81871,627542,0.1544,18.7486,0.322912,19.2259,0.003232,0.006656,1.91079,1.92068,0.005664,31.9628,0.582931,32.5514,0.003424,20.2334,0.466531,20.7034,0.003424,0.00784,2.23211,2.24338,0.003264,30.9665,0.55159,31.5213
soc-sign-Slashdot090221.mtx,82144,82144,631346,0.15904,19.2789,0.399366,19.8374,0.0032,0.012,2.013,2.0282,0.005856,31.8856,0.492128,32.3836,0.004032,19.5424,0.466371,20.0128,0.003168,0.007936,1.98812,1.99922,0.003168,31.0772,0.578499,31.6589
soc-Slashdot0811.mtx,77360,77360,905521,0.160512,19.316,0.444778,19.9213,0.0032,0.007424,4.58979,4.60042,0.005856,34.2688,0.684147,34.9588,0.003168,20.7765,0.545616,21.3253,0.003136,0.007584,4.99598,5.0067,0.003296,35.5938,0.883619,36.4807
soc-Slashdot0902.mtx,82168,82168,952329,0.16032,19.3241,0.47281,19.9573,0.003904,0.00624,6.4533,6.46344,0.005888,34.8103,0.790502,35.6067,0.003136,20.4004,0.480141,20.8836,0.003168,0.008448,4.52436,4.53598,0.003168,36.7933,0.889539,37.686
spaceShuttleEntry_1.mtx,560,560,7132,0.006656,18.1738,0.0326151,18.213,0.00336,0.007136,0.162086,0.172582,0.006144,22.6294,0.027004,22.6626,0.007072,19.335,0.0257216,19.3678,0.003072,0.006144,0.14583,0.155046,0.006528,22.7437,0.0257884,22.7761
spaceShuttleEntry_2.mtx,1428,1428,24686,0.006144,18.68,0.0356608,18.7218,0.003008,0.010624,0.422861,0.436493,0.005504,23.1871,0.028968,23.2215,0.007808,19.5617,0.0317067,19.6012,0.003008,0.00704,0.429709,0.439757,0.005984,23.2771,0.025904,23.309
spaceShuttleEntry_3.mtx,1834,1834,29544,0.006048,18.2917,0.0379232,18.3357,0.002688,0.0072,0.40049,0.410378,0.00496,23.0955,0.0323611,23.1328,0.007168,20.5852,0.0395072,20.6318,0.00304,0.010816,0.482387,0.496243,0.006336,23.1979,0.0286,23.2328
spaceShuttleEntry_4.mtx,2450,2450,40720,0.00608,18.4965,0.044384,18.547,0.002496,0.007168,0.458858,0.468522,0.005984,23.333,0.029632,23.3686,0.007008,19.7041,0.0517486,19.7628,0.003008,0.00688,0.709014,0.718902,0.006304,23.4876,0.03086,23.5248
spaceStation_10.mtx,1272,1272,18036,0.006848,18.487,0.02686,18.5207,0.002496,0.006624,0.0722592,0.0813792,0.005824,23.1424,0.021232,23.1695,0.007136,20.0637,0.025312,20.0962,0.002752,0.006336,0.0751964,0.0842844,0.006272,23.0297,0.0219093,23.0579
spaceStation_11.mtx,1364,1364,19552,0.006176,18.464,0.026804,18.4969,0.002528,0.007136,0.0713952,0.0810592,0.00528,23.0569,0.0213792,23.0836,0.006944,19.3273,0.026544,19.3608,0.002528,0.007104,0.0746016,0.0842336,0.006464,22.7961,0.022176,22.8247
spaceStation_12.mtx,1410,1410,20346,0.00592,18.8375,0.025536,18.8689,0.002528,0.008352,0.0611744,0.0720544,0.00544,22.7293,0.021224,22.7559,0.006976,19.6759,0.0256832,19.7086,0.00256,0.008032,0.0784832,0.0890752,0.006464,22.8425,0.022788,22.8718
spaceStation_13.mtx,1617,1617,24357,0.006848,18.8465,0.023632,18.877,0.00256,0.00736,0.0703616,0.0802816,0.005184,23.7214,0.023192,23.7498,0.010592,19.0996,0.0275236,19.1377,0.002496,0.007552,0.0886329,0.0986809,0.0064,23.0333,0.0221013,23.0618
spaceStation_14.mtx,1640,1640,25042,0.005856,18.4018,0.022368,18.43,0.002496,0.006944,0.0877472,0.0971872,0.005568,24.179,0.022848,24.2075,0.007424,19.3376,0.0279424,19.373,0.002656,0.007104,0.0823456,0.0921056,0.00656,23.2095,0.0222471,23.2383
spaceStation_1.mtx,99,99,975,0.007072,18.3612,0.0185536,18.3868,0.00256,0.010592,0.0257138,0.0388658,0.006112,23.0377,0.0224224,23.0663,0.00704,19.7488,0.0216608,19.7775,0.002464,0.006624,0.0230368,0.0321248,0.006528,23.006,0.0210432,23.0335
spaceStation_2.mtx,329,329,5965,0.005984,18.4092,0.019712,18.4348,0.002496,0.00624,0.0339904,0.0427264,0.005696,23.0305,0.02722,23.0634,0.006912,19.5486,0.0226208,19.5781,0.002464,0.010048,0.0352391,0.0477511,0.0064,23.0173,0.021504,23.0452
