Matrix,row,col,nnz,Alphasparse_w_time_buf_s (ms),Alphasparse_w_time_anly_s (ms),Alphasparse_w_time_solv_s (ms),Alphasparse_w_time_totl_s (ms),Alphasparse_wo_time_buf_s (ms),Alphasparse_wo_time_anly_s (ms),Alphasparse_wo_time_solv_s (ms),Alphasparse_wo_time_totl_s (ms),cusparse_time_buf_s (ms),cusparse_time_anly_s (ms),cusparse_time_solv_s (ms),cusparse_time_totl_s (ms),Alphasparse_w_time_buf_d (ms),Alphasparse_w_time_anly_d (ms),Alphasparse_w_time_solv_d(ms),Alphasparse_w_time_totl_d (ms),Alphasparse_wo_time_buf_d (ms),Alphasparse_wo_time_anly_d (ms),Alphasparse_wo_time_solv_d (ms),Alphasparse_wo_time_totl_d (ms),cusparse_time_buf_d (ms),cusparse_time_anly_d (ms),cusparse_time_solv_d (ms),cusparse_time_totl_d (ms)
CurlCurl_4.mtx,2380515,2380515,26515867,0.177376,52.0305,9.76371,61.9716,0.004224,0.00848,26.6476,26.6603,0.004,30.3712,2.11007,32.4853,0.216928,40.7413,7.907,48.8653,0.004416,0.010144,16.4486,16.4632,0.008064,29.1779,1.90523,31.0912
curtis54.mtx,54,54,291,0.005536,18.3442,0.0549856,18.4047,0.002528,0.006592,0.0608576,0.0699776,0.005888,22.8992,0.0544672,22.9595,0.006688,20.7851,0.0606304,20.8524,0.002464,0.007136,0.0642304,0.0738304,0.006528,23.1758,0.0511808,23.2335
cvxbqp1.mtx,50000,50000,349968,0.00784,17.6269,0.125568,17.7604,0.00272,0.007712,0.0924864,0.102918,0.006048,22.7111,0.066224,22.7833,0.00608,19.3507,0.138064,19.4949,0.002688,0.011584,0.097744,0.112016,0.007008,23.1042,0.055712,23.1669
cvxqp3.mtx,17500,17500,122462,0.007232,18.4988,0.0758976,18.5819,0.002656,0.008192,0.0733472,0.0841952,0.005856,23.198,0.060496,23.2643,0.008096,21.6248,0.062768,21.6956,0.002656,0.007712,0.078608,0.088976,0.006528,22.8561,0.0517,22.9143
cyl6.mtx,13681,13681,714241,0.007328,19.3328,2.29366,21.6338,0.003008,0.00736,3.57642,3.58679,0.005216,38.1877,3.2531,41.446,0.008256,21.175,2.47992,23.6632,0.003232,0.011776,3.72926,3.74427,0.005984,35.7094,2.78208,38.4974
cz10228.mtx,10228,10228,102876,0.007008,21.8778,3.43507,25.3198,0.0032,0.007296,4.71229,4.72278,0.006176,38.6305,4.16579,42.8025,0.008544,21.8172,3.69588,25.5216,0.003104,0.00704,4.22877,4.23892,0.00624,33.557,3.34434,36.9076
cz1268.mtx,1268,1268,12786,0.006464,18.4156,0.423139,18.8452,0.002848,0.006176,0.502131,0.511155,0.005664,24.0661,0.432608,24.5044,0.007456,20.2451,0.464266,20.7168,0.002848,0.007328,0.608006,0.618182,0.006272,24.1932,0.463443,24.663
cz148.mtx,148,148,1527,0.005664,18.7613,0.0799072,18.8469,0.00288,0.007328,0.0979296,0.108138,0.005856,22.9111,0.0789262,22.9959,0.007552,19.6899,0.0857984,19.7833,0.00272,0.006944,0.106522,0.116186,0.006496,22.8154,0.078048,22.8999
cz20468.mtx,20468,20468,206076,0.007456,23.499,6.22307,29.7295,0.002944,0.008288,7.46156,7.47279,0.005568,53.827,9.31717,63.1497,0.008768,25.0748,6.94578,32.0294,0.002752,0.0072,7.4134,7.42335,0.006432,43.9009,6.68259,50.5899
cz2548.mtx,2548,2548,25674,0.00656,18.635,0.802077,19.4436,0.002496,0.007168,0.859805,0.869469,0.005664,25.404,0.834822,26.2445,0.007872,19.8841,0.852269,20.7442,0.002624,0.006944,0.922346,0.931914,0.006048,25.5141,0.883075,26.4032
cz308.mtx,308,308,3182,0.006272,18.224,0.125315,18.3556,0.002496,0.006336,0.134902,0.143734,0.005696,23.2868,0.125882,23.4184,0.00672,19.8197,0.132938,19.9594,0.00256,0.01056,0.14895,0.16207,0.006624,23.0343,0.131018,23.1719
cz40948.mtx,40948,40948,412148,0.007584,27.7909,12.296,40.0945,0.002816,0.007648,13.7584,13.7689,0.005984,84.9172,14.2919,99.2151,0.008864,30.8271,12.9886,43.8246,0.003456,0.012672,20.3159,20.3321,0.0064,63.0747,13.2845,76.3656
cz5108.mtx,5108,5108,51412,0.007072,18.9928,1.52261,20.5225,0.002496,0.007872,1.77419,1.78455,0.005408,28.0553,1.65081,29.7115,0.007456,20.7108,1.68315,22.4015,0.002464,0.007616,1.85322,1.8633,0.006432,28.3144,1.71686,30.0377
cz628.mtx,628,628,6346,0.005824,18.1212,0.220035,18.3471,0.002496,0.006592,0.263603,0.272691,0.005664,23.4541,0.235606,23.6954,0.007584,19.7553,0.237654,20.0006,0.002464,0.006912,0.275117,0.284493,0.006368,23.7194,0.24032,23.966
darcy003.mtx,389874,389874,2256988,0.11344,18.6734,1.58862,20.3755,0.003808,0.008576,0.154646,0.16703,0.006624,22.8024,0.156352,22.9654,0.171264,19.9934,1.52763,21.6923,0.004,0.008352,0.181187,0.193539,0.003936,23.1748,0.164646,23.3434
data.mtx,2851,2851,33037,0.006272,18.6075,0.597101,19.2108,0.003488,0.006944,1.11645,1.12689,0.005184,24.4189,0.613405,25.0375,0.007872,20.3392,0.64417,20.9912,0.002944,0.006656,0.947222,0.956822,0.006496,24.4564,0.662192,25.1251
dawson5.mtx,51537,51537,1010777,0.007456,20.8055,2.29674,23.1097,0.003264,0.007616,2.54721,2.55809,0.005536,33.4531,2.91867,36.3773,0.167584,21.4967,2.64456,24.3089,0.003168,0.008352,2.59237,2.60389,0.006304,37.5133,3.19486,40.7144
dblp-2010.mtx,326186,326186,1941586,0.140448,29.0745,2.91529,32.1302,0.004032,0.00768,5.44795,5.45966,0.00448,46.668,4.93727,51.6098,0.179552,21.4742,3.39676,25.0505,0.004032,0.008832,5.31468,5.32754,0.007168,39.6144,4.19003,43.8116
dc1.mtx,116835,116835,766396,0.003328,18.9915,0.330147,19.3249,0.003968,0.012928,0.414509,0.431405,0.00448,70.3787,0.0707698,70.4539,0.103008,22.9428,0.313846,23.3597,0.00384,0.014304,0.404726,0.42287,0.00352,60.0155,0.0594702,60.0784
dc2.mtx,116835,116835,766396,0.003104,18.7859,0.306643,19.0957,0.00352,0.013184,0.356835,0.373539,0.003904,68.3152,0.057632,68.3767,0.134336,20.3279,0.314026,20.7762,0.003456,0.013536,0.286995,0.303987,0.004512,66.8593,0.0667627,66.9306
dc3.mtx,116835,116835,766396,0.003104,19.1866,0.306061,19.4958,0.003616,0.013248,0.354874,0.371738,0.003808,64.0696,0.0509184,64.1244,0.102368,21.4191,0.311219,21.8327,0.00288,0.014496,0.288736,0.306112,0.00352,66.4154,0.058028,66.4769
d_dyn1.mtx,87,87,321,0.00672,18.0422,0.0189632,18.0679,0.002656,0.00656,0.0240928,0.0333088,0.005536,22.7397,0.0251296,22.7704,0.006336,20.0136,0.0205728,20.0405,0.002688,0.006816,0.0259648,0.0354688,0.00672,23.1108,0.0231712,23.1407
d_dyn.mtx,87,87,321,0.00672,18.3109,0.0190176,18.3366,0.002528,0.006656,0.0239936,0.0331776,0.006496,22.9847,0.0202432,23.0114,0.006944,19.8693,0.0190848,19.8954,0.002592,0.006656,0.0261333,0.0353813,0.006336,22.675,0.0215008,22.7028
de2010.mtx,24115,24115,140171,0.007232,18.4355,0.0714496,18.5142,0.002784,0.007264,0.057104,0.067152,0.005856,22.8445,0.0373856,22.8877,0.009536,20.8169,0.0717792,20.8982,0.002656,0.00752,0.0592448,0.0694208,0.006208,23.8348,0.0389653,23.88
debr.mtx,1048576,1048576,5242874,0.145344,18.9471,4.10721,23.1997,0.002688,0.009504,0.168653,0.180845,0.003808,23.2585,0.25263,23.5149,0.1712,20.4001,3.16635,23.7376,0.004224,0.008416,0.310205,0.322845,0.003968,24.3692,0.276883,24.6501
delaunay_n10.mtx,1024,1024,7136,0.005376,18.6104,0.210282,18.8261,0.00352,0.00688,0.251805,0.262205,0.005824,23.6925,0.270694,23.969,0.006528,19.8216,0.21881,20.047,0.003456,0.0072,0.254832,0.265488,0.007008,23.3262,0.217955,23.5511
delaunay_n11.mtx,2048,2048,14302,0.00528,18.5642,0.400218,18.9697,0.003264,0.006496,0.434909,0.444669,0.005824,24.2195,0.403622,24.6289,0.007008,19.5272,0.32065,19.8549,0.003456,0.006208,0.500845,0.510509,0.006272,24.2677,0.393664,24.6676
delaunay_n12.mtx,4096,4096,28624,0.005376,18.4458,0.298051,18.7492,0.002848,0.010752,0.335258,0.348858,0.005728,24.0213,0.314429,24.3415,0.006496,19.7268,0.288586,20.0218,0.003072,0.00752,0.378835,0.389427,0.005856,25.1079,0.398474,25.5122
delaunay_n13.mtx,8192,8192,57286,0.00608,18.6917,0.635894,19.3337,0.002816,0.006432,0.834803,0.844051,0.005216,24.9984,0.725936,25.7296,0.007424,20.4827,0.70721,21.1974,0.002752,0.006848,0.843053,0.852653,0.0064,25.4315,0.839386,26.2773
delaunay_n14.mtx,16384,16384,114628,0.005312,18.6734,0.448541,19.1273,0.002688,0.008256,0.534301,0.545245,0.005536,24.0384,0.56224,24.6062,0.007008,20.6188,0.510842,21.1367,0.002944,0.007008,0.591046,0.600998,0.006432,24.458,0.649958,25.1144
delaunay_n15.mtx,32768,32768,229316,0.006528,18.5917,0.521395,19.1197,0.00272,0.006944,0.545229,0.554893,0.005888,24.2638,0.749139,25.0188,0.007584,21.2781,0.61551,21.9012,0.002752,0.007168,0.592566,0.602486,0.007072,24.5772,0.838384,25.4227
delaunay_n16.mtx,65536,65536,458686,0.007008,18.3067,0.441149,18.7548,0.00272,0.006848,0.456147,0.465715,0.006016,27.6139,0.50281,28.1227,0.00288,19.6558,0.520445,20.1792,0.002752,0.007456,0.483309,0.493517,0.006304,24.2635,0.579082,24.8488
delaunay_n17.mtx,131072,131072,917424,0.00352,19.4063,1.68716,21.097,0.002688,0.008,1.31771,1.3284,0.003552,27.0907,1.60204,28.6963,0.101568,20.5907,2.01138,22.7037,0.002752,0.00704,1.44347,1.45326,0.00288,26.4201,1.4271,27.85
delaunay_n18.mtx,262144,262144,1834936,0.101984,19.666,1.44211,21.21,0.002688,0.008192,0.745706,0.756586,0.003584,24.9638,1.32194,26.2893,0.1368,33.7112,1.47667,35.3247,0.003488,0.007616,1.08839,1.09949,0.003296,24.8368,1.42527,26.2654
delaunay_n19.mtx,524288,524288,3669934,0.109696,24.286,4.36947,28.7652,0.004448,0.00944,3.08847,3.10236,0.00448,30.582,3.88284,34.4693,0.161536,25.383,3.39842,28.9429,0.003296,0.00832,2.46653,2.47815,0.003456,28.7265,3.1232,31.8532
delaunay_n20.mtx,1048576,1048576,7339948,0.149312,25.5953,5.65555,31.4001,0.004448,0.007808,2.34362,2.35588,0.004064,28.9276,1.80495,30.7367,1.79187,25.6904,5.51449,32.9968,0.004448,0.007744,3.08688,3.09907,0.00384,29.6307,1.90932,31.5439
delaunay_n21.mtx,2097152,2097152,14679968,0.161056,36.2575,10.0646,46.4832,0.003296,0.00832,4.46738,4.47899,0.00448,35.4778,3.62974,39.112,0.207872,39.881,12.1983,52.2872,0.004416,0.008448,6.89167,6.90453,0.003424,33.3131,3.58989,36.9064
delaunay_n22.mtx,4194304,4194304,29360042,0.176832,52.0519,15.2127,67.4414,0.004544,0.009248,6.00014,6.01393,0.003808,35.0185,3.07563,38.098,0.265536,45.5818,15.9778,61.8251,0.003488,0.008192,5.04348,5.05516,0.003968,36.5418,3.72496,40.2708
delaunay_n23.mtx,8388608,8388608,58720176,0.230048,92.8699,31.545,124.645,0.003968,0.010656,13.2022,13.2168,0.004768,60.1332,8.78532,68.9233,0.287232,108.054,34.4883,142.829,0.004096,0.007968,13.571,13.583,0.008256,54.5484,7.1465,61.7032
delaunay_n24.mtx,16777216,16777216,117440418,1.94774,126.118,60.218,188.284,0.004128,0.009376,18.9335,18.947,0.007648,60.7367,7.7805,68.5248,1.01856,119.433,63.5803,184.032,0.003968,0.008384,19.5563,19.5687,0.008032,68.614,9.59314,78.2152
denormal.mtx,89400,89400,1156224,0.00448,24.3554,1.81502,26.1749,0.003424,0.013056,3.1242,3.14068,0.00608,29.1098,2.35472,31.4706,0.10448,22.1963,1.89713,24.1979,0.003936,0.00768,4.0056,4.01721,0.003552,28.8634,2.21166,31.0786
descriptor_xingo6u.mtx,20738,20738,74685,0.00672,23.1326,0.0792608,23.2186,0.003136,0.011648,0.0700384,0.0848224,0.005696,22.919,0.062608,22.9873,0.012704,20.058,0.10215,20.1728,0.004032,0.006848,0.104925,0.115805,0.006144,22.845,0.0650331,22.9161
diag.mtx,2559,2559,10743,0.006176,19.1183,1.61432,20.7388,0.00416,0.007424,2.89178,2.90336,0.00576,29.1427,2.04681,31.1952,0.007808,21.326,2.13419,23.468,0.003072,0.007456,2.52844,2.53896,0.006656,28.2443,1.86165,30.1126
dictionary28.mtx,52652,52652,230728,0.00896,20.0251,0.151613,20.1856,0.003968,0.012736,0.261901,0.278605,0.005696,24.839,0.123015,24.9678,0.16336,19.0427,0.194669,19.4008,0.003232,0.007584,0.213149,0.223965,0.006336,23.3421,0.0885536,23.437
dielFilterV2clx.mtx,607232,607232,25309272,0.167456,47.6386,16.7589,64.5649,0.003776,0.008512,58.8633,58.8756,0.006432,209.689,23.4521,233.147,0.187232,48.0407,18.6768,66.9047,0.004128,0.008768,61.0731,61.086,0.00784,227.758,24.8335,252.599
dielFilterV2real.mtx,1157456,1157456,48538952,0.196704,53.5249,24.7715,78.4931,0.004544,0.00784,68.6859,68.6983,0.006336,261.697,24.3689,286.072,0.184096,50.3451,18.8886,69.4178,0.003264,0.008448,70.8984,70.9101,0.00848,238.191,26.3144,264.514
dielFilterV3clx.mtx,420408,420408,32886208,0.173152,53.6539,17.9824,71.8094,0.003712,0.008448,52.0984,52.1106,0.004224,349.674,24.6131,374.291,0.175072,51.6364,20.0743,71.8858,0.004544,0.008416,54.9457,54.9586,0.007872,334.674,25.9731,360.655
dixmaanl.mtx,60000,60000,299998,0.007712,77.8555,66.2525,144.116,0.002752,0.00848,74.9903,75.0015,0.006208,251.331,39.1281,290.465,0.003712,80.0286,74.9457,154.978,0.002688,0.008128,80.7539,80.7647,0.007136,251.204,43.1564,294.368
DK01R.mtx,903,903,11766,0.005824,18.4692,0.628374,19.1034,0.00272,0.006688,0.685373,0.694781,0.005856,24.604,0.456851,25.0667,0.007232,20.4143,0.69623,21.1178,0.002592,0.00624,0.743386,0.752218,0.006464,25.0813,0.493533,25.5813
dolphins.mtx,62,62,380,0.00624,18.4993,0.0230912,18.5286,0.002496,0.00736,0.03,0.039856,0.006592,22.7113,0.0258176,22.7437,0.007328,19.9175,0.0239808,19.9488,0.002496,0.006848,0.0307904,0.0401344,0.006016,23.0597,0.0266496,23.0923
d_pretok.mtx,182730,182730,1695242,0.099872,21.2673,1.19343,22.5606,0.003104,0.007872,2.08446,2.09543,0.00448,27.9442,2.0231,29.9717,0.132096,22.1531,0.913293,23.1985,0.004512,0.007296,2.8052,2.817,0.007328,25.2929,1.23981,26.5401
d_ss.mtx,53,53,198,0.006528,18.4718,0.0203456,18.4987,0.003008,0.006624,0.019584,0.029216,0.00608,22.7502,0.0236064,22.7799,0.00656,19.5704,0.0180409,19.595,0.003584,0.007104,0.0198336,0.0305216,0.00672,22.9956,0.017312,23.0196
dtoc.mtx,24993,24993,94965,0.006976,18.7508,0.0608992,18.8187,0.00288,0.006816,0.0201088,0.0298048,0.005824,22.6354,0.0154844,22.6567,0.008064,20.0636,0.0563552,20.128,0.00304,0.011424,0.0212096,0.0356736,0.006496,22.6668,0.015436,22.6887
Dubcova1.mtx,16129,16129,253009,0.007584,18.2868,1.04653,19.341,0.002688,0.008416,1.16038,1.17148,0.005472,27.1668,1.34084,28.5131,0.008448,21.0137,0.97352,21.9956,0.00288,0.011008,1.19499,1.20888,0.005952,27.3263,1.24237,28.5746
Dubcova2.mtx,65025,65025,1030225,0.160192,20.1799,2.13868,22.4788,0.002976,0.007744,3.7301,3.74082,0.005792,32.056,3.55569,35.6174,0.002656,21.1125,2.2615,23.3767,0.0032,0.007776,4.29039,4.30137,0.006912,30.6637,2.96356,33.6342
Dubcova3.mtx,146689,146689,3636649,0.09328,26.8986,7.48504,34.4769,0.003808,0.008384,8.30749,8.31968,0.003808,58.2666,8.22362,66.4941,0.105504,26.3289,7.0046,33.439,0.003616,0.007776,9.2529,9.26429,0.003776,59.2683,7.33384,66.6059
dw1024.mtx,2048,2048,10114,0.00592,18.2977,0.184362,18.488,0.002688,0.006304,0.151277,0.160269,0.005856,23.2657,0.116048,23.3876,0.0064,20.3297,0.167059,20.5031,0.002496,0.00976,0.150182,0.162438,0.005984,23.034,0.150581,23.1905
dw2048.mtx,2048,2048,10114,0.005248,18.2463,0.131254,18.3828,0.002688,0.006656,0.150832,0.160176,0.005728,23.3772,0.116493,23.4994,0.006368,19.7915,0.16184,19.9597,0.002496,0.010272,0.151184,0.163952,0.006784,23.3038,0.149628,23.4603
dw256A.mtx,512,512,2480,0.00512,18.0923,0.0697856,18.1672,0.002496,0.010304,0.0851072,0.0979072,0.00544,22.8342,0.0766272,22.9163,0.006336,20.4095,0.0652224,20.4811,0.00304,0.006304,0.104742,0.114086,0.007008,22.877,0.086528,22.9705
dw256B.mtx,512,512,2500,0.005024,18.4284,0.0621056,18.4956,0.002496,0.01104,0.0856608,0.0991968,0.005504,22.9073,0.0851936,22.998,0.006208,19.8883,0.0650976,19.9596,0.003008,0.006848,0.104566,0.114422,0.006784,23.1929,0.0711947,23.2708
dw4096.mtx,8192,8192,41746,0.005344,18.2843,0.220842,18.5104,0.00256,0.007616,0.281728,0.291904,0.005632,23.5335,0.264896,23.8041,0.006912,21.1419,0.209216,21.358,0.002624,0.007328,0.318995,0.328947,0.0064,23.3502,0.264899,23.6215
dw8192.mtx,8192,8192,41746,0.005568,18.6117,0.268605,18.8859,0.002464,0.007072,0.281539,0.291075,0.005504,23.5056,0.265101,23.7762,0.006528,21.1312,0.209629,21.3473,0.002784,0.0072,0.317763,0.327747,0.006112,23.5626,0.262986,23.8317
dwa512.mtx,512,512,2480,0.005088,18.2362,0.0645248,18.3058,0.002496,0.010944,0.085728,0.099168,0.005984,22.8015,0.0976352,22.9051,0.005792,20.1228,0.0600928,20.1886,0.00304,0.006688,0.103891,0.113619,0.006272,22.8905,0.0766667,22.9734
dwb512.mtx,512,512,2500,0.004992,18.8051,0.0647808,18.8749,0.002624,0.010432,0.086608,0.099664,0.006592,22.8528,0.0819733,22.9414,0.006592,20.3343,0.0621952,20.4031,0.003296,0.00608,0.118093,0.127469,0.006208,22.8606,0.0753417,22.9421
dwg961a.mtx,961,961,3661,0.006176,18.7002,0.136314,18.8427,0.002496,0.006784,0.148458,0.157738,0.006688,23.2698,0.150595,23.427,0.00672,21.3612,0.140858,21.5088,0.003072,0.006656,0.20633,0.216058,0.007264,23.0823,0.146765,23.2363
dwg961b.mtx,961,961,10591,0.006688,18.5592,0.196838,18.7627,0.002496,0.007392,0.164387,0.174275,0.005408,23.5264,0.159402,23.6912,0.006944,19.8875,0.159475,20.0539,0.002688,0.007104,0.186077,0.195869,0.0072,23.3365,0.158474,23.5022
dwt_1005.mtx,1005,1005,8621,0.006208,18.4502,0.101482,18.5579,0.002752,0.007424,0.128854,0.13903,0.006368,22.7757,0.108224,22.8903,0.007648,21.8868,0.0956192,21.9901,0.002688,0.006624,0.134883,0.144195,0.006016,23.254,0.102957,23.363
dwt_1007.mtx,1007,1007,8575,0.006304,18.3454,0.21199,18.5637,0.002848,0.006592,0.290778,0.300218,0.006528,23.3027,0.285773,23.595,0.008032,19.8767,0.205706,20.0904,0.002624,0.006944,0.278397,0.287965,0.006592,23.1595,0.205709,23.3718
dwt_1242.mtx,1242,1242,10426,0.00672,18.4989,0.36624,18.8719,0.003008,0.006176,0.42263,0.431814,0.005888,23.8699,0.362275,24.2381,0.007552,21.5109,0.358707,21.8772,0.002592,0.006336,0.367366,0.376294,0.006144,23.9821,0.294672,24.283
dwt_162.mtx,162,162,1182,0.005664,18.2476,0.073376,18.3267,0.002912,0.007072,0.0901568,0.100141,0.005664,24.0311,0.100218,24.137,0.006784,20.6508,0.0856096,20.7432,0.00256,0.006112,0.10183,0.110502,0.006784,22.8302,0.0782624,22.9153
dwt_193.mtx,193,193,3493,0.005696,18.0783,0.0614432,18.1454,0.003008,0.01072,0.131005,0.144733,0.005792,22.9949,0.07008,23.0708,0.007072,20.0093,0.0767392,20.0931,0.003136,0.006944,0.142086,0.152166,0.006432,23.2144,0.0670272,23.2879
dwt_198.mtx,198,198,1392,0.00624,18.3668,0.0435968,18.4166,0.002912,0.007008,0.0542048,0.0641248,0.005728,22.7051,0.0468,22.7576,0.006976,19.4932,0.0481984,19.5484,0.003488,0.007136,0.0834382,0.0940622,0.006208,23.1835,0.0426368,23.2323
dwt_209.mtx,209,209,1743,0.00608,18.2739,0.0592096,18.3392,0.002912,0.007232,0.0964448,0.106589,0.005824,23.36,0.0596672,23.4255,0.006592,20.1312,0.0663232,20.2041,0.003008,0.006848,0.0871072,0.0969632,0.00656,22.7694,0.0645312,22.8405
dwt_221.mtx,221,221,1629,0.006208,18.3982,0.134582,18.539,0.002816,0.007936,0.161584,0.172336,0.00592,23.3819,0.117786,23.5056,0.007136,19.7953,0.139245,19.9417,0.003008,0.00592,0.156483,0.165411,0.006624,23.4402,0.124851,23.5717
dwt_234.mtx,234,234,834,0.005952,18.2218,0.0787712,18.3065,0.002816,0.009472,0.0790688,0.0913568,0.00592,22.834,0.0786944,22.9186,0.006912,19.7272,0.0614912,19.7956,0.002624,0.006336,0.0661856,0.0751456,0.006176,23.201,0.0838656,23.291
dwt_245.mtx,245,245,1461,0.006336,18.3757,0.100374,18.4824,0.002784,0.007232,0.113933,0.123949,0.005632,23.2389,0.126138,23.3707,0.007616,20.6993,0.0961856,20.8031,0.002496,0.006624,0.127562,0.136682,0.006912,23.3064,0.110099,23.4234
dwt_2680.mtx,2680,2680,25026,0.006368,18.44,0.117635,18.564,0.002784,0.0072,0.177795,0.187779,0.005024,23.6666,0.196882,23.8685,0.007392,20.2635,0.118886,20.3898,0.002496,0.007136,0.16496,0.174592,0.006624,23.0394,0.151686,23.1977
dwt_307.mtx,307,307,2523,0.005952,18.4424,0.287632,18.736,0.002848,0.006464,0.320189,0.329501,0.006496,23.8788,0.232464,24.1178,0.00752,20.1445,0.287408,20.4394,0.002496,0.011872,0.311184,0.325552,0.006272,23.469,0.195005,23.6703
dwt_310.mtx,310,310,2448,0.005696,18.7592,0.124221,18.8891,0.002688,0.007168,0.201344,0.2112,0.005664,22.9363,0.196102,23.138,0.006912,20.2068,0.14151,20.3552,0.002496,0.011328,0.195674,0.209498,0.006272,23.4809,0.151904,23.6391
dwt_346.mtx,346,346,3226,0.005568,18.8275,0.0932832,18.9263,0.002752,0.00624,0.17336,0.182352,0.00544,23.4157,0.154995,23.5761,0.007168,19.8864,0.101123,19.9947,0.002496,0.006688,0.164797,0.173981,0.006528,23.9902,0.115965,24.1127
dwt_361.mtx,361,361,2953,0.005728,18.5708,0.118499,18.695,0.002688,0.007552,0.137421,0.147661,0.005664,23.365,0.145926,23.5166,0.007232,19.6624,0.101056,19.7707,0.002816,0.007072,0.155357,0.165245,0.006592,22.958,0.103469,23.0681
dwt_419.mtx,419,419,3563,0.005792,18.142,0.0629984,18.2108,0.002688,0.010016,0.0826208,0.0953248,0.006304,22.9207,0.0795744,23.0066,0.00688,20.3017,0.0606187,20.3692,0.002976,0.006464,0.0962304,0.10567,0.006368,22.798,0.0722528,22.8766
dwt_492.mtx,492,492,3156,0.006464,18.3617,0.167261,18.5354,0.002912,0.007808,0.203578,0.214298,0.005664,23.2089,0.128234,23.3428,0.006784,23.0417,0.162928,23.2114,0.003168,0.00736,0.250595,0.261123,0.006816,23.0113,0.122739,23.1409
dwt_503.mtx,503,503,6027,0.00656,18.2953,0.095744,18.3976,0.002592,0.006752,0.125907,0.135251,0.006016,23.3093,0.111635,23.427,0.006976,20.1463,0.0919904,20.2452,0.002816,0.007456,0.14897,0.159242,0.006432,22.9698,0.113549,23.0897
dwt_512.mtx,512,512,3502,0.005632,18.2657,0.0658112,18.3371,0.002592,0.011072,0.0985504,0.112214,0.006176,22.8802,0.081488,22.9679,0.005632,19.686,0.0655712,19.7572,0.002528,0.00736,0.101722,0.11161,0.006176,23.1273,0.088416,23.2219
dwt_592.mtx,592,592,5104,0.005824,18.4371,0.125891,18.5688,0.002528,0.00624,0.142358,0.151126,0.005984,23.2305,0.115658,23.3521,0.006912,20.0748,0.0999776,20.1817,0.002496,0.00608,0.139514,0.14809,0.00656,23.2205,0.118224,23.3453
dwt_59.mtx,59,59,267,0.00624,18.3209,0.0532928,18.3804,0.002528,0.00624,0.0421888,0.0509568,0.00592,23.0348,0.0434976,23.0842,0.006304,21.1908,0.0388576,21.2359,0.002496,0.006784,0.0454624,0.0547424,0.00672,22.8508,0.0434816,22.901
dwt_607.mtx,607,607,5131,0.007008,18.6258,0.205318,18.8382,0.002528,0.006784,0.189571,0.198883,0.005792,23.4724,0.220611,23.6988,0.00688,19.6312,0.196365,19.8345,0.002496,0.007456,0.216115,0.226067,0.006752,23.2688,0.181779,23.4573
dwt_66.mtx,66,66,320,0.005888,18.2228,0.0391712,18.2678,0.002496,0.006496,0.0438848,0.0528768,0.005728,24.1631,0.0639744,24.2328,0.006336,19.8274,0.0412288,19.875,0.002496,0.007456,0.0460768,0.0560288,0.006592,23.0266,0.0394112,23.0726
dwt_72.mtx,72,72,222,0.005824,18.4049,0.036288,18.447,0.002528,0.006432,0.0354667,0.0444267,0.006016,22.7492,0.0416064,22.7968,0.008192,20.4667,0.0408864,20.5158,0.002464,0.00704,0.0446144,0.0541184,0.006592,22.7634,0.040176,22.8102
dwt_758.mtx,758,758,5994,0.00592,18.3561,0.306122,18.6681,0.002496,0.00688,0.34655,0.355926,0.00592,23.6703,0.330595,24.0068,0.007424,21.1478,0.31903,21.4743,0.002496,0.007296,0.362397,0.372189,0.006496,23.8568,0.316784,24.1801
dwt_869.mtx,869,869,7285,0.00656,18.3169,0.295766,18.6192,0.002528,0.01088,0.2972,0.310608,0.006464,23.6981,0.266176,23.9707,0.007776,22.5992,0.228522,22.8355,0.002496,0.010976,0.285584,0.299056,0.00672,23.2084,0.250154,23.4653
dwt_878.mtx,878,878,7448,0.005984,18.776,0.179411,18.9614,0.002528,0.010624,0.221805,0.234957,0.005632,23.5874,0.263568,23.8566,0.00736,20.299,0.161507,20.4679,0.002912,0.006496,0.275792,0.2852,0.006368,23.2852,0.175942,23.4675
dwt_87.mtx,87,87,541,0.005728,18.6256,0.0428672,18.6742,0.002464,0.006816,0.0521102,0.0613902,0.005792,23.5623,0.0717984,23.6399,0.007232,20.6427,0.040448,20.6903,0.00304,0.006752,0.068512,0.078304,0.00656,23.0012,0.0498624,23.0576
dwt_918.mtx,918,918,7384,0.005856,18.3408,0.460688,18.8073,0.002496,0.011136,0.433443,0.447075,0.005504,25.4958,0.499984,26.0013,0.006848,20.6466,0.378317,21.0318,0.003168,0.007328,0.609635,0.620131,0.00672,23.8672,0.423142,24.297
dwt_992.mtx,992,992,16744,0.006368,18.3627,0.157974,18.527,0.002496,0.007648,0.197261,0.207405,0.00528,23.4705,0.177459,23.6533,0.007232,22.1547,0.144701,22.3066,0.002816,0.007104,0.240778,0.250698,0.006176,23.2159,0.153443,23.3756
dynamicSoaringProblem_1.mtx,647,647,5651,0.006208,18.2127,0.0146912,18.2336,0.002496,0.006336,0.0188384,0.0276704,0.00592,22.6087,0.0138112,22.6285,0.00736,20.7104,0.0150944,20.7329,0.002528,0.01056,0.0200544,0.0331424,0.0064,23.0753,0.0131072,23.0948
