filename,cow,col,nnz,alpha_mv_time_gather4[ms],mkl_mv_time_gather4[ms],alpha_mv_time_plain[ms],mkl_mv_time_plain[ms],alpha_mv_time_shuffle[ms],mkl_mv_time_shuffle[ms],alpha_mv_time_sse[ms],mkl_mv_time_sse[ms],alpha_mv_time_vgather[ms],mkl_mv_time_vgather[ms]
sctap1-2b.mtx,15392,33860,99454,0.178886,0.165951,0.110243,0.121635,0.111467,0.120283,0.10573,0.116327,0.18564,0.168343
sctap1-2c.mtx,3392,7460,21854,0.039767,0.025506,0.02466,0.036577,0.024591,0.025588,0.023764,0.025898,0.041591,0.025673
sctap1-2r.mtx,28832,63428,186366,0.334328,0.216454,0.307365,0.227675,0.20457,0.215584,0.195656,0.218774,0.343474,0.215683
sd2010.mtx,88360,88360,410722,1.754564,1.219152,1.334411,1.211907,1.354171,1.211312,1.508053,1.452548,1.77403,1.213757
se.mtx,32768,32768,98300,0.123161,0.120649,0.143321,0.185744,0.120667,0.12084,0.122602,0.12121,0.119416,0.121034
Serena.mtx,1391352,1391352,64531701,124.81953,75.312272,109.642956,92.076649,56.375111,65.482101,,,130.184923,65.665321
seymourl.mtx,4944,6316,38493,0.092492,0.064383,0.059612,0.068565,0.058351,0.064758,0.05405,0.06423,0.096058,0.06831
sgpf5y6.mtx,246080,312540,831976,1.717455,1.229172,1.245567,1.229206,1.134749,1.189413,1.498215,1.195023,1.663265,1.184117
shallow_water1.mtx,81920,81920,327680,0.83269,0.357069,0.480257,0.357312,0.498596,0.754322,0.484071,0.354328,0.886854,0.359573
shallow_water2.mtx,81920,81920,327680,0.866988,0.356901,0.483315,0.386744,0.492976,0.355421,0.469349,0.355622,0.897315,0.356546
shar_te2-b1.mtx,17160,288,34320,0.056511,0.04951,0.065628,0.153659,0.062619,0.074019,0.054802,0.048859,0.053506,0.048913
shar_te2-b2.mtx,200200,17160,600600,0.745455,0.740925,0.93105,0.744862,0.735473,0.774815,0.752729,0.749301,0.797441,0.740424
shar_te2-b3.mtx,200200,200200,800800,2.18656,0.983465,1.269777,1.207245,1.278306,0.969208,1.262849,1.044008,2.260236,0.958636
sherman1.mtx,1000,1000,3750,0.009878,0.008855,0.00714,0.008878,0.007176,0.008844,0.007406,0.007097,0.010558,0.008861
sherman2.mtx,1080,1080,23094,0.044947,0.025824,0.020855,0.025859,0.019907,0.02584,0.018763,0.019033,0.044754,0.025917
sherman3.mtx,5008,5008,20033,0.046028,0.041159,0.033542,0.030052,0.033929,0.041411,0.031562,0.030804,0.049874,0.040701
sherman4.mtx,1104,1104,3786,0.00996,0.006433,0.007399,0.006407,0.007317,0.008503,0.007752,0.006383,0.010121,0.008492
sherman5.mtx,3312,3312,20793,0.043372,0.034142,0.025432,0.023354,0.024905,0.023844,0.024089,0.023469,0.045012,0.0339
shermanACa.mtx,3432,3432,25220,0.057145,0.040672,0.037056,0.040741,0.034873,0.049721,0.033868,0.069268,0.059775,0.040069
shermanACb.mtx,18512,18512,145149,0.396799,0.258286,0.254367,0.261529,0.259492,0.253488,0.240875,0.251814,0.41586,0.254604
shermanACd.mtx,6136,6136,53329,0.131143,0.086584,0.080371,0.087747,0.07914,0.087948,0.075308,0.086339,0.134467,0.086798
ship_001.mtx,34920,34920,4644230,9.043703,3.412591,3.520493,3.620669,3.335911,3.464076,6.478469,6.386199,8.440047,3.627012
ship_003.mtx,121728,121728,8086034,17.362423,7.135981,6.670343,7.268816,5.586195,6.55997,6.060786,10.542849,15.879714,9.117053
shipsec1.mtx,140876,140876,7813404,15.325991,8.912871,6.689779,8.793161,5.207063,6.232142,6.887255,7.868342,14.247107,8.274345
shipsec5.mtx,179860,179860,10113096,17.959745,8.037149,7.703037,9.225386,6.789391,11.532677,12.877613,9.72399,18.026598,11.231659
shipsec8.mtx,114920,114920,6653399,12.133267,5.356159,5.018247,5.075918,4.874087,5.207152,8.918371,9.142769,11.942581,5.138149
shl_0.mtx,664,664,1687,0.005468,0.006088,0.004903,0.004318,0.004282,0.004274,0.004187,0.003472,0.006044,0.004357
shl_200.mtx,664,664,1726,0.005501,0.003386,0.005031,0.004308,0.004333,0.004322,0.004149,0.003285,0.006227,0.003373
shl_400.mtx,664,664,1712,0.005625,0.004583,0.005029,0.005164,0.005624,0.005246,0.004154,0.003615,0.006154,0.00335
shock-9.mtx,36476,36476,142580,0.368155,0.192573,0.226794,0.19346,0.230569,0.175798,0.238262,0.177231,0.398219,0.176117
shuttle_eddy.mtx,10432,10432,103599,0.20123,0.098,0.105267,0.097078,0.100769,0.126752,0.09707,0.096484,0.209436,0.096991
shyy161.mtx,76480,76480,329762,0.646874,0.372302,0.441649,0.654191,0.444638,0.355258,0.451474,0.361601,0.667769,0.356038
shyy41.mtx,4720,4720,20042,0.041189,0.036307,0.029335,0.03572,0.051365,0.034247,0.029835,0.022739,0.041904,0.034192
Si10H16.mtx,17080,17080,875923,1.639854,0.653649,0.727933,0.649662,0.644487,0.658529,1.431288,1.224432,1.650934,0.64337
Si2.mtx,772,772,17801,0.034192,0.020555,0.016253,0.02053,0.015223,0.020436,0.014704,0.015059,0.035505,0.02052
Si34H36.mtx,97572,97572,5156379,9.69332,5.379895,4.688,5.742801,3.844962,4.239931,6.919288,7.2012,9.539619,4.441245
Si41Ge41H72.mtx,185640,185640,15011265,27.164649,16.136539,12.846281,16.253665,10.511605,12.914835,20.660102,20.191004,28.87499,17.947437
Si5H12.mtx,19896,19896,738598,1.378195,0.541133,0.59957,0.60558,0.53802,0.537702,1.104926,1.062085,1.406089,0.538138
Si87H76.mtx,240372,240372,10661631,20.211428,10.299382,9.333569,9.449755,7.882893,8.499837,14.706505,14.76173,22.146461,9.574496
Sieber.mtx,2292,2292,14873,0.03216,0.023785,0.017829,0.023807,0.060258,0.025313,0.018028,0.016448,0.033612,0.016397
SiH4.mtx,5044,5044,171903,0.323446,0.145697,0.143722,0.142814,0.130453,0.145,0.127215,0.136485,0.332067,0.135595
SiNa.mtx,5744,5744,198787,0.376283,0.156985,0.167228,0.154109,0.149935,0.15734,0.147481,0.166178,0.382289,0.158142
sinc12.mtx,7500,7500,294986,0.510337,0.273499,0.211554,0.191079,0.198444,0.188951,0.197298,0.198079,0.51515,0.209871
sinc15.mtx,11532,11532,568526,1.064757,0.357298,0.400805,0.467371,0.36027,0.427246,0.52252,0.821927,1.047675,0.406214
sinc18.mtx,16428,16428,973826,1.688042,0.652394,1.039642,0.775749,0.634616,0.64041,1.610981,1.336416,1.692143,0.634886
SiO2.mtx,155332,155332,11283503,20.337913,9.986571,11.120414,12.922691,8.68511,13.707911,15.26649,14.915753,20.300104,9.928808
SiO.mtx,33404,33404,1317655,2.449988,1.037058,1.088681,1.390304,1.011044,1.06148,1.668827,2.070058,2.642709,1.036164
sit100.mtx,10264,10264,61046,0.126689,0.100001,0.079302,0.093085,0.082429,0.099325,0.077511,0.092814,0.131213,0.093208
skirt.mtx,12600,12600,196520,0.40344,0.191469,0.204835,0.191839,0.204458,0.19095,0.185639,0.194146,0.408327,0.19172
slptsk.mtx,2864,3348,72465,0.128807,0.076525,0.056137,0.077866,0.056663,0.051237,0.052161,0.051047,0.131975,0.050404
sls.mtx,1748124,62732,6804304,18.716449,9.790741,12.403111,9.654643,11.444262,10.999128,15.055245,13.596792,19.692682,9.583633
SmaGri.mtx,1060,1060,4919,0.012714,0.011408,0.008589,0.01149,0.007983,0.010013,0.007677,0.009926,0.012695,0.011424
small.mtx,680,1400,3207,0.006841,0.005632,0.005357,0.005659,0.005348,0.00561,0.005156,0.00557,0.006843,0.006984
SmallW.mtx,396,396,994,0.00389,0.002574,0.003072,0.002578,0.002942,0.002561,0.002915,0.002526,0.003916,0.003162
smallworld.mtx,100000,100000,999996,2.610351,1.550893,1.65259,1.861929,1.612287,1.970632,2.617863,2.513451,2.636267,1.545247
sme3Da.mtx,12504,12504,874887,1.679618,0.648026,0.825097,1.32388,0.85649,0.645548,0.641572,0.836035,1.664811,0.637336
sme3Db.mtx,29068,29068,2081063,3.885956,2.561906,1.764777,1.765324,1.671832,2.004179,2.214713,1.715842,3.897896,1.990041
sme3Dc.mtx,42932,42932,3148656,6.455369,3.157078,2.833771,3.398873,2.655555,3.015176,4.543619,5.048621,5.914455,3.76931
smt.mtx,25712,25712,3753184,6.911338,3.496054,2.725463,2.809528,2.46471,3.292755,4.842456,3.92127,6.909732,2.762711
soc-Epinions1.mtx,75888,75888,508837,1.716384,1.173252,1.226261,1.211228,1.254719,1.162009,1.333243,1.156428,1.711746,1.16181
soc-LiveJournal1.mtx,4847572,4847572,68993773,395.868819,312.045345,341.186682,296.901219,255.164411,302.092892,,,382.186619,316.66208
soc-sign-epinions.mtx,131828,131828,841372,2.968496,2.152764,2.252148,2.188331,2.259394,2.301707,2.168234,2.190114,2.955774,2.138891
soc-sign-Slashdot081106.mtx,77360,77360,516575,1.870073,1.291246,1.394752,1.348296,1.356495,1.381514,1.297548,1.289058,1.888871,1.372002
soc-sign-Slashdot090216.mtx,81872,81872,545671,1.976637,1.398423,1.473169,1.467118,1.43489,1.470041,1.46618,1.383729,1.966672,1.375415
soc-sign-Slashdot090221.mtx,82144,82144,549202,1.975662,1.391795,1.478076,1.445024,1.437092,1.435762,1.368296,1.384462,2.005835,1.370589
soc-Slashdot0811.mtx,77360,77360,905468,2.522892,1.69846,1.723768,1.759766,1.692373,1.721642,2.201166,2.255814,2.97622,1.692508
soc-Slashdot0902.mtx,82168,82168,948464,2.712208,1.981929,1.858204,1.798219,1.863381,1.844551,2.526865,2.478504,2.720068,1.925105
south31.mtx,18428,36324,112398,0.222959,0.184039,0.142846,0.143967,0.156191,0.172975,0.143299,0.148159,0.231307,0.145038
spaceShuttleEntry_1.mtx,560,560,6891,0.014093,0.009331,0.007645,0.009386,0.012449,0.006495,0.011652,0.006365,0.023164,0.00648
spaceShuttleEntry_2.mtx,1428,1428,24073,0.043999,0.019529,0.021476,0.019743,0.020706,0.029533,0.021936,0.019422,0.045058,0.019552
spaceShuttleEntry_3.mtx,1836,1836,28757,0.054588,0.036617,0.026496,0.034639,0.028074,0.024269,0.024532,0.024176,0.057557,0.051108
spaceShuttleEntry_4.mtx,2452,2452,39669,0.074825,0.049067,0.036231,0.048953,0.034845,0.033759,0.034026,0.033565,0.075987,0.033732
spaceStation_10.mtx,1272,1272,17478,0.03302,0.022499,0.018342,0.015706,0.016697,0.015715,0.041912,0.015576,0.034841,0.022486
spaceStation_11.mtx,1364,1364,18954,0.036706,0.017062,0.018369,0.024239,0.018037,0.025466,0.017277,0.016953,0.036778,0.017111
spaceStation_12.mtx,1412,1412,19728,0.037128,0.017674,0.019298,0.02533,0.018633,0.017744,0.017903,0.01773,0.038231,0.017715
spaceStation_13.mtx,1620,1620,23649,0.044615,0.029573,0.023223,0.031009,0.023576,0.029645,0.020527,0.020584,0.053432,0.020737
spaceStation_14.mtx,1640,1640,24324,0.045793,0.03139,0.023932,0.031424,0.024344,0.021232,0.020988,0.021069,0.048335,0.030306
spaceStation_1.mtx,100,100,927,0.002832,0.00156,0.002136,0.001519,0.002112,0.002993,0.001956,0.001385,0.002905,0.001506
spaceStation_2.mtx,332,332,5817,0.011533,0.005193,0.006184,0.008939,0.005778,0.007349,0.005579,0.004981,0.01177,0.005129
spaceStation_3.mtx,468,468,5103,0.01059,0.007491,0.006186,0.005473,0.008687,0.010014,0.005767,0.005244,0.010875,0.005418
spaceStation_4.mtx,952,952,13626,0.026979,0.019102,0.013381,0.01738,0.013779,0.013418,0.012814,0.015563,0.028097,0.012112
spaceStation_5.mtx,1020,1020,15219,0.029097,0.013253,0.014758,0.019361,0.016641,0.013268,0.013599,0.013349,0.029839,0.019003
spaceStation_6.mtx,1112,1112,17595,0.033981,0.015,0.016578,0.020692,0.016673,0.015051,0.015775,0.015436,0.034975,0.021575
spaceStation_7.mtx,1136,1136,18252,0.034111,0.022457,0.017278,0.022472,0.016619,0.015616,0.015887,0.015536,0.035023,0.015596
spaceStation_8.mtx,1160,1160,18945,0.035666,0.015922,0.01763,0.022991,0.016753,0.022944,0.01615,0.031977,0.037232,0.022946
spaceStation_9.mtx,1180,1180,19674,0.036566,0.016551,0.018243,0.023898,0.017493,0.023854,0.016849,0.016357,0.038276,0.023779
sparsine.mtx,50000,50000,1548988,2.734366,1.349446,1.280867,1.343531,1.275805,1.328662,2.23465,1.625212,2.767882,1.374005
specular.mtx,477976,1600,7647616,14.553947,6.820212,6.682358,7.17829,6.196982,8.571075,6.180973,10.892898,14.890724,7.747729
sphere2.mtx,68,68,450,0.001898,0.001149,0.001868,0.00153,0.001625,0.001126,0.001571,0.001134,0.001933,0.001157
sphere3.mtx,260,260,1794,0.004254,0.004111,0.003286,0.002772,0.004277,0.004144,0.003153,0.002621,0.004426,0.002709
spiral.mtx,1436,1436,18228,0.032418,0.022506,0.016835,0.015366,0.015217,0.015473,0.014907,0.015402,0.032583,0.021182
spmsrtls.mtx,29996,29996,229947,0.480955,0.240598,0.248002,0.361376,0.25118,0.286801,0.247204,0.313291,0.46747,0.313393
srb1.mtx,54924,54924,2962152,5.412079,2.779086,2.19104,2.350029,2.117135,2.400504,4.263192,3.540607,5.357094,2.486069
sstmodel.mtx,3348,3348,22749,0.053714,0.04663,0.038211,0.04532,0.065705,0.03666,0.031667,0.03634,0.055359,0.045838
Stanford_Berkeley.mtx,683448,683448,7583376,19.056525,11.179801,10.930073,12.695282,10.560348,11.024684,16.034687,15.082258,19.578611,11.389377
Stanford.mtx,281904,281904,2312497,8.562915,7.233033,7.276183,7.769779,7.119558,6.950209,11.012161,10.634523,8.458941,7.265921
stat96v1.mtx,5996,197472,588798,1.054763,0.365936,0.412775,0.364891,0.368959,0.365524,0.902812,0.895693,1.065793,0.369171
stat96v2.mtx,29092,957432,2852184,5.319953,2.240477,2.700599,2.643983,2.054656,3.581065,4.187275,5.723299,5.381268,2.370318
stat96v3.mtx,33844,1113780,3317736,6.398417,3.060821,2.794881,2.526916,2.470375,2.498327,5.189509,4.524493,7.128992,2.621062
stat96v4.mtx,3176,63076,491336,0.875724,0.304625,0.328633,0.289778,0.278788,0.293393,0.386154,0.617975,0.874219,0.289465
stat96v5.mtx,2308,75780,233921,0.422843,0.145976,0.162483,0.181028,0.141941,0.140342,0.141893,0.142876,0.417091,0.180032
std1_Jac2_db.mtx,21984,21984,498771,0.956399,0.404637,0.435265,0.386114,0.38249,0.386166,0.392033,0.54673,0.984934,0.897686
std1_Jac2.mtx,21984,21984,1248731,2.234622,0.88026,0.919384,0.891804,0.836294,0.923947,1.973967,1.35594,2.240079,1.297463
std1_Jac3_db.mtx,21984,21984,531826,1.013326,0.407442,0.456006,0.405705,0.402625,0.417603,0.436698,0.623641,1.032031,0.429978
std1_Jac3.mtx,21984,21984,1455848,2.628442,1.173574,1.115952,1.213334,0.939573,1.091222,2.384863,2.31806,2.614807,1.072215
steam1.mtx,240,240,3762,0.008157,0.004998,0.004619,0.00527,0.007889,0.003964,0.004286,0.004424,0.008347,0.003868
steam2.mtx,600,600,13760,0.027113,0.015356,0.012174,0.015396,0.010906,0.010308,0.010636,0.010157,0.027576,0.016872
steam3.mtx,80,80,928,0.002922,0.001338,0.001986,0.001311,0.001869,0.001314,0.001889,0.001201,0.003036,0.001753
stoch_aircraft.mtx,3756,7520,20267,0.044315,0.020814,0.026787,0.020793,0.03034,0.032209,0.026614,0.020769,0.043203,0.020828
stokes128.mtx,49668,49668,558594,1.070085,0.584885,0.52784,0.483728,0.510164,0.484352,0.845093,0.647413,1.10755,0.484331
stokes64.mtx,12548,12548,140034,0.269687,0.163599,0.1338,0.122066,0.127334,0.121113,0.122328,0.125192,0.282808,0.121637
stokes64s.mtx,12548,12548,140034,0.278074,0.121825,0.133857,0.180071,0.126511,0.121094,0.122008,0.121592,0.279794,0.180324
stomach.mtx,213360,213360,3021648,5.29039,3.927753,2.880844,3.233673,2.96747,3.004951,4.452155,4.57666,5.31334,3.410839
stormG2_1000.mtx,528188,1377308,3459881,7.473951,6.056829,4.692383,4.914924,4.46911,5.810944,7.92187,8.139097,9.832876,5.882256
stormg2-125.mtx,66188,172432,433256,0.839044,0.510692,0.528918,0.505609,0.524445,0.515998,0.852118,0.73783,0.873603,0.507857
stormg2-27.mtx,14444,37488,94274,0.181992,0.156483,0.107691,0.140151,0.108549,0.131454,0.104751,0.130204,0.193636,0.15964
stormg2-8.mtx,4412,11324,28553,0.055595,0.094821,0.034472,0.050869,0.034429,0.049241,0.032259,0.033345,0.058436,0.048326
str_0.mtx,364,364,2454,0.005991,0.003217,0.004045,0.004959,0.0038,0.004358,0.003619,0.003093,0.00608,0.003239
str_200.mtx,364,364,3068,0.006987,0.00376,0.00429,0.004984,0.004044,0.004957,0.003938,0.003561,0.007111,0.003732
str_400.mtx,364,364,3157,0.007022,0.003808,0.004406,0.007939,0.004191,0.005031,0.003986,0.00453,0.007272,0.00379
str_600.mtx,364,364,3279,0.007237,0.003918,0.005634,0.003802,0.004144,0.005252,0.004039,0.003699,0.007403,0.005176
Stranke94.mtx,12,12,90,0.006513,0.000762,0.001285,0.001194,0.001242,0.000759,0.001266,0.00054,0.001304,0.000628
struct3.mtx,53572,53572,1173694,2.153385,0.976743,1.016938,0.962371,0.967467,1.047875,1.593124,1.750271,2.183327,0.958085
struct4.mtx,4352,4352,237798,0.445351,0.188464,0.170973,0.180173,0.158774,0.158518,0.150495,0.158615,0.429624,0.157871
sts4098.mtx,4100,4100,72356,0.158142,0.090503,0.071214,0.090725,0.069082,0.089534,0.064721,0.069012,0.145297,0.090101
stufe-10.mtx,24012,24012,92828,0.253216,0.139449,0.180735,0.177429,0.160253,0.144747,0.165826,0.129093,0.274213,0.144117
stufe.mtx,1036,1036,3736,0.010659,0.007508,0.007551,0.007563,0.007339,0.008958,0.0071,0.007457,0.011129,0.007509
swang1.mtx,3172,3172,20841,0.040376,0.028239,0.028283,0.041602,0.030103,0.042427,0.026641,0.028099,0.047845,0.042608
swang2.mtx,3172,3172,20841,0.041226,0.042741,0.027894,0.028191,0.029025,0.041283,0.027224,0.028136,0.042229,0.042296
t0331-4l.mtx,664,46916,430982,0.758559,0.286824,0.335993,0.320396,0.289671,0.337068,0.298932,0.294775,0.76721,0.324147
t2dah_a.mtx,11448,11448,176117,0.329668,0.141998,0.159507,0.197322,0.150393,0.204583,0.142252,0.141646,0.337956,0.205257
t2dah_e.mtx,11448,11448,176117,0.336007,0.143097,0.158457,0.193787,0.147396,0.204447,0.141858,0.142843,0.33904,0.141332
t2dah.mtx,11448,11448,176117,0.329863,0.142572,0.159019,0.14303,0.15065,0.142153,0.15912,0.142931,0.339745,0.14169
t2dal_a.mtx,4260,4260,37465,0.073187,0.057593,0.0407,0.038066,0.039759,0.037119,0.037711,0.037995,0.076595,0.058996
t2dal_bci.mtx,4260,4260,37465,0.072527,0.03678,0.04064,0.036794,0.041159,0.03682,0.040677,0.036758,0.076643,0.058538
t2dal_e.mtx,4260,4260,4257,0.014382,0.009243,0.01364,0.009138,0.011595,0.009188,0.011724,0.009076,0.011666,0.009187
t2dal.mtx,4260,4260,37465,0.073365,0.03746,0.040657,0.045408,0.039956,0.036931,0.037701,0.052014,0.076548,0.037131
t2d_q4.mtx,9804,9804,87025,0.167259,0.084015,0.093072,0.084202,0.088646,0.133462,0.085889,0.08387,0.174014,0.132865
t2d_q9.mtx,9804,9804,87025,0.167197,0.084179,0.092329,0.086882,0.088161,0.088328,0.08574,0.104299,0.174867,0.13301
t2em.mtx,921632,921632,4590832,9.904408,6.764519,6.237129,6.254429,6.572008,6.283009,8.764233,8.702889,11.064766,5.829296
t3dh_a.mtx,79172,79172,4352105,7.715641,3.409148,3.366422,4.011166,3.217141,3.472963,5.911984,5.851203,7.795735,3.663477
t3dh_e.mtx,79172,79172,4352105,8.237443,4.151494,3.444457,3.947933,3.458923,3.755658,3.331646,3.25868,8.025308,3.233864
t3dh.mtx,79172,79172,4352105,7.745961,4.674976,3.299279,3.247912,3.366346,3.429553,5.613623,5.947616,7.797123,3.564801
t3dl_a.mtx,20360,20360,509866,0.905787,0.378605,0.411474,0.378422,0.393425,0.382674,0.521819,0.535823,0.912531,0.391289
t3dl_e.mtx,20360,20360,20360,0.061163,0.041801,0.060892,0.06379,0.051458,0.042418,0.053551,0.041586,0.054147,0.042169
t3dl.mtx,20360,20360,509866,0.905659,0.378312,0.444191,0.381612,0.403844,0.379232,0.527196,0.559692,0.903628,0.3776
t520.mtx,5564,5564,286341,0.501469,0.245113,0.207168,0.245485,0.186881,0.181121,0.183118,0.180346,0.504041,0.174683
t60k.mtx,60008,60008,178880,0.230944,0.22832,0.267902,0.314249,0.241908,0.227751,0.229703,0.238523,0.225531,0.250349
tandem_dual.mtx,94072,94072,460493,1.081603,0.600924,0.684354,0.58631,0.703265,0.629685,0.8011,0.596137,1.142443,0.61688
tandem_vtx.mtx,18456,18456,253350,0.707566,0.383634,0.372585,0.353701,0.362912,0.354501,0.551535,0.518186,0.660756,0.360656
ted_AB.mtx,10608,10608,522387,0.950962,0.356711,0.385649,0.334353,0.334546,0.330363,0.325601,0.326141,0.954658,0.332829
ted_AB_unscaled.mtx,10608,10608,522387,0.951876,0.569878,0.382316,0.327612,0.332171,0.327891,0.359108,0.346046,2.730171,0.331378
ted_A.mtx,10608,10608,424587,0.776991,0.276657,0.314729,0.271461,0.270823,0.280908,0.274242,0.359621,0.787621,0.278766
ted_A_unscaled.mtx,10608,10608,424587,0.773579,0.271006,0.317005,0.270823,0.27593,0.26997,0.40105,0.389339,0.777772,0.271385
ted_B.mtx,10608,10608,144579,0.284,0.11564,0.129807,0.151805,0.115471,0.114978,0.133645,0.116015,0.287632,0.164162
ted_B_unscaled.mtx,10608,10608,144579,0.284567,0.123106,0.130297,0.16385,0.115754,0.164405,0.1118,0.114229,0.288736,0.114699
testbig.mtx,17616,31224,61639,0.107711,0.109326,0.089112,0.071047,0.084412,0.108776,0.082748,0.088665,0.11123,0.071613
TF10.mtx,100,108,622,0.002369,0.001739,0.001884,0.001731,0.001814,0.001271,0.001766,0.001175,0.002435,0.001697
TF11.mtx,216,236,1607,0.004187,0.002789,0.002893,0.003264,0.00288,0.002302,0.002781,0.00225,0.004346,0.003275
TF12.mtx,488,552,4231,0.015317,0.005185,0.005556,0.007263,0.005567,0.00516,0.005264,0.005038,0.010693,0.007231
TF13.mtx,1124,1304,11185,0.022794,0.018382,0.013709,0.019115,0.012544,0.012972,0.01192,0.012882,0.024625,0.013047
TF14.mtx,2644,3160,29862,0.065586,0.038238,0.035462,0.045979,0.034357,0.035862,0.033084,0.03636,0.065905,0.046896
TF15.mtx,6336,7744,80057,0.186546,0.103058,0.104338,0.102812,0.102245,0.109927,0.096272,0.10299,0.190347,0.102049
TF16.mtx,15440,19324,216173,0.540263,0.28272,0.293739,0.279464,0.287917,0.280696,0.27094,0.277995,0.535574,0.279926
TF17.mtx,38132,48632,586218,1.456142,0.763295,0.788829,0.743243,0.769262,0.745929,0.728665,0.75068,1.44972,0.774651
TF18.mtx,95368,123868,1597545,4.380534,2.091181,2.260503,2.155297,2.077536,2.056472,3.425613,3.308948,3.965216,2.061646
TF19.mtx,241032,317956,4370721,10.643806,5.970108,6.021158,5.948617,5.754181,6.407191,8.954673,7.77907,10.815607,5.828696
thermal1.mtx,82656,82656,574458,1.487768,0.985062,0.984637,0.99423,1.050871,1.000814,0.976047,0.987265,1.516552,0.987603
thermal2.mtx,1228048,1228048,8580313,26.516241,17.763511,21.249291,17.583772,20.975086,23.153013,26.050648,28.02213,29.509898,17.643823
thermal.mtx,3456,3456,66528,0.120839,0.054741,0.055126,0.055063,0.052388,0.053992,0.050225,0.053636,0.122298,0.054134
thermomech_dK.mtx,204316,204316,2846228,6.479072,3.704934,3.446946,4.320982,3.236265,3.595202,7.13437,7.468784,7.947544,3.554784
thermomech_dM.mtx,204316,204316,1423116,3.942357,2.462875,3.038272,2.519287,2.299508,2.682109,4.464091,4.115005,3.410957,2.398167
thermomech_TC.mtx,102160,102160,711558,1.725029,1.252714,1.140881,1.186824,1.17977,1.188149,1.550134,1.833079,1.768316,1.19426
thermomech_TK.mtx,102160,102160,711558,1.732823,1.19577,1.183221,1.252315,1.184164,1.210797,1.85911,1.734304,1.754237,1.183759
thread.mtx,29736,29736,4470048,8.059614,3.326431,3.855069,3.639868,2.969969,3.377718,6.292895,6.116841,9.414134,5.098325
Tina_AskCal.mtx,12,12,29,0.001171,0.000965,0.001239,0.000543,0.001168,0.000667,0.00112,0.000468,0.001129,0.000648
Tina_AskCog.mtx,12,12,36,0.001141,0.000934,0.001271,0.000518,0.001183,0.000664,0.001095,0.000478,0.001125,0.000562
Tina_DisCal.mtx,12,12,41,0.001245,0.001008,0.001245,0.000665,0.00115,0.000582,0.001092,0.000492,0.001188,0.000625
Tina_DisCog.mtx,12,12,48,0.001183,0.000968,0.001203,0.000687,0.001152,0.00061,0.001134,0.000476,0.00196,0.000691
tmt_sym.mtx,726716,726716,5080961,14.298894,9.74237,9.129098,9.580716,9.462414,9.426634,10.671537,10.824965,14.465465,9.65422
tmt_unsym.mtx,917828,917828,4584801,9.892777,6.033759,6.471839,5.952345,7.443627,6.935356,8.918145,8.98413,10.916751,5.429901
tn2010.mtx,240116,240116,1193966,5.484407,3.67263,4.053633,3.545687,4.133723,3.644921,5.247343,5.048368,5.548491,4.016908
tols1090.mtx,1092,1092,3546,0.007839,0.006989,0.006197,0.005234,0.005323,0.005222,0.005271,0.005185,0.007522,0.005257
tols2000.mtx,2000,2000,5184,0.01052,0.010622,0.016769,0.007643,0.033018,0.010324,0.007929,0.007596,0.010151,0.007678
tols340.mtx,340,340,2196,0.005295,0.006096,0.00344,0.003391,0.003097,0.00255,0.003047,0.002449,0.005131,0.005282
tols4000.mtx,4000,4000,8784,0.017193,0.019737,0.016195,0.013507,0.013675,0.013037,0.01382,0.012949,0.016223,0.023001
tols90.mtx,92,92,1746,0.004319,0.002215,0.002601,0.00224,0.002285,0.00174,0.002285,0.001655,0.004273,0.002252
tomographic1.mtx,73160,59500,647495,2.111119,1.35183,1.445909,1.382034,1.405705,1.352956,1.531721,1.565729,2.12381,1.397537
tomography.mtx,500,500,28726,0.054599,0.020559,0.023956,0.020686,0.02035,0.025578,0.019932,0.021045,0.057898,0.020701
torsion1.mtx,40000,40000,197608,0.418308,0.310942,0.258527,0.206913,0.275445,0.315099,0.304309,0.227169,0.445275,0.215155
torso1.mtx,116160,116160,8516500,15.010346,7.083854,6.119761,8.088583,5.629286,7.498049,11.211899,11.182723,15.134982,8.666031
torso2.mtx,115968,115968,1033473,2.00012,1.038441,1.119603,1.057333,1.05864,1.03233,1.668551,1.487494,2.212323,1.035463
torso3.mtx,259156,259156,4429042,7.622204,5.306579,5.580376,4.983521,3.935049,4.288062,4.058448,4.031824,7.781924,4.396457
tp-6.mtx,142752,1014304,11537419,24.86751,12.32783,12.226293,12.210384,11.938425,15.425645,25.377397,13.104903,31.853698,14.160094
trans4.mtx,116836,116836,766396,1.493023,0.92273,0.905582,0.910605,0.901693,0.936027,1.052382,1.329355,1.650888,0.932363
trans5.mtx,116836,116836,766396,1.487087,0.91011,0.883391,0.903595,0.906764,0.904373,1.450923,1.46583,1.550108,0.920715
transient.mtx,178868,178868,961790,2.16769,1.47657,1.352966,1.464118,1.341956,1.498516,1.330453,1.548906,2.267438,1.557571
Transport.mtx,1602112,1602112,23500731,39.623896,28.830101,21.482568,26.252396,21.323742,28.780808,34.936297,34.616366,55.187039,21.995383
trdheim.mtx,22100,22100,1935324,3.42453,2.200096,1.396264,1.365302,1.266258,1.46909,2.459957,2.546741,3.432464,1.395083
Trec10.mtx,108,480,8612,0.016992,0.006374,0.007675,0.00632,0.006854,0.00633,0.006722,0.006244,0.017001,0.007749
