filename,cow,col,nnz,alpha_mv_time_gather4[ms],mkl_mv_time_gather4[ms],alpha_mv_time_plain[ms],mkl_mv_time_plain[ms],alpha_mv_time_shuffle[ms],mkl_mv_time_shuffle[ms],alpha_mv_time_sse[ms],mkl_mv_time_sse[ms],alpha_mv_time_vgather[ms],mkl_mv_time_vgather[ms]
cavity25.mtx,4564,4564,138187,0.249998,0.133886,0.103919,0.096902,0.096388,0.096316,0.096114,0.097303,0.252674,0.133883
cavity26.mtx,4564,4564,138187,0.250904,0.099028,0.104325,0.135599,0.097054,0.095956,0.096325,0.100267,0.253219,0.13645
c-big.mtx,345244,345244,2341011,5.880901,3.30445,3.370809,4.118742,3.122604,3.260344,5.250579,5.706313,5.471144,3.32936
cbuckle.mtx,13684,13684,676515,1.264304,0.482662,0.535335,0.479585,0.499702,0.480716,1.031835,1.048065,1.275441,0.482168
cca.mtx,49152,49152,139264,0.184541,0.180737,0.21581,0.293019,0.179844,0.177511,0.182348,0.17589,0.180311,0.293718
ccc.mtx,49152,49152,147456,0.18491,0.186125,0.215881,0.278896,0.179564,0.278594,0.182279,0.184522,0.183996,0.279334
cdde1.mtx,964,964,4681,0.011761,0.005694,0.007471,0.006521,0.007755,0.005652,0.007345,0.005583,0.014274,0.008176
cdde2.mtx,964,964,4681,0.011371,0.005641,0.007437,0.020193,0.00773,0.008183,0.007333,0.005801,0.012063,0.005692
cdde3.mtx,964,964,4681,0.011287,0.00817,0.007432,0.005703,0.007766,0.00565,0.007363,0.005537,0.012972,0.005734
cdde4.mtx,964,964,4681,0.011273,0.005725,0.007487,0.008172,0.007794,0.005687,0.007339,0.005581,0.012738,0.005653
cdde5.mtx,964,964,4681,0.011319,0.007201,0.007467,0.008201,0.007725,0.005661,0.007412,0.005651,0.01209,0.005692
cdde6.mtx,964,964,4681,0.012052,0.005705,0.007428,0.008165,0.00773,0.005718,0.007344,0.005596,0.012015,0.005714
cegb2802.mtx,2804,2804,277362,0.504797,0.172328,0.192143,0.167029,0.172372,0.16726,0.16289,0.169108,0.510639,0.167192
cegb2919.mtx,2920,2920,321543,0.584351,0.200064,0.222461,0.194667,0.190759,0.19366,0.191074,0.196561,0.578928,0.194134
cegb3024.mtx,3024,3024,79848,0.150897,0.087213,0.068487,0.061939,0.064999,0.062922,0.062673,0.064268,0.154126,0.087199
cegb3306.mtx,3308,3308,74916,0.135261,0.078984,0.061211,0.055953,0.057036,0.055517,0.055487,0.055069,0.136786,0.078517
celegans_metabolic.mtx,456,456,4065,0.008789,0.00655,0.005427,0.006634,0.005205,0.006559,0.004981,0.00464,0.008946,0.006617
celegansneural.mtx,300,300,2345,0.005493,0.004146,0.003618,0.002931,0.003525,0.002959,0.00337,0.002858,0.005682,0.004972
cell1.mtx,7056,7056,34855,0.074369,0.055973,0.047346,0.056031,0.049455,0.056343,0.046725,0.03773,0.084209,0.037877
cell2.mtx,7056,7056,34855,0.074511,0.056526,0.046501,0.037994,0.049364,0.526108,0.047443,0.038529,0.080311,0.056321
cep1.mtx,1524,4772,8233,0.017584,0.01335,0.011201,0.008794,0.01201,0.00879,0.011296,0.008715,0.018544,0.01043
cfd1.mtx,70656,70656,1828364,3.270463,1.868488,1.64499,1.69868,1.479695,1.507283,1.974037,2.065636,3.25916,1.626071
cfd2.mtx,123440,123440,3087898,5.442738,2.773181,2.625048,2.674261,2.532227,2.845741,3.198444,2.604974,5.499213,2.642345
ch3-3-b1.mtx,20,12,36,0.001847,0.000574,0.001377,0.000696,0.001164,0.00059,0.001128,0.000464,0.00121,0.000586
ch3-3-b2.mtx,8,20,18,0.001101,0.000636,0.001193,0.000573,0.001098,0.000641,0.001258,0.000475,0.001178,0.000562
ch4-4-b1.mtx,72,16,144,0.002411,0.000926,0.001554,0.00094,0.001357,0.00095,0.001256,0.000741,0.001354,0.000862
ch4-4-b2.mtx,96,72,288,0.001421,0.000884,0.001566,0.001198,0.001436,0.001206,0.001383,0.000791,0.001458,0.000969
ch4-4-b3.mtx,24,96,96,0.001321,0.000993,0.001284,0.000681,0.001188,0.000793,0.00115,0.000535,0.001338,0.000784
ch5-5-b1.mtx,200,28,400,0.025185,0.001142,0.001898,0.001137,0.001733,0.00178,0.001667,0.001003,0.001799,0.00111
ch5-5-b2.mtx,600,200,1800,0.003259,0.003981,0.003913,0.002733,0.003231,0.002719,0.00323,0.002621,0.003232,0.003997
ch5-5-b3.mtx,600,600,2400,0.006922,0.003114,0.004595,0.004625,0.004647,0.004615,0.004428,0.002925,0.007522,0.004623
ch5-5-b4.mtx,120,600,600,0.002324,0.001593,0.001876,0.001194,0.001922,0.001312,0.001871,0.001074,0.002421,0.001157
ch6-6-b1.mtx,452,36,900,0.002539,0.002573,0.0028,0.001833,0.002554,0.00193,0.002438,0.001719,0.002509,0.002537
ch6-6-b2.mtx,2400,452,7200,0.009845,0.013917,0.013684,0.009253,0.009747,0.013936,0.009785,0.009136,0.009663,0.013997
ch6-6-b3.mtx,5400,2400,21600,0.053545,0.027204,0.040228,0.024463,0.033329,0.023176,0.031578,0.02327,0.058214,0.036432
ch6-6-b4.mtx,4320,5400,21600,0.047481,0.022588,0.028473,0.022685,0.030378,0.034533,0.028658,0.023103,0.05014,0.022626
ch6-6-b5.mtx,720,4320,4320,0.010403,0.004926,0.006248,0.004833,0.006641,0.007306,0.006309,0.004778,0.009819,0.006336
ch7-6-b1.mtx,632,44,1260,0.00313,0.003353,0.003478,0.003364,0.003026,0.002304,0.003038,0.002229,0.003014,0.002335
ch7-6-b2.mtx,4200,632,12600,0.016519,0.076083,0.019879,0.015849,0.016909,0.023863,0.016343,0.015667,0.016852,0.015827
ch7-6-b3.mtx,12600,4200,50400,0.124739,0.242925,0.072245,0.084856,0.075915,0.053332,0.071758,0.053969,0.134817,0.084826
ch7-6-b4.mtx,15120,12600,75600,0.168487,0.35608,0.098285,0.12048,0.10465,0.078941,0.098382,0.078694,0.172474,0.120601
ch7-6-b5.mtx,5040,15120,30240,0.06012,0.031848,0.03624,0.048531,0.039617,0.030763,0.037625,0.030667,0.062174,0.032558
ch7-7-b1.mtx,884,52,1764,0.003991,0.004376,0.004521,0.004418,0.003817,0.004378,0.003774,0.002943,0.003825,0.003142
ch7-7-b2.mtx,7352,884,22050,0.028668,0.02741,0.032631,0.027329,0.028636,0.04224,0.027755,0.027047,0.027378,0.027302
ch7-7-b5.mtx,35280,52920,211680,0.425084,0.216471,0.25133,0.217946,0.314367,0.217052,0.26056,0.217,0.440503,0.331065
ch7-8-b1.mtx,1176,56,2352,0.004968,0.007197,0.005531,0.003857,0.004731,0.00558,0.004729,0.003763,0.0047,0.005562
ch7-8-b2.mtx,11760,1176,35280,0.044063,0.043258,0.05256,0.066615,0.043857,0.066841,0.04497,0.04371,0.044057,0.04472
ch7-8-b3.mtx,58800,11760,235200,0.58144,0.249082,0.338075,0.328675,0.348432,0.249984,0.330336,0.249678,0.622722,0.253979
ch7-8-b4.mtx,141120,58800,705600,1.527422,0.740189,0.911409,0.741693,0.973155,0.745085,0.934476,0.754387,2.384266,0.744455
ch7-8-b5.mtx,141120,141120,846720,1.709088,0.888383,1.023724,0.885123,1.121677,0.87626,1.073423,1.015364,1.816248,0.892925
ch7-9-b1.mtx,1512,64,3024,0.006026,0.007015,0.006793,0.004896,0.005734,0.007052,0.006361,0.004726,0.005766,0.004893
ch7-9-b2.mtx,17640,1512,52920,0.066496,0.09918,0.094468,0.06547,0.065286,0.100135,0.065353,0.064983,0.065629,0.065918
ch7-9-b3.mtx,105840,17640,423360,1.056155,0.450142,0.619134,0.480094,0.637024,0.449471,0.593188,0.454365,1.123017,0.44801
ch7-9-b4.mtx,317520,105840,1587600,3.468266,1.805208,2.088709,1.875781,2.239208,2.57492,2.125785,1.851186,3.966977,1.817404
ch7-9-b5.mtx,423360,317520,2540160,5.239007,3.005742,3.143645,3.24942,3.388259,2.955681,3.433342,5.089277,5.457616,2.778658
ch8-8-b1.mtx,1568,64,3136,0.006224,0.00607,0.006992,0.007275,0.005899,0.00727,0.005923,0.00488,0.005881,0.005042
ch8-8-b2.mtx,18816,1568,56448,0.070344,0.105841,0.082115,0.071836,0.06947,0.069802,0.072936,0.070731,0.069355,0.070006
ch8-8-b3.mtx,117600,18816,470400,1.172953,0.500208,0.67071,0.509068,0.696608,0.500974,0.791427,0.741707,1.255464,0.499505
ch8-8-b4.mtx,376320,117600,1881600,4.085541,2.149322,2.515614,2.21872,2.651849,2.079464,3.471936,3.305925,4.351901,2.070722
ch8-8-b5.mtx,564480,376320,3386880,7.04179,4.90036,4.211184,3.762436,4.569082,4.528802,6.863089,5.93366,7.474527,4.140759
Chebyshev1.mtx,264,264,2319,0.005614,0.00283,0.00352,0.002904,0.003557,0.003937,0.003353,0.002707,0.005813,0.002865
Chebyshev2.mtx,2056,2056,18447,0.035864,0.025333,0.019253,0.025313,0.019321,0.025476,0.018529,0.017537,0.037835,0.017695
Chebyshev3.mtx,4104,4104,36879,0.071574,0.050205,0.038581,0.034887,0.039589,0.035468,0.036542,0.040916,0.075277,0.035726
Chebyshev4.mtx,68124,68124,5377761,9.582045,5.521988,4.17098,4.189356,3.722236,4.320857,8.336535,6.135334,9.577223,6.161906
Chem97Zt.mtx,2544,31024,62044,0.127937,0.069097,0.062311,0.068121,0.056779,0.06118,0.054508,0.060175,0.129132,0.071655
Chem97ZtZ.mtx,2544,2544,7361,0.013721,0.010651,0.01206,0.016135,0.010436,0.010625,0.010482,0.010492,0.01418,0.014685
chem_master1.mtx,40404,40404,201201,0.41741,0.21025,0.260298,0.318118,0.38959,0.271703,0.264023,0.209986,0.454675,0.241571
chesapeake.mtx,40,40,340,0.001693,0.001141,0.001598,0.00114,0.001495,0.001126,0.001421,0.000779,0.001737,0.001134
Chevron1.mtx,37368,37368,330633,0.630806,0.321423,0.349156,0.317093,0.342478,0.318251,0.319616,0.339621,0.668024,0.321956
Chevron2.mtx,90252,90252,803173,1.536638,0.784185,0.865446,0.777105,0.806995,0.776884,0.934756,1.031695,1.601941,0.78078
Chevron3.mtx,381384,381384,3413113,6.519511,3.593972,3.639218,4.164243,3.633584,3.622,5.354467,4.815617,6.82809,3.702136
Chevron4.mtx,711452,711452,6376412,12.318459,6.848765,7.317868,6.781341,6.48477,6.818853,9.802598,9.768212,12.661455,7.272516
chipcool0.mtx,20084,20084,281150,0.711544,0.384139,0.404168,0.384559,0.394928,0.382312,0.36928,0.407301,0.73701,0.388303
chipcool1.mtx,20084,20084,281150,0.712824,0.383669,0.409051,0.390054,0.392021,0.388688,0.414291,0.393159,0.737398,0.444196
ch.mtx,3700,8292,24102,0.054934,0.042266,0.030811,0.041221,0.029532,0.029944,0.075021,0.029675,0.052826,0.041265
circuit_1.mtx,2624,2624,35823,0.065,0.031999,0.034021,0.032041,0.032864,0.047166,0.031844,0.033063,0.065888,0.047409
circuit204.mtx,1020,1020,5883,0.012192,0.010455,0.009384,0.007753,0.008242,0.010489,0.007929,0.007669,0.012651,0.010417
circuit_2.mtx,4512,4512,21199,0.039963,0.029182,0.027402,0.038991,0.024874,0.028966,0.025268,0.02882,0.04019,0.036562
circuit_3.mtx,12128,12128,48137,0.107756,0.073336,0.077568,0.075294,0.073447,0.075856,0.071411,0.073642,0.111968,0.098559
circuit_4.mtx,80212,80212,307604,0.654844,0.419766,0.470403,0.426703,0.444403,0.409231,0.441122,0.443822,0.67486,0.408294
circuit5M_dc.mtx,3523320,3523320,19194193,45.676542,28.275011,27.655334,28.753144,29.099084,28.119368,48.286916,47.433193,48.273788,27.963996
cis-n4c6-b13.mtx,6300,25608,88200,0.156265,0.074265,0.077679,0.106363,0.075819,0.076264,0.074257,0.074768,0.161723,0.104496
cis-n4c6-b14.mtx,920,6300,13800,0.024107,0.012222,0.013115,0.012249,0.012814,0.012139,0.013126,0.012109,0.03046,0.012163
cis-n4c6-b15.mtx,60,920,960,0.003025,0.001627,0.001993,0.001243,0.001819,0.001431,0.001757,0.001138,0.002945,0.001227
cis-n4c6-b1.mtx,212,24,420,0.001913,0.001168,0.001946,0.001211,0.001763,0.00152,0.001758,0.001048,0.001745,0.001521
cis-n4c6-b2.mtx,1332,212,3990,0.006032,0.007985,0.006923,0.005542,0.005911,0.007975,0.005935,0.005291,0.005888,0.008015
cis-n4c6-b3.mtx,5972,1332,23880,0.059809,0.025575,0.035271,0.025609,0.035954,0.025456,0.035169,0.026605,0.063919,0.028417
cis-n4c6-b4.mtx,20060,5972,100290,0.212359,0.158138,0.12811,0.103349,0.13801,0.159028,0.579223,0.104753,0.225645,0.158599
citationCiteseer.mtx,268496,268496,2313294,9.447312,7.690744,7.217043,8.883038,7.683264,7.420062,12.03261,11.771585,9.456079,7.628448
cit-HepPh.mtx,34548,34548,421578,1.335772,0.840589,0.874511,0.875867,0.894969,0.855445,0.941531,0.984372,1.332374,0.870192
cit-HepTh.mtx,27772,27772,352807,1.063852,0.666598,0.699233,0.670988,0.69586,0.669519,0.727377,0.703634,1.074934,0.669931
Cities.mtx,56,48,1342,0.003523,0.001492,0.002189,0.002055,0.006018,0.001517,0.00199,0.001399,0.003495,0.002032
cit-Patents.mtx,3774768,3774768,16518948,154.117723,106.523443,136.991112,128.725637,176.647561,224.465932,177.748415,170.246414,160.202515,126.817663
ck104.mtx,104,104,992,0.002911,0.002074,0.002178,0.002117,0.002137,0.0015,0.001981,0.00147,0.00299,0.002103
ck400.mtx,400,400,2860,0.006332,0.005329,0.004323,0.003858,0.004255,0.003631,0.004123,0.003536,0.006542,0.003639
ck656.mtx,656,656,3884,0.008079,0.006739,0.005685,0.006711,0.005684,0.004844,0.00543,0.004661,0.00929,0.006679
ckt11752_dc_1.mtx,49704,49704,333029,0.795901,0.449887,0.456325,0.448308,0.449929,0.446523,0.43623,0.44505,0.772749,0.445837
ckt11752_tr_0.mtx,49704,49704,333029,0.743402,0.447822,0.455385,0.449642,0.449906,0.567249,0.431014,0.445419,0.771931,0.450861
cnr-2000.mtx,325560,325560,3216152,8.205841,5.426804,5.064319,5.494931,4.848111,5.278894,4.844446,4.761965,8.211836,4.930718
co2010.mtx,201064,201064,974574,4.424709,3.30271,3.376743,2.897221,3.467625,2.852968,4.03879,3.566229,4.424868,3.099789
co5.mtx,5776,12328,57993,0.110868,0.058022,0.061754,0.059017,0.05647,0.058005,0.055149,0.058274,0.111809,0.057842
co9.mtx,10792,22924,109651,0.207271,0.109793,0.115963,0.136042,0.106589,0.189161,0.103719,0.109377,0.21155,0.109647
coater1.mtx,1348,1348,19457,0.03969,0.019827,0.020129,0.025311,0.019179,0.025155,0.018444,0.01894,0.040281,0.019051
coater2.mtx,9540,9540,207308,0.456328,0.21593,0.229662,0.219152,0.215429,0.216093,0.208857,0.215972,0.460196,0.216734
coAuthorsCiteseer.mtx,227320,227320,1628268,6.248051,4.450222,4.502948,4.420221,4.518055,4.376515,6.51099,6.230698,6.228214,4.40356
coAuthorsDBLP.mtx,299068,299068,1955352,7.850834,6.113832,6.349107,6.15855,6.396953,5.833675,10.078452,11.23237,7.873102,5.743835
commanche_dual.mtx,7920,7920,31680,0.079495,0.03529,0.045958,0.035611,0.0483,0.034402,0.045968,0.035038,0.084985,0.034203
complex.mtx,1024,1408,46463,0.084471,0.042324,0.035672,0.030928,0.031957,0.042131,0.031613,0.030762,0.085519,0.04244
comsol.mtx,1500,1500,97645,0.179357,0.064241,0.073371,0.065679,0.066043,0.084228,0.073397,0.064366,0.180174,0.06482
CO.mtx,221120,221120,7666057,14.351915,6.150101,6.407338,6.993951,6.216908,6.674399,10.768726,10.521216,14.366898,6.452589
cond-mat-2003.mtx,31164,31164,240058,0.865911,0.609876,0.620747,0.613866,0.628931,0.609255,0.693816,0.620433,0.885999,0.614179
cond-mat-2005.mtx,40424,40424,351386,1.225045,0.832273,0.860792,0.840416,0.879185,0.854663,0.880391,0.864347,1.240295,0.839178
cond-mat.mtx,16728,16728,95188,0.3714,0.236097,0.278527,0.236919,0.281869,0.235856,0.264219,0.237798,0.370583,0.23748
conf5_0-4x4-10.mtx,3072,3072,119808,0.204686,0.077606,0.087816,0.112165,0.082699,0.111972,0.08007,0.076839,0.206725,0.080686
conf5_0-4x4-14.mtx,3072,3072,119808,0.208094,0.112857,0.088372,0.112062,0.082099,0.077121,0.080784,0.077633,0.264489,0.078417
conf5_0-4x4-18.mtx,3072,3072,119808,0.204119,0.112071,0.087374,0.112753,0.082945,0.077522,0.081105,0.077939,0.206465,0.112538
conf5_0-4x4-22.mtx,3072,3072,119808,0.212659,0.11192,0.087885,0.111881,0.082684,0.121072,0.082596,0.07836,0.206827,0.112199
conf5_0-4x4-26.mtx,3072,3072,119808,0.204111,0.111696,0.088204,0.077418,0.082857,0.08051,0.080404,0.080074,0.206945,0.077053
conf5_4-8x8-05.mtx,49152,49152,1916928,3.356137,1.49877,1.502698,1.737648,1.413184,2.213597,2.653868,2.75151,3.289386,1.488607
conf5_4-8x8-10.mtx,49152,49152,1916928,3.296048,1.463828,1.481034,1.52764,1.441119,1.460076,2.32412,2.978242,3.421264,2.077751
conf5_4-8x8-15.mtx,49152,49152,1916928,3.27291,1.469028,1.753096,1.521676,1.394949,1.496576,2.816822,2.515701,3.333877,1.431908
conf5_4-8x8-20.mtx,49152,49152,1916928,3.392287,1.505325,1.453556,1.448041,1.374904,2.294728,2.541057,2.257124,3.341213,1.410146
conf6_0-4x4-20.mtx,3072,3072,119808,0.204651,0.111997,0.089388,0.11214,0.082608,0.112104,0.080133,0.077798,0.206702,0.077586
conf6_0-4x4-30.mtx,3072,3072,119808,0.205201,0.078041,0.087513,0.077605,0.082091,0.082093,0.080563,0.077345,0.207817,0.077943
conf6_0-8x8-20.mtx,49152,49152,1916928,3.305505,1.585415,1.4621,1.456258,1.374352,1.430575,2.768566,2.559538,3.461575,1.592535
conf6_0-8x8-30.mtx,49152,49152,1916928,3.280596,1.469824,1.5043,1.431215,1.379499,1.418439,3.326073,2.363384,3.294245,1.455533
conf6_0-8x8-80.mtx,49152,49152,1916928,3.293959,1.603414,1.46561,1.495339,1.419108,1.394144,2.708925,2.704738,3.3093,1.573044
connectus.mtx,512,394792,1127525,2.043006,1.090643,1.006347,1.02754,0.864299,0.982649,1.727521,1.855686,2.043094,1.010884
consph.mtx,83336,83336,6010480,10.648086,6.669236,4.73607,4.459988,3.860739,4.28251,8.633458,8.104317,10.691773,6.21109
cont11_l.mtx,1468600,1961396,5382999,9.979711,6.991889,7.510249,6.89805,7.09779,6.466325,12.444655,10.91933,10.204212,7.878271
cont1_l.mtx,1918400,1921596,7031999,11.561872,8.646992,9.915543,9.307378,10.911122,9.383452,13.877528,10.402486,12.093898,9.522402
cont-201.mtx,80596,80596,438795,0.869081,0.448474,0.543159,0.450433,0.588795,0.450364,0.556503,0.456245,0.926608,0.449497
cont-300.mtx,180896,180896,988195,1.969564,1.048662,1.242164,1.173653,1.336561,1.033341,1.254199,1.025171,2.08968,1.082527
cop20k_A.mtx,121192,121192,2624331,5.128072,2.762317,2.67051,2.710388,2.568826,2.640616,2.612472,2.748029,5.197264,2.764213
coPapersCiteseer.mtx,434104,434104,32073440,104.123284,44.696616,44.546419,39.828782,40.376537,40.288431,33.1136,57.22858,72.199521,35.989037
coPapersDBLP.mtx,540488,540488,30491458,77.001704,41.566338,44.476099,44.762622,40.756615,48.372259,79.756951,91.99007,82.126438,45.653993
copter1.mtx,17224,17224,211064,0.360827,0.19498,0.201445,0.270608,0.200192,0.195356,0.195691,0.197024,0.373847,0.195893
copter2.mtx,55476,55476,759952,1.83049,0.949601,0.986807,0.958342,0.954572,0.949329,1.257939,1.27576,1.955445,0.990629
CoupCons3D.mtx,416800,416800,22322336,40.881366,24.924388,16.69475,23.493564,16.237843,23.8668,29.418138,29.436188,41.110088,17.221253
coupled.mtx,11344,11344,98523,0.299217,0.196913,0.191575,0.194133,0.191806,0.193481,0.181264,0.195455,0.30339,0.194106
cq5.mtx,5048,11748,51571,0.099719,0.051387,0.052842,0.069756,0.04991,0.050128,0.052574,0.050839,0.099723,0.050194
cq9.mtx,9280,21536,96653,0.183414,0.117228,0.099858,0.095714,0.096667,0.100563,0.0918,0.097574,0.189175,0.135757
cr42.mtx,908,1516,6614,0.014232,0.007377,0.008178,0.007241,0.008201,0.011003,0.007825,0.007205,0.016848,0.011015
crack_dual.mtx,20144,20144,60086,0.080589,0.078106,0.09515,0.077906,0.151319,0.080379,0.082583,0.077708,0.082595,0.077811
crack.mtx,10240,10240,60760,0.152626,0.098555,0.090268,0.098084,0.101204,0.097714,0.0872,0.096822,0.164405,0.0967
crankseg_1.mtx,52804,52804,10614210,19.196068,11.046581,7.596289,7.900667,6.93514,11.773693,14.700558,14.473014,19.840102,11.704565
crankseg_2.mtx,63840,63840,14148858,25.991762,11.430479,10.124294,15.41053,11.346486,11.532798,10.700455,10.73846,26.171762,14.255954
crashbasis.mtx,160000,160000,1750416,2.887968,1.859915,1.745238,2.092292,1.747995,1.845527,2.831139,2.913689,3.025247,3.693431
crew1.mtx,136,6472,46950,0.087291,0.028049,0.034141,0.027946,0.02874,0.027748,0.028744,0.028507,0.084161,0.028054
crplat2.mtx,18012,18012,960946,1.676279,0.613471,0.759148,0.622441,0.620363,0.631911,1.353565,1.294285,1.71609,0.619039
cryg10000.mtx,10000,10000,49699,0.10483,0.053057,0.064849,0.05189,0.06932,0.052133,0.066153,0.053311,0.113128,0.051978
cryg2500.mtx,2500,2500,12349,0.026971,0.022336,0.017157,0.013603,0.01818,0.013536,0.017228,0.013505,0.029146,0.015081
crystk01.mtx,4876,4876,315891,0.554047,0.188483,0.217475,0.192465,0.196197,0.191826,0.203422,0.203823,0.558013,0.259862
crystk02.mtx,13968,13968,968583,1.695541,0.612932,0.674931,0.618422,0.60336,0.613301,1.334526,1.327578,1.702718,0.625416
crystk03.mtx,24696,24696,1751178,3.062192,1.230933,1.250944,1.199245,1.1419,1.33419,1.998582,4.682995,3.081371,1.240833
crystm01.mtx,4876,4876,105339,0.184651,0.079553,0.0858,0.118388,0.111465,0.079641,0.153856,0.13701,0.187676,0.117527
crystm02.mtx,13968,13968,322905,0.556013,0.23899,0.260795,0.241304,0.260706,0.28707,0.236417,0.246084,0.566322,0.238299
crystm03.mtx,24696,24696,583770,1.001891,0.432557,0.458425,0.438083,0.443408,0.441668,0.435387,0.795008,1.017712,0.431816
cs4.mtx,22500,22500,87716,0.241421,0.127411,0.15501,0.161115,0.159444,0.140534,0.151721,0.126204,0.249851,0.126349
CSphd.mtx,1884,1884,1740,0.012025,0.009453,0.010571,0.009227,0.010194,0.008163,0.009878,0.00804,0.01179,0.009237
ct2010.mtx,67580,67580,336352,1.483518,0.96221,1.120024,0.969108,1.135058,0.978285,1.171013,0.994644,1.476026,0.961704
ct20stif.mtx,52332,52332,2698463,5.114224,2.25943,2.213263,2.232305,2.247304,2.412142,2.171737,2.264312,5.195014,2.218262
cti.mtx,16840,16840,96464,0.197847,0.160836,0.124339,0.113374,0.145008,0.115748,0.128323,0.113223,0.210733,0.154559
CurlCurl_0.mtx,11084,11084,113343,0.202084,0.141492,0.112295,0.111108,0.113876,0.165546,0.108661,0.11193,0.208331,0.165093
CurlCurl_1.mtx,226452,226452,2472071,4.420679,2.613759,2.655911,2.584667,2.466457,2.689524,3.874983,3.647761,4.396599,2.509842
CurlCurl_2.mtx,806532,806532,8921789,15.271944,10.431559,8.676587,10.063998,9.151049,9.756528,12.862167,9.394298,15.732444,9.084081
CurlCurl_3.mtx,1219576,1219576,13544618,24.483304,14.249323,13.134519,13.99291,13.396113,15.572786,21.071282,20.437252,23.819119,15.604629
CurlCurl_4.mtx,2380516,2380516,26515867,49.663241,34.482733,25.946805,30.36499,26.063758,29.420707,41.590651,41.311254,46.616036,30.569899
curtis54.mtx,56,56,291,0.001637,0.0011,0.001482,0.000917,0.001481,0.001097,0.001406,0.000831,0.001706,0.000909
cvxbqp1.mtx,50000,50000,349968,0.694535,0.383084,0.390696,0.38233,0.398748,0.395368,0.396065,0.53766,0.732421,0.383667
cvxqp3.mtx,17500,17500,122462,0.249307,0.16232,0.137683,0.132501,0.138905,0.131541,0.133432,0.1321,0.269656,0.13259
cyl6.mtx,13684,13684,714241,1.251578,0.482195,0.514263,0.486451,0.46136,0.463494,0.934125,0.872821,1.250678,0.479205
cz10228.mtx,10228,10228,102876,0.205359,0.102348,0.107357,0.102095,0.106006,0.102545,0.103306,0.104715,0.213239,0.10223
cz1268.mtx,1268,1268,12786,0.027249,0.018651,0.014379,0.013417,0.025159,0.018679,0.014536,0.013312,0.027255,0.013271
cz148.mtx,148,148,1527,0.004011,0.002725,0.002626,0.002768,0.002533,0.002064,0.002445,0.001881,0.004131,0.002732
cz20468.mtx,20468,20468,206076,0.412368,0.221613,0.212814,0.492429,0.210978,0.20205,0.201503,0.203236,0.421979,0.215463
cz2548.mtx,2548,2548,25674,0.054314,0.037826,0.027636,0.038129,0.03079,0.026295,0.026143,0.026015,0.05565,0.026276
cz308.mtx,308,308,3182,0.007429,0.005094,0.004445,0.003731,0.00493,0.005151,0.004019,0.003581,0.007592,0.005069
cz40948.mtx,40948,40948,412148,0.806911,0.409069,0.420199,0.40582,0.419141,0.398959,0.463986,0.422842,0.840702,0.401943
cz5108.mtx,5108,5108,51412,0.10259,0.073646,0.054772,0.052493,0.054131,0.07322,0.057674,0.051677,0.106898,0.051664
cz628.mtx,628,628,6346,0.01365,0.006898,0.007654,0.006813,0.008408,0.009613,0.007238,0.00676,0.014057,0.006868
D_10.mtx,460,816,7614,0.016125,0.00973,0.007817,0.007204,0.007393,0.009741,0.007192,0.006951,0.016253,0.009767
D_11.mtx,172,464,2952,0.006442,0.00322,0.003692,0.00408,0.003462,0.004089,0.003351,0.002812,0.0066,0.004094
D_5.mtx,436,116,1832,0.004825,0.003697,0.003656,0.003724,0.003698,0.003696,0.003494,0.003702,0.004868,0.004397
D6-6.mtx,120576,23740,146880,0.830247,0.625305,0.732091,0.626139,0.711475,0.630834,0.68994,0.634522,0.813512,0.627031
D_6.mtx,972,436,6491,0.020213,0.014996,0.008761,0.009988,0.008798,0.010461,0.008435,0.008964,0.014261,0.009092
D_7.mtx,1272,972,12714,0.025841,0.0202,0.014648,0.02013,0.014913,0.020154,0.014601,0.015035,0.026558,0.020188
D_8.mtx,1132,1272,14966,0.029817,0.015989,0.015942,0.016728,0.015119,0.020946,0.014677,0.015897,0.030537,0.020902
D_9.mtx,816,1136,12395,0.024449,0.012121,0.013614,0.012167,0.013995,0.016297,0.011666,0.012683,0.024856,0.012231
dano3mip.mtx,3204,15852,81633,0.150694,0.097653,0.074138,0.097278,0.086187,0.097452,0.067214,0.066708,0.155621,0.067706
darcy003.mtx,389876,389876,2101242,4.238207,3.365772,3.342031,4.125306,3.561381,3.408624,8.103737,8.380395,4.278368,3.317966
data.mtx,2852,2852,30186,0.060591,0.028158,0.031198,0.029388,0.029998,0.02812,0.031005,0.028911,0.062526,0.040615
dawson5.mtx,51540,51540,1010777,1.870985,0.880115,0.895594,0.867249,0.908902,0.896522,1.629106,1.783915,2.092077,0.878257
dbic1.mtx,43200,226320,1081843,2.471521,1.58389,1.377489,1.384365,1.293195,1.286149,1.936665,1.914102,2.553715,1.310059
dbir1.mtx,18804,45776,1077025,1.983724,0.852405,0.922622,0.81769,0.782218,0.842039,1.57351,1.693861,2.263889,0.830244
dbir2.mtx,18908,45880,1158159,2.159016,0.919549,0.955271,0.913479,0.833241,0.893511,2.114723,1.474589,2.501804,0.880335
dblp-2010.mtx,326188,326188,1615400,7.521116,5.140419,5.388018,4.495552,6.059558,5.60685,7.738913,7.457461,7.1083,4.941453
dc1.mtx,116836,116836,766396,1.507848,0.898526,1.084687,0.906474,0.876964,0.906529,1.288105,1.074293,1.552225,0.90213
